,ritz_wl_vac(nm),Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
0,78.94482,1210000000.0,C,3d7,a 2G,9/2,3d6.(3D).4p,w 2F*,7/2,10,8
1,79.06859,1300000000.0,C,3d7,a 2G,7/2,3d6.(3D).4p,w 2F*,5/2,8,6
2,80.14914,720000000.0,C,3d7,a 4F,9/2,3d6.(3H).4p,z 4G*,11/2,10,12
3,84.40901,630000000.0,C,3d7,a 2H,11/2,3d6.(1G2).4p,w 2H*,11/2,12,12
4,84.80831,1300000000.0,C,3d7,a 2H,9/2,3d6.(1I).4p,x 2H*,9/2,10,10
5,85.89762,570000000.0,C,3d7,a 2H,11/2,3d6.(1I).4p,x 2H*,11/2,12,12
6,87.00083,850000000.0,C,3d7,a 2H,11/2,3d6.(3G).4p,x 2G*,9/2,12,10
7,93.79752,99.0,C,3d7,a 4F,9/2,3d6.(3F1).4s,c 4F,7/2,10,8
8,93.8592,300.0,C,3d7,a 4F,9/2,3d6.(3F1).4s,c 4F,9/2,10,10
9,93.90604,840000000.0,C,3d7,a 4F,9/2,3d6.(5D).4p,z 4D*,7/2,10,8
10,94.2044,1020000000.0,C,3d7,b 2D1,5/2,3d6.(3F1).4p,u 2D*,5/2,6,6
11,94.54364,160.0,C,3d7,a 4F,7/2,3d6.(3F1).4s,c 4F,7/2,8,8
12,94.59161,150.0,C,3d7,a 4F,7/2,3d6.(3F1).4s,c 4F,5/2,8,6
13,94.6063,93.0,C,3d7,a 4F,7/2,3d6.(3F1).4s,c 4F,9/2,8,10
14,95.09202,130.0,C,3d7,a 4F,5/2,3d6.(3F1).4s,c 4F,7/2,6,8
15,95.14055,104.0,C,3d7,a 4F,5/2,3d6.(3F1).4s,c 4F,5/2,6,6
16,95.22443,180.0,C,3d7,a 4F,5/2,3d6.(3F1).4s,c 4F,3/2,6,4
17,95.51875,130.0,C,3d7,a 4F,3/2,3d6.(3F1).4s,c 4F,5/2,4,6
18,95.6033,200.0,C,3d7,a 4F,3/2,3d6.(3F1).4s,c 4F,3/2,4,4
19,100.5927,24.0,C,3d7,a 2G,9/2,3d6.(1G1).4s,d 2G,9/2,10,10
20,101.3468,19.0,C,3d7,a 2G,7/2,3d6.(1G1).4s,d 2G,7/2,8,8
21,105.1173,24.0,C,3d7,a 2G,9/2,3d6.(3F1).4s,d 2F,7/2,10,8
22,106.00002,19.0,C,3d7,a 2G,7/2,3d6.(3F1).4s,d 2F,5/2,8,6
23,106.759,340.0,C,3d7,a 2H,11/2,3d6.(1G1).4s,d 2G,9/2,12,10
24,107.1474,78.0,C,3d7,a 2D2,5/2,3d6.(1G1).4s,d 2G,9/2,6,10
25,107.5222,380.0,C,3d7,a 2H,9/2,3d6.(1G1).4s,d 2G,7/2,10,8
26,107.5796,18.0,C,3d7,a 2H,9/2,3d6.(1G1).4s,d 2G,9/2,10,10
27,108.4585,58.0,C,3d7,a 2D2,3/2,3d6.(1G1).4s,d 2G,7/2,4,8
28,109.29283,130.0,C,3d7,a 4P,5/2,3d6.(3P1).4s,c 4P,5/2,6,6
29,109.39714,125.0,C,3d7,a 4P,5/2,3d6.(3F1).4s,c 4F,7/2,6,8
30,109.46138,39.0,C,3d7,a 4P,5/2,3d6.(3F1).4s,c 4F,5/2,6,6
31,109.48105,350.0,C,3d7,a 4P,5/2,3d6.(3F1).4s,c 4F,9/2,6,10
32,109.56347,210.0,C,3d7,a 4P,3/2,3d6.(3P1).4s,c 4P,5/2,4,6
33,109.6683,190.0,C,3d7,a 4P,3/2,3d6.(3F1).4s,c 4F,7/2,4,8
34,109.73285,170.0,C,3d7,a 4P,3/2,3d6.(3F1).4s,c 4F,5/2,4,6
35,109.84445,84.0,C,3d7,a 4P,3/2,3d6.(3F1).4s,c 4F,3/2,4,4
36,110.0261,150.0,C,3d7,a 4P,1/2,3d6.(3P1).4s,c 4P,5/2,2,6
37,110.197,109.0,C,3d7,a 4P,1/2,3d6.(3F1).4s,c 4F,5/2,2,6
38,110.3095,230.0,C,3d7,a 4P,1/2,3d6.(3F1).4s,c 4F,3/2,2,4
39,110.50222,310.0,C,3d7,a 4P,5/2,3d6.(3P1).4s,c 4P,3/2,6,4
40,110.77889,160.0,C,3d7,a 4P,3/2,3d6.(3P1).4s,c 4P,3/2,4,4
41,111.19963,430.0,C,3d7,a 4P,5/2,3d6.(3P1).4s,c 4P,1/2,6,2
