,ritz_wl_vac(nm),Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
0,38.7649,55900000.0,C+,2s2.2p3,4S*,3/2,2s2.2p2.(3P).5s,4P,5/2,4,6
1,38.7898,55800000.0,C+,2s2.2p3,4S*,3/2,2s2.2p2.(3P).5s,4P,3/2,4,4
2,38.8055,55800000.0,C+,2s2.2p3,4S*,3/2,2s2.2p2.(3P).5s,4P,1/2,4,2
3,39.19062,2380000000.0,C+,2s2.2p3,4S*,3/2,2s2.2p2.(3P).4d,4P,1/2,4,2
4,39.1938,2380000000.0,C+,2s2.2p3,4S*,3/2,2s2.2p2.(3P).4d,4P,3/2,4,4
5,39.19954,2380000000.0,C+,2s2.2p3,4S*,3/2,2s2.2p2.(3P).4d,4P,5/2,4,6
6,41.85958,186000000.0,C+,2s2.2p3,4S*,3/2,2s2.2p2.(3P).4s,4P,5/2,4,6
7,41.88786,186000000.0,C+,2s2.2p3,4S*,3/2,2s2.2p2.(3P).4s,4P,3/2,4,4
8,41.90633,186000000.0,C+,2s2.2p3,4S*,3/2,2s2.2p2.(3P).4s,4P,1/2,4,2
9,42.6522,2060000.0,C,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3d,2D,5/2,4,6
10,42.8393,3060000.0,C,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3d,2P,3/2,4,4
11,42.965,349000000.0,C,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3d,4D,5/2,4,6
12,42.9653,635000000.0,C,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3d,4D,3/2,4,4
13,42.97164,521000000.0,C,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3d,4D,1/2,4,2
14,42.9918,4250000000.0,B+,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3d,4P,1/2,4,2
15,43.0041,4130000000.0,B+,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3d,4P,3/2,4,4
16,43.01765,4360000000.0,B+,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3d,4P,5/2,4,6
17,43.7339,2040000000.0,C,2s2.2p3,2D*,5/2,2s2.2p2.(3P).4d,2F,7/2,6,8
18,43.76913,1900000000.0,C,2s2.2p3,2D*,3/2,2s2.2p2.(3P).4d,2F,5/2,4,6
19,44.56097,1440000000.0,C,2s2.2p3,2D*,5/2,2s2.2p2.(1D).3d,2F,7/2,6,8
20,44.56443,1340000000.0,C,2s2.2p3,2D*,3/2,2s2.2p2.(1D).3d,2F,5/2,4,6
21,46.79308,76500000.0,C,2s2.2p3,2D*,5/2,2s2.2p2.(3P).4s,2P,3/2,6,4
22,46.83853,84800000.0,C,2s2.2p3,2D*,3/2,2s2.2p2.(3P).4s,2P,1/2,4,2
23,48.15933,760000000.0,B,2s2.2p3,2D*,5/2,2s2.2p2.(3P).3d,2D,5/2,6,6
24,48.16397,37500000.0,C,2s2.2p3,2D*,3/2,2s2.2p2.(3P).3d,2D,5/2,4,6
25,48.17136,165000000.0,C,2s2.2p3,2D*,5/2,2s2.2p2.(3P).3d,2D,3/2,6,4
26,48.176,600000000.0,B,2s2.2p3,2D*,3/2,2s2.2p2.(3P).3d,2D,3/2,4,4
27,48.37601,2050000000.0,B,2s2.2p3,2D*,3/2,2s2.2p2.(3P).3d,2P,1/2,4,2
28,48.39803,1800000000.0,B,2s2.2p3,2D*,5/2,2s2.2p2.(3P).3d,2P,3/2,6,4
29,48.40272,322000000.0,C,2s2.2p3,2D*,3/2,2s2.2p2.(3P).3d,2P,3/2,4,4
30,48.50868,2600000000.0,B,2s2.2p3,2D*,5/2,2s2.2p2.(3P).3d,2F,7/2,6,8
31,48.54705,120000000.0,C,2s2.2p3,2D*,5/2,2s2.2p2.(3P).3d,2F,5/2,6,6
32,48.55177,1930000000.0,C+,2s2.2p3,2D*,3/2,2s2.2p2.(3P).3d,2F,5/2,4,6
33,48.55706,152000000.0,C,2s2.2p3,2D*,5/2,2s2.2p2.(3P).3d,4D,7/2,6,8
34,48.55854,33000000.0,C,2s2.2p3,2D*,5/2,2s2.2p2.(3P).3d,4D,5/2,6,6
35,48.55891,4090000.0,C,2s2.2p3,2D*,5/2,2s2.2p2.(3P).3d,4D,3/2,6,4
36,48.56326,615000000.0,C,2s2.2p3,2D*,3/2,2s2.2p2.(3P).3d,4D,5/2,4,6
37,48.5717,8130000.0,C,2s2.2p3,2D*,3/2,2s2.2p2.(3P).3d,4D,1/2,4,2
38,48.5975,3100000.0,C,2s2.2p3,2D*,3/2,2s2.2p2.(3P).3d,4P,1/2,4,2
39,48.6085,4500000.0,C,2s2.2p3,2D*,5/2,2s2.2p2.(3P).3d,4P,3/2,6,4
40,48.6305,3530000.0,C,2s2.2p3,2D*,3/2,2s2.2p2.(3P).3d,4P,5/2,4,6
41,48.8717,3280000.0,C,2s2.2p3,2D*,5/2,2s2.2p2.(3P).3d,4F,7/2,6,8
42,48.8951,2430000.0,C,2s2.2p3,2D*,3/2,2s2.2p2.(3P).3d,4F,5/2,4,6
43,51.54995,1830000000.0,B,2s2.2p3,2P*,3/2,2s2.2p2.(3P).3d,2D,5/2,4,6
44,51.56425,1360000000.0,B,2s2.2p3,2P*,1/2,2s2.2p2.(3P).3d,2D,3/2,2,4
45,51.79292,935000000.0,C+,2s2.2p3,2P*,3/2,2s2.2p2.(3P).3d,2P,1/2,4,2
46,51.79345,1820000000.0,C+,2s2.2p3,2P*,1/2,2s2.2p2.(3P).3d,2P,1/2,2,2
47,51.82354,2070000000.0,C+,2s2.2p3,2P*,3/2,2s2.2p2.(3P).3d,2P,3/2,4,4
48,51.9944,1180000.0,C,2s2.2p3,2P*,3/2,2s2.2p2.(3P).3d,2F,5/2,4,6
49,52.008,4150000.0,C,2s2.2p3,2P*,3/2,2s2.2p2.(3P).3d,4D,3/2,4,4
50,52.0086,803000.0,C,2s2.2p3,2P*,1/2,2s2.2p2.(3P).3d,4D,3/2,2,4
51,52.0173,3490000.0,C,2s2.2p3,2P*,3/2,2s2.2p2.(3P).3d,4D,1/2,4,2
52,52.0179,6820000.0,C,2s2.2p3,2P*,1/2,2s2.2p2.(3P).3d,4D,1/2,2,2
53,52.0474,2990000.0,C,2s2.2p3,2P*,1/2,2s2.2p2.(3P).3d,4P,1/2,2,2
54,52.0649,6620000.0,C,2s2.2p3,2P*,3/2,2s2.2p2.(3P).3d,4P,3/2,4,4
55,52.0848,1420000.0,C,2s2.2p3,2P*,3/2,2s2.2p2.(3P).3d,4P,5/2,4,6
56,53.7832,5730000000.0,B+,2s2.2p3,2D*,3/2,2s.2p4,2P,1/2,4,2
57,53.82616,5180000000.0,B+,2s2.2p3,2D*,5/2,2s.2p4,2P,3/2,6,4
58,53.83196,587000000.0,B+,2s2.2p3,2D*,3/2,2s.2p4,2P,3/2,4,4
