,ritz_wl_vac(nm),unc_ritz_wl,Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
48,100.6944,0.001,46247000.0,AAA,1s.2p,1P*,1.0,1s.7d,1D,2.0,3.0,5.0
49,100.886,0.01,13736000.0,AAA,1s.2p,1P*,1.0,1s.7s,1S,0.0,3.0,1.0
50,101.7778,0.001,19060.0,AA,1s.2p,3P*,1.0,1s.5d,1D,2.0,3.0,5.0
51,101.7801,0.001,7341.0,AA,1s.2p,3P*,2.0,1s.5d,1D,2.0,5.0,5.0
52,101.7885,0.001,135510000.0,AAA,1s.2p,3P*,1.0,1s.5d,3D,2.0,3.0,5.0
53,101.7889,0.001,75298000.0,AAA,1s.2p,3P*,1.0,1s.5d,3D,1.0,3.0,3.0
54,101.7902,0.001,180720000.0,AAA,1s.2p,3P*,2.0,1s.5d,3D,3.0,5.0,7.0
55,101.7909,0.001,45171000.0,AAA,1s.2p,3P*,2.0,1s.5d,3D,2.0,5.0,5.0
56,101.7913,0.001,5020100.0,AAA,1s.2p,3P*,2.0,1s.5d,3D,1.0,5.0,3.0
57,101.7945,0.001,100410000.0,AAA,1s.2p,3P*,0.0,1s.5d,3D,1.0,1.0,3.0
58,103.1746,0.001,16829000.0,AAA,1s.2p,3P*,1.0,1s.5s,3S,1.0,3.0,3.0
59,103.177,0.001,28050000.0,AAA,1s.2p,3P*,2.0,1s.5s,3S,1.0,5.0,3.0
60,103.1803,0.001,5610500.0,AAA,1s.2p,3P*,0.0,1s.5s,3S,1.0,1.0,3.0
61,104.0865,0.001,76296000.0,AAA,1s.2p,1P*,1.0,1s.6d,1D,2.0,3.0,5.0
62,104.137,0.01,192.7,AA,1s.2p,1P*,1.0,1s.6p,1P*,1.0,3.0,3.0
63,104.4147,0.001,22136000.0,AAA,1s.2p,1P*,1.0,1s.6s,1S,0.0,3.0,1.0
64,109.3428,0.001,135490000.0,AAA,1s.2s,1S,0.0,1s.4p,1P*,1.0,1.0,3.0
65,109.5814,0.001,784.6,AA,1s.2s,1S,0.0,1s.4d,1D,2.0,1.0,5.0
66,110.1002,0.001,334.4,AA,1s.2p,1P*,1.0,1s.5p,1P*,1.0,3.0,3.0
67,110.2465,0.001,140500000.0,AAA,1s.2p,1P*,1.0,1s.5d,1D,2.0,3.0,5.0
68,110.8882,0.001,39137000.0,AAA,1s.2p,1P*,1.0,1s.5s,1S,0.0,3.0,1.0
69,113.1833,0.001,288650000.0,AAA,1s.2p,3P*,1.0,1s.4d,3D,2.0,3.0,5.0
70,113.1838,0.001,160390000.0,AAA,1s.2p,3P*,1.0,1s.4d,3D,1.0,3.0,3.0
71,113.1854,0.001,384940000.0,AAA,1s.2p,3P*,2.0,1s.4d,3D,3.0,5.0,7.0
72,113.1862,0.001,96217000.0,AAA,1s.2p,3P*,2.0,1s.4d,3D,2.0,5.0,5.0
73,113.1867,0.001,10693000.0,AAA,1s.2p,3P*,2.0,1s.4d,3D,1.0,5.0,3.0
74,113.1907,0.001,213750000.0,AAA,1s.2p,3P*,0.0,1s.4d,3D,1.0,1.0,3.0
75,116.6587,0.001,35100000.0,AAA,1s.2p,3P*,1.0,1s.4s,3S,1.0,3.0,3.0
76,116.6618,0.001,58470000.0,AAA,1s.2p,3P*,2.0,1s.4s,3S,1.0,5.0,3.0
77,116.666,0.001,11694000.0,AAA,1s.2p,3P*,0.0,1s.4s,3S,1.0,1.0,3.0
78,119.8073,0.001,289680000.0,AAA,1s.2s,3S,1.0,1s.3p,3P*,0.0,3.0,1.0
79,119.8086,0.001,289680000.0,AAA,1s.2s,3S,1.0,1s.3p,3P*,2.0,3.0,5.0
80,119.8102,0.001,289700000.0,AAA,1s.2s,3S,1.0,1s.3p,3P*,1.0,3.0,3.0
81,123.424,0.001,649.88,AAA,1s.2p,1P*,1.0,1s.4p,1P*,1.0,3.0,3.0
82,123.7081,0.001,3975.0,AA,1s.2p,1P*,1.0,1s.4f,1F*,3.0,3.0,7.0
83,123.7281,0.001,311250000.0,AAA,1s.2p,1P*,1.0,1s.4d,1D,2.0,3.0,5.0
84,125.3318,0.001,79535000.0,AAA,1s.2p,1P*,1.0,1s.4s,1S,0.0,3.0,1.0
85,142.0894,0.001,283080000.0,AAA,1s.2s,1S,0.0,1s.3p,1P*,1.0,1.0,3.0
86,143.0635,0.001,4748.9,AAA,1s.2s,1S,0.0,1s.3d,1D,2.0,1.0,5.0
87,149.226,0.001,271900.0,AA,1s.2p,3P*,1.0,1s.3d,1D,2.0,3.0,5.0
88,149.2311,0.001,101100.0,AA,1s.2p,3P*,2.0,1s.3d,1D,2.0,5.0,5.0
89,149.2913,0.001,467330000.0,AAA,1s.2p,3P*,1.0,1s.3d,3D,1.0,3.0,3.0
90,149.2939,0.001,840940000.0,AAA,1s.2p,3P*,1.0,1s.3d,3D,2.0,3.0,5.0
91,149.2964,0.001,31155000.0,AAA,1s.2p,3P*,2.0,1s.3d,3D,1.0,5.0,3.0
92,149.2976,0.001,1121600000.0,AAA,1s.2p,3P*,2.0,1s.3d,3D,3.0,5.0,7.0
93,149.2989,0.001,280310000.0,AAA,1s.2p,3P*,2.0,1s.3d,3D,2.0,5.0,5.0
94,149.3034,0.001,623100000.0,AAA,1s.2p,3P*,0.0,1s.3d,3D,1.0,1.0,3.0
95,165.3076,0.001,95283000.0,AAA,1s.2p,3P*,1.0,1s.3s,3S,1.0,3.0,3.0
96,165.3138,0.001,158810000.0,AAA,1s.2p,3P*,2.0,1s.3s,3S,1.0,5.0,3.0
97,165.3224,0.001,31761000.0,AAA,1s.2p,3P*,0.0,1s.3s,3S,1.0,1.0,3.0
98,166.8217,0.001,1501.0,AAA,1s.2p,1P*,1.0,1s.3p,1P*,1.0,3.0,3.0
99,168.1661,0.001,1006900000.0,AAA,1s.2p,1P*,1.0,1s.3d,1D,2.0,3.0,5.0
100,168.2523,0.001,340100.0,AA,1s.2p,1P*,1.0,1s.3d,3D,2.0,3.0,5.0
101,175.5332,0.001,204990000.0,AAA,1s.2p,1P*,1.0,1s.3s,1S,0.0,3.0,1.0
102,233.0516,0.001,11758000.0,AAA,1s.3s,3S,1.0,1s.6p,3P*,2.0,3.0,5.0
103,233.0553,0.001,11758000.0,AAA,1s.3s,3S,1.0,1s.6p,3P*,1.0,3.0,3.0
104,233.0573,0.001,11758000.0,AAA,1s.3s,3S,1.0,1s.6p,3P*,0.0,3.0,1.0
105,236.85,0.1,7955100.0,AAA,1s.3s,1S,0.0,1s.7p,1P*,1.0,1.0,3.0
106,240.3032,0.001,14799000.0,AAA,1s.3p,3P*,1.0,1s.7d,3D,2.0,3.0,5.0
107,240.3054,0.001,8222200.0,AAA,1s.3p,3P*,1.0,1s.7d,3D,1.0,3.0,3.0
108,240.3055,0.001,19734000.0,AAA,1s.3p,3P*,2.0,1s.7d,3D,3.0,5.0,7.0
109,240.3093,0.001,4932800.0,AAA,1s.3p,3P*,2.0,1s.7d,3D,2.0,5.0,5.0
110,240.3116,0.001,548170.0,AAA,1s.3p,3P*,2.0,1s.7d,3D,1.0,5.0,3.0
111,240.3168,0.001,10963000.0,AAA,1s.3p,3P*,0.0,1s.7d,3D,1.0,1.0,3.0
112,243.0515,0.001,3514000.0,AAA,1s.3p,3P*,1.0,1s.7s,3S,1.0,3.0,3.0
113,243.0578,0.001,5856700.0,AAA,1s.3p,3P*,2.0,1s.7s,3S,1.0,5.0,3.0
114,243.0631,0.001,1171300.0,AAA,1s.3p,3P*,0.0,1s.7s,3S,1.0,1.0,3.0
115,250.7662,0.001,351300.0,AA,1s.3d,3D,3.0,1s.7f,1F*,3.0,7.0,7.0
116,250.7623,0.001,2559000.0,AA,1s.3d,3D,2.0,1s.7f,1F*,3.0,5.0,7.0
117,250.77,0.01,3028300.0,AAA,1s.3d,3D,2.0,1s.7f,3F*,2.0,5.0,5.0
118,250.77,0.01,14753000.0,AAA,1s.3d,3D,2.0,1s.7f,3F*,3.0,5.0,7.0
119,250.773,0.01,1812600.0,AAA,1s.3d,3D,3.0,1s.7f,3F*,3.0,7.0,7.0
120,250.773,0.01,19476000.0,AAA,1s.3d,3D,3.0,1s.7f,3F*,4.0,7.0,9.0
121,250.777,0.01,16359000.0,AAA,1s.3d,3D,1.0,1s.7f,3F*,2.0,3.0,5.0
122,250.773,0.01,86554.0,AAA,1s.3d,3D,3.0,1s.7f,3F*,2.0,7.0,5.0
123,250.9541,0.001,16484000.0,AAA,1s.3d,1D,2.0,1s.7f,1F*,3.0,5.0,7.0
124,250.961,0.01,2893000.0,AA,1s.3d,1D,2.0,1s.7f,3F*,3.0,5.0,7.0
125,250.961,0.01,1089.0,AA,1s.3d,1D,2.0,1s.7f,3F*,2.0,5.0,5.0
126,251.73,0.1,622350.0,AAA,1s.3d,1D,2.0,1s.7p,1P*,1.0,5.0,3.0
127,254.025,0.001,17886000.0,AAA,1s.3p,1P*,1.0,1s.7d,1D,2.0,3.0,5.0
128,255.25,0.1,8487200.0,AAA,1s.3p,1P*,1.0,1s.7s,1S,0.0,3.0,1.0
129,255.7241,0.001,53.17,AA,1s.3s,1S,0.0,1s.6d,1D,2.0,1.0,5.0
130,256.03,0.1,12342000.0,AAA,1s.3s,1S,0.0,1s.6p,1P*,1.0,1.0,3.0
131,260.5823,0.001,23813000.0,AAA,1s.3p,3P*,1.0,1s.6d,3D,2.0,3.0,5.0
132,260.585,0.001,13230000.0,AAA,1s.3p,3P*,1.0,1s.6d,3D,1.0,3.0,3.0
133,260.5851,0.001,31753000.0,AAA,1s.3p,3P*,2.0,1s.6d,3D,3.0,5.0,7.0
134,260.5896,0.001,7937000.0,AAA,1s.3p,3P*,2.0,1s.6d,3D,2.0,5.0,5.0
135,260.5922,0.001,882020.0,AAA,1s.3p,3P*,2.0,1s.6d,3D,1.0,5.0,3.0
136,260.5983,0.001,17640000.0,AAA,1s.3p,3P*,0.0,1s.6d,3D,1.0,1.0,3.0
137,265.8048,0.001,5804900.0,AAA,1s.3p,3P*,1.0,1s.6s,3S,1.0,3.0,3.0
138,265.8123,0.001,9675800.0,AAA,1s.3p,3P*,2.0,1s.6s,3S,1.0,5.0,3.0
139,265.8187,0.001,1935100.0,AAA,1s.3p,3P*,0.0,1s.6s,3S,1.0,1.0,3.0
140,267.521,0.001,19081000.0,AAA,1s.3s,3S,1.0,1s.5p,3P*,2.0,3.0,5.0
141,267.5257,0.001,19081000.0,AAA,1s.3s,3S,1.0,1s.5p,3P*,1.0,3.0,3.0
142,267.5285,0.001,19081000.0,AAA,1s.3s,3S,1.0,1s.5p,3P*,0.0,3.0,1.0
143,272.901,0.001,5124000.0,AA,1s.3d,3D,2.0,1s.6f,1F*,3.0,5.0,7.0
144,272.9088,0.001,25635000.0,AAA,1s.3d,3D,2.0,1s.6f,3F*,3.0,5.0,7.0
145,272.9088,0.001,5380600.0,AAA,1s.3d,3D,2.0,1s.6f,3F*,2.0,5.0,5.0
146,272.9056,0.001,699100.0,AA,1s.3d,3D,3.0,1s.6f,1F*,3.0,7.0,7.0
147,272.9134,0.001,3145600.0,AAA,1s.3d,3D,3.0,1s.6f,3F*,3.0,7.0,7.0
148,272.9134,0.001,34603000.0,AAA,1s.3d,3D,3.0,1s.6f,3F*,4.0,7.0,9.0
149,272.9134,0.001,153800.0,AAA,1s.3d,3D,3.0,1s.6f,3F*,2.0,7.0,5.0
150,272.9173,0.001,29066000.0,AAA,1s.3d,3D,1.0,1s.6f,3F*,2.0,3.0,5.0
151,273.1281,0.001,28653000.0,AAA,1s.3d,1D,2.0,1s.6f,1F*,3.0,5.0,7.0
152,273.1359,0.001,5796000.0,AA,1s.3d,1D,2.0,1s.6f,3F*,3.0,5.0,7.0
153,273.1359,0.001,1934.0,AA,1s.3d,1D,2.0,1s.6f,3F*,2.0,5.0,5.0
154,273.51,0.1,1050800.0,AAA,1s.3d,1D,2.0,1s.6p,1P*,1.0,5.0,3.0
155,274.5725,0.001,308910.0,AAA,1s.3d,3D,2.0,1s.6p,3P*,2.0,5.0,5.0
156,274.5772,0.001,1730500.0,AAA,1s.3d,3D,3.0,1s.6p,3P*,2.0,7.0,5.0
157,274.5776,0.001,1544600.0,AAA,1s.3d,3D,2.0,1s.6p,3P*,1.0,5.0,3.0
158,274.5812,0.001,20602.0,AAA,1s.3d,3D,1.0,1s.6p,3P*,2.0,3.0,5.0
159,274.5862,0.001,515030.0,AAA,1s.3d,3D,1.0,1s.6p,3P*,1.0,3.0,3.0
160,274.5891,0.001,2060100.0,AAA,1s.3d,3D,1.0,1s.6p,3P*,0.0,3.0,1.0
161,275.4297,0.001,28.42,AAA,1s.3d,1D,2.0,1s.6s,1S,0.0,5.0,1.0
162,276.7806,0.001,29368000.0,AAA,1s.3p,1P*,1.0,1s.6d,1D,2.0,3.0,5.0
163,277.14,0.1,53.8,AA,1s.3p,1P*,1.0,1s.6p,1P*,1.0,3.0,3.0
164,279.1136,0.001,13884000.0,AAA,1s.3p,1P*,1.0,1s.6s,1S,0.0,3.0,1.0
165,295.3596,0.001,20309000.0,AAA,1s.3s,1S,0.0,1s.5p,1P*,1.0,1.0,3.0
166,296.4144,0.001,113.83,AAA,1s.3s,1S,0.0,1s.5d,1D,2.0,1.0,5.0
167,302.996,0.001,41793000.0,AAA,1s.3p,3P*,1.0,1s.5d,3D,2.0,3.0,5.0
168,302.9995,0.001,23222000.0,AAA,1s.3p,3P*,1.0,1s.5d,3D,1.0,3.0,3.0
169,302.9997,0.001,55732000.0,AAA,1s.3p,3P*,2.0,1s.5d,3D,3.0,5.0,7.0
170,303.0058,0.001,13932000.0,AAA,1s.3p,3P*,2.0,1s.5d,3D,2.0,5.0,5.0
171,303.0094,0.001,1548100.0,AAA,1s.3p,3P*,2.0,1s.5d,3D,1.0,5.0,3.0
172,303.0176,0.001,30962000.0,AAA,1s.3p,3P*,0.0,1s.5d,3D,1.0,1.0,3.0
173,315.6176,0.001,10709000.0,AAA,1s.3p,3P*,1.0,1s.5s,3S,1.0,3.0,3.0
174,315.6283,0.001,17850000.0,AAA,1s.3p,3P*,2.0,1s.5s,3S,1.0,5.0,3.0
175,315.6372,0.001,3570000.0,AAA,1s.3p,3P*,0.0,1s.5s,3S,1.0,1.0,3.0
176,318.8644,0.001,2008800.0,AAA,1s.3d,1D,2.0,1s.5p,1P*,1.0,5.0,3.0
177,319.7139,0.001,13120000.0,AA,1s.3d,3D,2.0,1s.5f,1F*,3.0,5.0,7.0
178,319.7242,0.001,51903000.0,AAA,1s.3d,3D,2.0,1s.5f,3F*,3.0,5.0,7.0
179,319.7242,0.001,11374000.0,AAA,1s.3d,3D,2.0,1s.5f,3F*,2.0,5.0,5.0
180,319.7203,0.001,1773000.0,AA,1s.3d,3D,3.0,1s.5f,1F*,3.0,7.0,7.0
181,319.7305,0.001,6354300.0,AAA,1s.3d,3D,3.0,1s.5f,3F*,3.0,7.0,7.0
182,319.7305,0.001,73144000.0,AAA,1s.3d,3D,3.0,1s.5f,3F*,4.0,7.0,9.0
183,319.7305,0.001,325090.0,AAA,1s.3d,3D,3.0,1s.5f,3F*,2.0,7.0,5.0
184,319.7359,0.001,61443000.0,AAA,1s.3d,3D,1.0,1s.5f,3F*,2.0,3.0,5.0
185,320.0257,0.001,58056000.0,AAA,1s.3d,1D,2.0,1s.5f,1F*,3.0,5.0,7.0
186,320.0359,0.001,14830000.0,AA,1s.3d,1D,2.0,1s.5f,3F*,3.0,5.0,7.0
187,320.0359,0.001,4086.0,AA,1s.3d,1D,2.0,1s.5f,3F*,2.0,5.0,5.0
188,323.7131,0.001,591800.0,AAA,1s.3d,3D,2.0,1s.5p,3P*,2.0,5.0,5.0
189,323.7196,0.001,3315200.0,AAA,1s.3d,3D,3.0,1s.5p,3P*,2.0,7.0,5.0
190,323.7201,0.001,2959200.0,AAA,1s.3d,3D,2.0,1s.5p,3P*,1.0,5.0,3.0
191,323.7252,0.001,39467.0,AAA,1s.3d,3D,1.0,1s.5p,3P*,2.0,3.0,5.0
192,323.7322,0.001,986670.0,AAA,1s.3d,3D,1.0,1s.5p,3P*,1.0,3.0,3.0
193,323.7362,0.001,3946700.0,AAA,1s.3d,3D,1.0,1s.5p,3P*,0.0,3.0,1.0
194,323.8123,0.001,90.459,AAA,1s.3p,1P*,1.0,1s.5p,1P*,1.0,3.0,3.0
195,325.0805,0.001,53551000.0,AAA,1s.3p,1P*,1.0,1s.5d,1D,2.0,3.0,5.0
196,325.564,0.001,46.387,AAA,1s.3d,1D,2.0,1s.5s,1S,0.0,5.0,1.0
197,330.7236,0.001,25203000.0,AAA,1s.3p,1P*,1.0,1s.5s,1S,0.0,3.0,1.0
198,368.5651,0.001,30587000.0,AAA,1s.3s,3S,1.0,1s.4p,3P*,2.0,3.0,5.0
199,368.5749,0.001,30580000.0,AAA,1s.3s,3S,1.0,1s.4p,3P*,1.0,3.0,3.0
200,368.5803,0.001,30580000.0,AAA,1s.3s,3S,1.0,1s.4p,3P*,0.0,3.0,1.0
201,387.9938,0.001,38.12,AA,1s.2s,3S,1.0,1s.2p,1P*,1.0,3.0,3.0
202,415.7619,0.001,34105000.0,AAA,1s.3s,1S,0.0,1s.4p,1P*,1.0,1.0,3.0
203,419.2332,0.001,303.72,AAA,1s.3s,1S,0.0,1s.4d,1D,2.0,1.0,5.0
204,432.328,0.01,14020.0,AA,1s.3p,3P*,1.0,1s.4d,1D,2.0,3.0,5.0
205,432.348,0.01,5435.0,AA,1s.3p,3P*,2.0,1s.4d,1D,2.0,5.0,5.0
206,432.6558,0.001,80701000.0,AAA,1s.3p,3P*,1.0,1s.4d,3D,2.0,3.0,5.0
207,432.6631,0.001,44842000.0,AAA,1s.3p,3P*,1.0,1s.4d,3D,1.0,3.0,3.0
208,432.6635,0.001,107620000.0,AAA,1s.3p,3P*,2.0,1s.4d,3D,3.0,5.0,7.0
209,432.6759,0.001,26901000.0,AAA,1s.3p,3P*,2.0,1s.4d,3D,2.0,5.0,5.0
210,432.6832,0.001,2989600.0,AAA,1s.3p,3P*,2.0,1s.4d,3D,1.0,5.0,3.0
211,432.7,0.001,59789000.0,AAA,1s.3p,3P*,0.0,1s.4d,3D,1.0,1.0,3.0
212,463.8974,0.001,4651400.0,AAA,1s.3d,1D,2.0,1s.4p,1P*,1.0,5.0,3.0
213,467.27,0.01,54530000.0,AA,1s.3d,3D,2.0,1s.4f,1F*,3.0,5.0,7.0
214,467.2937,0.001,142210000.0,AAA,1s.3d,3D,2.0,1s.4f,3F*,3.0,5.0,7.0
215,467.2937,0.001,34415000.0,AAA,1s.3d,3D,2.0,1s.4f,3F*,2.0,5.0,5.0
216,467.284,0.01,7265000.0,AA,1s.3d,3D,3.0,1s.4f,1F*,3.0,7.0,7.0
217,467.3072,0.001,221330000.0,AAA,1s.3d,3D,3.0,1s.4f,3F*,4.0,7.0,9.0
218,467.3072,0.001,983660.0,AAA,1s.3d,3D,3.0,1s.4f,3F*,2.0,7.0,5.0
219,467.3072,0.001,17326000.0,AAA,1s.3d,3D,3.0,1s.4f,3F*,3.0,7.0,7.0
220,467.3188,0.001,185920000.0,AAA,1s.3d,3D,1.0,1s.4f,3F*,2.0,3.0,5.0
221,467.9365,0.001,159310000.0,AAA,1s.3d,1D,2.0,1s.4f,1F*,3.0,5.0,7.0
222,467.96,0.01,12350.0,AA,1s.3d,1D,2.0,1s.4f,3F*,2.0,5.0,5.0
223,467.96,0.01,61720000.0,AA,1s.3d,1D,2.0,1s.4f,3F*,3.0,5.0,7.0
224,474.444,0.01,160.9,AAA,1s.3p,1P*,1.0,1s.4p,1P*,1.0,3.0,3.0
225,478.9701,0.001,113680000.0,AAA,1s.3p,1P*,1.0,1s.4d,1D,2.0,3.0,5.0
226,479.373,0.01,21160.0,AA,1s.3p,1P*,1.0,1s.4d,3D,2.0,3.0,5.0
227,484.4128,0.001,1397400.0,AAA,1s.3d,3D,2.0,1s.4p,3P*,2.0,5.0,5.0
228,484.4274,0.001,7828600.0,AAA,1s.3d,3D,3.0,1s.4p,3P*,2.0,7.0,5.0
229,484.4297,0.001,6987100.0,AAA,1s.3d,3D,2.0,1s.4p,3P*,1.0,5.0,3.0
230,484.4398,0.001,93199.0,AAA,1s.3d,3D,1.0,1s.4p,3P*,2.0,3.0,5.0
231,484.4567,0.001,2329900.0,AAA,1s.3d,3D,1.0,1s.4p,3P*,1.0,3.0,3.0
232,484.4661,0.001,9319500.0,AAA,1s.3d,3D,1.0,1s.4p,3P*,0.0,3.0,1.0
233,488.2579,0.001,23783000.0,AAA,1s.3p,3P*,1.0,1s.4s,3S,1.0,3.0,3.0
234,488.2834,0.001,39642000.0,AAA,1s.3p,3P*,2.0,1s.4s,3S,1.0,5.0,3.0
235,488.3049,0.001,7929200.0,AAA,1s.3p,3P*,0.0,1s.4s,3S,1.0,1.0,3.0
236,492.05,0.01,77.891,AAA,1s.3d,1D,2.0,1s.4s,1S,0.0,5.0,1.0
237,503.9319,0.001,53935000.0,AAA,1s.3p,1P*,1.0,1s.4s,1S,0.0,3.0,1.0
238,515.4,1.0,3429200.0,AAA,1s.4s,1S,0.0,1s.7p,1P*,1.0,1.0,3.0
239,520.062,0.01,6321000.0,AAA,1s.4p,3P*,1.0,1s.7d,3D,2.0,3.0,5.0
240,520.062,0.01,4682800.0,AAA,1s.4p,3P*,0.0,1s.7d,3D,1.0,1.0,3.0
241,520.064,0.01,8429100.0,AAA,1s.4p,3P*,2.0,1s.7d,3D,3.0,5.0,7.0
242,520.073,0.01,3512100.0,AAA,1s.4p,3P*,1.0,1s.7d,3D,1.0,3.0,3.0
243,520.082,0.01,2107000.0,AAA,1s.4p,3P*,2.0,1s.7d,3D,2.0,5.0,5.0
244,520.092,0.01,234140.0,AAA,1s.4p,3P*,2.0,1s.7d,3D,1.0,5.0,3.0
245,533.097,0.01,768220.0,AAA,1s.4p,3P*,0.0,1s.7s,3S,1.0,1.0,3.0
246,533.108,0.01,2304700.0,AAA,1s.4p,3P*,1.0,1s.7s,3S,1.0,3.0,3.0
247,533.129,0.01,3841200.0,AAA,1s.4p,3P*,2.0,1s.7s,3S,1.0,5.0,3.0
248,540.303,0.01,1589000.0,AA,1s.4d,3D,2.0,1s.7f,1F*,3.0,5.0,7.0
249,540.32,0.1,9918900.0,AAA,1s.4d,3D,1.0,1s.7f,3F*,2.0,3.0,5.0
250,540.322,0.01,213000.0,AA,1s.4d,3D,3.0,1s.7f,1F*,3.0,7.0,7.0
