,ritz_wl_vac(nm),Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
0,174.77937,6620000.0,C+,2p6.3s2,1S,0,3s.6p,1P*,1,1,3
1,182.79351,16000000.0,B,2p6.3s2,1S,0,3s.5p,1P*,1,1,3
2,202.64768,61200000.0,B+,2p6.3s2,1S,0,3s.4p,1P*,1,1,3
3,208.52,0.00106,C,2p6.3s2,1S,0,3s.3d,3D,2,1,5
4,208.9813,2.69,B+,2p6.3s2,1S,0,3s.4p,3P*,2,1,5
5,215.503,1640.0,A,2p6.3s2,1S,0,3s.3d,1D,2,1,5
6,273.73513,12500000.0,C,3s.3p,3P*,2,3s.6d,3D,3,5,7
7,277.751,132000000.0,B+,3s.3p,3P*,1,3p2,3P,2,3,5
8,277.9091,182000000.0,C+,3s.3p,3P*,0,3p2,3P,1,1,3
9,278.0641,136000000.0,C+,3s.3p,3P*,1,3p2,3P,1,3,3
10,278.0654,409000000.0,B,3s.3p,3P*,2,3p2,3P,2,5,5
11,278.2237,543000000.0,C+,3s.3p,3P*,1,3p2,3P,0,3,1
12,278.3792,214000000.0,B+,3s.3p,3P*,2,3p2,3P,1,5,3
13,281.0583,31400000.0,C,3s.3d,3D,2,3p.3d,3D*,3,5,7
14,281.0584,250000000.0,B,3s.3d,3D,3,3p.3d,3D*,3,7,7
15,281.1878,43800000.0,C,3s.3d,3D,3,3p.3d,3D*,2,7,5
16,281.1879,42200000.0,C,3s.3d,3D,1,3p.3d,3D*,2,3,5
17,281.1876,196000000.0,B,3s.3d,3D,2,3p.3d,3D*,2,5,5
18,281.2605,70300000.0,C,3s.3d,3D,2,3p.3d,3D*,1,5,3
19,281.2608,211000000.0,C+,3s.3d,3D,1,3p.3d,3D*,1,3,3
20,284.91827,17700000.0,C,3s.3p,3P*,1,3s.5d,3D,2,3,5
21,285.24941,23500000.0,C,3s.3p,3P*,2,3s.5d,3D,3,5,7
22,285.29642,491000000.0,A,2p6.3s2,1S,0,3s.3p,1P*,1,1,3
23,291.6307,409000000.0,B,3s.3d,1D,2,3p.3d,1D*,2,5,5
24,309.19614,30900000.0,B,3s.3p,3P*,0,3s.4d,3D,1,1,3
25,309.388,20800000.0,C,3s.3p,3P*,1,3s.4d,3D,1,3,3
26,309.38842,37400000.0,C,3s.3p,3P*,1,3s.4d,3D,2,3,5
27,309.7786,12400000.0,C,3s.3p,3P*,2,3s.4d,3D,2,5,5
28,309.779,49600000.0,C+,3s.3p,3P*,2,3s.4d,3D,3,5,7
29,333.31042,10200000.0,B,3s.3p,3P*,1,3s.5s,3S,1,3,3
30,333.76335,17000000.0,B,3s.3p,3P*,2,3s.5s,3S,1,5,3
