,ritz_wl_vac(nm),Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
23,288.7105,107000000.0,B+,2s2.2p5.3p,3D,1.0,2s2.2p5.(2P*<1/2>).3d,2[5/2]*,2,3.0,5.0
24,289.4803,148000000.0,B,2s2.2p5.3p,3D,1.0,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,0,3.0,1.0
25,290.5769,73000000.0,A,2s2.2p5.3s,3P*,1.0,2s2.2p5.3p,3P,2,3.0,5.0
26,291.8375,79200000.0,B+,2s2.2p5.3s,3P*,2.0,2s2.2p5.3p,1D,2,5.0,5.0
27,292.0704,133000000.0,C,2s2.2p5.3p,3D,2.0,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,1,5.0,3.0
28,292.1799,66600000.0,A,2s2.2p5.3s,3P*,0.0,2s2.2p5.3p,3P,1,1.0,3.0
29,292.434,14100000.0,B,2s2.2p5.3s,3P*,1.0,2s2.2p5.3p,1P,1,3.0,3.0
30,293.1739,98300000.0,B+,2s2.2p5.3p,3D,2.0,2s2.2p5.(2P*<3/2>).3d,2[3/2]*,1,5.0,3.0
31,294.8306,71000000.0,C,2s2.2p5.3p,1D,2.0,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,1,5.0,3.0
32,295.2097,433000000.0,A,2s2.2p5.3p,3D,3.0,2s2.2p5.(2P*<3/2>).3d,2[7/2]*,4,7.0,9.0
33,296.0979,56000000.0,B+,2s2.2p5.3p,1D,2.0,2s2.2p5.(2P*<1/2>).3d,2[3/2]*,2,5.0,5.0
34,297.1594,10300000.0,B,2s2.2p5.3p,1D,2.0,2s2.2p5.(2P*<1/2>).3d,2[5/2]*,3,5.0,7.0
35,297.5106,20200000.0,C+,2s2.2p5.3p,1D,2.0,2s2.2p5.(2P*<1/2>).3d,2[5/2]*,2,5.0,5.0
36,297.5858,64700000.0,B+,2s2.2p5.3s,3P*,0.0,2s2.2p5.3p,1P,1,1.0,3.0
37,298.5044,17400000.0,B,2s2.2p5.3s,3P*,1.0,2s2.2p5.3p,1D,2,3.0,5.0
38,300.8322,16800000.0,B+,2s2.2p5.3s,3P*,2.0,2s2.2p5.3p,3D,1,5.0,3.0
39,301.6278,15100000.0,C+,2s2.2p5.3p,3D,2.0,2s2.2p5.(2P*<3/2>).3d,2[3/2]*,2,5.0,5.0
40,303.0198,6320000.0,C,2s2.2p5.3p,3D,2.0,2s2.2p5.(2P*<3/2>).3d,2[1/2]*,1,5.0,3.0
41,303.7959,255000000.0,B+,2s2.2p5.3p,1P,1.0,2s2.2p5.(2P*<1/2>).3d,2[5/2]*,2,3.0,5.0
42,304.6483,69200000.0,C+,2s2.2p5.3p,1P,1.0,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,0,3.0,1.0
43,305.7048,74600000.0,A,2s2.2p5.3s,3P*,2.0,2s2.2p5.3p,3D,2,5.0,5.0
44,305.8264,45100000.0,B+,2s2.2p5.3p,3P,2.0,2s2.2p5.(2P*<1/2>).3d,2[5/2]*,2,5.0,5.0
45,305.9604,21800000.0,C+,2s2.2p5.3p,1D,2.0,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,1,5.0,3.0
46,306.5265,7620000.0,C,2s2.2p5.3p,3D,1.0,2s2.2p5.(2P*<3/2>).3d,2[3/2]*,2,3.0,5.0
47,306.7425,37400000.0,B,2s2.2p5.3p,3P,1.0,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,1,3.0,3.0
48,307.1715,8700000.0,C,2s2.2p5.3p,1D,2.0,2s2.2p5.(2P*<3/2>).3d,2[3/2]*,1,5.0,3.0
49,307.9214,117000000.0,A,2s2.2p5.3s,3P*,1.0,2s2.2p5.3p,3D,1,3.0,3.0
50,308.1146,281000000.0,B+,2s2.2p5.3p,3P,1.0,2s2.2p5.(2P*<1/2>).3d,2[3/2]*,2,3.0,5.0
51,308.7953,16600000.0,C,2s2.2p5.3p,3D,1.0,2s2.2p5.(2P*<3/2>).3d,2[1/2]*,0,3.0,1.0
52,309.3629,209000000.0,A,2s2.2p5.3s,3P*,2.0,2s2.2p5.3p,3D,3,5.0,7.0
53,310.5301,56300000.0,C+,2s2.2p5.3p,3P,1.0,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,0,3.0,1.0
54,312.6118,9720000.0,C,2s2.2p5.3p,1P,1.0,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,1,3.0,3.0
55,313.0283,128000000.0,A,2s2.2p5.3s,3P*,1.0,2s2.2p5.3p,3D,2,3.0,5.0
56,313.6387,74200000.0,A,2s2.2p5.3s,3P*,0.0,2s2.2p5.3p,3D,1,1.0,3.0
57,313.8762,141000000.0,B+,2s2.2p5.3p,1P,1.0,2s2.2p5.(2P*<3/2>).3d,2[3/2]*,1,3.0,3.0
58,314.6611,45000000.0,C,2s2.2p5.3p,1P,1.0,2s2.2p5.(2P*<3/2>).3d,2[5/2]*,2,3.0,5.0
59,315.0187,82400000.0,B+,2s2.2p5.3s,1P*,1.0,2s2.2p5.3p,3P,1,3.0,3.0
60,316.2069,4360000.0,C+,2s2.2p5.3s,1P*,1.0,2s2.2p5.3p,3P,0,3.0,1.0
61,316.4648,105000000.0,B+,2s2.2p5.3p,1D,2.0,2s2.2p5.(2P*<3/2>).3d,2[3/2]*,2,5.0,5.0
62,316.84,9300000.0,C+,2s2.2p5.3p,3P,2.0,2s2.2p5.(2P*<3/2>).3d,2[5/2]*,2,5.0,5.0
63,317.6004,62300000.0,C,2s2.2p5.3p,3P,0.0,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,1,1.0,3.0
64,317.9975,39400000.0,B,2s2.2p5.3p,1D,2.0,2s2.2p5.(2P*<3/2>).3d,2[1/2]*,1,5.0,3.0
65,319.0713,73000000.0,B+,2s2.2p5.3s,1P*,1.0,2s2.2p5.3p,3P,2,3.0,5.0
66,321.3119,112000000.0,A,2s2.2p5.3s,1P*,1.0,2s2.2p5.3p,1P,1,3.0,3.0
67,321.7215,14000000.0,C,2s2.2p5.3p,3P,2.0,2s2.2p5.(2P*<3/2>).3d,2[7/2]*,3,5.0,7.0
68,323.5861,18300000.0,B,2s2.2p5.3p,1P,1.0,2s2.2p5.(2P*<3/2>).3d,2[3/2]*,2,3.0,5.0
69,325.1887,9650000.0,C+,2s2.2p5.3p,1P,1.0,2s2.2p5.(2P*<3/2>).3d,2[1/2]*,1,3.0,3.0
70,325.8907,103000000.0,B+,2s2.2p5.3p,3P,2.0,2s2.2p5.(2P*<3/2>).3d,2[3/2]*,2,5.0,5.0
71,326.1155,46500000.0,B,2s2.2p5.3p,1P,1.0,2s2.2p5.(2P*<3/2>).3d,2[1/2]*,0,3.0,1.0
72,327.5163,42900000.0,B,2s2.2p5.3p,3P,2.0,2s2.2p5.(2P*<3/2>).3d,2[1/2]*,1,5.0,3.0
73,328.6555,110000000.0,A,2s2.2p5.3s,1P*,1.0,2s2.2p5.3p,1D,2,3.0,5.0
74,330.2298,4540000.0,C,2s2.2p5.3p,3P,1.0,2s2.2p5.(2P*<3/2>).3d,2[3/2]*,2,3.0,5.0
75,330.5902,36000000.0,B,2s2.2p5.3p,3P,0.0,2s2.2p5.(2P*<3/2>).3d,2[1/2]*,1,1.0,3.0
76,331.8991,41400000.0,B,2s2.2p5.3p,3P,1.0,2s2.2p5.(2P*<3/2>).3d,2[1/2]*,1,3.0,3.0
77,332.8647,94500000.0,B,2s2.2p5.3p,3P,1.0,2s2.2p5.(2P*<3/2>).3d,2[1/2]*,0,3.0,1.0
78,340.1074,1240000.0,C+,2s2.2p5.3s,1P*,1.0,2s2.2p5.3p,3D,1,3.0,3.0
79,346.3485,3610000.0,B,2s2.2p5.3s,1P*,1.0,2s2.2p5.3p,3D,2,3.0,5.0
80,353.4067,88100000.0,A,2s2.2p5.3s,3P*,2.0,2s2.2p5.3p,3S,1,5.0,3.0
81,363.2307,37200000.0,A,2s2.2p5.3s,3P*,1.0,2s2.2p5.3p,3S,1,3.0,3.0
82,371.213,10200000.0,B+,2s2.2p5.3s,3P*,0.0,2s2.2p5.3p,3S,1,1.0,3.0
83,408.8747,381000.0,C,2s2.2p5.3s,1P*,1.0,2s2.2p5.3p,3S,1,3.0,3.0
84,412.4232,27000000.0,C,2s2.2p5.3p,1S,0.0,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,1,1.0,3.0
85,434.5345,43200000.0,B+,2s2.2p5.3p,1S,0.0,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,1,1.0,3.0
86,436.9816,35900000.0,B,2s2.2p5.3p,1S,0.0,2s2.2p5.(2P*<3/2>).3d,2[3/2]*,1,1.0,3.0
87,2605.09,0.0552,C+,2s2.2p5.3s,3P*,2.0,2s2.2p5.3s,1P*,1,5.0,3.0
88,3253.8,0.0163,C,2s2.2p5.3s,3P*,1.0,2s2.2p5.3s,1P*,1,3.0,3.0
89,3502.5,0.0457,B,2s2.2p5.3p,3D,3.0,2s2.2p5.3p,3P,2,7.0,5.0
90,4030.08,0.0119,C,2s2.2p5.3s,3P*,0.0,2s2.2p5.3s,1P*,1,1.0,3.0
91,4270.5,0.00472,C,2s2.2p5.3p,3D,1.0,2s2.2p5.3p,3P,1,3.0,3.0
92,4444.9,0.0236,B,2s2.2p5.3p,3D,2.0,2s2.2p5.3p,1P,1,5.0,3.0
93,4499.7,0.0189,C,2s2.2p5.3p,3D,1.0,2s2.2p5.3p,3P,0,3.0,1.0
94,5151.6,0.0069,C+,2s2.2p5.3p,3D,3.0,2s2.2p5.3p,1D,2,7.0,5.0
95,5158.7,0.00431,C+,2s2.2p5.3p,3D,1.0,2s2.2p5.3p,3P,2,3.0,5.0
96,5814.2,0.0098,C+,2s2.2p5.3p,3D,1.0,2s2.2p5.3p,1P,1,3.0,3.0
97,6433.6,0.00272,C+,2s2.2p5.3p,3D,2.0,2s2.2p5.3p,1D,2,5.0,5.0
98,7367.6,1e-07,C+,2s2.2p5.3s,3P*,2.0,2s2.2p5.3s,3P*,0,5.0,1.0
99,7592.1,0.0101,B,2s2.2p5.3p,1D,2.0,2s2.2p5.3p,3P,1,5.0,3.0
100,9760.7,0.00173,B,2s2.2p5.3p,3D,1.0,2s2.2p5.3p,1D,2,3.0,5.0
