,ritz_wl_vac(nm),Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
0,18.65143,18600000000.0,C+,2s2.2p6,1S,0,2s2.2p5.3d,1P*,1,1,3
1,18.71966,12600000000.0,C,2s2.2p6,1S,0,2s2.2p5.3d,3D*,1,1,3
2,23.17336,9120000000.0,B+,2s2.2p6,1S,0,2s2.2p5.3s,1P*,1,1,3
3,23.42644,498000000.0,C,2s2.2p6,1S,0,2s2.2p5.3s,3P*,1,1,3
4,23.494,7.62,C+,2s2.2p6,1S,0,2s2.2p5.3s,3P*,2,1,5
5,123.9835,182000000.0,C,2s2.2p5.3p,3S,1,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,0,3,1
6,127.4829,253000000.0,B,2s2.2p5.3p,3S,1,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,2,3,5
7,137.8711,532000000.0,C+,2s2.2p5.3p,3D,1,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,0,3,1
8,139.3394,638000000.0,B+,2s2.2p5.3p,3D,3,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,2,7,5
9,140.5177,154000000.0,C+,2s2.2p5.3p,3D,2,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,2,5,5
10,142.2121,18000000.0,C,2s2.2p5.3p,3D,1,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,2,3,5
11,143.1135,430000000.0,B,2s2.2p5.3p,3P,2,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,1,5,3
12,143.5546,304000000.0,C,2s2.2p5.3p,1P,1,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,0,3,1
13,144.3737,181000000.0,C+,2s2.2p5.3p,3P,1,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,1,3,3
14,144.6257,41500000.0,C,2s2.2p5.3s,3P*,1,2s2.2p5.3p,1S,0,3,1
15,144.7264,222000000.0,C+,2s2.2p5.3p,1D,2,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,1,5,3
16,145.8185,321000000.0,C+,2s2.2p5.3p,3P,1,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,0,3,1
17,146.2315,121000000.0,C+,2s2.2p5.3p,1D,2,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,2,5,5
