,ritz_wl_vac(nm),Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
0,65.4372,422000000.0,B,3s2.3p2,1D,2,3s2.3p.3d,1P*,1,5,3
1,67.7729,6930000000.0,B+,3s2.3p2,3P,0,3s2.3p.3d,3D*,1,1,3
2,67.8456,7970000000.0,B+,3s2.3p2,3P,1,3s2.3p.3d,3D*,2,3,5
3,67.9104,6280000000.0,B+,3s2.3p2,3P,1,3s2.3p.3d,3D*,1,3,3
4,68.0677,14200000000.0,B+,3s2.3p2,3P,2,3s2.3p.3d,3D*,3,5,7
5,68.0925,3990000000.0,B+,3s2.3p2,3P,2,3s2.3p.3d,3D*,2,5,5
6,68.0974,2100000000.0,B+,3s2.3p2,3P,1,3s2.3p.4s,3P*,2,3,5
7,68.1489,796000000.0,B,3s2.3p2,3P,0,3s2.3p.4s,3P*,1,1,3
8,68.15772,590000000.0,B,3s2.3p2,3P,2,3s2.3p.3d,3D*,1,5,3
9,68.2879,31900000.0,C+,3s2.3p2,3P,1,3s2.3p.4s,3P*,1,3,3
10,68.3066,500000000.0,C+,3s2.3p2,3P,1,3s2.3p.4s,3P*,0,3,1
11,68.3461,341000000.0,B,3s2.3p2,3P,2,3s2.3p.4s,3P*,2,5,5
12,68.3585,13700000000.0,B+,3s2.3p2,1D,2,3s2.3p.3d,1F*,3,5,7
13,68.5380,75400000.0,C+,3s2.3p2,3P,2,3s2.3p.4s,3P*,1,5,3
14,69.8727,3870000000.0,B+,3s2.3p2,3P,0,3s2.3p.3d,3P*,1,1,3
15,70.0150,3500000000.0,B+,3s2.3p2,3P,1,3s2.3p.3d,3P*,2,3,5
16,70.0188,2290000000.0,B+,3s2.3p2,3P,1,3s2.3p.3d,3P*,1,3,3
17,70.0288,10900000000.0,B+,3s2.3p2,3P,1,3s2.3p.3d,3P*,0,3,1
18,70.2779,7850000000.0,B+,3s2.3p2,3P,2,3s2.3p.3d,3P*,2,5,5
19,70.28181,4860000000.0,B+,3s2.3p2,3P,2,3s2.3p.3d,3P*,1,5,3
20,71.0955,13100000000.0,B+,3s2.3p2,1D,2,3s.3p3,1D*,2,5,5
21,72.4288,1600000000.0,B,3s2.3p2,3P,0,3s.3p3,3S*,1,1,3
22,72.5858,4450000000.0,B+,3s2.3p2,3P,1,3s.3p3,3S*,1,3,3
23,72.8685,6480000000.0,B+,3s2.3p2,3P,2,3s.3p3,3S*,1,5,3
24,72.9521,2570000000.0,B+,3s2.3p2,1D,2,3s2.3p.4s,1P*,1,5,3
25,73.0034,11400000000.0,B+,3s2.3p2,1S,0,3s2.3p.3d,1P*,1,1,3
26,79.6679,5500000000.0,B+,3s2.3p2,1D,2,3s.3p3,1P*,1,5,3
27,82.4824,182000000.0,B,3s2.3p2,1S,0,3s2.3p.4s,1P*,1,1,3
28,91.1720,5260000.0,C,3s2.3p2,1S,0,3s.3p3,1P*,1,1,3
29,101.2495,95600000.0,B,3s2.3p2,3P,0,3s.3p3,3P*,1,1,3
30,101.5502,288000000.0,B,3s2.3p2,3P,1,3s.3p3,3P*,0,3,1
31,101.5567,78000000.0,B,3s2.3p2,3P,1,3s.3p3,3P*,1,3,3
32,101.5779,65300000.0,B,3s2.3p2,3P,1,3s.3p3,3P*,2,3,5
33,102.1108,109000000.0,B,3s2.3p2,3P,2,3s.3p3,3P*,1,5,3
34,102.1323,209000000.0,B,3s2.3p2,3P,2,3s.3p3,3P*,2,5,5
35,107.7157,136000000.0,B,3s2.3p2,1D,2,3s2.3p.3d,1D*,2,5,5
36,112.1405,2190000.0,C,3s.3p3,3D*,1,3s2.3p.4p,3P,2,3,5
37,112.1750,30400000.0,B,3s.3p3,3D*,2,3s2.3p.4p,3P,2,5,5
38,112.2413,148000000.0,B,3s.3p3,3D*,3,3s2.3p.4p,3P,2,7,5
39,112.6533,49100000.0,B,3s.3p3,3D*,1,3s2.3p.4p,3P,1,3,3
40,112.6880,134000000.0,B,3s.3p3,3D*,2,3s2.3p.4p,3P,1,5,3
41,112.8496,193000000.0,B,3s.3p3,3D*,1,3s2.3p.4p,3P,0,3,1
42,115.4683,4190000.0,C+,3s.3p3,3D*,2,3s2.3p.4p,3D,3,5,7
43,115.5386,36700000.0,B,3s.3p3,3D*,3,3s2.3p.4p,3D,3,7,7
44,116.2123,5400000.0,C+,3s.3p3,3D*,1,3s2.3p.4p,3D,2,3,5
45,116.2493,25000000.0,C+,3s.3p3,3D*,2,3s2.3p.4p,3D,2,5,5
46,116.3206,11700000.0,C+,3s.3p3,3D*,3,3s2.3p.4p,3D,2,7,5
47,116.6152,26400000.0,C+,3s.3p3,3D*,1,3s2.3p.4p,3D,1,3,3
48,116.6525,15300000.0,C+,3s.3p3,3D*,2,3s2.3p.4p,3D,1,5,3
49,119.0203,40500000.0,B,3s2.3p2,3P,0,3s.3p3,3D*,1,1,3
50,119.4058,53800000.0,B,3s2.3p2,3P,1,3s.3p3,3D*,2,3,5
51,119.4449,26600000.0,C+,3s2.3p2,3P,1,3s.3p3,3D*,1,3,3
52,120.0966,66200000.0,B,3s2.3p2,3P,2,3s.3p3,3D*,3,5,7
53,120.1726,13600000.0,C+,3s2.3p2,3P,2,3s.3p3,3D*,2,5,5
54,120.2122,1360000.0,C,3s2.3p2,3P,2,3s.3p3,3D*,1,5,3
55,132.8155,133000000.0,B,3s.3p3,3P*,2,3s2.3p.4p,3S,1,5,3
56,132.8519,101000000.0,B,3s.3p3,3P*,1,3s2.3p.4p,3S,1,3,3
57,132.8630,37500000.0,B,3s.3p3,3P*,0,3s2.3p.4p,3S,1,1,3
58,134.3222,23200000.0,B,3s.3p3,3P*,2,3s2.3p.4p,3P,2,5,5
59,134.3594,8730000.0,C+,3s.3p3,3P*,1,3s2.3p.4p,3P,2,3,5
60,135.0586,31600000.0,B,3s.3p3,3P*,2,3s2.3p.4p,3P,1,5,3
61,135.0961,586000.0,C,3s.3p3,3P*,1,3s2.3p.4p,3P,1,3,3
