,ritz_wl_vac(nm),unc_ritz_wl,Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
0,50.7058021,3e-07,15929000.0,AAA,1s2,1S,0,1s.10p,1P*,1,1,3
1,50.7718095,3e-07,21826000.0,AAA,1s2,1S,0,1s.9p,1P*,1,1,3
2,50.8643376,3e-07,31031000.0,AAA,1s2,1S,0,1s.8p,1P*,1,1,3
3,50.9998293,3e-07,46224000.0,AAA,1s2,1S,0,1s.7p,1P*,1,1,3
4,51.0132988,3e-07,0.0107,C,1s2,1S,0,1s.7p,3P*,2,1,5
5,51.2098563,3e-07,73174000.0,AAA,1s2,1S,0,1s.6p,1P*,1,1,3
6,51.2135642,3e-07,264.8,AAA,1s2,1S,0,1s.6d,1D,2,1,5
7,51.2314128,3e-07,0.0153,C,1s2,1S,0,1s.6p,3P*,2,1,5
8,51.5616842,3e-07,125820000.0,AAA,1s2,1S,0,1s.5p,1P*,1,1,3
9,51.5681115,3e-07,431.36,AAA,1s2,1S,0,1s.5d,1D,2,1,5
10,51.5993988,3e-07,0.0264,C,1s2,1S,0,1s.5p,3P*,2,1,5
11,52.2213086,3e-07,243560000.0,AAA,1s2,1S,0,1s.4p,1P*,1,1,3
12,52.233926,3e-07,748.48,AAA,1s2,1S,0,1s.4d,1D,2,1,5
13,52.2965942,3e-07,0.052,C,1s2,1S,0,1s.4p,3P*,2,1,5
14,53.7029918,3e-07,566340000.0,AAA,1s2,1S,0,1s.3p,1P*,1,1,3
15,53.7331173,3e-07,1299.0,AA,1s2,1S,0,1s.3d,1D,2,1,5
16,53.8895999,3e-07,0.121,C,1s2,1S,0,1s.3p,3P*,2,1,5
17,58.4334357,4e-07,1798900000.0,AAA,1s2,1S,0,1s.2p,1P*,1,1,3
18,59.1412071,4e-07,176.4,AA,1s2,1S,0,1s.2p,3P*,1,1,3
19,59.1412339,4e-07,0.327,A,1s2,1S,0,1s.2p,3P*,2,1,5
20,62.5563107,4e-07,0.0001272,AA,1s2,1S,0,1s.2s,3S,1,1,3
21,267.79235395,1.5e-08,441740.0,AAA,1s.2s,3S,1,1s.10p,3P*,0,3,1
22,267.792402093,1.5e-08,441740.0,AAA,1s.2s,3S,1,1s.10p,3P*,1,3,3
23,267.79240601,1.5e-08,441740.0,AAA,1s.2s,3S,1,1s.10p,3P*,2,3,5
24,269.691766282,1.5e-08,602340.0,AAA,1s.2s,3S,1,1s.9p,3P*,0,3,1
25,269.691833474,1.5e-08,602340.0,AAA,1s.2s,3S,1,1s.9p,3P*,1,3,3
26,269.691838942,1.5e-08,602340.0,AAA,1s.2s,3S,1,1s.9p,3P*,2,3,5
27,272.399760738,1.6e-08,849960.0,AAA,1s.2s,3S,1,1s.8p,3P*,0,3,1
28,272.39985874,1.6e-08,849960.0,AAA,1s.2s,3S,1,1s.8p,3P*,1,3,3
29,272.399866717,1.6e-08,849960.0,AAA,1s.2s,3S,1,1s.8p,3P*,2,3,5
30,276.461803197,1.8e-08,1250800.0,AAA,1s.2s,3S,1,1s.7p,3P*,0,3,1
31,276.461954715,1.8e-08,1250800.0,AAA,1s.2s,3S,1,1s.7p,3P*,1,3,3
32,276.461967052,1.8e-08,1250800.0,AAA,1s.2s,3S,1,1s.7p,3P*,2,3,5
33,282.991079122,2.4e-08,1938900.0,AAA,1s.2s,3S,1,1s.6p,3P*,0,3,1
34,282.991333167,2.4e-08,1938900.0,AAA,1s.2s,3S,1,1s.6p,3P*,1,3,3
35,282.991353867,2.4e-08,1938900.0,AAA,1s.2s,3S,1,1s.6p,3P*,2,3,5
36,294.59599095,3e-08,3200600.0,AAA,1s.2s,3S,1,1s.5p,3P*,0,3,1
37,294.59647214,3e-08,3200600.0,AAA,1s.2s,3S,1,1s.5p,3P*,1,3,3
38,294.59651139,3e-08,3200600.0,AAA,1s.2s,3S,1,1s.5p,3P*,2,3,5
39,318.86549229,7e-08,5636100.0,AAA,1s.2s,3S,1,1s.4p,3P*,0,3,1
