,ritz_wl_vac(nm),unc_ritz_wl,Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
242,501.342771,1.8e-05,82000.0,C,2s.2p3,3D*,1,2s2.2p.(2P*<3/2>).4f,2[3/2],1,3,3
243,501.367432,1e-05,44000.0,C,2s.2p3,3D*,2,2s2.2p.(2P*<3/2>).4f,2[3/2],2,5,5
244,501.849172,4e-06,130000.0,C,2s.2p3,3D*,3,2s2.2p.(2P*<3/2>).4f,2[5/2],3,7,7
245,501.919035,1.5e-05,31000.0,C,2s.2p3,3D*,1,2s2.2p.(2P*<3/2>).4f,2[5/2],2,3,5
246,501.946609,1e-05,77000.0,C,2s.2p3,3D*,2,2s2.2p.(2P*<3/2>).4f,2[5/2],2,5,5
247,502.524609,1.3e-05,180000.0,C,2s.2p3,3D*,3,2s2.2p.(2P*<3/2>).4f,2[7/2],4,7,9
248,502.633078,8e-06,71000.0,C,2s.2p3,3D*,2,2s2.2p.(2P*<3/2>).4f,2[7/2],3,5,7
249,504.046124,4e-06,470000.0,C,2s.2p3,3D*,3,2s2.2p.(2P*<1/2>).4f,2[7/2],4,7,9
250,504.153447,1e-05,190000.0,C,2s.2p3,3D*,2,2s2.2p.(2P*<1/2>).4f,2[7/2],3,5,7
251,504.28962,1.3e-05,530000.0,C,2s.2p3,3D*,1,2s2.2p.(2P*<1/2>).4f,2[5/2],2,3,5
252,504.317456,8e-06,57000.0,C,2s.2p3,3D*,2,2s2.2p.(2P*<1/2>).4f,2[5/2],2,5,5
253,504.320267,8e-06,330000.0,C,2s.2p3,3D*,2,2s2.2p.(2P*<1/2>).4f,2[5/2],3,5,7
254,505.355792,8e-06,2600000.0,B,2s2.2p.3s,1P*,1,2s2.2p.4p,1D,2,3,5
255,505.4938,0.0008,770000.0,C,2s2.2p.3p,1P,1,2s2.2p.(2P*<3/2>).7d,2[3/2]*,1,3,3
256,527.0418,0.0005,1300000.0,C,2s2.2p.3p,1P,1,2s2.2p.6d,1P*,1,3,3
257,538.18262,9e-06,1860000.0,B,2s2.2p.3s,1P*,1,2s2.2p.4p,1P,1,3,3
258,567.0513,0.0004,2400000.0,C,2s2.2p.3p,1P,1,2s2.2p.5d,1P*,1,3,3
259,579.472133,5e-06,340000.0,B,2s.2p3,3D*,3,2s2.2p.4p,3P,2,7,5
260,579.607283,1e-05,64000.0,C+,2s.2p3,3D*,2,2s2.2p.4p,3P,2,5,5
261,580.183986,1.7e-05,104000.0,C+,2s.2p3,3D*,1,2s2.2p.4p,3P,1,3,3
262,580.220831,1e-05,300000.0,B,2s.2p3,3D*,2,2s2.2p.4p,3P,1,5,3
263,580.681131,2e-05,410000.0,C+,2s.2p3,3D*,1,2s2.2p.4p,3P,0,3,1
264,597.098508,6e-06,25000.0,C,2s.2p3,3D*,3,2s2.2p.4p,3D,3,7,7
265,658.94406,3e-05,5100000.0,B,2s2.2p.3p,1P,1,2s2.2p.4d,1P*,1,3,3
266,665.73672,0.00022,500000.0,C,2s2.2p.3p,1P,1,2s2.2p.5s,1P*,1,3,3
267,666.4585,0.0008,220000.0,C,2s2.2p.3p,3P,1,2s2.2p.6s,3P*,2,3,5
268,667.3691,0.0008,670000.0,C,2s2.2p.3p,3P,2,2s2.2p.6s,3P*,2,5,5
269,667.5965,0.0005,300000.0,C,2s2.2p.3p,3P,0,2s2.2p.6s,3P*,1,1,3
270,668.1493,0.0005,220000.0,C,2s2.2p.3p,3P,1,2s2.2p.6s,3P*,1,3,3
271,668.5818,0.0009,890000.0,C,2s2.2p.3p,3P,1,2s2.2p.6s,3P*,0,3,1
272,669.0645,0.0005,370000.0,C,2s2.2p.3p,3P,2,2s2.2p.6s,3P*,1,5,3
273,671.31725,3e-05,100000.0,C,2s2.2p.3p,1P,1,2s2.2p.5s,3P*,1,3,3
274,683.002501,1.9e-05,990000.0,C,2s2.2p.3p,1P,1,2s2.2p.4d,1D*,2,3,5
275,697.22107,3e-05,33000.0,C,2s2.2p.3p,3D,1,2s2.2p.4d,1P*,1,3,3
276,702.418069,2e-05,41000.0,C,2s2.2p.3p,3D,2,2s2.2p.4d,1F*,3,5,7
277,705.88479,0.00025,160000.0,C,2s2.2p.3p,3D,2,2s2.2p.5s,1P*,1,5,3
278,708.977606,1.5e-05,690000.0,C,2s2.2p.3p,3D,3,2s2.2p.4d,3D*,3,7,7
279,709.139687,2e-05,14900.0,B,2s2.2p.3p,3D,1,2s2.2p.5s,3P*,2,3,5
280,710.20706,1.5e-05,900000.0,B,2s2.2p.3p,3D,2,2s2.2p.5s,3P*,2,5,5
281,711.08862,3e-05,1120000.0,B,2s2.2p.3p,3D,1,2s2.2p.5s,3P*,1,3,3
282,711.341849,1.5e-05,2170000.0,B,2s2.2p.3p,3D,1,2s2.2p.4d,3F*,2,3,5
283,711.51266,7e-06,2470000.0,B,2s2.2p.3p,3D,3,2s2.2p.4d,3F*,4,7,9
284,711.71325,5e-05,4400000.0,B,2s2.2p.3p,3D,1,2s2.2p.5s,3P*,0,3,1
285,711.714043,8e-06,2190000.0,B,2s2.2p.3p,3D,2,2s2.2p.4d,3F*,3,5,7
286,711.893961,1.5e-05,3300000.0,B,2s2.2p.3p,3D,3,2s2.2p.5s,3P*,2,7,5
287,712.161869,2.5e-05,3100000.0,B,2s2.2p.3p,3D,2,2s2.2p.5s,3P*,1,5,3
288,712.415867,1.5e-05,201000.0,B,2s2.2p.3p,3D,2,2s2.2p.4d,3F*,2,5,5
289,713.408118,9e-06,117000.0,B,2s2.2p.3p,3D,3,2s2.2p.4d,3F*,3,7,7
290,714.113289,1.5e-05,21000.0,C+,2s2.2p.3p,3D,3,2s2.2p.4d,3F*,2,7,5
291,736.6755,4e-05,360000.0,C,2s2.2p.3p,1D,2,2s2.2p.5d,1D*,2,5,5
292,747.53759,8e-05,1080000.0,C+,2s2.2p.3p,3S,1,2s2.2p.4d,3P*,0,3,1
293,747.8233,3e-05,1060000.0,C+,2s2.2p.3p,3S,1,2s2.2p.4d,3P*,1,3,3
294,748.550533,2.2e-05,1010000.0,C+,2s2.2p.3p,3S,1,2s2.2p.4d,3P*,2,3,5
295,761.4214,0.0003,52000.0,C,2s2.2p.3p,3S,1,2s2.2p.5s,1P*,1,3,3
296,763.702705,2.3e-05,16000.0,C,2s2.2p.3p,3S,1,2s2.2p.4d,3D*,2,3,5
297,766.452924,1.8e-05,1200000.0,B,2s2.2p.3p,3S,1,2s2.2p.5s,3P*,2,3,5
298,768.73012,3e-05,1140000.0,B,2s2.2p.3p,3S,1,2s2.2p.5s,3P*,1,3,3
299,769.46018,6e-05,1180000.0,B,2s2.2p.3p,3S,1,2s2.2p.5s,3P*,0,3,1
300,783.47975,3e-05,570000.0,B,2s2.2p.3p,3P,0,2s2.2p.4d,3P*,1,1,3
301,783.92699,9e-05,1810000.0,B,2s2.2p.3p,3P,1,2s2.2p.4d,3P*,0,3,1
302,784.24119,3e-05,520000.0,B,2s2.2p.3p,3P,1,2s2.2p.4d,3P*,1,3,3
303,785.041022,2.5e-05,400000.0,B,2s2.2p.3p,3P,1,2s2.2p.4d,3P*,2,3,5
304,785.50244,3e-05,750000.0,B,2s2.2p.3p,3P,2,2s2.2p.4d,3P*,1,5,3
305,786.304842,2.5e-05,1530000.0,B,2s2.2p.3p,3P,2,2s2.2p.4d,3P*,2,5,5
306,789.43975,4e-05,16000.0,C,2s2.2p.3p,3P,1,2s2.2p.4d,1P*,1,3,3
307,798.4184,0.0003,36000.0,C,2s2.2p.3p,3P,0,2s2.2p.5s,1P*,1,1,3
308,804.754357,2.6e-05,270000.0,B,2s2.2p.3p,3P,1,2s2.2p.5s,3P*,2,3,5
309,806.0825,1.9e-05,1090000.0,B,2s2.2p.3p,3P,2,2s2.2p.5s,3P*,2,5,5
310,806.45842,3e-05,480000.0,B,2s2.2p.3p,3P,0,2s2.2p.5s,3P*,1,1,3
311,807.2652,3e-05,380000.0,B,2s2.2p.3p,3P,1,2s2.2p.5s,3P*,1,3,3
312,808.024377,1.2e-05,12000.0,C,2s2.2p.3p,3P,2,2s2.2p.4d,3F*,3,5,7
313,808.07033,7e-05,1560000.0,B,2s2.2p.3p,3P,1,2s2.2p.5s,3P*,0,3,1
314,808.60165,3e-05,630000.0,B,2s2.2p.3p,3P,2,2s2.2p.5s,3P*,1,5,3
315,833.743553,2.1e-05,35100000.0,B+,2s2.2p.3s,1P*,1,2s2.2p.3p,1S,0,3,1
316,872.9528,0.0003,0.6,B,2s2.2p2,1D,2,2s2.2p2,1S,0,5,1
317,887.5816,0.0004,2050000.0,B,2s2.2p.3p,1D,2,2s2.2p.5s,1P*,1,5,3
318,892.10663,6e-05,110000.0,C,2s2.2p.3p,1D,2,2s2.2p.4d,3D*,1,5,3
319,897.52882,4e-05,67000.0,C,2s2.2p.3p,1D,2,2s2.2p.5s,3P*,1,5,3
320,906.392207,2.5e-05,7300000.0,B,2s2.2p.3s,3P*,1,2s2.2p.3p,3P,2,3,5
321,906.49599,4e-05,9500000.0,B,2s2.2p.3s,3P*,0,2s2.2p.3p,3P,1,1,3
322,908.077366,2.5e-05,7100000.0,B,2s2.2p.3s,3P*,1,2s2.2p.3p,3P,1,3,3
323,909.10041,2.5e-05,30000000.0,B,2s2.2p.3s,3P*,1,2s2.2p.3p,3P,0,3,1
324,909.732633,2.5e-05,22800000.0,B,2s2.2p.3s,3P*,2,2s2.2p.3p,3P,2,5,5
325,911.430247,2.5e-05,13500000.0,B,2s2.2p.3s,3P*,2,2s2.2p.3p,3P,1,5,3
326,918.539204,2e-05,280000.0,C,2s2.2p.3p,1D,2,2s2.2p.4d,1D*,2,5,5
327,940.83085,3e-05,29100000.0,B+,2s2.2p.3s,1P*,1,2s2.2p.3p,1D,2,3,5
328,960.56638,5e-05,3100000.0,B,2s2.2p.3s,3P*,0,2s2.2p.3p,3S,1,1,3
329,962.34221,3e-05,8600000.0,B,2s2.2p.3s,3P*,1,2s2.2p.3p,3S,1,3,3
330,963.027,0.004,98000.0,B,2s2.2p.3d,1F*,3,2s2.2p.(2P*<3/2>).8p,2[5/2],2,7,5
331,963.2513,0.0028,92000.0,C+,2s2.2p.3d,1D*,2,2s2.2p.7p,1P,1,5,3
332,966.10862,3e-05,12500000.0,B,2s2.2p.3s,3P*,2,2s2.2p.3p,3S,1,5,3
333,981.0985,0.0003,5.9e-08,C,2s2.2p2,3P,0,2s2.2p2,1D,2,1,5
334,982.6812,0.0003,7.3e-05,C+,2s2.2p2,3P,1,2s2.2p2,1D,2,3,5
335,985.2951,0.0003,0.00022,C+,2s2.2p2,3P,2,2s2.2p2,1D,2,5,5
336,994.4095,6e-05,230000.0,C,2s2.2p.3p,1S,0,2s2.2p.4d,1P*,1,1,3
337,1000.631,0.003,450000.0,C,2s2.2p.4s,1P*,1,2s2.2p.7p,1S,0,3,1
338,1008.056,0.003,89000.0,C,2s2.2p.4s,1P*,1,2s2.2p.7p,1D,2,3,5
339,1009.9605,0.0005,18000.0,C,2s2.2p.3p,1S,0,2s2.2p.5s,1P*,1,1,3
340,1012.66402,4e-05,20000000.0,C+,2s2.2p.3p,1P,1,2s2.2p.3d,1P*,1,3,3
341,1022.8598,5e-05,2400.0,C,2s2.2p.3p,1S,0,2s2.2p.5s,3P*,1,1,3
342,1027.672,0.003,153000.0,B,2s2.2p.3d,1F*,3,2s2.2p.7p,1D,2,7,5
343,1028.696,0.003,87000.0,C,2s2.2p.4s,1P*,1,2s2.2p.7p,1P,1,3,3
344,1038.49543,3e-05,6600.0,C,2s2.2p.3p,3D,1,2s2.2p.3d,3P*,1,3,3
345,1040.78612,3e-05,11000.0,C,2s2.2p.3p,3D,2,2s2.2p.3d,3P*,1,5,3
346,1041.647034,2.1e-05,7400.0,C,2s2.2p.3p,3D,2,2s2.2p.3d,3P*,2,5,5
347,1045.279841,1.6e-05,21000.0,C,2s2.2p.3p,3D,3,2s2.2p.3d,3P*,2,7,5
348,1048.3893,0.0007,55000.0,B,2s2.2p.3d,1D*,2,2s2.2p.6p,1D,2,5,5
349,1058.05616,3e-05,4900.0,C,2s2.2p.3p,1P,1,2s2.2p.3d,3D*,2,3,5
350,1059.64076,4e-05,7200.0,C,2s2.2p.3p,1P,1,2s2.2p.3d,3D*,1,3,3
351,1068.6011,3e-05,14000000.0,B,2s2.2p.3s,3P*,1,2s2.2p.3p,3D,2,3,5
352,1068.82754,6e-05,10400000.0,B,2s2.2p.3s,3P*,0,2s2.2p.3p,3D,1,1,3
353,1069.41774,3e-05,18400000.0,B,2s2.2p.3s,3P*,2,2s2.2p.3p,3D,3,5,7
354,1071.02668,3e-05,7500000.0,B,2s2.2p.3s,3P*,1,2s2.2p.3p,3D,1,3,3
355,1073.24719,3e-05,4400000.0,B,2s2.2p.3s,3P*,2,2s2.2p.3p,3D,2,5,5
356,1075.69393,3e-05,480000.0,B,2s2.2p.3s,3P*,2,2s2.2p.3p,3D,1,5,3
357,1076.22282,5e-05,5500.0,C,2s2.2p.3p,1P,1,2s2.2p.4s,3P*,2,3,5
358,1079.86448,5e-05,72000.0,C,2s2.2p.3p,1P,1,2s2.2p.4s,3P*,1,3,3
359,1083.065,0.003,156000.0,B,2s2.2p.3d,1D*,2,2s2.2p.6p,1P,1,5,3
360,1105.97427,4e-05,71000.0,C,2s2.2p.3p,3D,1,2s2.2p.3d,1P*,1,3,3
361,1111.018,0.004,810000.0,C,2s2.2p.4s,1P*,1,2s2.2p.6p,1S,0,3,1
362,1126.3827,0.0008,180000.0,C,2s2.2p.4s,1P*,1,2s2.2p.6p,1D,2,3,5
363,1133.33955,4e-05,20300000.0,B,2s2.2p.3p,1P,1,2s2.2p.3d,1D*,2,3,5
364,1133.92065,3e-05,150000.0,C,2s2.2p.3p,3D,2,2s2.2p.3d,1F*,3,5,7
365,1138.63525,5e-05,990000.0,C,2s.2p3,3P*,1,2s2.2p.(2P*<3/2>).4f,2[3/2],2,3,5
366,1138.64995,6e-05,950000.0,C,2s.2p3,3P*,1,2s2.2p.(2P*<3/2>).4f,2[3/2],1,3,3
367,1138.80279,4e-05,340000.0,C,2s.2p3,3P*,2,2s2.2p.(2P*<3/2>).4f,2[3/2],2,5,5
368,1138.81749,5e-05,65000.0,C,2s.2p3,3P*,2,2s2.2p.(2P*<3/2>).4f,2[3/2],1,5,3
369,1138.9311,6e-05,1300000.0,C,2s.2p3,3P*,0,2s2.2p.(2P*<3/2>).4f,2[3/2],1,1,3
370,1141.27369,5e-05,6400.0,C,2s2.2p.3s,1P*,1,2s2.2p.3p,3S,1,3,3
371,1141.62687,5e-05,640000.0,C,2s.2p3,3P*,1,2s2.2p.(2P*<3/2>).4f,2[5/2],2,3,5
372,1141.79529,4e-05,220000.0,C,2s.2p3,3P*,2,2s2.2p.(2P*<3/2>).4f,2[5/2],2,5,5
373,1141.815607,2.1e-05,2100000.0,C,2s.2p3,3P*,2,2s2.2p.(2P*<3/2>).4f,2[5/2],3,5,7
374,1150.9296,0.0008,260000.0,B,2s2.2p.3d,1F*,3,2s2.2p.6p,1D,2,7,5
375,1153.96527,4e-05,85000.0,C,2s.2p3,3P*,1,2s2.2p.(2P*<1/2>).4f,2[5/2],2,3,5
376,1154.13735,4e-05,29000.0,C,2s.2p3,3P*,2,2s2.2p.(2P*<1/2>).4f,2[5/2],2,5,5
377,1154.15207,3e-05,300000.0,C,2s.2p3,3P*,2,2s2.2p.(2P*<1/2>).4f,2[5/2],3,5,7
378,1155.96193,4e-05,200000.0,C,2s2.2p.3p,3D,1,2s2.2p.4s,1P*,1,3,3
379,1158.80085,4e-05,400000.0,C,2s2.2p.3p,3D,2,2s2.2p.4s,1P*,1,5,3
380,1162.24759,4e-05,4400000.0,B,2s2.2p.3p,3D,1,2s2.2p.3d,3D*,1,3,3
381,1163.20202,3e-05,5400000.0,B,2s2.2p.3p,3D,2,2s2.2p.3d,3D*,2,5,5
382,1165.1175,4e-05,1580000.0,B,2s2.2p.3p,3D,2,2s2.2p.3d,3D*,1,5,3
383,1165.60767,5e-05,8400000.0,B,2s2.2p.3p,3S,1,2s2.2p.3d,3P*,0,3,1
384,1166.20292,3e-05,8600000.0,B,2s2.2p.3p,3S,1,2s2.2p.3d,3P*,1,3,3
385,1166.287677,1.9e-05,7500000.0,B,2s2.2p.3p,3D,3,2s2.2p.3d,3D*,3,7,7
386,1166.508,0.003,120000.0,C,2s2.2p.4s,1P*,1,2s2.2p.6p,1P,1,3,3
387,1167.283933,1.9e-05,9100000.0,B,2s2.2p.3p,3S,1,2s2.2p.3d,3P*,2,3,5
388,1167.734,3e-05,1570000.0,B,2s2.2p.3p,3D,3,2s2.2p.3d,3D*,2,7,5
389,1175.143711,1.4e-05,22900000.0,B,2s2.2p.3p,3D,1,2s2.2p.3d,3F*,2,3,5
390,1175.652524,1.2e-05,26000000.0,B,2s2.2p.3p,3D,3,2s2.2p.3d,3F*,4,7,9
391,1175.799298,1.4e-05,24000000.0,B,2s2.2p.3p,3D,2,2s2.2p.3d,3F*,3,5,7
392,1178.07774,3e-05,2900000.0,B,2s2.2p.3p,3D,2,2s2.2p.3d,3F*,2,5,5
393,1180.430169,2.4e-05,1260000.0,B,2s2.2p.3p,3D,3,2s2.2p.3d,3F*,3,7,7
394,1182.22674,3e-05,310000.0,B,2s2.2p.3p,3D,1,2s2.2p.4s,3P*,2,3,5
395,1182.72661,3e-05,2900.0,B,2s2.2p.3p,3D,3,2s2.2p.3d,3F*,2,7,5
396,1185.196288,2.2e-05,1910000.0,B,2s2.2p.3p,3D,2,2s2.2p.4s,3P*,2,5,5
397,1186.62257,3e-05,3100000.0,B,2s2.2p.3p,3D,1,2s2.2p.4s,3P*,1,3,3
398,1188.28259,4e-05,11600000.0,B,2s2.2p.3p,3D,1,2s2.2p.4s,3P*,0,3,1
399,1189.614275,2.1e-05,8300000.0,B,2s2.2p.3p,3D,2,2s2.2p.4s,3P*,1,5,3
400,1189.901622,1.6e-05,9200000.0,B,2s2.2p.3p,3D,3,2s2.2p.4s,3P*,2,7,5
401,1251.51133,4e-05,2700.0,C,2s2.2p.3p,3D,1,2s2.2p.3d,1D*,2,3,5
402,1251.98387,5e-05,8800.0,C,2s2.2p.3p,3S,1,2s2.2p.3d,1P*,1,3,3
403,1254.83963,3e-05,19000.0,C,2s2.2p.3p,3D,2,2s2.2p.3d,1D*,2,5,5
404,1255.29328,5e-05,3800000.0,B,2s2.2p.3p,3P,0,2s2.2p.3d,3P*,1,1,3
405,1256.55729,5e-05,12700000.0,B,2s2.2p.3p,3P,1,2s2.2p.3d,3P*,0,3,1
406,1257.24909,3e-05,3600000.0,B,2s2.2p.3p,3P,1,2s2.2p.3d,3P*,1,3,3
407,1258.50557,3e-05,2450000.0,B,2s2.2p.3p,3P,1,2s2.2p.3d,3P*,2,3,5
408,1260.49371,3e-05,5100000.0,B,2s2.2p.3p,3P,2,2s2.2p.3d,3P*,1,5,3
409,1261.756686,1.4e-05,9400000.0,B,2s2.2p.3p,3P,2,2s2.2p.3d,3P*,2,5,5
410,1295.3368,0.0008,110000.0,B,2s2.2p.3d,1D*,2,2s2.2p.5p,1D,2,5,5
411,1297.41032,7e-05,15000.0,C,2s2.2p.3s,1P*,1,2s2.2p.3p,3D,1,3,3
412,1316.42594,4e-05,76000.0,C,2s2.2p.3p,3S,1,2s2.2p.4s,1P*,1,3,3
413,1324.58395,4e-05,9700.0,C,2s2.2p.3p,3S,1,2s2.2p.3d,3D*,1,3,3
414,1341.36018,3e-05,5600.0,C,2s2.2p.3p,3S,1,2s2.2p.3d,3F*,2,3,5
415,1350.596483,1.5e-05,6600000.0,C+,2s2.2p.3p,3S,1,2s2.2p.4s,3P*,2,3,5
416,1352.289,0.005,59000.0,C,2s2.2p.4p,1D,2,2s2.2p.(2P*<3/2>).8d,2[3/2]*,1,5,3
417,1355.2427,7e-05,7000.0,C,2s2.2p.3p,3P,0,2s2.2p.3d,1P*,1,1,3
418,1356.336605,1.7e-05,6500000.0,C+,2s2.2p.3p,3S,1,2s2.2p.4s,3P*,1,3,3
419,1357.52264,6e-05,30000.0,C,2s2.2p.3p,3P,1,2s2.2p.3d,1P*,1,3,3
420,1358.50585,4e-05,6600000.0,C+,2s2.2p.3p,3S,1,2s2.2p.4s,3P*,0,3,1
421,1361.30624,6e-05,3800.0,C,2s2.2p.3p,3P,2,2s2.2p.3d,1P*,1,5,3
422,1370.155756,1.9e-05,340000.0,B,2s.2p3,3D*,3,2s2.2p.3p,3P,2,7,5
423,1370.70592,9e-05,3900.0,B,2s.2p3,3D*,1,2s2.2p.3p,3P,2,3,5
424,1370.91159,6e-05,59000.0,B,2s.2p3,3D*,2,2s2.2p.3p,3P,2,5,5
425,1372.7039,0.0008,1800000.0,C,2s2.2p.4s,1P*,1,2s2.2p.5p,1S,0,3,1
426,1372.816,0.008,34000.0,C,2s2.2p.4p,1D,2,2s2.2p.(2P*<1/2>).8d,2[5/2]*,2,5,5
427,1374.56346,9e-05,99000.0,B,2s.2p3,3D*,1,2s2.2p.3p,3P,1,3,3
428,1374.77029,4e-05,300000.0,B,2s.2p3,3D*,2,2s2.2p.3p,3P,1,5,3
429,1376.90893,9e-05,400000.0,B,2s.2p3,3D*,1,2s2.2p.3p,3P,0,3,1
430,1394.382,0.0003,300000.0,B,2s2.2p.3d,1D*,2,2s2.2p.5p,1P,1,5,3
431,1399.72968,4e-05,43000.0,C,2s2.2p.3p,3P,2,2s2.2p.3d,1F*,3,5,7
432,1416.5239,0.001,510000.0,C,2s2.2p.4s,1P*,1,2s2.2p.5p,1D,2,3,5
433,1431.07491,6e-05,610000.0,C,2s2.2p.3p,3P,0,2s2.2p.4s,1P*,1,1,3
434,1433.61738,6e-05,390000.0,C,2s2.2p.3p,3P,1,2s2.2p.4s,1P*,1,3,3
435,1437.8377,5e-05,25000.0,C,2s2.2p.3p,3P,2,2s2.2p.4s,1P*,1,5,3
436,1440.35968,4e-05,9900000.0,B,2s2.2p.3p,3P,1,2s2.2p.3d,3D*,2,3,5
437,1440.72099,4e-05,6900000.0,B,2s2.2p.3p,3P,0,2s2.2p.3d,3D*,1,1,3
438,1442.406976,1.9e-05,12300000.0,B,2s2.2p.3p,3P,2,2s2.2p.3d,3D*,3,5,7
439,1443.29788,5e-05,4800000.0,B,2s2.2p.3p,3P,1,2s2.2p.3d,3D*,1,3,3
440,1444.61985,4e-05,2800000.0,B,2s2.2p.3p,3P,2,2s2.2p.3d,3D*,2,5,5
441,1447.57547,5e-05,280000.0,B,2s2.2p.3p,3P,2,2s2.2p.3d,3D*,1,5,3
442,1454.647022,2.1e-05,8600000.0,B,2s2.2p.3s,1P*,1,2s2.2p.3p,1P,1,3,3
443,1455.5646,0.0011,520000.0,B,2s2.2p.3d,1F*,3,2s2.2p.5p,1D,2,7,5
444,1455.791,0.006,83000.0,C,2s2.2p.4p,1D,2,2s2.2p.(2P*<3/2>).7d,2[3/2]*,1,5,3
445,1460.889,0.006,130000.0,C,2s2.2p.4p,1D,2,2s2.2p.(2P*<3/2>).8s,2[3/2]*,1,5,3
446,1463.23859,5e-05,210000.0,C,2s2.2p.3p,3P,1,2s2.2p.3d,3F*,2,3,5
447,1464.10093,4e-05,480000.0,C,2s2.2p.3p,3P,2,2s2.2p.3d,3F*,3,5,7
448,1467.63537,5e-05,44000.0,C,2s2.2p.3p,3P,2,2s2.2p.3d,3F*,2,5,5
449,1474.23648,4e-05,231000.0,B,2s2.2p.3p,3P,1,2s2.2p.4s,3P*,2,3,5
450,1478.36489,5e-05,380000.0,B,2s2.2p.3p,3P,0,2s2.2p.4s,3P*,1,1,3
451,1478.6997,3e-05,1380000.0,B,2s2.2p.3p,3P,2,2s2.2p.4s,3P*,2,5,5
452,1481.07832,4e-05,390000.0,B,2s2.2p.3p,3P,1,2s2.2p.4s,3P*,1,3,3
453,1483.6653,7e-05,1330000.0,B,2s2.2p.3p,3P,1,2s2.2p.4s,3P*,0,3,1
454,1483.7,0.4,97000.0,C,2s2.2p.4p,3S,1,2s2.2p.6d,3P*,0,3,1
455,1483.929,0.007,97000.0,C,2s2.2p.4p,3S,1,2s2.2p.6d,3P*,1,3,3
456,1485.58313,3e-05,640000.0,B,2s2.2p.3p,3P,2,2s2.2p.4s,3P*,1,5,3
457,1486.158,0.007,42000.0,C,2s2.2p.4p,1D,2,2s2.2p.(2P*<1/2>).7d,2[5/2]*,2,5,5
458,1486.435,0.004,96000.0,C,2s2.2p.4p,3S,1,2s2.2p.6d,3P*,2,3,5
459,1504.054,0.005,170000.0,C,2s2.2p.4p,3S,1,2s2.2p.7s,3P*,2,3,5
460,1512.054,0.003,170000.0,C,2s2.2p.4p,3S,1,2s2.2p.7s,3P*,1,3,3
461,1513.701,0.005,170000.0,C,2s2.2p.4p,3S,1,2s2.2p.7s,3P*,0,3,1
462,1535.822,0.0004,110000.0,C,2s2.2p.4s,1P*,1,2s2.2p.5p,1P,1,3,3
463,1573.165,7e-05,1100000.0,C,2s2.2p.3d,1D*,2,2s2.2p.(2P*<3/2>).4f,2[3/2],2,5,5
464,1578.88139,7e-05,1400000.0,C,2s2.2p.3d,1D*,2,2s2.2p.(2P*<3/2>).4f,2[5/2],2,5,5
465,1578.92024,5e-05,710000.0,C,2s2.2p.3d,1D*,2,2s2.2p.(2P*<3/2>).4f,2[5/2],3,5,7
466,1585.69349,5e-05,2100000.0,C,2s2.2p.3d,1D*,2,2s2.2p.(2P*<3/2>).4f,2[7/2],3,5,7
467,1600.92438,8e-05,6400000.0,C,2s2.2p.3d,1D*,2,2s2.2p.(2P*<1/2>).4f,2[7/2],3,5,7
468,1602.57935,8e-05,250000.0,C,2s2.2p.3d,1D*,2,2s2.2p.(2P*<1/2>).4f,2[5/2],2,5,5
469,1602.607735,2.6e-05,6200000.0,C,2s2.2p.3d,1D*,2,2s2.2p.(2P*<1/2>).4f,2[5/2],3,5,7
470,1633.83735,8e-05,610000.0,C,2s2.2p.3p,1D,2,2s2.2p.3d,1P*,1,5,3
471,1650.081,0.005,120000.0,C,2s2.2p.4p,1D,2,2s2.2p.6d,1P*,1,5,3
472,1661.192,0.004,220000.0,C,2s2.2p.4p,1D,2,2s2.2p.7s,1P*,1,5,3
473,1685.9621,0.00014,1200000.0,C,2s2.2p.4s,3P*,0,2s2.2p.(2P*<3/2>).4f,2[3/2],1,1,3
474,1689.28277,9e-05,1100000.0,C,2s2.2p.4s,3P*,1,2s2.2p.(2P*<3/2>).4f,2[3/2],2,3,5
475,1689.31513,0.00011,830000.0,C,2s2.2p.4s,3P*,1,2s2.2p.(2P*<3/2>).4f,2[3/2],1,3,3
476,1689.49992,3e-05,12400000.0,B,2s2.2p.3p,1D,2,2s2.2p.3d,1F*,3,5,7
477,1695.87594,9e-05,510000.0,C,2s2.2p.4s,3P*,1,2s2.2p.(2P*<3/2>).4f,2[5/2],2,3,5
478,1698.27232,9e-05,290000.0,C,2s2.2p.4s,3P*,2,2s2.2p.(2P*<3/2>).4f,2[3/2],2,5,5
479,1698.30503,0.00012,46000.0,C,2s2.2p.4s,3P*,2,2s2.2p.(2P*<3/2>).4f,2[3/2],1,5,3
480,1704.93598,9e-05,140000.0,C,2s2.2p.4s,3P*,2,2s2.2p.(2P*<3/2>).4f,2[5/2],2,5,5
481,1704.98128,4e-05,2100000.0,C,2s2.2p.4s,3P*,2,2s2.2p.(2P*<3/2>).4f,2[5/2],3,5,7
482,1705.35,0.009,44000.0,C,2s2.2p.4p,1D,2,2s2.2p.6d,1D*,2,5,5
483,1713.10496,0.00012,81000.0,C,2s2.2p.3d,3F*,2,2s2.2p.(2P*<3/2>).4f,2[3/2],2,5,5
484,1713.13824,0.00012,34000.0,C,2s2.2p.3d,3F*,2,2s2.2p.(2P*<3/2>).4f,2[3/2],1,5,3
