,ritz_wl_vac(nm),Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
0,74.6258,1270000000.0,C,3s2.3p3,2D*,5/2,3s2.3p2.(1S).3d,2D,5/2,6,6
1,76.3215,4200000000.0,C,3s2.3p3,2D*,3/2,3s.3p4,2P,1/2,4,2
2,76.3656,9600000000.0,C,3s2.3p3,4S*,3/2,3s2.3p2.(3P).3d,4P,1/2,4,2
3,76.4416,9550000000.0,C,3s2.3p3,4S*,3/2,3s2.3p2.(3P).3d,4P,3/2,4,4
4,76.5574,3280000000.0,C,3s2.3p3,2D*,5/2,3s.3p4,2P,3/2,6,4
5,76.5684,9470000000.0,C+,3s2.3p3,4S*,3/2,3s2.3p2.(3P).3d,4P,5/2,4,6
6,77.3460,5300000000.0,C,3s2.3p3,2D*,3/2,3s2.3p2.(1D).3d,2D,3/2,4,4
7,77.4445,5120000000.0,C,3s2.3p3,2D*,5/2,3s2.3p2.(1D).3d,2D,5/2,6,6
8,77.65747,1660.0,C+,3s2.3p3,2D*,3/2,3s2.3p2.(1D).4p,2P*,3/2,4,4
9,77.67664,3340.0,C+,3s2.3p3,2D*,5/2,3s2.3p2.(1D).4p,2P*,3/2,6,4
10,77.73873,2840.0,C+,3s2.3p3,2D*,3/2,3s2.3p2.(1D).4p,2P*,1/2,4,2
11,77.75795,1710.0,C,3s2.3p3,2D*,5/2,3s2.3p2.(1D).4p,2P*,1/2,6,2
12,77.76101,9210.0,B,3s2.3p3,4S*,3/2,3s2.3p2.(3P).4p,4D*,7/2,4,8
13,77.98292,9020.0,B,3s2.3p3,4S*,3/2,3s2.3p2.(3P).4p,4D*,5/2,4,6
14,78.13944,8940.0,C+,3s2.3p3,4S*,3/2,3s2.3p2.(3P).4p,4D*,3/2,4,4
15,78.23191,8930.0,C+,3s2.3p3,4S*,3/2,3s2.3p2.(3P).4p,4D*,1/2,4,2
16,79.42976,2220.0,C+,3s2.3p3,2D*,3/2,3s2.3p2.(1D).4p,2D*,3/2,4,4
17,79.44982,1080.0,C+,3s2.3p3,2D*,5/2,3s2.3p2.(1D).4p,2D*,3/2,6,4
18,79.45592,354.0,C,3s2.3p3,2D*,3/2,3s2.3p2.(1D).4p,2D*,5/2,4,6
19,79.47599,3300.0,C+,3s2.3p3,2D*,5/2,3s2.3p2.(1D).4p,2D*,5/2,6,6
20,79.70268,947.0,C+,3s2.3p3,2D*,3/2,3s2.3p2.(1D).4p,2F*,7/2,4,8
21,79.72288,7020.0,B,3s2.3p3,2D*,5/2,3s2.3p2.(1D).4p,2F*,7/2,6,8
22,79.75934,6470.0,B,3s2.3p3,2D*,3/2,3s2.3p2.(1D).4p,2F*,5/2,4,6
23,79.77957,1080.0,C+,3s2.3p3,2D*,5/2,3s2.3p2.(1D).4p,2F*,5/2,6,6
24,79.9156,2370000000.0,C,3s2.3p3,2D*,5/2,3s2.3p2.(1D).3d,2P,3/2,6,4
25,80.0051,2620000000.0,C,3s2.3p3,2D*,3/2,3s2.3p2.(1D).3d,2P,1/2,4,2
26,80.4013,5310000000.0,C,3s2.3p3,2P*,1/2,3s2.3p2.(1S).3d,2D,3/2,2,4
27,80.4408,6150000000.0,C,3s2.3p3,2P*,3/2,3s2.3p2.(1S).3d,2D,5/2,4,6
28,80.8694,7860000000.0,C+,3s2.3p3,2D*,3/2,3s2.3p2.(1D).3d,2F,5/2,4,6
29,80.8778,8550000000.0,C+,3s2.3p3,2D*,5/2,3s2.3p2.(1D).3d,2F,7/2,6,8
30,82.6896,1440000000.0,C,3s2.3p3,2P*,3/2,3s.3p4,2P,3/2,4,4
31,84.0830,1210000000.0,C,3s2.3p3,2D*,5/2,3s2.3p2.(3P).3d,2D,5/2,6,6
32,84.35471,1340.0,C+,3s2.3p3,2D*,3/2,3s2.3p2.(3P).4p,2P*,3/2,4,4
33,84.37733,4410.0,C+,3s2.3p3,2D*,5/2,3s2.3p2.(3P).4p,2P*,3/2,6,4
34,84.3825,1070000000.0,C,3s2.3p3,2D*,3/2,3s2.3p2.(3P).3d,2D,3/2,4,4
35,84.44823,3660.0,C+,3s2.3p3,2D*,3/2,3s2.3p2.(3P).4p,2P*,1/2,4,2
36,84.47091,2890.0,C+,3s2.3p3,2D*,5/2,3s2.3p2.(3P).4p,2P*,1/2,6,2
37,85.95921,1260.0,C+,3s2.3p3,2D*,3/2,3s2.3p2.(3P).4p,2D*,5/2,4,6
38,85.98270,6740.0,B,3s2.3p3,2D*,5/2,3s2.3p2.(3P).4p,2D*,5/2,6,6
39,86.03963,785.0,C+,3s2.3p3,2P*,1/2,3s2.3p2.(1D).4p,2D*,3/2,2,4
40,86.07033,200.0,C,3s2.3p3,2P*,1/2,3s2.3p2.(1D).4p,2D*,5/2,2,6
41,86.07422,1190.0,C+,3s2.3p3,2P*,3/2,3s2.3p2.(1D).4p,2D*,3/2,4,4
42,86.10494,1580.0,C+,3s2.3p3,2P*,3/2,3s2.3p2.(1D).4p,2D*,5/2,4,6
43,86.36461,6320.0,B,3s2.3p3,2D*,3/2,3s2.3p2.(3P).4p,2D*,3/2,4,4
44,86.38833,2360.0,C+,3s2.3p3,2D*,5/2,3s2.3p2.(3P).4p,2D*,3/2,6,4
45,86.39481,2770.0,C+,3s2.3p3,2P*,3/2,3s2.3p2.(1D).4p,2F*,7/2,4,8
46,86.42649,2280.0,C+,3s2.3p3,2P*,1/2,3s2.3p2.(1D).4p,2F*,5/2,2,6
47,86.46139,806.0,C+,3s2.3p3,2P*,3/2,3s2.3p2.(1D).4p,2F*,5/2,4,6
48,86.6212,1870000000.0,C,3s2.3p3,2P*,3/2,3s2.3p2.(1D).3d,2P,3/2,4,4
49,86.76833,292.0,C,3s2.3p3,2D*,5/2,3s2.3p2.(3P).4p,4P*,5/2,6,6
50,89.4797,1960000000.0,C,3s2.3p3,2P*,3/2,3s2.3p2.(1S).4s,2S,1/2,4,2
51,90.38947,5790.0,C+,3s2.3p3,2D*,3/2,3s2.3p2.(3P).4p,2S*,1/2,4,2
52,90.41546,7960.0,C+,3s2.3p3,2D*,5/2,3s2.3p2.(3P).4p,2S*,1/2,6,2
53,90.6876,1090000000.0,C,3s2.3p3,4S*,3/2,3s2.3p2.(3P).4s,4P,5/2,4,6
54,91.0485,1060000000.0,C,3s2.3p3,4S*,3/2,3s2.3p2.(3P).4s,4P,3/2,4,4
55,91.5388,1210000000.0,C,3s2.3p3,2P*,3/2,3s2.3p2.(3P).3d,2D,5/2,4,6
56,91.84833,1690.0,C+,3s2.3p3,2P*,1/2,3s2.3p2.(3P).4p,2P*,3/2,2,4
57,91.8813,1060000000.0,C,3s2.3p3,2P*,1/2,3s2.3p2.(3P).3d,2D,3/2,2,4
58,91.88775,1800.0,C+,3s2.3p3,2P*,3/2,3s2.3p2.(3P).4p,2P*,3/2,4,4
59,91.99874,3200.0,C+,3s2.3p3,2P*,3/2,3s2.3p2.(3P).4p,2P*,1/2,4,2
60,93.7420,1140000000.0,C,3s2.3p3,2D*,3/2,3s2.3p2.(1D).4s,2D,3/2,4,4
61,93.75379,730.0,C+,3s2.3p3,2P*,1/2,3s2.3p2.(3P).4p,2D*,5/2,2,6
62,93.7688,1180000000.0,C,3s2.3p3,2D*,5/2,3s2.3p2.(1D).4s,2D,5/2,6,6
63,93.79486,2380.0,C+,3s2.3p3,2P*,3/2,3s2.3p2.(3P).4p,2D*,5/2,4,6
64,94.23625,1490.0,C+,3s2.3p3,2P*,1/2,3s2.3p2.(3P).4p,2D*,3/2,2,4
65,94.27775,1220.0,C+,3s2.3p3,2P*,3/2,3s2.3p2.(3P).4p,2D*,3/2,4,4
66,101.4437,1490000000.0,C,3s2.3p3,2D*,5/2,3s2.3p2.(3P).4s,2P,3/2,6,4
67,101.9528,1660000000.0,C,3s2.3p3,2D*,3/2,3s2.3p2.(3P).4s,2P,1/2,4,2
68,112.4986,439000000.0,C,3s2.3p3,2P*,3/2,3s2.3p2.(3P).4s,2P,3/2,4,4
69,286.6649,2.66,C+,3s.3p4,4P,5/2,3s2.3p2.(3P).3d,4D,7/2,6,8
70,287.0622,2.63,C+,3s.3p4,4P,5/2,3s2.3p2.(3P).3d,4D,5/2,6,6
71,287.3138,1.56,C+,3s.3p4,4P,5/2,3s2.3p2.(3P).3d,4D,3/2,6,4
72,287.6298,0.437,C,3s.3p4,4P,5/2,3s2.3p2.(3P).3d,4D,1/2,6,2
73,290.3288,1.84,C+,3s.3p4,4P,3/2,3s2.3p2.(3P).3d,4D,3/2,4,4
74,290.6515,3.95,C+,3s.3p4,4P,3/2,3s2.3p2.(3P).3d,4D,1/2,4,2
75,292.0737,1.02,C,3s.3p4,4P,1/2,3s2.3p2.(3P).3d,4D,3/2,2,4
76,318.7640,0.634,C+,3s.3p4,4P,5/2,3s2.3p2.(3P).3d,4F,9/2,6,10
77,321.4058,0.187,C,3s.3p4,4P,5/2,3s2.3p2.(3P).3d,4F,7/2,6,8
78,325.1834,0.402,C+,3s.3p4,4P,3/2,3s2.3p2.(3P).3d,4F,7/2,4,8
79,330.9679,0.399,C,3s.3p4,4P,1/2,3s2.3p2.(3P).3d,4F,3/2,2,4
80,331.5428,18600000.0,C,3s2.3p2.(3P).4s,2P,3/2,3s2.3p2.(1D).4p,2P*,3/2,4,4
81,342.0398,1.61,C+,3s.3p4,2D,3/2,3s2.3p2.(1D).3d,2G,7/2,4,8
82,342.3545,1.8,C+,3s.3p4,2D,5/2,3s2.3p2.(1D).3d,2G,9/2,6,10
83,359.5471,19900000.0,C,3s2.3p2.(3P).4s,2P,1/2,3s2.3p2.(1D).4p,2D*,3/2,2,4
84,359.7005,23100000.0,C,3s2.3p2.(3P).3d,2P,3/2,3s2.3p2.(3P).4p,2P*,3/2,4,4
85,367.0082,24000000.0,C,3s2.3p2.(3P).4s,2P,3/2,3s2.3p2.(1D).4p,2D*,5/2,4,6
86,385.4163,9690000.0,C,3s2.3p2.(3P).3d,2F,5/2,3s2.3p2.(1D).4p,2D*,3/2,6,4
