,ritz_wl_vac(nm),Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
0,85.5883,6.1,C+,2p6.3s,2S,1/2,2p6.10d,2D,5/2,2,6
1,87.03317,1040000.0,C,2p6.3s,2S,1/2,2p6.9p,2P*,3/2,2,4
2,87.03463,1080000.0,C,2p6.3s,2S,1/2,2p6.9p,2P*,1/2,2,2
3,87.464,16.9,C,2p6.3s,2S,1/2,2p6.8d,2D,3/2,2,4
4,88.46967,1380000.0,C,2p6.3s,2S,1/2,2p6.8p,2P*,3/2,2,4
5,88.47189,1440000.0,C,2p6.3s,2S,1/2,2p6.8p,2P*,1/2,2,2
6,89.1289,4.25,C,2p6.3s,2S,1/2,2p6.7d,2D,5/2,2,6
7,90.73752,1940000.0,C,2p6.3s,2S,1/2,2p6.7p,2P*,3/2,2,4
8,90.74115,2020000.0,C,2p6.3s,2S,1/2,2p6.7p,2P*,1/2,2,2
9,91.8273,26.9,B,2p6.3s,2S,1/2,2p6.6d,2D,5/2,2,6
10,94.67033,2690000.0,B,2p6.3s,2S,1/2,2p6.6p,2P*,3/2,2,4
11,94.67694,2810000.0,B,2p6.3s,2S,1/2,2p6.6p,2P*,1/2,2,2
12,96.6934,197.0,B+,2p6.3s,2S,1/2,2p6.5d,2D,5/2,2,6
13,102.59681,3430000.0,B,2p6.3s,2S,1/2,2p6.5p,2P*,3/2,2,4
14,102.61134,3630000.0,B,2p6.3s,2S,1/2,2p6.5p,2P*,1/2,2,2
15,107.169,1040.0,A,2p6.3s,2S,1/2,2p6.4d,2D,5/2,2,6
16,123.99253,1350000.0,C,2p6.3s,2S,1/2,2p6.4p,2P*,3/2,2,4
17,124.03947,1520000.0,C,2p6.3s,2S,1/2,2p6.4p,2P*,1/2,2,2
18,124.8048,900000.0,C,2p6.3p,2P*,1/2,2p6.9d,2D,3/2,2,4
19,124.85068,3830000.0,B,2p6.3p,2P*,1/2,2p6.10s,2S,1/2,2,2
20,124.9476,174000.0,C,2p6.3p,2P*,3/2,2p6.9d,2D,3/2,4,4
21,124.9477,1060000.0,C,2p6.3p,2P*,3/2,2p6.9d,2D,5/2,4,6
22,124.99358,7640000.0,B,2p6.3p,2P*,3/2,2p6.10s,2S,1/2,4,2
23,127.12387,1230000.0,C,2p6.3p,2P*,1/2,2p6.8d,2D,3/2,2,4
24,127.19402,4490000.0,C+,2p6.3p,2P*,1/2,2p6.9s,2S,1/2,2,2
25,127.272,238000.0,C,2p6.3p,2P*,3/2,2p6.8d,2D,3/2,4,4
26,127.27213,1440000.0,C+,2p6.3p,2P*,3/2,2p6.8d,2D,5/2,4,6
27,127.34233,8970000.0,C+,2p6.3p,2P*,3/2,2p6.9s,2S,1/2,4,2
28,130.67137,2190000.0,C+,2p6.3p,2P*,1/2,2p6.7d,2D,3/2,2,4
29,130.78753,6720000.0,C+,2p6.3p,2P*,1/2,2p6.8s,2S,1/2,2,2
30,130.8279,425000.0,C,2p6.3p,2P*,3/2,2p6.7d,2D,3/2,4,4
31,130.82811,2580000.0,C+,2p6.3p,2P*,3/2,2p6.7d,2D,5/2,4,6
32,130.94435,13400000.0,C+,2p6.3p,2P*,3/2,2p6.8s,2S,1/2,4,2
33,136.5544,4530000.0,B+,2p6.3p,2P*,1/2,2p6.6d,2D,3/2,2,4
34,136.7254,884000.0,B,2p6.3p,2P*,3/2,2p6.6d,2D,3/2,4,4
35,136.7257,5350000.0,B+,2p6.3p,2P*,3/2,2p6.6d,2D,5/2,4,6
36,136.7708,10800000.0,C+,2p6.3p,2P*,1/2,2p6.7s,2S,1/2,2,2
37,136.94231,21700000.0,B,2p6.3p,2P*,3/2,2p6.7s,2S,1/2,4,2
38,139.8793,8770.0,B+,2p6.3s,2S,1/2,2p6.3d,2D,5/2,2,6
39,147.59997,11000000.0,B,2p6.3p,2P*,1/2,2p6.5d,2D,3/2,2,4
40,147.7997,2160000.0,B,2p6.3p,2P*,3/2,2p6.5d,2D,3/2,4,4
41,147.80039,13000000.0,B,2p6.3p,2P*,3/2,2p6.5d,2D,5/2,4,6
42,148.08795,19300000.0,B+,2p6.3p,2P*,1/2,2p6.6s,2S,1/2,2,2
43,148.28903,38500000.0,B+,2p6.3p,2P*,3/2,2p6.6s,2S,1/2,4,2
44,173.48521,42900000.0,A,2p6.3p,2P*,1/2,2p6.4d,2D,3/2,2,4
45,173.4852,6.55e-05,C,2p6.3p,2P*,1/2,2p6.4d,2D,3/2,2,4
46,173.4868,0.00047,C+,2p6.3p,2P*,1/2,2p6.4d,2D,5/2,2,6
47,173.7613,8480000.0,B+,2p6.3p,2P*,3/2,2p6.4d,2D,3/2,4,4
