,ritz_wl_vac(nm),Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
0,215.1472,6100000.0,C,3p6.4s2,1S,0.0,3p6.4s.8p,1P*,1.0,1.0,3.0
1,220.1414,15300000.0,C,3p6.4s2,1S,0.0,3p6.4s.7p,1P*,1.0,1.0,3.0
2,227.6169,30100000.0,C+,3p6.4s2,1S,0.0,3p6.4s.np,w 1P*,1.0,1.0,3.0
3,239.9289,16700000.0,C+,3p6.4s2,1S,0.0,3p6.4s.6p,1P*,1.0,1.0,3.0
4,299.5831,36700000.0,C,3p6.4s.4p,3P*,0.0,3p6.3d2,3P,1.0,1.0,3.0
5,299.819,24100000.0,C,3p6.4s.4p,3P*,1.0,3p6.3d2,3P,2.0,3.0,5.0
6,300.052,27900000.0,C,3p6.4s.4p,3P*,1.0,3p6.3d2,3P,1.0,3.0,3.0
7,300.1738,158000000.0,C,3p6.4s.4p,3P*,1.0,3p6.3d2,3P,0.0,3.0,1.0
8,300.7738,75000000.0,C,3p6.4s.4p,3P*,2.0,3p6.3d2,3P,2.0,5.0,5.0
9,301.0083,43000000.0,C,3p6.4s.4p,3P*,2.0,3p6.3d2,3P,1.0,5.0,3.0
10,334.5469,15100000.0,C,3p6.4s.4p,3P*,0.0,3p6.4s.6d,3D,1.0,1.0,3.0
11,335.1166,17800000.0,C,3p6.4s.4p,3P*,1.0,3p6.4s.6d,3D,2.0,3.0,5.0
12,335.1318,11100000.0,C,3p6.4s.4p,3P*,1.0,3p6.4s.6d,3D,1.0,3.0,3.0
13,336.2878,22300000.0,C,3p6.4s.4p,3P*,2.0,3p6.4s.6d,3D,3.0,5.0,7.0
14,336.3099,6500000.0,C,3p6.4s.4p,3P*,2.0,3p6.4s.6d,3D,2.0,5.0,5.0
15,336.3252,590000.0,C,3p6.4s.4p,3P*,2.0,3p6.4s.6d,3D,1.0,5.0,3.0
16,362.5145,21200000.0,C+,3p6.4s.4p,3P*,0.0,3p6.4s.5d,3D,1.0,1.0,3.0
17,363.1787,29700000.0,C+,3p6.4s.4p,3P*,1.0,3p6.4s.5d,3D,2.0,3.0,5.0
18,363.2013,15300000.0,C+,3p6.4s.4p,3P*,1.0,3p6.4s.5d,3D,1.0,3.0,3.0
19,364.5452,35500000.0,C+,3p6.4s.4p,3P*,2.0,3p6.4s.5d,3D,3.0,5.0,7.0
20,364.5807,9400000.0,C+,3p6.4s.4p,3P*,2.0,3p6.4s.5d,3D,2.0,5.0,5.0
21,364.6034,950000.0,C+,3p6.4s.4p,3P*,2.0,3p6.4s.5d,3D,1.0,5.0,3.0
22,395.0018,3340000.0,C,3p6.4s.4p,3P*,0.0,3p6.4s.6s,3S,1.0,1.0,3.0
23,395.8174,9800000.0,C,3p6.4s.4p,3P*,1.0,3p6.4s.6s,3S,1.0,3.0,3.0
24,397.4832,17500000.0,C,3p6.4s.4p,3P*,2.0,3p6.4s.6s,3S,1.0,5.0,3.0
25,422.7918,218000000.0,B+,3p6.4s2,1S,0.0,3p6.4s.4p,1P*,1.0,1.0,3.0
26,428.4216,43400000.0,C+,3p6.4s.4p,3P*,1.0,3p6.4p2,3P,2.0,3.0,5.0
27,429.0574,60000000.0,C+,3p6.4s.4p,3P*,0.0,3p6.4p2,3P,1.0,1.0,3.0
28,430.0198,46600000.0,C+,3p6.4s.4p,3P*,1.0,3p6.4p2,3P,1.0,3.0,3.0
29,430.3738,136000000.0,C+,3p6.4s.4p,3P*,2.0,3p6.4p2,3P,2.0,5.0,5.0
30,430.8956,199000000.0,C+,3p6.4s.4p,3P*,1.0,3p6.4p2,3P,0.0,3.0,1.0
31,431.9866,74000000.0,C+,3p6.4s.4p,3P*,2.0,3p6.4p2,3P,1.0,5.0,3.0
32,442.6679,49800000.0,C,3p6.4s.4p,3P*,0.0,3p6.4s.4d,3D,1.0,1.0,3.0
33,443.6202,67000000.0,C,3p6.4s.4p,3P*,1.0,3p6.4s.4d,3D,2.0,3.0,5.0
34,443.6925,34200000.0,C,3p6.4s.4p,3P*,1.0,3p6.4s.4d,3D,1.0,3.0,3.0
35,445.6029,87000000.0,C,3p6.4s.4p,3P*,2.0,3p6.4s.4d,3D,3.0,5.0,7.0
36,445.7138,20000000.0,C,3p6.4s.4p,3P*,2.0,3p6.4s.4d,3D,2.0,5.0,5.0
37,445.7867,2450000.0,C+,3p6.4s.4p,3P*,2.0,3p6.4s.4d,3D,1.0,5.0,3.0
38,457.9834,17600000.0,C,3p6.3d.4s,3D,1.0,3p6.4s.4f,3F*,2.0,3.0,5.0
39,458.2679,20900000.0,C,3p6.3d.4s,3D,2.0,3p6.4s.4f,3F*,3.0,5.0,7.0
40,458.715,22900000.0,C,3p6.3d.4s,3D,3.0,3p6.4s.4f,3F*,4.0,7.0,9.0
41,487.9488,18800000.0,C,3p6.3d.4s,1D,2.0,3p6.4s.4f,1F*,3.0,5.0,7.0
42,610.4412,9600000.0,C,3p6.4s.4p,3P*,0.0,3p6.4s.5s,3S,1.0,1.0,3.0
43,612.3912,28700000.0,C,3p6.4s.4p,3P*,1.0,3p6.4s.5s,3S,1.0,3.0,3.0
44,616.3878,47700000.0,C,3p6.4s.4p,3P*,2.0,3p6.4s.5s,3S,1.0,5.0,3.0
