,ritz_wl_vac(nm),Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
103,352.1081,4600000.0,C,3p6.3d7.4s2,a 4F,7/2,3p6.3d7.(4F).4s.4p.(3P*),z 4F*,5/2,8.0,6.0
104,352.2574,18000000.0,C+,3p6.3d8.(3F).4s,b 4F,9/2,3p6.3d7.(4F).4s.4p.(3P*),z 2F*,7/2,10.0,8.0
105,352.7852,13000000.0,C,3p6.3d7.4s2,a 4F,9/2,3p6.3d7.(4F).4s.4p.(3P*),z 4F*,9/2,10.0,10.0
106,353.0815,46000000.0,C+,3p6.3d8.(3F).4s,b 4F,7/2,3p6.3d8.(3F).4p,y 4G*,9/2,8.0,10.0
107,355.1599,4000000.0,C,3p6.3d7.4s2,a 4F,5/2,3p6.3d7.(4F).4s.4p.(3P*),z 4F*,3/2,6.0,4.0
108,355.3732,210000.0,C,3p6.3d7.4s2,a 4F,3/2,3p6.3d7.(4F).4s.4p.(3P*),z 4D*,5/2,4.0,6.0
109,356.1907,23000000.0,C,3p6.3d8.(3F).4s,b 4F,3/2,3p6.3d8.(3F).4p,y 4D*,3/2,4.0,4.0
110,356.5966,7000000.0,C,3p6.3d8.(3F).4s,b 4F,5/2,3p6.3d7.(4F).4s.4p.(3P*),z 2G*,7/2,6.0,8.0
111,357.0389,150000000.0,C,3p6.3d8.(3F).4s,a 2F,7/2,3p6.3d8.(3F).4p,y 2F*,7/2,8.0,8.0
112,357.5985,15000000.0,C+,3p6.3d8.(3F).4s,b 4F,5/2,3p6.3d8.(3F).4p,y 4D*,5/2,6.0,6.0
113,357.6375,9600000.0,C,3p6.3d7.4s2,a 4F,7/2,3p6.3d7.(4F).4s.4p.(3P*),z 4F*,7/2,8.0,8.0
