,ritz_wl_vac(nm),unc_ritz_wl,Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
52,366.71458,0.00019,482.61,AAA,2,,,27,,,8.0,1458.0
53,366.87327,0.00019,583.04,AAA,2,,,26,,,8.0,1352.0
54,367.05155,0.00019,709.63,AAA,2,,,25,,,8.0,1250.0
55,367.25279,0.00019,870.69,AAA,2,,,24,,,8.0,1152.0
56,367.4811,0.00019,1077.7,AAA,2,,,23,,,8.0,1058.0
57,367.7416,0.00019,1346.7,AAA,2,,,22,,,8.0,968.0
58,368.04065,0.00019,1700.5,AAA,2,,,21,,,8.0,882.0
59,368.38627,0.00019,2171.9,AAA,2,,,20,,,8.0,800.0
60,368.78871,0.00019,2809.3,AAA,2,,,19,,,8.0,722.0
61,369.26119,0.00019,3685.1,AAA,2,,,18,,,8.0,648.0
62,369.82103,0.00019,4910.1,AAA,2,,,17,,,8.0,578.0
63,370.49132,0.00019,6658.3,AAA,2,,,16,,,8.0,512.0
64,371.30334,0.00019,9210.2,AAA,2,,,15,,,8.0,450.0
65,372.30035,0.00019,13032.0,AAA,2,,,14,,,8.0,392.0
66,373.54365,0.0002,18927.0,AAA,2,,,13,,,8.0,338.0
67,375.12244,0.0002,28337.0,AAA,2,,,12,,,8.0,288.0
68,377.17081,0.0002,43972.0,AAA,2,,,11,,,8.0,242.0
69,379.89827,0.0002,71225.0,AAA,2,,,10,,,8.0,200.0
70,383.64789,0.00021,121560.0,AAA,2,,,9,,,8.0,162.0
71,389.01577,0.00021,221480.0,AAA,2,,,8,,,8.0,128.0
72,397.1202,0.00022,438890.0,AAA,2,,,7,,,8.0,98.0
73,410.28991,0.00024,973200.0,AAA,2,,,6,,,8.0,72.0
74,434.1691,0.0003,2530400.0,AAA,2,,,5,,,8.0,50.0
75,486.2691,0.0003,8419300.0,AAA,2,,,4,,,8.0,32.0
76,656.4632,0.0007,44101000.0,AAA,2,,,3,,,8.0,18.0
77,839.4703,0.0006,1516.7,AAA,3,,,20,,,18.0,800.0
78,841.563,0.0006,1964.3,AAA,3,,,19,,,18.0,722.0
79,844.0274,0.0006,2580.4,AAA,3,,,18,,,18.0,648.0
80,846.9581,0.0006,3444.2,AAA,3,,,17,,,18.0,578.0
81,850.4819,0.0006,4680.1,AAA,3,,,16,,,18.0,512.0
82,854.7731,0.0006,6490.1,AAA,3,,,15,,,18.0,450.0
83,860.0754,0.0006,9211.7,AAA,3,,,14,,,18.0,392.0
84,866.7398,0.0006,13431.0,AAA,3,,,13,,,18.0,338.0
85,875.2876,0.0005,20207.0,AAA,3,,,12,,,18.0,288.0
86,886.5216,0.0006,31558.0,AAA,3,,,11,,,18.0,242.0
87,901.7384,0.0007,51558.0,AAA,3,,,10,,,18.0,200.0
88,923.1546,0.0007,89050.0,AAA,3,,,9,,,18.0,162.0
89,954.8588,0.0006,165060.0,AAA,3,,,8,,,18.0,128.0
90,1005.2123,0.0007,335850.0,AAA,3,,,7,,,18.0,98.0
91,1094.1082,0.001,778290.0,AAA,3,,,6,,,18.0,72.0
92,1282.1576,0.001,2200800.0,AAA,3,,,5,,,18.0,50.0
93,1519.6013,0.0009,1178.4,AAA,4,,,20,,,32.0,800.0
94,1526.4725,0.0009,1528.9,AAA,4,,,19,,,32.0,722.0
95,1534.5999,0.0009,2012.8,AAA,4,,,18,,,32.0,648.0
96,1544.3156,0.001,2693.5,AAA,4,,,17,,,32.0,578.0
97,1556.0716,0.0015,3671.4,AAA,4,,,16,,,32.0,512.0
98,1570.4969,0.0015,5110.6,AAA,4,,,15,,,32.0,450.0
99,1588.4898,0.0013,7287.9,AAA,4,,,14,,,32.0,392.0
100,1611.3731,0.0013,10689.0,AAA,4,,,13,,,32.0,338.0
101,1641.1692,0.0016,16205.0,AAA,4,,,12,,,32.0,288.0
102,1681.1129,0.0017,25565.0,AAA,4,,,11,,,32.0,242.0
103,1736.6868,0.0018,42347.0,AAA,4,,,10,,,32.0,200.0
104,1817.9104,0.002,74593.0,AAA,4,,,9,,,32.0,162.0
105,1875.6096,0.0025,8986000.0,AAA,3,,,4,,,18.0,32.0
106,1945.089,0.0023,142420.0,AAA,4,,,8,,,32.0,128.0
