,ritz_wl_vac(nm),Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
0,106.3831,47700000.0,C,3s2.3p4,3P,2.0,3s.3p5,3P*,1.0,5.0,3.0
1,106.7944,113000000.0,C,3s2.3p4,3P,1.0,3s.3p5,3P*,0.0,3.0,1.0
2,107.1036,84000000.0,C,3s2.3p4,3P,2.0,3s.3p5,3P*,2.0,5.0,5.0
3,107.1767,28000000.0,C,3s2.3p4,3P,1.0,3s.3p5,3P*,1.0,3.0,3.0
4,107.5229,36900000.0,C,3s2.3p4,3P,0.0,3s.3p5,3P*,1.0,1.0,3.0
5,107.908,27400000.0,C,3s2.3p4,3P,1.0,3s.3p5,3P*,2.0,3.0,5.0
6,367.8902,1.34,C,3s2.3p4,3P,1.0,3s2.3p4,1S,0.0,3.0,1.0
7,479.5896,104000000.0,C,3s2.3p3.(4S*).4s,5S*,2.0,3s2.3p3.(4S*).4p,5P,3.0,5.0,7.0
8,481.1414,99000000.0,C,3s2.3p3.(4S*).4s,5S*,2.0,3s2.3p3.(4S*).4p,5P,2.0,5.0,5.0
9,482.0827,100000000.0,C,3s2.3p3.(4S*).4s,5S*,2.0,3s2.3p3.(4S*).4p,5P,1.0,5.0,3.0
10,521.9397,77000000.0,C,3s2.3p3.(4S*).4s,3S*,1.0,3s2.3p3.(4S*).4p,3P,2.0,3.0,5.0
11,522.2816,77000000.0,C,3s2.3p3.(4S*).4s,3S*,1.0,3s2.3p3.(4S*).4p,3P,1.0,3.0,3.0
12,616.354,2.29,C,3s2.3p4,1D,2.0,3s2.3p4,1S,0.0,5.0,1.0
13,858.105,0.103,C,3s2.3p4,3P,2.0,3s2.3p4,1D,2.0,5.0,5.0
14,912.61,0.0293,C,3s2.3p4,3P,1.0,3s2.3p4,1D,2.0,3.0,5.0
