,ritz_wl_vac(nm),Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
0,98.9873,681000000.0,C+,3s2.3p,2P*,1/2,3s2.4d,2D,3/2,2.0,4.0
1,99.2683,711000000.0,C+,3s2.3p,2P*,3/2,3s2.4d,2D,5/2,4.0,6.0
2,119.0416,653000000.0,C+,3s2.3p,2P*,1/2,3s.3p2,2P,3/2,2.0,4.0
3,119.329,2690000000.0,B,3s2.3p,2P*,1/2,3s.3p2,2P,1/2,2.0,2.0
4,119.45,3450000000.0,B,3s2.3p,2P*,3/2,3s.3p2,2P,3/2,4.0,4.0
5,119.7394,1400000000.0,C+,3s2.3p,2P*,3/2,3s.3p2,2P,1/2,4.0,2.0
6,122.2624,614000000.0,C,3s.3p2,4P,1/2,3s.3p.(3P*).3d,4P*,3/2,2.0,4.0
7,122.3896,1240000000.0,C+,3s.3p2,4P,3/2,3s.3p.(3P*).3d,4P*,1/2,4.0,2.0
8,122.4245,672000000.0,C+,3s.3p2,4P,3/2,3s.3p.(3P*).3d,4P*,3/2,4.0,4.0
9,122.4968,439000000.0,C,3s.3p2,4P,3/2,3s.3p.(3P*).3d,4P*,5/2,4.0,6.0
10,122.6798,2770000000.0,C,3s.3p2,4P,1/2,3s.3p.(3P*).3d,4D*,1/2,2.0,2.0
11,122.6878,655000000.0,C,3s.3p2,4P,5/2,3s.3p.(3P*).3d,4P*,3/2,6.0,4.0
12,122.6979,1390000000.0,C,3s.3p2,4P,1/2,3s.3p.(3P*).3d,4D*,3/2,2.0,4.0
13,122.7604,1460000000.0,B,3s.3p2,4P,5/2,3s.3p.(3P*).3d,4P*,5/2,6.0,6.0
14,122.8612,1770000000.0,C,3s.3p2,4P,3/2,3s.3p.(3P*).3d,4D*,3/2,4.0,4.0
15,122.8739,2320000000.0,C+,3s.3p2,4P,3/2,3s.3p.(3P*).3d,4D*,5/2,4.0,6.0
16,122.9383,2250000000.0,B,3s.3p2,4P,5/2,3s.3p.(3P*).3d,4D*,7/2,6.0,8.0
17,123.0749,2150.0,B,3s2.3p,2P*,1/2,3s2.4p,2P*,3/2,2.0,4.0
18,123.1391,990000000.0,C,3s.3p2,4P,5/2,3s.3p.(3P*).3d,4D*,5/2,6.0,6.0
19,123.5116,2120.0,B,3s2.3p,2P*,3/2,3s2.4p,2P*,3/2,4.0,4.0
20,123.6031,4300.0,B,3s2.3p,2P*,3/2,3s2.4p,2P*,1/2,4.0,2.0
21,124.674,403000000.0,C,3s.3p2,4P,1/2,3p3,4S*,3/2,2.0,4.0
22,124.8426,830000000.0,C+,3s.3p2,4P,3/2,3p3,4S*,3/2,4.0,4.0
23,125.1164,1300000000.0,C+,3s.3p2,4P,5/2,3p3,4S*,3/2,6.0,4.0
24,126.0422,2570000000.0,B,3s2.3p,2P*,1/2,3s2.3d,2D,3/2,2.0,4.0
25,126.4738,3040000000.0,B,3s2.3p,2P*,3/2,3s2.3d,2D,5/2,4.0,6.0
26,126.5002,473000000.0,C+,3s2.3p,2P*,3/2,3s2.3d,2D,3/2,4.0,4.0
27,130.437,364000000.0,C+,3s2.3p,2P*,1/2,3s.3p2,2S,1/2,2.0,2.0
28,130.9276,623000000.0,C+,3s2.3p,2P*,3/2,3s.3p2,2S,1/2,4.0,2.0
29,134.6884,250000000.0,C,3s.3p2,4P,3/2,3s.3p.(3P*).4s,4P*,5/2,4.0,6.0
30,134.8543,336000000.0,C,3s.3p2,4P,1/2,3s.3p.(3P*).4s,4P*,3/2,2.0,4.0
31,135.0072,534000000.0,C+,3s.3p2,4P,5/2,3s.3p.(3P*).4s,4P*,5/2,6.0,6.0
32,135.2635,612000000.0,C,3s.3p2,4P,3/2,3s.3p.(3P*).4s,4P*,1/2,4.0,2.0
33,135.3721,322000000.0,C,3s.3p2,4P,5/2,3s.3p.(3P*).4s,4P*,3/2,6.0,4.0
34,152.6707,381000000.0,C+,3s2.3p,2P*,1/2,3s2.4s,2S,1/2,2.0,2.0
35,153.3431,752000000.0,C+,3s2.3p,2P*,3/2,3s2.4s,2S,1/2,4.0,2.0
36,180.8013,2540000.0,C,3s2.3p,2P*,1/2,3s.3p2,2D,3/2,2.0,4.0
37,181.6928,2650000.0,C,3s2.3p,2P*,3/2,3s.3p2,2D,5/2,4.0,6.0
38,181.7451,323000.0,C,3s2.3p,2P*,3/2,3s.3p2,2D,3/2,4.0,4.0
39,201.731,33900000.0,C,3s.3p2,2S,1/2,3s.3p.(3P*).3d,2P*,3/2,2.0,4.0
40,222.594,24400000.0,C,3s.3p2,2S,1/2,3s.3p.(3P*).4s,2P*,3/2,2.0,4.0
41,242.8365,13.6,C+,3s.3p2,4P,1/2,3s.3p2,2P,3/2,2.0,4.0
42,244.6823,3.0,C,3s.3p2,4P,3/2,3s.3p2,2P,1/2,4.0,2.0
43,245.7362,25.8,C+,3s.3p2,4P,5/2,3s.3p2,2P,1/2,6.0,2.0
44,267.8702,17700000.0,C,3s2.4p,2P*,1/2,3s2.6d,2D,3/2,2.0,4.0
45,290.5134,35800000.0,C,3s2.3d,2D,3/2,3s2.5f,2F*,5/2,4.0,6.0
46,290.6543,38300000.0,C,3s2.3d,2D,5/2,3s2.5f,2F*,7/2,6.0,8.0
47,296.448,6.15,C+,3s.3p2,4P,3/2,3s.3p2,2S,1/2,4.0,2.0
48,297.9965,54.4,B,3s.3p2,4P,5/2,3s.3p2,2S,1/2,6.0,2.0
49,320.4797,44500000.0,C+,3s2.4p,2P*,1/2,3s2.5d,2D,3/2,2.0,4.0
50,321.0953,52900000.0,C+,3s2.4p,2P*,3/2,3s2.5d,2D,5/2,4.0,6.0
51,321.097,8820000.0,C,3s2.4p,2P*,3/2,3s2.5d,2D,3/2,4.0,4.0
52,333.4098,10000000.0,C,3s2.4p,2P*,1/2,3s2.6s,2S,1/2,2.0,2.0
53,334.0779,20000000.0,C+,3s2.4p,2P*,3/2,3s2.6s,2S,1/2,4.0,2.0
54,385.4757,5110000.0,C,3s.3p2,2D,3/2,3s2.4p,2P*,3/2,4.0,4.0
55,385.7111,44000000.0,C+,3s.3p2,2D,5/2,3s2.4p,2P*,3/2,6.0,4.0
56,386.3691,39100000.0,C+,3s.3p2,2D,3/2,3s2.4p,2P*,1/2,4.0,2.0
57,407.3859,200000.0,C,3s2.3d,2D,3/2,3s2.5p,2P*,3/2,4.0,4.0
58,407.6603,4000000.0,C+,3s2.3d,2D,5/2,3s2.5p,2P*,3/2,6.0,4.0
59,407.7931,4000000.0,C+,3s2.3d,2D,3/2,3s2.5p,2P*,1/2,4.0,2.0
60,412.9218,149000000.0,B,3s2.3d,2D,3/2,3s2.4f,2F*,5/2,4.0,6.0
61,413.2059,174000000.0,B,3s2.3d,2D,5/2,3s2.4f,2F*,7/2,6.0,8.0
62,504.243,70000000.0,B,3s2.4p,2P*,1/2,3s2.4d,2D,3/2,2.0,4.0
63,505.7394,145000000.0,B,3s2.4p,2P*,3/2,3s2.4d,2D,5/2,4.0,6.0
64,505.7726,21000000.0,B,3s2.4p,2P*,3/2,3s2.4d,2D,3/2,4.0,4.0
65,546.798,21600000.0,C,3s2.4d,2D,3/2,3s2.6f,2F*,5/2,4.0,6.0
66,546.8413,23100000.0,C+,3s2.4d,2D,5/2,3s2.6f,2F*,7/2,6.0,8.0
67,563.453,4000000.0,C+,3s.3p.(3P*).3d,4F*,7/2,3s.3p.(3P*).4p,4D,7/2,8.0,8.0
68,566.223,7000000.0,C+,3s.3p.(3P*).3d,4F*,5/2,3s.3p.(3P*).4p,4D,5/2,6.0,6.0
69,567.114,50000000.0,B+,3s.3p.(3P*).3d,4F*,9/2,3s.3p.(3P*).4p,4D,7/2,10.0,8.0
70,568.302,10000000.0,C+,3s.3p.(3P*).3d,4F*,3/2,3s.3p.(3P*).4p,4D,3/2,4.0,4.0
71,569.04,46000000.0,B,3s.3p.(3P*).3d,4F*,7/2,3s.3p.(3P*).4p,4D,5/2,8.0,6.0
72,570.295,45000000.0,B,3s.3p.(3P*).3d,4F*,5/2,3s.3p.(3P*).4p,4D,3/2,6.0,4.0
73,570.8,61000000.0,B,3s.3p.(3P*).3d,4F*,3/2,3s.3p.(3P*).4p,4D,1/2,4.0,2.0
74,595.921,56000000.0,B+,3s2.4p,2P*,1/2,3s2.5s,2S,1/2,2.0,2.0
75,598.059,113000000.0,B+,3s2.4p,2P*,3/2,3s2.5s,2S,1/2,4.0,2.0
76,624.134,25800000.0,C+,3s2.4f,2F*,7/2,3s2.6g,2G,9/2,8.0,10.0
77,624.139,22500000.0,C+,3s2.4f,2F*,5/2,3s2.6g,2G,7/2,6.0,8.0
78,634.886,58400000.0,B+,3s2.4s,2S,1/2,3s2.4p,2P*,3/2,2.0,4.0
79,637.313,68000000.0,C+,3s2.4s,2S,1/2,3s2.4p,2P*,1/2,2.0,2.0
80,666.237,36400000.0,C+,3s.3p.(3P*).4s,4P*,3/2,3s.3p.(3P*).4p,4D,5/2,4.0,6.0
81,666.687,21600000.0,C+,3s.3p.(3P*).4s,4P*,1/2,3s.3p.(3P*).4p,4D,3/2,2.0,4.0
82,667.368,48000000.0,B+,3s.3p.(3P*).4s,4P*,5/2,3s.3p.(3P*).4p,4D,7/2,6.0,8.0
83,670.13,42000000.0,B,3s.3p.(3P*).4s,4P*,1/2,3s.3p.(3P*).4p,4D,1/2,2.0,2.0
84,671.883,27000000.0,B,3s.3p.(3P*).4s,4P*,3/2,3s.3p.(3P*).4p,4D,3/2,4.0,4.0
85,675.22,14900000.0,C+,3s.3p.(3P*).4s,4P*,5/2,3s.3p.(3P*).4p,4D,5/2,6.0,6.0
86,675.38,8310000.0,C,3s.3p.(3P*).4s,4P*,3/2,3s.3p.(3P*).4p,4D,1/2,4.0,2.0
87,682.03,10800000.0,C,3s2.5p,2P*,1/2,3s2.6d,2D,3/2,2.0,4.0
88,683.168,13000000.0,C+,3s2.5p,2P*,3/2,3s2.6d,2D,5/2,4.0,6.0
89,721.785,6.2,B+,3s2.4s,2S,1/2,3s2.3d,2D,5/2,2.0,6.0
90,722.646,6.18,B+,3s2.4s,2S,1/2,3s2.3d,2D,3/2,2.0,4.0
91,785.098,37300000.0,B,3s2.4d,2D,3/2,3s2.5f,2F*,5/2,4.0,6.0
92,785.178,2660000.0,C,3s2.4d,2D,5/2,3s2.5f,2F*,5/2,6.0,6.0
93,785.188,39900000.0,B,3s2.4d,2D,5/2,3s2.5f,2F*,7/2,6.0,8.0
94,799.943,0.0148,C+,3s.3p2,4P,1/2,3s.3p2,2D,5/2,2.0,6.0
95,800.957,0.0149,C+,3s.3p2,4P,1/2,3s.3p2,2D,3/2,2.0,4.0
96,807.968,2.52,C,3s.3p2,4P,3/2,3s.3p2,2D,3/2,4.0,4.0
97,818.513,0.000198,C,3s.3p2,4P,5/2,3s.3p2,2D,5/2,6.0,6.0
98,819.575,8.35e-05,C,3s.3p2,4P,5/2,3s.3p2,2D,3/2,6.0,4.0
99,893.795,5970000.0,C,3s2.5f,2F*,7/2,3s2.8g,2G,9/2,8.0,10.0
100,941.52,4650000.0,C+,3s2.4f,2F*,7/2,3s2.5g,2G,7/2,8.0,8.0
101,974.609,6790000.0,C,3s2.5d,2D,5/2,3s2.7f,2F*,7/2,6.0,8.0
102,1101.931,10000000.0,C,3s2.5f,2F*,7/2,3s2.7g,2G,9/2,8.0,10.0
103,1101.951,8780000.0,C,3s2.5f,2F*,5/2,3s2.7g,2G,7/2,6.0,8.0
104,1131.389,2830000.0,C+,3s2.4f,2F*,7/2,3s2.5d,2D,5/2,8.0,6.0
105,1131.427,2970000.0,C,3s2.4f,2F*,5/2,3s2.5d,2D,3/2,6.0,4.0
106,1171.808,28700000.0,B,3s2.5p,2P*,1/2,3s2.5d,2D,3/2,2.0,4.0
107,1175.161,34100000.0,B,3s2.5p,2P*,3/2,3s2.5d,2D,5/2,4.0,6.0
108,1175.183,5700000.0,C+,3s2.5p,2P*,3/2,3s2.5d,2D,3/2,4.0,4.0
109,1221.475,1800000.0,C,3s2.6p,2P*,3/2,3s2.7d,2D,5/2,4.0,6.0
