,ritz_wl_vac(nm),Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
0,128.7203,24200000.0,C,3p6.3d,2D,3/2,3p6.10f,2F*,5/2,4.0,6.0
1,128.821,1720000.0,C,3p6.3d,2D,5/2,3p6.10f,2F*,5/2,6.0,6.0
2,128.821,25800000.0,C,3p6.3d,2D,5/2,3p6.10f,2F*,7/2,6.0,8.0
3,130.4635,32800000.0,C,3p6.3d,2D,3/2,3p6.9f,2F*,5/2,4.0,6.0
4,130.5668,35200000.0,C,3p6.3d,2D,5/2,3p6.9f,2F*,7/2,6.0,8.0
5,130.5668,2340000.0,C,3p6.3d,2D,5/2,3p6.9f,2F*,5/2,6.0,6.0
6,132.9838,45900000.0,C,3p6.3d,2D,3/2,3p6.8f,2F*,5/2,4.0,6.0
7,133.0912,49100000.0,C,3p6.3d,2D,5/2,3p6.8f,2F*,7/2,6.0,8.0
8,133.0912,3280000.0,C,3p6.3d,2D,5/2,3p6.8f,2F*,5/2,6.0,6.0
9,136.8422,66000000.0,C,3p6.3d,2D,3/2,3p6.7f,2F*,5/2,4.0,6.0
10,136.9559,71000000.0,C,3p6.3d,2D,5/2,3p6.7f,2F*,7/2,6.0,8.0
11,136.9559,4730000.0,C,3p6.3d,2D,5/2,3p6.7f,2F*,5/2,6.0,6.0
12,143.2503,101000000.0,C,3p6.3d,2D,3/2,3p6.6f,2F*,5/2,4.0,6.0
13,143.3749,107000000.0,C,3p6.3d,2D,5/2,3p6.6f,2F*,7/2,6.0,8.0
14,143.3749,7200000.0,C,3p6.3d,2D,5/2,3p6.6f,2F*,5/2,6.0,6.0
15,145.5541,1310000.0,C,3p6.4p,2P*,1/2,3p6.16d,2D,3/2,2.0,4.0
16,146.0278,259000.0,C,3p6.4p,2P*,3/2,3p6.16d,2D,3/2,4.0,4.0
17,146.0278,1550000.0,C,3p6.4p,2P*,3/2,3p6.16d,2D,5/2,4.0,6.0
18,146.1232,1610000.0,C,3p6.4p,2P*,1/2,3p6.15d,2D,3/2,2.0,4.0
19,146.6007,320000.0,C,3p6.4p,2P*,3/2,3p6.15d,2D,3/2,4.0,4.0
20,146.6007,1920000.0,C,3p6.4p,2P*,3/2,3p6.15d,2D,5/2,4.0,6.0
21,146.8297,2020000.0,C,3p6.4p,2P*,1/2,3p6.14d,2D,3/2,2.0,4.0
22,147.3119,399000.0,C,3p6.4p,2P*,3/2,3p6.14d,2D,3/2,4.0,4.0
23,147.3119,2400000.0,C,3p6.4p,2P*,3/2,3p6.14d,2D,5/2,4.0,6.0
24,147.7291,2560000.0,C,3p6.4p,2P*,1/2,3p6.13d,2D,3/2,2.0,4.0
25,148.2171,510000.0,C,3p6.4p,2P*,3/2,3p6.13d,2D,3/2,4.0,4.0
26,148.2171,3040000.0,C,3p6.4p,2P*,3/2,3p6.13d,2D,5/2,4.0,6.0
27,148.8815,3330000.0,C,3p6.4p,2P*,1/2,3p6.12d,2D,3/2,2.0,4.0
28,149.3772,660000.0,C,3p6.4p,2P*,3/2,3p6.12d,2D,3/2,4.0,4.0
29,149.3772,3950000.0,C,3p6.4p,2P*,3/2,3p6.12d,2D,5/2,4.0,6.0
30,150.4201,4460000.0,C,3p6.4p,2P*,1/2,3p6.11d,2D,3/2,2.0,4.0
31,150.9261,880000.0,C,3p6.4p,2P*,3/2,3p6.11d,2D,3/2,4.0,4.0
32,150.9261,5300000.0,C,3p6.4p,2P*,3/2,3p6.11d,2D,5/2,4.0,6.0
33,152.5264,6100000.0,C,3p6.4p,2P*,1/2,3p6.10d,2D,3/2,2.0,4.0
34,153.0447,7300000.0,C,3p6.4p,2P*,3/2,3p6.10d,2D,5/2,4.0,6.0
35,153.0467,1220000.0,C,3p6.4p,2P*,3/2,3p6.10d,2D,3/2,4.0,4.0
36,155.3176,159000000.0,C,3p6.3d,2D,3/2,3p6.5f,2F*,5/2,4.0,6.0
37,155.4642,11300000.0,C,3p6.3d,2D,5/2,3p6.5f,2F*,5/2,6.0,6.0
38,155.4642,169000000.0,C,3p6.3d,2D,5/2,3p6.5f,2F*,7/2,6.0,8.0
39,155.5297,8900000.0,C,3p6.4p,2P*,1/2,3p6.9d,2D,3/2,2.0,4.0
40,156.0678,10500000.0,C,3p6.4p,2P*,3/2,3p6.9d,2D,5/2,4.0,6.0
41,156.0707,1750000.0,C,3p6.4p,2P*,3/2,3p6.9d,2D,3/2,4.0,4.0
42,160.0501,13600000.0,C,3p6.4p,2P*,1/2,3p6.8d,2D,3/2,2.0,4.0
43,160.6185,16100000.0,C,3p6.4p,2P*,3/2,3p6.8d,2D,5/2,4.0,6.0
44,160.6231,2690000.0,C,3p6.4p,2P*,3/2,3p6.8d,2D,3/2,4.0,4.0
45,167.386,22400000.0,C,3p6.4p,2P*,1/2,3p6.7d,2D,3/2,2.0,4.0
46,168.0051,26500000.0,C,3p6.4p,2P*,3/2,3p6.7d,2D,5/2,4.0,6.0
47,168.0129,4410000.0,C,3p6.4p,2P*,3/2,3p6.7d,2D,3/2,4.0,4.0
48,169.1779,9000000.0,C,3p6.4p,2P*,1/2,3p6.8s,2S,1/2,2.0,2.0
49,169.8182,17900000.0,C,3p6.4p,2P*,3/2,3p6.8s,2S,1/2,4.0,2.0
50,180.7337,41200000.0,C,3p6.4p,2P*,1/2,3p6.6d,2D,3/2,2.0,4.0
51,181.4495,48600000.0,C,3p6.4p,2P*,3/2,3p6.6d,2D,5/2,4.0,6.0
52,181.4647,7000000.0,C,3p6.4p,2P*,3/2,3p6.6d,2D,3/2,4.0,4.0
53,183.8008,244000000.0,C,3p6.3d,2D,3/2,3p6.4f,2F*,5/2,4.0,6.0
54,184.0061,260000000.0,C,3p6.3d,2D,5/2,3p6.4f,2F*,7/2,6.0,8.0
55,184.0061,17300000.0,C,3p6.3d,2D,5/2,3p6.4f,2F*,5/2,6.0,6.0
56,184.3088,15500000.0,C,3p6.4p,2P*,1/2,3p6.7s,2S,1/2,2.0,2.0
57,185.0691,30800000.0,C,3p6.4p,2P*,3/2,3p6.7s,2S,1/2,4.0,2.0
58,210.3902,82000000.0,C,3p6.4p,2P*,1/2,3p6.5d,2D,3/2,2.0,4.0
59,211.3426,97000000.0,C,3p6.4p,2P*,3/2,3p6.5d,2D,5/2,4.0,6.0
60,211.3815,16000000.0,C,3p6.4p,2P*,3/2,3p6.5d,2D,3/2,4.0,4.0
61,219.8473,31000000.0,C,3p6.4p,2P*,1/2,3p6.6s,2S,1/2,2.0,2.0
62,220.9299,62000000.0,C,3p6.4p,2P*,3/2,3p6.6s,2S,1/2,4.0,2.0
63,315.9783,310000000.0,C,3p6.4p,2P*,1/2,3p6.4d,2D,3/2,2.0,4.0
64,318.0251,360000000.0,C,3p6.4p,2P*,3/2,3p6.4d,2D,5/2,4.0,6.0
65,318.2195,58000000.0,C,3p6.4p,2P*,3/2,3p6.4d,2D,3/2,4.0,4.0
66,370.7079,88000000.0,C,3p6.4p,2P*,1/2,3p6.5s,2S,1/2,2.0,2.0
67,373.7964,170000000.0,C,3p6.4p,2P*,3/2,3p6.5s,2S,1/2,4.0,2.0
68,393.4777,147000000.0,C,3p6.4s,2S,1/2,3p6.4p,2P*,3/2,2.0,4.0
69,396.9591,140000000.0,C,3p6.4s,2S,1/2,3p6.4p,2P*,1/2,2.0,2.0
70,820.398,51000000.0,C,3p6.5p,2P*,1/2,3p6.5d,2D,3/2,2.0,4.0
71,825.106,61000000.0,C,3p6.5p,2P*,3/2,3p6.5d,2D,5/2,4.0,6.0
72,825.699,10000000.0,C,3p6.5p,2P*,3/2,3p6.5d,2D,3/2,4.0,4.0
73,850.036,1110000.0,C,3p6.3d,2D,3/2,3p6.4p,2P*,3/2,4.0,4.0
74,854.444,9900000.0,C,3p6.3d,2D,5/2,3p6.4p,2P*,3/2,6.0,4.0
75,866.452,10600000.0,C,3p6.3d,2D,3/2,3p6.4p,2P*,1/2,4.0,2.0
