,ritz_wl_vac(nm),Aki(s^-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
26,550.01017,7257142.857142857,3d6.(5D).4d,6S,nan,3d6.(5D<2>).4f,2[3]*,nan,6.0,14.0
27,515.089681,40909090.90909091,3d6.(5D).4d,6P,nan,3d6.(5D<2>).4f,2[5]*,nan,18.0,22.0
28,841.43059,8000000.0,3d6.(5D).5s,e 4D,nan,3d6.(3P1).4p,4P*,nan,20.0,8.0
29,1736.3120450000001,491666.6666666667,3d6.(5D).4d,4S,nan,3d6.(5D).5p,4P*,nan,4.0,12.0
30,1647.46513,328888.8888888889,3d6.(5D).4d,e 6F,nan,3d5.(4P).4s.4p.(3P*),6P*,nan,42.0,18.0
31,228.6886475,141909090.9090909,3d6.(3H).4p,z 2G*,nan,3d6.(3F2).4d,2H,nan,18.0,22.0
32,237.989565,12000000.0,3d6.(1S2).4s,a 2S,nan,3d5.(6S).4s.4p.(1P*),x 6P*,nan,2.0,18.0
33,713.00546,3833333.3333333335,3d6.(5D).5p,6F*,nan,3d6.(5D).5d,6D,nan,42.0,30.0
34,877.7519050000001,19384615.384615384,3d6.(3H).5s,e 4H,nan,3d6.(3H).5p,4I*,nan,44.0,52.0
35,168.26300700000002,2657142.8571428573,3d7,a 4F,nan,3d6.(3F2).4p,y 4F*,nan,28.0,28.0
36,277.1065255,74900000.0,3d6.(3D).4p,w 4D*,nan,3d6.(3D).5s,4D,nan,20.0,20.0
37,510.21559,60545454.54545455,3d6.(5D).4d,6D,nan,3d6.(5D<3>).4f,2[5]*,nan,30.0,22.0
38,535.774,7857142.857142857,3d6.(5D).4d,e 6G,nan,3d6.(5D<3>).4f,2[3]*,nan,54.0,14.0
39,1681.3132975,1057857.142857143,3d6.(5D).4d,e 6G,nan,3d6.(5D).5p,4F*,nan,54.0,28.0
40,525.935676,4000000.0,3d6.(5D).4d,6P,nan,3d6.(5D<3>).4f,2[4]*,nan,18.0,18.0
41,238.911583,9323076.923076924,3d7,a 2H,nan,3d6.(3H).4p,z 2I*,nan,22.0,26.0
42,239.7135925,44642857.14285714,3d6.(3H).4p,z 2G*,nan,3d6.(5D).5d,4F,nan,18.0,28.0
43,268.162031,20000000.0,3d6.(3G).4p,y 2H*,nan,3d6.(3H).4d,2G,nan,22.0,18.0
44,1618.82656,630000.0,3d6.(5D).4d,f 4D,nan,3d6.(3P1).5p,4P*,nan,20.0,4.0
45,237.246607,79428571.42857143,3d6.(3H).4p,z 4G*,nan,3d6.(3P2).4d,2F,nan,36.0,14.0
46,264.242862,44500000.0,3d6.(3P2).4p,z 4S*,nan,3d6.(3P2).5s,4P,nan,4.0,12.0
47,463.357351,0.0004568181818181818,3d6.(5D).4s,a 6D,nan,3d6.(3H).4s,a 4H,nan,30.0,44.0
48,533.0086200000001,8500000.0,3d6.(5D).4d,e 6G,nan,3d6.(5D<2>).4f,2[2]*,nan,54.0,10.0
49,242.881248,134615.38461538462,3d7,a 2H,nan,3d6.(3H).4p,z 4I*,nan,22.0,52.0
50,527.4035166666666,38366666.666666664,3d6.(5D).4d,f 4D,nan,3d6.(5D<2>).4f,2[4]*,nan,20.0,18.0
51,1742.4798942857142,1489000.0,3d6.(5D).4d,f 4D,nan,3d6.(5D).5p,4D*,nan,20.0,20.0
52,226.10818385714288,6435714.285714285,3d6.(5D).4s,a 6D,nan,3d6.(5D).4p,z 4F*,nan,30.0,28.0
53,237.050129,22615384.615384616,3d6.(3G).4p,y 4H*,nan,3d6.(1I).5s,2I,nan,44.0,26.0
54,690.75567,28333333.333333332,3d6.(5D).5p,6F*,nan,3d6.(5D).5d,4G,nan,42.0,36.0
55,2354.2873833333338,890900.0,3d6.(5D).4d,e 4F,nan,3d6.(5D).5p,4D*,nan,28.0,20.0
56,275.02914125,122300000.0,3d6.(3D).4p,w 4F*,nan,3d6.(3D).5s,4D,nan,28.0,20.0
57,587.12276,38171428.571428575,3d6.(5D).4d,e 4F,nan,3d6.(5D<2>).4f,2[3]*,nan,28.0,14.0
58,777.56168,1616666.6666666667,3d6.(5D).5p,4P*,nan,3d6.(3F2).4d,4P,nan,12.0,12.0
59,276.7421025,3085714.285714286,3d6.(3G).4s,a 4G,nan,3d6.(3F2).4p,y 4F*,nan,36.0,28.0
60,575.0620799999999,21533333.333333332,3d6.(5D).4d,4S,nan,3d6.(5D<4>).4f,2[1]*,nan,4.0,6.0
61,1730.958035,720000.0,3d6.(5D).4d,e 6G,nan,3d6.(5D).5p,4D*,nan,54.0,20.0
62,271.64474520000005,136863636.36363637,3d6.(3H).4p,z 4I*,nan,3d6.(3H).5s,e 4H,nan,52.0,44.0
63,246.40110057142854,464250000.0,3d6.(5D).4p,z 4F*,nan,3d6.(5D).4d,e 4G,nan,28.0,36.0
64,231.0374685,176142857.14285713,3d6.(3F1).4s,c 4F,nan,3d6.(3F1).4p,u 4F*,nan,28.0,28.0
65,235.03067466666664,447576923.0769231,3d6.(3H).4p,z 4I*,nan,3d6.(3H).4d,4I,nan,52.0,52.0
66,256.0733625,186857142.85714287,3d6.(3G).4s,b 2G,nan,3d6.(3G).4p,y 2F*,nan,18.0,14.0
67,1324.684055,3476666.6666666665,3d6.(5D).4d,6D,nan,3d6.(5D).5p,w 6P*,nan,30.0,18.0
68,273.2763076666667,7427777.777777778,3d6.(3F2).4s,a 2F,nan,3d6.(3F2).4p,y 4G*,nan,14.0,36.0
69,522.3588474999999,103157142.85714285,3d6.(5D).4d,e 6G,nan,3d6.(5D<1>).4f,2[3]*,nan,54.0,14.0
70,551.42683,13566666.666666666,3d6.(5D).4d,e 4G,nan,3d6.(5D<2>).4f,2[4]*,nan,36.0,18.0
71,919.94458,19600000.0,3d6.(5D).5s,e 4D,nan,3d6.(3P1).5p,4P*,nan,20.0,4.0
72,709.59182,3644444.4444444445,3d6.(5D).5p,4F*,nan,3d6.(5D).5d,4D,nan,28.0,18.0
73,284.872049,38400000.0,3d6.(3D).4p,x 2D*,nan,3d6.(3D).5s,2D,nan,10.0,10.0
74,691.05401,3166666.6666666665,3d6.(5D).5p,4D*,nan,3d6.(5D).5d,6G,nan,20.0,54.0
75,665.9833699999999,19800000.0,3d6.(5D).4d,4P,nan,3d6.(5D<4>).4f,2[1]*,nan,12.0,6.0
76,283.6805435,1596153.8461538462,3d6.(3H).4s,b 2H,nan,3d6.(3H).4p,z 4I*,nan,22.0,52.0
77,254.03969274999997,145611111.1111111,3d6.(3H).4s,a 4H,nan,3d6.(3H).4p,z 4G*,nan,44.0,36.0
78,221.828222625,295600000.0,3d6.(5D).4p,z 6D*,nan,3d6.(5D).4d,6D,nan,30.0,30.0
79,208.8256375,1015555.5555555555,3d7,a 2G,nan,3d6.(3F2).4p,y 4G*,nan,18.0,36.0
80,273.07267144444444,217034857.14285713,3d6.(5D).4s,a 4D,nan,3d6.(5D).4p,z 4F*,nan,20.0,28.0
81,465.828004,4200.0,3d5.4s2,a 6S,nan,3d6.(5D).4p,z 4D*,nan,6.0,20.0
82,506.98283999999995,36340000.0,3d6.(5D).4d,6D,nan,3d6.(5D<2>).4f,2[2]*,nan,30.0,10.0
83,570.48401,3720000.0,3d6.(5D).4d,6S,nan,3d6.(5D<4>).4f,2[2]*,nan,6.0,10.0
84,537.9997366666666,26284615.384615384,3d6.(5D).4d,e 6G,nan,3d6.(5D<4>).4f,2[6]*,nan,54.0,26.0
85,2857.3004,24833.333333333332,3d6.(5D<2>).4f,2[1]*,nan,3d6.(5D).5d,4P,nan,6.0,12.0
86,250.408054,39818181.81818182,3d6.(3G).4s,a 4G,nan,3d6.(3H).4p,z 2H*,nan,36.0,22.0
87,241.19014900000002,444615384.61538464,3d6.(3G).4p,y 2H*,nan,3d6.(3G).4d,2I,nan,22.0,26.0
88,802.25054,1150000.0,3d6.(3P1).4p,4P*,nan,3d6.(3F2).4d,4P,nan,8.0,12.0
89,239.622386,42727272.72727273,3d6.(3F2).4p,z 2F*,nan,3d6.(3H).4d,2H,nan,14.0,22.0
90,524.49046,59272727.27272727,3d6.(5D).4d,e 6G,nan,3d6.(5D<2>).4f,2[5]*,nan,54.0,22.0
91,289.040791,2994285.714285714,3d6.(3F2).4s,a 2F,nan,3d6.(3F2).4p,y 4F*,nan,14.0,28.0
92,247.637236,232100000.0,3d6.(3F2).4s,b 4F,nan,3d6.(3F2).4p,x 4D*,nan,28.0,20.0
93,685.75164,1450000.0,3d6.(3P1).5p,4P*,nan,3d6.(5D).5d,4G,nan,4.0,36.0
94,550.5660625,37890909.09090909,3d6.(5D).4d,e 4G,nan,3d6.(5D<3>).4f,2[5]*,nan,36.0,22.0
95,578.17308,20307692.307692308,3d6.(5D).4d,e 4F,nan,3d6.(5D<3>).4f,2[6]*,nan,28.0,26.0
96,243.20952866666667,22638461.53846154,3d6.(3H).4s,a 4H,nan,3d6.(3H).4p,z 2I*,nan,44.0,26.0
97,268.9475725,147727272.72727272,3d6.(3G).4s,b 2G,nan,3d6.(3G).4p,y 2H*,nan,18.0,22.0
98,540.41131,8828571.42857143,3d6.(5D).4d,f 4D,nan,3d6.(5D<3>).4f,2[3]*,nan,20.0,14.0
99,557.95573,8466666.666666666,3d6.(5D).4d,6S,nan,3d6.(5D<3>).4f,2[1]*,nan,6.0,6.0
100,240.66449525000002,251857142.85714287,3d6.(3P2).4p,y 4D*,nan,3d6.(3P2).4d,4F,nan,20.0,28.0
101,603.7240800000001,20988888.888888888,3d6.(5D).4d,e 4F,nan,3d6.(5D<4>).4f,2[4]*,nan,28.0,18.0
102,250.9884245,217666666.66666666,3d6.(3G).4s,b 2G,nan,3d6.(3G).4p,x 2G*,nan,18.0,18.0
103,276.12104850000003,172307692.30769232,3d6.(3H).4s,b 2H,nan,3d6.(3H).4p,z 2I*,nan,22.0,26.0
104,551.26184,9200000.0,3d6.(5D).4d,4S,nan,3d6.(5D<1>).4f,2[2]*,nan,4.0,10.0
105,320.71553660000006,7280000.0,3d7,a 4P,nan,3d6.(5D).4p,z 4D*,nan,12.0,20.0
106,270.3865173333333,29941538.46153846,3d6.(3G).4s,a 4G,nan,3d6.(3H).4p,z 2I*,nan,36.0,26.0
107,261.29672166666666,1225000.0,3d6.(3G).4s,a 4G,nan,3d6.(3F2).4p,y 4G*,nan,36.0,36.0
108,768.2827725,0.006921666666666666,3d6.(5D).4s,a 6D,nan,3d7,a 4P,nan,30.0,12.0
109,237.090651,25777777.777777776,3d6.(3F2).4p,x 4D*,nan,3d6.(3H).4d,2G,nan,20.0,18.0
110,270.36701,54700000.0,3d6.(3P1).4s,c 4P,nan,3d6.(3P1).4p,v 4D*,nan,12.0,20.0
111,4087.58245,28700.0,3d6.(5D).4d,4P,nan,3d6.(5D).5p,4D*,nan,12.0,20.0
112,319.478057,1114285.7142857143,3d6.(3G).4s,b 2G,nan,3d6.(3F2).4p,y 4F*,nan,18.0,28.0
113,242.9604236,304955555.5555556,3d6.(5D).4p,z 6P*,nan,3d6.(5D).4d,6P,nan,18.0,18.0
114,349.87517049999997,197142.85714285713,3d6.(1G2).4s,c 2G,nan,3d6.(3F2).4p,y 4F*,nan,18.0,28.0
115,269.826107,55000000.0,3d6.(3D).4s,b 2D,nan,3d6.(3D).4p,y 2P*,nan,10.0,6.0
116,768.74627,7513333.333333333,3d5.(4P).4s.4p.(3P*),6P*,nan,3d6.(5D).6s,6D,nan,18.0,30.0
117,252.73528149999999,151142857.14285713,3d6.(3D).4s,b 2D,nan,3d6.(3D).4p,w 2F*,nan,10.0,14.0
118,537.17723,3500000.0,3d6.(5D).4d,6P,nan,3d6.(5D<4>).4f,2[4]*,nan,18.0,18.0
119,538.7855599999999,15440000.0,3d6.(5D).4d,f 4D,nan,3d6.(5D<2>).4f,2[2]*,nan,20.0,10.0
120,243.41735,9777777.777777778,3d6.(1D2).4s,c 2D,nan,3d5.(6S).4s.4p.(1P*),x 6P*,nan,10.0,18.0
121,575.7095449999999,25855555.555555556,3d6.(5D).4d,e 4F,nan,3d6.(5D<1>).4f,2[4]*,nan,28.0,18.0
122,551.3274133333333,39911111.11111111,3d6.(5D).4d,f 4D,nan,3d6.(5D<4>).4f,2[4]*,nan,20.0,18.0
123,558.9584,2800000.0,3d6.(5D).4d,6S,nan,3d6.(5D<3>).4f,2[3]*,nan,6.0,14.0
124,114.49392,100000000.0,3d6.(5D).4s,a 6D,nan,3d5.(4G).4s.4p.(3P*),y 6F*,nan,30.0,42.0
125,236.4048815,166714285.7142857,3d6.(3P2).4p,z 2D*,nan,3d6.(3P2).4d,2F,nan,10.0,14.0
126,533.26182,21400000.0,3d6.(5D).4d,f 4D,nan,3d6.(5D<1>).4f,2[2]*,nan,20.0,10.0
127,245.60504224999997,232363636.36363637,3d6.(3G).4s,a 4G,nan,3d6.(3G).4p,y 4H*,nan,36.0,44.0
128,260.6691565,218200000.0,3d6.(3D).4s,b 2D,nan,3d6.(3D).4p,x 2D*,nan,10.0,10.0
129,531.0486133333333,17527272.727272727,3d6.(5D).4d,e 6G,nan,3d6.(5D<3>).4f,2[5]*,nan,54.0,22.0
130,500.48474699999997,39128571.428571425,3d6.(5D).4d,e 6F,nan,3d6.(5D<3>).4f,2[3]*,nan,42.0,14.0
131,543.6194849999999,50153846.15384615,3d6.(5D).4d,e 4G,nan,3d6.(5D<3>).4f,2[6]*,nan,36.0,26.0
132,230.3031,440000.0,3d7,a 2H,nan,3d6.(3F2).4p,y 4G*,nan,22.0,36.0
133,237.46787899999998,90000000.0,3d6.(3F2).4p,x 4D*,nan,3d6.(3H).4d,4F,nan,20.0,28.0
134,235.649905,17500000.0,3d6.(3F2).4p,z 2F*,nan,3d6.(3H).4d,4F,nan,14.0,28.0
135,273.325655,32666.666666666668,3d7,a 4F,nan,3d6.(5D).4p,z 6D*,nan,28.0,30.0
136,244.311601,150000000.0,3d6.(3F2).4p,y 2G*,nan,3d6.(3F2).4d,2H,nan,18.0,22.0
137,765.8516722222222,43455555.55555555,3d6.(5D).5s,e 6D,nan,3d6.(5D).5p,w 6P*,nan,30.0,18.0
138,257.05495,74000000.0,3d6.(1S2).4s,a 2S,nan,3d6.(1S2).4p,x 2P*,nan,2.0,6.0
139,3241.5972,16285.714285714286,3d6.(5D).4d,4P,nan,3d6.(5D).5p,4F*,nan,12.0,28.0
140,238.897496,36200000.0,3d6.(3F2).4p,y 2D*,nan,3d6.(3G).4d,4D,nan,10.0,20.0
141,239.407121,16666666.666666666,3d6.(3G).4p,y 4H*,nan,3d6.(3G).4d,4G,nan,44.0,36.0
142,283.559462,48333333.333333336,3d6.(5D).4p,z 6P*,nan,3d6.(5D).5s,e 6D,nan,18.0,30.0
143,545.16097,12914285.714285715,3d6.(5D).4d,e 4G,nan,3d6.(5D<0>).4f,2[3]*,nan,36.0,14.0
144,242.80607757142857,247800000.0,3d6.(3D).4s,b 4D,nan,3d6.(3D).4p,w 4D*,nan,20.0,20.0
145,523.80791,8533333.333333334,3d6.(5D).4d,6P,nan,3d6.(5D<3>).4f,2[1]*,nan,18.0,6.0
146,247.16258,196800000.0,3d6.(3G).4p,y 2F*,nan,3d6.(3G).4d,2D,nan,14.0,10.0
147,271.402151,60714285.71428572,3d6.(3D).4s,b 2D,nan,3d6.(1G2).4p,x 2F*,nan,10.0,14.0
148,266.6442325,189222222.2222222,3d6.(3F2).4s,a 2F,nan,3d6.(3F2).4p,y 2G*,nan,14.0,18.0
149,635.89191,15777777.777777778,3d6.(5D).4d,4P,nan,3d6.(5D<2>).4f,2[4]*,nan,12.0,18.0
150,234.785159,19733333.333333332,3d6.(3H).4p,z 4I*,nan,3d6.(3H).4d,2K,nan,52.0,30.0
151,205.799087,800000.0,3d7,a 4P,nan,3d6.(3F2).4p,y 4F*,nan,12.0,28.0
152,551.7950960000001,38020000.0,3d6.(5D).4d,f 4D,nan,3d6.(5D<4>).4f,2[2]*,nan,20.0,10.0
153,546.2396200000001,34666666.666666664,3d6.(5D).4d,f 4D,nan,3d6.(5D<3>).4f,2[1]*,nan,20.0,6.0
154,289.917333,19444444.444444444,3d6.(3G).4p,x 2G*,nan,3d6.(3H).4d,2G,nan,18.0,18.0
155,925.834425,14044444.444444444,3d6.(5D).5s,e 6D,nan,3d5.(4P).4s.4p.(3P*),6P*,nan,30.0,18.0
156,504.21327279999997,61233333.333333336,3d6.(5D).4d,e 6F,nan,3d6.(5D<4>).4f,2[4]*,nan,42.0,18.0
157,258.31793300000004,148818181.8181818,3d6.(1G2).4s,c 2G,nan,3d6.(1G2).4p,x 2H*,nan,18.0,22.0
158,244.125445,195857142.85714287,3d6.(3G).4p,y 2F*,nan,3d6.(3G).4d,2F,nan,14.0,14.0
159,669.9083033333334,9420000.0,3d6.(5D).4d,4P,nan,3d6.(5D<4>).4f,2[2]*,nan,12.0,10.0
160,234.94939233333332,275933333.3333333,3d6.(5D).4s,a 6D,nan,3d6.(5D).4p,z 6P*,nan,30.0,18.0
161,486.20375,4576923.076923077,3d6.(5D).4d,e 6F,nan,3d6.(5D<3>).4f,2[6]*,nan,42.0,26.0
162,835.86824,1280000.0,3d6.(3F1).4p,4G*,nan,3d6.(5D).6s,6D,nan,36.0,30.0
163,253.117842,14000000.0,3d6.(3H).4p,z 2H*,nan,3d6.(3F2).4d,4G,nan,22.0,36.0
164,237.954613,34857142.85714286,3d6.(3H).4p,z 2G*,nan,3d6.(3P2).4d,4F,nan,18.0,28.0
165,671.07316,1822222.2222222222,3d6.(5D).4d,4P,nan,3d6.(5D<4>).4f,2[4]*,nan,12.0,18.0
166,286.02511,59692307.692307696,3d6.(1I).4p,w 2H*,nan,3d6.(1I).5s,2I,nan,22.0,26.0
167,713.2948200000001,11345000.0,3d6.(5D).5p,6F*,nan,3d6.(5D).5d,6F,nan,42.0,40.0
168,219.83180779999998,179200000.0,3d6.(5D).4p,z 6D*,nan,3d6.(5D).4d,6P,nan,30.0,18.0
169,234.886526,51000000.0,3d6.(3P2).4p,z 2P*,nan,3d6.(3F2).4d,2D,nan,6.0,10.0
170,247.4104335,5485714.285714285,3d6.(3H).4s,a 4H,nan,3d6.(3F2).4p,y 4F*,nan,44.0,28.0
171,236.125275,8880000.0,3d6.(5D).4p,z 6F*,nan,3d6.(5D).4d,f 4D,nan,42.0,20.0
172,298.652405,48428571.428571425,3d6.(3F2).4p,y 2D*,nan,3d6.(3F2).5s,e 2F,nan,10.0,14.0
173,1066.18549,241666.66666666666,3d6.(3H).5s,e 4H,nan,3d5.(2F1).4s.4p.(3P*),4G*,nan,44.0,36.0
174,178.808264,293333333.3333333,3d5.4s2,a 6S,nan,3d6.(1D2).4p,w 2P*,nan,6.0,6.0
175,318.2819855,750714.2857142857,3d7,a 4P,nan,3d6.(5D).4p,z 4F*,nan,12.0,28.0
176,751.1077,1051428.5714285714,3d6.(5D).5p,w 6P*,nan,3d6.(3H).4d,2F,nan,18.0,14.0
177,232.832741,15500000.0,3d6.(3P2).4p,z 2D*,nan,3d6.(3H).4d,4G,nan,10.0,36.0
178,235.073569,34285714.28571428,3d6.(3H).4p,z 4G*,nan,3d6.(3P2).4d,4F,nan,36.0,28.0
179,1764.0775833333335,684615.3846153846,3d6.(3H).4d,4I,nan,3d6.(3H).5p,4I*,nan,52.0,52.0
180,1392.6293100000003,2761111.111111111,3d6.(5D).4d,6P,nan,3d6.(5D).5p,w 6P*,nan,18.0,18.0
181,556.13384,3840000.0,3d6.(5D).4d,e 4G,nan,3d6.(5D<2>).4f,2[2]*,nan,36.0,10.0
182,3023.8457,48333.333333333336,3d6.(5D<1>).4f,2[2]*,nan,3d6.(5D).5d,4P,nan,10.0,12.0
183,245.78959275,227100000.0,3d6.(3P2).4s,b 4P,nan,3d6.(3P2).4p,y 4D*,nan,12.0,20.0
184,480.84701925,0.47000000000000003,3d6.(5D).4s,a 6D,nan,3d6.(3P2).4s,b 4P,nan,30.0,12.0
185,1731.8621369999996,3159380.9523809524,3d6.(5D).4d,e 6G,nan,3d6.(5D).5p,6F*,nan,54.0,42.0
186,270.12837683333333,116000000.0,3d6.(3G).4p,x 4G*,nan,3d6.(3G).5s,f 4G,nan,36.0,36.0
187,833.2234328571428,19700000.0,3d6.(5D).5p,4D*,nan,3d6.(5D).6s,4D,nan,20.0,20.0
188,259.4097835,473000000.0,3d6.(5D).4p,z 4P*,nan,3d6.(5D).4d,4S,nan,12.0,4.0
189,561.362725,15885714.285714285,3d6.(5D).4d,e 4G,nan,3d6.(5D<3>).4f,2[3]*,nan,36.0,14.0
190,228.05924299999998,47714285.71428572,3d6.(3F2).4p,y 4F*,nan,3d6.(3H).4d,4F,nan,28.0,28.0
191,242.512578,4600000.0,3d6.(3P2).4s,b 4P,nan,3d6.(3F2).4p,y 4F*,nan,12.0,28.0
192,596.33571,34153846.15384615,3d6.(5D).4d,e 4F,nan,3d6.(5D<4>).4f,2[6]*,nan,28.0,26.0
193,504.87514250000004,31080000.0,3d6.(5D).4d,e 6F,nan,3d6.(5D<4>).4f,2[2]*,nan,42.0,10.0
194,255.1120355,137454545.45454547,3d6.(3H).4s,b 2H,nan,3d6.(3H).4p,z 2H*,nan,22.0,22.0
195,167.346508,114285714.28571428,3d7,a 2G,nan,3d6.(3D).4p,w 2F*,nan,18.0,14.0
196,2305.5744,260000.0,3d6.(5D).4d,e 4F,nan,3d6.(3P1).5p,4P*,nan,28.0,4.0
197,232.70748,46400000.0,3d6.(3F1).4s,c 4F,nan,3d6.(3F1).4p,4D*,nan,28.0,20.0
198,236.5540695,108571428.57142857,3d6.(1G2).4s,c 2G,nan,3d6.(3D).4p,w 2F*,nan,18.0,14.0
199,2928.6839,11428.57142857143,3d6.(5D<3>).4f,2[5]*,nan,3d6.(3F2).4d,4F,nan,22.0,28.0
200,240.4268995,247714285.7142857,3d6.(1F).4s,c 2F,nan,3d6.(1F).4p,u 2F*,nan,14.0,14.0
201,266.71174933333333,55272727.27272727,3d6.(3H).4p,z 4G*,nan,3d6.(3H).5s,e 4H,nan,36.0,44.0
202,1877.0201299999999,583500.0,3d6.(5D).4d,e 4G,nan,3d6.(5D).5p,4P*,nan,36.0,12.0
203,233.2191325,301909090.90909094,3d6.(3H).4p,z 4H*,nan,3d6.(3H).4d,4H,nan,44.0,44.0
204,240.682144,600000.0,3d7,a 2D2,nan,3d6.(3F2).4p,y 4F*,nan,10.0,28.0
205,238.289081,150000000.0,3d6.(3F2).4p,x 4D*,nan,3d6.(3P2).4d,2D,nan,20.0,6.0
206,515.2015200000001,18100000.0,3d6.(5D).4d,6P,nan,3d6.(5D<2>).4f,2[4]*,nan,18.0,18.0
207,545.92385,11614285.714285715,3d6.(5D).4d,4S,nan,3d6.(5D<0>).4f,2[3]*,nan,4.0,14.0
208,510.40359233333334,16557142.857142856,3d6.(5D).4d,6D,nan,3d6.(5D<3>).4f,2[3]*,nan,30.0,14.0
209,596.98671,19140000.0,3d6.(5D).4d,e 4F,nan,3d6.(5D<3>).4f,2[2]*,nan,28.0,10.0
210,230.737886,71250000.0,3d6.(3P2).4p,z 4S*,nan,3d6.(3P2).4d,4D,nan,4.0,16.0
211,237.9167465,166384615.3846154,3d6.(3H).4p,z 2I*,nan,3d6.(3H).4d,2I,nan,26.0,26.0
212,248.83142999999998,150777777.7777778,3d6.(3G).4p,y 2F*,nan,3d6.(3G).4d,2G,nan,14.0,18.0
213,455.62324499999994,214714.2857142857,3d6.(3F2).4s,b 4F,nan,3d6.(5D).4p,z 4F*,nan,28.0,28.0
214,252.8339305,104714285.71428572,3d6.(1G2).4s,c 2G,nan,3d6.(1G2).4p,x 2F*,nan,18.0,14.0
215,238.4299305,70444444.44444445,3d6.(3F2).4p,y 2G*,nan,3d6.(3F2).4d,2G,nan,18.0,18.0
216,232.82168366666664,93818181.81818181,3d6.(3H).4p,z 4G*,nan,3d6.(3H).4d,4H,nan,36.0,44.0
217,552.003575,10842857.142857144,3d6.(5D).4d,e 4G,nan,3d6.(5D<2>).4f,2[3]*,nan,36.0,14.0
218,232.15724275,169800000.0,3d6.(3F2).4p,y 4F*,nan,3d6.(3F2).4d,4D,nan,28.0,20.0
219,939.1601175000001,31520000.0,3d6.(5D).5s,e 6D,nan,3d6.(5D).5p,6D*,nan,30.0,30.0
220,271.090642,128142857.14285715,3d6.(3F2).4s,a 2F,nan,3d6.(3F2).4p,z 2F*,nan,14.0,14.0
221,649.01948,4050000.0,3d6.(5D).5p,6D*,nan,3d6.(3F2).4d,4P,nan,30.0,12.0
