,ritz_wl_vac(nm),Aki(s^-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
54,660.7535833333333,733095.2380952381,3d7.(2G).4s,a 3G,nan,3d7.(4F).4p,y 3F*,nan,27.0,21.0
55,380.93624,759000.0,3d7.(2P).4s,c 3P,nan,3d7.(2G).4p,z 1F*,nan,9.0,7.0
56,251.661051,406666.6666666667,3d7.(4F).4s,a 3F,nan,3d7.(2P).4p,u 3D*,nan,21.0,15.0
57,382.7518288333333,53070000.0,3d7.(2D2).4s,a 3D,nan,3d7.(2D2).4p,t 3D*,nan,15.0,15.0
58,366.99841,46000000.0,3d7.(2P).4s,c 3P,nan,3d7.(2P).4p,1P*,nan,9.0,3.0
59,380.31843,32503030.303030305,3d7.(2H).4s,b 3H,nan,3d7.(2H).4p,w 3H*,nan,33.0,33.0
60,335.248474,1570000.0,3d7.(4P).4s,a 5P,nan,3d7.(4P).4p,y 3S*,nan,15.0,3.0
61,406.344305,32500000.0,3d7.(4P).4s,b 3P,nan,3d7.(4P).4p,y 3S*,nan,9.0,3.0
62,311.29801,5240000.0,3d6.4s2,b 3G,nan,3d7.(2H).4p,1H*,nan,27.0,11.0
63,591.78864,9214.285714285714,3d6.4s2,a 3H,nan,3d7.(4F).4p,y 3F*,nan,33.0,21.0
64,358.3222,7385714.285714285,3d7.(2H).4s,b 3H,nan,3d6.(3D).4s.4p.(3P*),5F*,nan,33.0,35.0
65,358.2533367777778,13773777.777777778,3d6.(5D).4s.4p.(3P*),z 7F*,nan,3d6.(5D).4s (6D).4d,e 5G,nan,49.0,45.0
66,419.36251059999995,66362.66666666667,3d7.(4F).4s,a 5F,nan,3d6.(5D).4s.4p.(3P*),z 3D*,nan,35.0,15.0
67,382.13221150000004,990285.7142857143,3d7.(2G).4s,a 3G,nan,3d6.(3G).4s.4p.(3P*),v 5F*,nan,27.0,35.0
68,383.152015,157577.77777777778,3d6.4s2,a 3H,nan,3d6.(3F2).4s.4p.(3P*),x 5G*,nan,33.0,45.0
69,566.45089,245000.0,3d6.4s2,b 1G2,nan,3d7.(2G).4p,z 1G*,nan,9.0,9.0
70,646.8725044444444,22306.9406122449,3d7.(4F).4s,a 5F,nan,3d6.(5D).4s.4p.(3P*),z 7F*,nan,35.0,49.0
71,343.36285333333336,14533939.393939395,3d7.(2H).4s,b 3H,nan,3d6.(1G2).4s.4p.(3P*),v 3H*,nan,33.0,33.0
72,361.5997246,78893333.33333333,3d7.(2P).4s,c 3P,nan,3d7.(2P).4p,u 3D*,nan,9.0,15.0
73,368.51862,9290000.0,3d7.(2H).4s,b 3H,nan,3d7.(2D2).4p,x 1F*,nan,33.0,7.0
74,253.00682,126000000.0,3d6.4s2,b 3F2,nan,3d6.(3F2).4s.4p.(1P*),r 3G*,nan,21.0,27.0
75,388.2016658,7439074.074074074,3d6.4s2,a 3H,nan,3d6.(3H).4s.4p.(3P*),y 3G*,nan,33.0,27.0
76,217.752214,3333333.3333333335,3d6.4s2,a 5D,nan,3d6.(3P2).4s.4p.(3P*),y 3P*,nan,25.0,9.0
77,301.8496076,16818666.666666668,3d6.4s2,a 3P2,nan,3d7.(2P).4p,u 3D*,nan,9.0,15.0
78,461.507,184175.42857142858,3d7.(4F).4s,a 3F,nan,3d7.(4F).4p,y 5F*,nan,21.0,35.0
79,323.092309,3533333.3333333335,3d7.(2G).4s,a 1G,nan,3d6.(1G2).4s.4p.(3P*),v 3H*,nan,9.0,33.0
80,460.22204,31737.037037037036,3d7.(2H).4s,b 3H,nan,3d6.(3F2).4s.4p.(3P*),x 3G*,nan,33.0,27.0
81,246.8974026,7764444.444444444,3d7.(4F).4s,a 5F,nan,3d6.(3F2).4s.4p.(3P*),x 3G*,nan,35.0,27.0
82,387.0929582857143,2858148.1481481483,3d7.(2G).4s,a 3G,nan,3d6.(3F2).4s.4p.(3P*),x 3G*,nan,27.0,27.0
83,247.82455799999997,26598888.888888888,3d7.(4F).4s,a 5F,nan,3d7.(4P).4p,x 3P*,nan,35.0,9.0
84,344.334819,4550000.0,3d6.4s2,a 3P2,nan,3d6.(3P2).4s.4p.(3P*),1D*,nan,9.0,5.0
85,352.34673399999997,4841428.571428572,3d6.(5D).4s.4p.(3P*),z 7F*,nan,3d6.(5D).4s (6D).4d,f 5F,nan,49.0,35.0
86,400.7665305,1027333.3333333334,3d7.(2G).4s,a 3G,nan,3d7.(4P).4p,w 3D*,nan,27.0,15.0
87,702.65778,321428.5714285714,3d6.(5D).4s.4p.(1P*),y 5P*,nan,3d6.(5D).4s (6D).4d,f 7D,nan,15.0,35.0
88,278.151791,3861428.5714285714,3d6.4s2,b 3F2,nan,3d6.(1G2).4s.4p.(3P*),u 3F*,nan,21.0,21.0
89,295.834934,13100000.0,3d6.4s2,a 3P2,nan,3d7.(2P).4p,1P*,nan,9.0,3.0
90,286.52670366666666,496939.3939393939,3d7.(4F).4s,a 3F,nan,3d6.(3H).4s.4p.(3P*),z 3H*,nan,21.0,33.0
91,344.98630075,22422222.222222224,3d7.(4P).4s,a 5P,nan,3d6.(3P2).4s.4p.(3P*),y 3P*,nan,15.0,9.0
92,417.28662,2010000.0,3d6.4s2,b 1G2,nan,3d7.(2D2).4p,x 1F*,nan,9.0,7.0
93,468.86979,21000.0,3d7.(4P).4s,b 3P,nan,3d6.(3F2).4s.4p.(3P*),v 5D*,nan,9.0,25.0
94,373.4677386666667,65600000.0,3d7.(4P).4s,a 5P,nan,3d7.(4P).4p,y 5S*,nan,15.0,5.0
95,415.06815100000006,13359520.0,3d7.(4P).4s,b 3P,nan,3d7.(4P).4p,u 5D*,nan,9.0,25.0
96,280.1747005,12257142.857142856,3d7.(2G).4s,a 3G,nan,3d6.(3D).4s.4p.(3P*),t 3F*,nan,27.0,21.0
97,444.33556,2664000.0,3d6.(5D).4s.4p.(3P*),z 5P*,nan,3d6.(5D).4s (4D).5s,g 5D,nan,15.0,25.0
98,341.11473,12071428.57142857,3d7.(2P).4s,a 1P,nan,3d6.(1G2).4s.4p.(3P*),u 3F*,nan,3.0,21.0
99,434.49182,124200.0,3d7.(2G).4s,a 1G,nan,3d6.(3G).4s.4p.(3P*),w 5G*,nan,9.0,45.0
100,396.939776,51430000.0,3d7.(2D2).4s,a 3D,nan,3d7.(2P).4p,y 1D*,nan,15.0,5.0
101,421.554127,419925.0,3d7.(2G).4s,a 1G,nan,3d6.(3G).4s.4p.(3P*),y 5H*,nan,9.0,40.0
102,290.1956955,14089393.93939394,3d7.(2G).4s,a 3G,nan,3d6.(1I).4s.4p.(3P*),u 3H*,nan,27.0,33.0
103,318.3917333333333,7934000.0,3d6.4s2,b 3F2,nan,3d7.(2P).4p,u 3D*,nan,21.0,15.0
104,361.6251748571429,64607777.777777776,3d7.(2G).4s,a 3G,nan,3d7.(2G).4p,v 3G*,nan,27.0,27.0
105,680.58768,183600.0,3d7.(4F).4p,y 3F*,nan,3d6.(5D).4s (4D).5s,g 5D,nan,21.0,25.0
106,538.933955,71126363.63636364,3d7.(4F).4p,z 3G*,nan,3d7.(4F).4d,e 3H,nan,27.0,33.0
107,335.736535,520000.0,3d6.4s2,a 3P2,nan,3d5.(6S).4s2.4p,v 5P*,nan,9.0,15.0
108,362.27514,2918181.8181818184,3d7.(2H).4s,a 1H,nan,3d6.(1I).4s.4p.(3P*),u 3H*,nan,11.0,33.0
109,266.9013386666667,13838461.538461538,3d6.4s2,a 3H,nan,3d6.(1I).4s.4p.(3P*),x 3I*,nan,33.0,39.0
110,473.80976,1502285.7142857143,3d6.(5D).4s.4p.(3P*),z 5D*,nan,3d7.(4F).5s,e 5F,nan,25.0,35.0
111,378.093945,6616250.0,3d7.(2D2).4s,a 3D,nan,3d7.(2D2).4p,v 3P*,nan,15.0,8.0
112,368.97033166666665,5702542.857142857,3d6.4s2,b 3F2,nan,3d6.(3G).4s.4p.(3P*),v 5F*,nan,21.0,35.0
113,387.02707783333335,65541520.0,3d7.(4F).4s,a 5F,nan,3d7.(4F).4p,y 5D*,nan,35.0,25.0
114,249.3845865,2862000.0,3d6.4s2,a 5D,nan,3d6.(3P2).4s.4p.(3P*),z 5S*,nan,25.0,5.0
115,930.553655,13000.0,3d6.4s2,b 3F2,nan,3d6.(5D).4s.4p.(3P*),z 3D*,nan,21.0,15.0
116,263.828033,1146333.3333333333,3d6.4s2,a 5D,nan,3d7.(4F).4p,y 3D*,nan,25.0,15.0
117,329.1232005,59861428.571428575,3d7.(2D2).4s,a 3D,nan,3d6.(1G2).4s.4p.(3P*),u 3F*,nan,15.0,21.0
118,341.6587836,10804444.444444444,3d6.4s2,a 3P2,nan,3d7.(4P).4p,x 3P*,nan,9.0,9.0
119,2238.6905,182840.0,3d6.(5D).4s.4p.(1P*),x 5F*,nan,3d6.(5D).4s (6D).5s,e 5D,nan,35.0,25.0
120,528.9998,822000.0,3d6.4s2,b 1G2,nan,3d6.(3H).4s.4p.(3P*),y 1G*,nan,9.0,9.0
121,1899.0956999999999,325800.0,3d8,c 3F,nan,3d7.(4F).4p,y 3D*,nan,21.0,15.0
122,406.74395766666663,11908095.238095239,3d6.(5D).4s.4p.(3P*),z 5D*,nan,3d6.(5D).4s (6D).4d,e 7P,nan,25.0,21.0
123,391.0716624285714,4492377.777777778,3d7.(2G).4s,a 3G,nan,3d6.(3G).4s.4p.(3P*),w 5G*,nan,27.0,45.0
124,388.89245500000004,4018787.878787879,3d6.4s2,b 3G,nan,3d7.(2G).4p,y 3H*,nan,27.0,33.0
125,327.807889,4101428.5714285714,3d7.(4P).4s,a 5P,nan,3d6.(3G).4s.4p.(3P*),v 5F*,nan,15.0,35.0
126,625.3019625,185476.0,3d7.(4P).4s,a 5P,nan,3d7.(4F).4p,y 5D*,nan,15.0,25.0
127,940.36921,460952.38095238095,3d6.(5D).4s.4p.(1P*),x 5F*,nan,3d6.(5D).4s (6D).4d,e 7G,nan,35.0,63.0
128,355.47534,109000000.0,3d7.(2H).4s,a 1H,nan,3d7.(2H).4p,v 1G*,nan,11.0,9.0
129,363.7371285,2753333.3333333335,3d6.(5D).4s.4p.(3P*),z 7P*,nan,3d6.(5D).4s (6D).4d,e 5P,nan,21.0,15.0
130,379.5790636666666,10704400.0,3d6.4s2,a 3P2,nan,3d6.(3P2).4s.4p.(3P*),x 3D*,nan,9.0,15.0
131,260.9067170833334,35253555.55555555,3d7.(4F).4s,a 5F,nan,3d6.(3F2).4s.4p.(3P*),x 5G*,nan,35.0,45.0
132,362.30940499999997,7106000.0,3d6.(5D).4s.4p.(3P*),z 7F*,nan,3d6.(5D).4s (6D).4d,f 5D,nan,49.0,25.0
133,393.66456100000005,8849714.285714285,3d6.(5D).4s.4p.(3P*),z 5D*,nan,3d6.(5D).4s (6D).4d,f 5F,nan,25.0,35.0
134,319.15719,5750000.0,3d7.(2G).4s,a 1G,nan,3d7.(2H).4p,1H*,nan,9.0,11.0
135,319.76101900000003,3452222.222222222,3d7.(2G).4s,a 1G,nan,3d6.(1G2).4s.4p.(3P*),s 3G*,nan,9.0,27.0
136,359.4667657272727,71798244.44444445,3d7.(4F).4s,a 5F,nan,3d7.(4F).4p,z 5G*,nan,35.0,45.0
137,449.240475,873333.3333333334,3d7.(2P).4s,c 3P,nan,3d6.(3P2).4s.4p.(3P*),y 3P*,nan,9.0,9.0
138,623.79721,670814.8148148148,3d6.4s2,a 3H,nan,3d7.(4F).4p,z 3G*,nan,33.0,27.0
139,502.95281,2210000.0,3d7.(2H).4s,a 1H,nan,3d6.(3H).4s.4p.(3P*),y 1G*,nan,11.0,9.0
140,515.55361,108288.88888888889,3d6.(5D).4s.4p.(3P*),z 3F*,nan,3d6.(5D).4s (6D).4d,e 5G,nan,21.0,45.0
141,301.33792671428574,15812857.142857144,3d7.(4F).4s,a 5F,nan,3d6.(5D).4s.4p.(1P*),x 5F*,nan,35.0,35.0
142,481.91502,1570000.0,3d6.4s2,b 3D,nan,3d7.(2P).4p,w 3P*,nan,15.0,9.0
143,422.05479,9600000.0,3d7.(2H).4s,a 1H,nan,3d7.(2H).4p,y 3I*,nan,11.0,39.0
144,278.65721766666667,10693939.393939395,3d6.4s2,a 3H,nan,3d6.(1G2).4s.4p.(3P*),v 3H*,nan,33.0,33.0
145,438.24497999999994,10150000.0,3d7.(2P).4s,c 3P,nan,3d7.(4P).4p,y 3S*,nan,9.0,3.0
146,549.48479,1550000.0,3d6.4s2,b 3D,nan,3d7.(4P).4p,y 3S*,nan,15.0,3.0
147,718.92974,2627428.5714285714,3d7.(4F).4p,y 5D*,nan,3d7.(4F).5s,e 5F,nan,25.0,35.0
148,286.4860776666667,440200.0,3d7.(4F).4s,a 3F,nan,3d6.(3G).4s.4p.(3P*),w 5G*,nan,21.0,45.0
149,568.7454749999999,3500000.0,3d6.(5D).4s.4p.(3P*),z 3P*,nan,3d6.(5D).4s (4D).5s,e 3D,nan,9.0,15.0
150,1272.186025,960.0,3d6.4s2,a 3P2,nan,3d6.(5D).4s.4p.(3P*),z 5D*,nan,9.0,25.0
151,363.768551,770000.0,3d7.(2P).4s,c 3P,nan,3d7.(2H).4p,u 3G*,nan,9.0,27.0
152,1329.14635,1714.2857142857142,3d6.4s2,b 3G,nan,3d6.(5D).4s.4p.(3P*),z 3F*,nan,27.0,21.0
153,479.2586,71200.0,3d7.(2D2).4s,a 3D,nan,3d7.(4P).4p,w 3D*,nan,15.0,15.0
154,564.6644872727273,27891120.0,3d6.(5D).4s.4p.(3P*),z 5F*,nan,3d6.(5D).4s (6D).5s,e 5D,nan,35.0,25.0
155,301.788416,3108205.128205128,3d6.4s2,a 3H,nan,3d7.(2H).4p,y 3I*,nan,33.0,39.0
156,354.08147299999996,4008400.0,3d6.4s2,a 3P2,nan,3d7.(4P).4p,u 5D*,nan,9.0,25.0
157,379.2727947142857,1530400.0,3d7.(2G).4s,a 3G,nan,3d6.(3G).4s.4p.(3P*),y 5H*,nan,27.0,40.0
158,269.2308633333334,4825185.185185186,3d7.(4F).4s,a 3F,nan,3d7.(2G).4p,v 3G*,nan,21.0,27.0
159,672.38608,2594666.6666666665,3d6.(5D).4s.4p.(1P*),y 5P*,nan,3d6.(5D).4s (6D).4d,e 5P,nan,15.0,15.0
160,298.271988,6696000.0,3d7.(4P).4s,a 5P,nan,3d6.(5D).4s (6D).5p,t 5D*,nan,15.0,25.0
161,431.79545,23490000.0,3d7.(4P).4s,a 5P,nan,3d6.(3P2).4s.4p.(3P*),z 5S*,nan,15.0,5.0
162,761.27856,4489885.714285715,3d7.(4F).4p,y 5F*,nan,3d7.(4F).5s,e 5F,nan,35.0,35.0
163,272.25022092307694,18177600.0,3d7.(4F).4s,a 5F,nan,3d6.(3F2).4s.4p.(3P*),w 5F*,nan,35.0,35.0
164,299.13287242857143,9969666.666666666,3d6.4s2,a 5D,nan,3d6.(5D).4s.4p.(3P*),z 3P*,nan,25.0,9.0
165,422.22698,749740.7407407408,3d6.4s2,b 3G,nan,3d6.(3F2).4s.4p.(3P*),x 3G*,nan,27.0,27.0
166,944.63923,1278000.0,3d6.(5D).4s.4p.(1P*),x 5F*,nan,3d6.(5D).4s (6D).4d,f 5F,nan,35.0,35.0
167,394.348077,517000.0,3d6.4s2,b 3G,nan,3d6.(3F2).4s.4p.(3P*),1F*,nan,27.0,7.0
168,414.377492,43571.42857142857,3d7.(4F).4s,a 5F,nan,3d6.(5D).4s.4p.(3P*),z 3F*,nan,35.0,21.0
169,340.754994,3122666.6666666665,3d7.(4P).4s,b 3P,nan,3d7.(2P).4p,u 3D*,nan,9.0,15.0
170,377.38477,4368384.615384615,3d6.4s2,a 3H,nan,3d6.(3H).4s.4p.(3P*),z 3I*,nan,33.0,39.0
171,305.8149266666667,547952.380952381,3d7.(4F).4s,a 5F,nan,3d5.(6S).4s2.4p,y 7P*,nan,35.0,21.0
172,302.06154833333335,97153200.0,3d6.4s2,a 5D,nan,3d7.(4F).4p,y 5D*,nan,25.0,25.0
173,281.38658825,47518288.88888889,3d7.(4F).4s,a 5F,nan,3d6.(3H).4s.4p.(3P*),y 5G*,nan,35.0,45.0
174,338.337308,217363.63636363635,3d7.(4P).4s,a 5P,nan,3d6.(3H).4s.4p.(3P*),z 3H*,nan,15.0,33.0
175,420.027799,49200000.0,3d7.(2G).4s,a 1G,nan,3d7.(2G).4p,z 1H*,nan,9.0,11.0
176,303.60189799999995,718000.0,3d7.(4F).4s,a 5F,nan,3d6.(3P2).4s.4p.(3P*),z 5S*,nan,35.0,5.0
177,432.91203,195272.72727272726,3d7.(2H).4s,b 3H,nan,3d7.(2G).4p,y 3H*,nan,33.0,33.0
178,379.236494,4589333.333333333,3d7.(4P).4s,b 3P,nan,3d6.(3F2).4s.4p.(3P*),v 3D*,nan,9.0,15.0
179,668.527075,155866.66666666666,3d7.(2F).4s,d 3F,nan,3d7.(2P).4p,u 3D*,nan,21.0,15.0
180,500.02551500000004,397476.1904761905,3d6.4s2,b 3D,nan,3d7.(2G).4p,w 3F*,nan,15.0,21.0
181,422.94680400000004,8254444.444444444,3d7.(2D2).4s,a 3D,nan,3d7.(2P).4p,w 3P*,nan,15.0,9.0
182,404.720482,587142.8571428572,3d6.(5D).4s.4p.(3P*),z 5D*,nan,3d6.(5D).4s (6D).4d,f 7D,nan,25.0,35.0
183,401.491622,139666.66666666666,3d7.(2P).4s,c 3P,nan,3d7.(2G).4p,w 3F*,nan,9.0,21.0
184,354.84978225000003,713777.7777777778,3d6.4s2,a 3H,nan,3d6.(3F2).4s.4p.(3P*),x 3G*,nan,33.0,27.0
185,535.20748,51792600.0,3d7.(4F).4p,z 5G*,nan,3d7.(4F).4d,e 5H,nan,45.0,55.0
186,740.37215,360000.0,3d8,c 3F,nan,3d7.(4P).4p,w 3D*,nan,21.0,15.0
187,424.72795,3656250.0,3d6.4s2,b 3D,nan,3d7.(2D2).4p,v 3P*,nan,15.0,8.0
188,319.238031125,72845833.33333333,3d6.(5D).4s.4p.(3P*),z 7D*,nan,3d6.(5D).4s (6D).4d,e 7F,nan,35.0,48.0
189,336.7514063333333,6421333.333333333,3d7.(4P).4s,b 3P,nan,3d7.(2D2).4p,t 3D*,nan,9.0,15.0
190,375.6619961538462,91509142.85714285,3d7.(4F).4s,a 5F,nan,3d7.(4F).4p,y 5F*,nan,35.0,35.0
191,317.226869,18500000.0,3d7.(2G).4s,a 1G,nan,3d6.(3G).4s.4p.(3P*),1F*,nan,9.0,7.0
192,374.50654628571425,23456285.714285713,3d6.(5D).4s.4p.(3P*),z 7P*,nan,3d6.(5D).4s (6D).4d,f 7D,nan,21.0,35.0
193,429.20713,178733.33333333334,3d7.(4P).4s,b 3P,nan,3d7.(4P).4p,w 5P*,nan,9.0,15.0
194,494.25360333333333,924780.0,3d6.4s2,a 3P2,nan,3d7.(4F).4p,y 3D*,nan,9.0,15.0
195,309.616503,606571.4285714285,3d7.(2G).4s,a 3G,nan,3d6.(3D).4s.4p.(3P*),5F*,nan,27.0,35.0
196,376.02226,4550000.0,3d6.4s2,a 1I,nan,3d7.(2H).4p,1H*,nan,13.0,11.0
197,685.67147,153000.0,3d7.(2F).4s,d 3F,nan,3d6.(3H).4s.4p.(3P*),1H*,nan,21.0,11.0
198,251.732822,1710000.0,3d7.(4F).4s,a 5F,nan,3d7.(2G).4p,z 1G*,nan,35.0,9.0
199,648.8086025,307551.1111111111,3d6.4s2,a 3H,nan,3d7.(4F).4p,z 5G*,nan,33.0,45.0
200,437.09996,6090000.0,3d7.(2G).4s,a 1G,nan,3d7.(2G).4p,z 1G*,nan,9.0,9.0
201,363.4918803333333,1338000.0,3d6.4s2,a 3P2,nan,3d7.(4P).4p,w 3D*,nan,9.0,15.0
202,425.21812616666665,39430814.81481481,3d7.(4F).4s,a 3F,nan,3d7.(4F).4p,z 3G*,nan,21.0,27.0
203,319.0833128333333,11775111.111111112,3d6.(5D).4s.4p.(3P*),z 7D*,nan,3d6.(5D).4s (6D).4d,e 5G,nan,35.0,45.0
204,384.916359,2017160.0,3d6.4s2,b 3F2,nan,3d7.(4P).4p,u 5D*,nan,21.0,25.0
205,347.28369633333335,2701111.111111111,3d6.4s2,b 3F2,nan,3d7.(2G).4p,v 3G*,nan,21.0,27.0
206,579.07841,1086836.3636363635,3d7.(4F).4p,y 3F*,nan,3d7.(4F).4d,e 5H,nan,21.0,55.0
207,389.30292,10162500.0,3d7.(2P).4s,a 1P,nan,3d7.(2D2).4p,v 3P*,nan,3.0,8.0
