,ritz_wl_vac(nm),Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
0,112.89648,480.0,C,3d6,b 3F,4.0,3d5.(c 2D).4s,3D,3.0,9.0,7.0
1,114.16269,410.0,C,3d6,1I,6.0,3d5.(b 2G).4s,1G,4.0,13.0,9.0
2,117.31653,670.0,C,3d6,b 1G,4.0,3d5.(c 2D).4s,1D,2.0,9.0,5.0
3,120.28099,260.0,C,3d6,5D,4.0,3d5.(4F).4s,5F,5.0,9.0,11.0
4,135.56019,170.0,C,3d6,a 1D,2.0,3d5.(b 2D).4s,1D,2.0,5.0,5.0
5,142.00259,120.0,C,3d6,3H,6.0,3d5.(4F).4s,3F,4.0,13.0,9.0
6,142.48345,100.0,C,3d6,3H,5.0,3d5.(4F).4s,3F,3.0,11.0,7.0
7,143.47993,88.0,C,3d6,5D,4.0,3d5.(4D).4s,5D,4.0,9.0,9.0
8,145.19703,100.0,C,3d6,3H,6.0,3d5.(2H).4s,3H,6.0,13.0,13.0
9,146.10021,57.0,C,3d6,a 3F,4.0,3d5.(a 2G).4s,3G,5.0,9.0,11.0
10,146.21108,98.0,C,3d6,3H,5.0,3d5.(2H).4s,3H,5.0,11.0,11.0
11,146.57508,510000000.0,C,3d5.(4G).4p,5G*,3.0,3d5.(4G).5s,5G,3.0,7.0,7.0
12,146.64853,530000000.0,C,3d5.(4G).4p,5G*,4.0,3d5.(4G).5s,5G,4.0,9.0,9.0
13,146.6655,100.0,C,3d6,3H,4.0,3d5.(2H).4s,3H,4.0,9.0,9.0
14,146.77497,580000000.0,C+,3d5.(4G).4p,5G*,5.0,3d5.(4G).5s,5G,5.0,11.0,11.0
15,146.98792,670000000.0,C+,3d5.(4G).4p,5G*,6.0,3d5.(4G).5s,5G,6.0,13.0,13.0
16,148.23298,67.0,C,3d6,a 3F,4.0,3d5.(2H).4s,3H,6.0,9.0,13.0
17,149.3635,460000000.0,C,3d5.(6S).4p,7P*,3.0,3d5.(6S).5s,7S,3.0,7.0,7.0
18,149.88281,500000000.0,C,3d5.(4G).4p,5H*,4.0,3d5.(4G).5s,5G,3.0,9.0,7.0
19,149.9819,120.0,C,3d6,1F,3.0,3d5.(b 2D).4s,1D,2.0,7.0,5.0
20,150.29571,480000000.0,C,3d5.(4G).4p,5H*,5.0,3d5.(4G).5s,5G,4.0,11.0,9.0
21,150.45504,74.0,C,3d6,5D,4.0,3d5.(4P).4s,5P,3.0,9.0,7.0
22,150.5158,580000000.0,C,3d5.(6S).4p,7P*,4.0,3d5.(6S).5s,7S,3.0,9.0,7.0
23,150.75162,450000000.0,C+,3d5.(4G).4p,5H*,6.0,3d5.(4G).5s,5G,5.0,13.0,11.0
24,151.11372,910000000.0,C,3d5.(4G).4p,5G*,2.0,3d5.(4G).4d,5G,2.0,5.0,5.0
25,151.1595,160.0,C,3d6,a 1G,4.0,3d5.(b 2F).4s,1F,3.0,9.0,7.0
26,151.15997,670000000.0,C,3d5.(4G).4p,5G*,3.0,3d5.(4G).4d,5G,3.0,7.0,7.0
27,151.2171,430000000.0,C+,3d5.(4G).4p,5H*,7.0,3d5.(4G).5s,5G,6.0,15.0,13.0
28,151.23436,600000000.0,C+,3d5.(4G).4p,5G*,4.0,3d5.(4G).4d,5G,4.0,9.0,9.0
29,151.28469,650000000.0,C,3d5.(4P).4p,5D*,1.0,3d5.(4P).4d,5F,2.0,3.0,5.0
30,151.35167,840000000.0,C,3d5.(4G).4p,5G*,3.0,3d5.(4G).4d,5F,2.0,7.0,5.0
31,151.35201,570000000.0,C+,3d5.(4G).4p,5G*,5.0,3d5.(4G).4d,5G,5.0,11.0,11.0
32,151.45542,750000000.0,C+,3d5.(4G).4p,5G*,4.0,3d5.(4G).4d,5F,3.0,9.0,7.0
33,151.45753,710000000.0,C+,3d5.(4P).4p,5D*,2.0,3d5.(4P).4d,5F,3.0,5.0,7.0
34,151.54845,650000000.0,C+,3d5.(4G).4p,5G*,6.0,3d5.(4G).4d,5G,6.0,13.0,13.0
35,151.62165,720000000.0,C+,3d5.(4G).4p,5G*,5.0,3d5.(4G).4d,5F,4.0,11.0,9.0
36,151.65937,410000000.0,C,3d5.(4G).4p,5F*,3.0,3d5.(4P).4d,5F,4.0,7.0,9.0
37,151.88335,670000000.0,C+,3d5.(4G).4p,5G*,6.0,3d5.(4G).4d,5F,5.0,13.0,11.0
38,152.4519,970000000.0,C+,3d5.(4G).4p,5G*,2.0,3d5.(4G).4d,5H,3.0,5.0,7.0
39,152.46547,830000000.0,C+,3d5.(4G).4p,5G*,3.0,3d5.(4G).4d,5H,4.0,7.0,9.0
40,152.50379,820000000.0,C+,3d5.(4G).4p,5G*,4.0,3d5.(4G).4d,5H,5.0,9.0,11.0
41,152.5054,820000000.0,C,3d5.(4D).4p,5F*,1.0,3d5.(4D).4d,5G,2.0,3.0,5.0
42,152.53482,420000000.0,C,3d5.(4G).4p,5G*,4.0,3d5.(4G).4d,5H,4.0,9.0,9.0
