,ritz_wl_vac(nm),Aki(s^-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
133,837.1252,1465714.2857142857,3d7.(4F).5p,3D*,nan,3d7.(4F).6s,5F,nan,12.0,35.0
134,225.503645,97555555.55555555,3d7.(4F).4p,z 5D*,nan,3d7.(4F).4d,e 5G,nan,25.0,45.0
135,502.39169,32812500.0,3d7.(4F).4d,e 3D,nan,3d7.(4F<3/2>).4f,2[7/2]*,nan,15.0,16.0
136,989.113775,16400000.0,3d7.(4F<5/2>).4f,2[7/2]*,nan,3d7.(4F<5/2>).5g,2[7/2],nan,16.0,16.0
137,766.6347628571428,23997142.85714286,3d7.(4F).5p,5F*,nan,3d7.(4F).6s,5F,nan,35.0,35.0
138,232.77386833333333,254814814.8148148,3d7.(2G).4s,a 3G,nan,3d7.(2G).4p,y 3G*,nan,27.0,27.0
139,493.59645,3412500.0,3d7.(4F).4d,e 3G,nan,3d7.(4F<5/2>).4f,2[11/2]*,nan,27.0,24.0
140,989.2172,258500.0,3d7.(4F<7/2>).4f,2[11/2]*,nan,3d7.(4F<7/2>).5g,2[9/2],nan,24.0,20.0
141,992.6357666666667,7862708.333333333,3d7.(4F<5/2>).4f,2[11/2]*,nan,3d7.(4F<5/2>).5g,2[11/2],nan,24.0,24.0
142,991.4661,42333333.333333336,3d7.(4F<5/2>).4f,2[3/2]*,nan,3d7.(4F<5/2>).5g,2[5/2],nan,8.0,12.0
143,260.3266096666666,123151515.15151516,3d7.(2H).4p,x 3G*,nan,3d7.(2H).5s,3H,nan,27.0,33.0
144,230.18480333333332,284666666.6666667,3d7.(2F).4s,c 3F,nan,3d7.(2F).4p,v 3D*,nan,21.0,15.0
145,497.93499,37405000.0,3d7.(4F).4d,e 5G,nan,3d7.(4F<5/2>).4f,2[9/2]*,nan,45.0,20.0
146,519.702575,14058333.333333334,3d7.(4F).4d,e 3D,nan,3d7.(4F<7/2>).4f,2[5/2]*,nan,15.0,12.0
147,239.624619,50000000.0,3d7.(2P).4s,a 1P,nan,3d7.(2D2).4p,w 3D*,nan,3.0,15.0
148,581.26264,7256250.0,3d7.(4F).4d,f 3F,nan,3d7.(4F<7/2>).4f,2[7/2]*,nan,21.0,16.0
149,1904.5315,2215555.5555555555,3d7.(4F).4d,e 5H,nan,3d7.(4F).5p,5G*,nan,55.0,45.0
150,520.0112933333334,24281250.0,3d7.(4F).4d,e 3G,nan,3d7.(4F<5/2>).4f,2[7/2]*,nan,27.0,16.0
151,236.55844,63000000.0,3d7.(2D2).4p,y 1D*,nan,3d7.(2D2).4d,3G,nan,5.0,16.0
152,241.01356,93333333.33333333,3d7.(4P).4p,z 5P*,nan,3d7.(4P).4d,5P,nan,15.0,15.0
153,523.3550233333333,102335714.28571428,3d7.(4F).4d,e 3H,nan,3d7.(4F<7/2>).4f,2[13/2]*,nan,33.0,28.0
154,517.13028,45000000.0,3d7.(4F).4d,e 5D,nan,3d7.(4F<5/2>).4f,2[1/2]*,nan,25.0,4.0
155,992.1038,25175000.0,3d7.(4F<9/2>).4f,2[7/2]*,nan,3d7.(4F<9/2>).5g,2[9/2],nan,16.0,20.0
156,276.63056166666667,82904761.90476191,3d7.(4F).4p,z 3F*,nan,3d7.(4F).5s,e 3F,nan,21.0,21.0
157,228.2668636,623636363.6363636,3d7.(4F).4p,z 5G*,nan,3d7.(4F).4d,e 5H,nan,45.0,55.0
158,228.228345,42625000.0,3d7.(2G).4p,z 1G*,nan,3d7.(2G).4d,3I,nan,9.0,24.0
159,839.6560099999999,4911428.571428572,3d7.(4F).5p,3F*,nan,3d7.(4F).6s,5F,nan,21.0,35.0
160,231.741059,211200000.0,3d7.(4P).4p,z 5P*,nan,3d7.(4P).4d,5D,nan,15.0,25.0
161,514.96546,62740000.0,3d7.(4F).4d,e 3G,nan,3d7.(4F<5/2>).4f,2[9/2]*,nan,27.0,20.0
162,499.5686333333333,29666666.666666668,3d7.(4F).4d,e 5G,nan,3d7.(4F<7/2>).4f,2[11/2]*,nan,45.0,24.0
163,289.860038,12000000.0,3d7.(2H).4p,y 1G*,nan,3d7.(2G).4d,3H,nan,9.0,33.0
164,236.53230299999998,273809523.8095238,3d7.(2G).4s,a 3G,nan,3d7.(2G).4p,y 3F*,nan,27.0,21.0
165,990.7555500000001,15875000.0,3d7.(4F<9/2>).4f,2[7/2]*,nan,3d7.(4F<9/2>).5g,2[5/2],nan,16.0,12.0
166,990.63685,53312500.0,3d7.(4F<3/2>).4f,2[5/2]*,nan,3d7.(4F<3/2>).5g,2[7/2],nan,12.0,16.0
167,517.26199,42000000.0,3d7.(4F).4d,e 5P,nan,3d7.(4F<7/2>).4f,2[1/2]*,nan,15.0,4.0
168,992.9571,13430000.0,3d7.(4F<7/2>).4f,2[3/2]*,nan,3d7.(4F<7/2>).5g,2[1/2],nan,8.0,3.0
169,666.8251,2566666.6666666665,3d7.(4F).5p,3G*,nan,3d7.(2H).4d,3G,nan,27.0,27.0
170,509.29992,12150000.0,3d7.(4F).4d,e 5P,nan,3d7.(4F<9/2>).4f,2[9/2]*,nan,15.0,20.0
171,993.8815,24958333.333333332,3d7.(4F<7/2>).4f,2[3/2]*,nan,3d7.(4F<7/2>).5g,2[5/2],nan,8.0,12.0
172,499.18545,31125000.0,3d7.(4F).4d,f 5F,nan,3d7.(4F<7/2>).4f,2[3/2]*,nan,35.0,8.0
173,989.1386333333334,35535000.0,3d7.(4F<7/2>).4f,2[7/2]*,nan,3d7.(4F<7/2>).5g,2[9/2],nan,16.0,20.0
174,510.17267,47250000.0,3d7.(4F).4d,e 5G,nan,3d7.(4F<9/2>).4f,2[13/2]*,nan,45.0,28.0
175,484.91805,8750000.0,3d7.(4F).4d,f 5F,nan,3d7.(4F<3/2>).4f,2[5/2]*,nan,35.0,12.0
176,542.6257,17996428.57142857,3d7.(4F).4d,e 3H,nan,3d7.(4F<9/2>).4f,2[13/2]*,nan,33.0,28.0
177,362.22373,668571.4285714285,3d7.(4P).4s,a 5P,nan,3d7.(4F).4p,z 5F*,nan,15.0,35.0
178,272.19436399999995,81740740.74074075,3d7.(2G).4p,y 3G*,nan,3d7.(2G).5s,f 3G,nan,27.0,27.0
179,227.86209,74666666.66666667,3d7.(2D2).4p,w 3D*,nan,3d7.(2D2).4d,3D,nan,15.0,15.0
180,229.302576,240000000.0,3d7.(2D2).4p,x 3F*,nan,3d7.(2D2).4d,1F,nan,21.0,7.0
181,984.45165,59468750.0,3d7.(4F<9/2>).4f,2[13/2]*,nan,3d7.(4F<9/2>).5g,2[15/2],nan,28.0,32.0
182,547.59322,2860000.0,3d7.(4F).4d,f 3F,nan,3d7.(4F<3/2>).4f,2[9/2]*,nan,21.0,20.0
183,570.3817799999999,19625000.0,3d7.(4F).4d,e 3P,nan,3d7.(4F<5/2>).4f,2[3/2]*,nan,9.0,8.0
184,276.27771,180000000.0,3d7.(2D2).4p,y 1F*,nan,3d7.(2D2).5s,1D,nan,7.0,5.0
185,229.93848666666668,411904761.9047619,3d7.(2P).4p,x 3D*,nan,3d7.(2P).4d,3F,nan,15.0,21.0
186,665.9961,5940000.0,3d7.(4F).5p,5G*,nan,3d7.(4F).5d,5F,nan,45.0,20.0
187,234.5780445,167333333.33333334,3d7.(2P).4s,c 3P,nan,3d7.(2P).4p,x 3D*,nan,9.0,15.0
188,260.39154,170000000.0,3d7.(2H).4p,z 1I*,nan,3d7.(2H).5s,1H,nan,13.0,11.0
189,258.473417,101142857.14285715,3d7.(4F).4p,z 5F*,nan,3d7.(4F).5s,e 5F,nan,35.0,35.0
190,148.095446,21933333.333333332,3d8,a 3F,nan,3d7.(2P).4p,x 3D*,nan,21.0,15.0
191,232.217455,45375000.0,3d7.(2G).4p,y 3G*,nan,3d7.(2G).4d,3I,nan,27.0,24.0
192,219.0325112,10229523.80952381,3d7.(4F).4s,a 5F,nan,3d7.(4F).4p,z 3F*,nan,35.0,21.0
193,991.62745,69535714.28571428,3d7.(4F<5/2>).4f,2[11/2]*,nan,3d7.(4F<5/2>).5g,2[13/2],nan,24.0,28.0
194,515.4893950000001,39750000.0,3d7.(4F).4d,e 3D,nan,3d7.(4F<3/2>).4f,2[3/2]*,nan,15.0,8.0
195,280.800273,288000.0,3d7.(4F).4s,b 3F,nan,3d7.(4F).4p,z 5D*,nan,21.0,25.0
196,658.7853500000001,3502564.1025641025,3d7.(4F).5p,3G*,nan,3d7.(4F).5d,5H,nan,27.0,39.0
197,246.77974,83333333.33333333,3d7.(2P).4s,c 3P,nan,3d7.(2P).4p,z 3P*,nan,9.0,9.0
198,230.976562,139000000.0,3d7.(2G).4p,z 1F*,nan,3d7.(2G).4d,1G,nan,7.0,9.0
199,240.43997266666668,162037037.03703704,3d7.(4F).4p,z 3F*,nan,3d7.(4F).4d,e 3G,nan,21.0,27.0
200,778.61724,9428571.42857143,3d7.(4F).5p,5F*,nan,3d7.(4F).6s,3F,nan,35.0,21.0
201,230.4678,650000000.0,3d7.(2G).4p,z 1H*,nan,3d7.(2G).4d,1I,nan,11.0,13.0
202,992.2131666666668,68845312.5,3d7.(4F<7/2>).4f,2[13/2]*,nan,3d7.(4F<7/2>).5g,2[15/2],nan,28.0,32.0
203,242.083692,297407407.4074074,3d7.(2H).4s,a 3H,nan,3d7.(2H).4p,x 3G*,nan,33.0,27.0
204,272.150284,105555555.55555555,3d7.(4P).4p,y 3D*,nan,3d7.(4P).5s,3P,nan,15.0,9.0
205,1863.0909,1944444.4444444445,3d7.(4F).4d,e 3H,nan,3d7.(4F).5p,3G*,nan,33.0,27.0
206,507.60849,90750000.0,3d7.(4F).4d,e 5H,nan,3d7.(4F<5/2>).4f,2[11/2]*,nan,55.0,24.0
207,594.21248,10500000.0,3d7.(4F).4d,f 3F,nan,3d7.(4F<5/2>).4f,2[5/2]*,nan,21.0,12.0
208,988.0957999999999,48859583.333333336,3d7.(4F<5/2>).4f,2[9/2]*,nan,3d7.(4F<5/2>).5g,2[11/2],nan,20.0,24.0
209,237.77544,62500000.0,3d7.(4P).4p,y 3P*,nan,3d7.(2G).4d,3D,nan,9.0,12.0
210,222.07968599999998,340000000.0,3d7.(4F).4p,z 5F*,nan,3d7.(4F).4d,e 5P,nan,35.0,15.0
211,503.89803,63750000.0,3d7.(4F).4d,e 5G,nan,3d7.(4F<9/2>).4f,2[15/2]*,nan,45.0,32.0
212,828.0010649999999,15225925.925925925,3d7.(4F).5s,e 5F,nan,3d7.(4F).5p,3G*,nan,35.0,27.0
213,527.36066,15000000.0,3d7.(4F).4d,e 3D,nan,3d7.(4F<5/2>).4f,2[3/2]*,nan,15.0,8.0
214,221.840681,54000000.0,3d7.(4F).4p,z 5F*,nan,3d7.(4F).4d,e 5D,nan,35.0,25.0
215,468.64687000000004,0.5019259259259259,3d8,a 3F,nan,3d7.(2G).4s,a 3G,nan,21.0,27.0
216,570.51958,47625000.0,3d7.(4F).4d,e 3P,nan,3d7.(4F<3/2>).4f,2[3/2]*,nan,9.0,8.0
217,498.082,13928571.42857143,3d7.(4F).4d,f 5F,nan,3d7.(4F<9/2>).4f,2[13/2]*,nan,35.0,28.0
218,286.745266,63000000.0,3d7.(2H).4p,y 1G*,nan,3d7.(2H).5s,1H,nan,9.0,11.0
219,228.96268,510000000.0,3d7.(2P).4p,z 1D*,nan,3d7.(2P).4d,1F,nan,5.0,7.0
220,502.73124,28875000.0,3d7.(4F).4d,e 5D,nan,3d7.(4F<7/2>).4f,2[11/2]*,nan,25.0,24.0
221,1732.29575,317407.4074074074,3d7.(4F).4d,e 3G,nan,3d7.(4F).5p,3G*,nan,27.0,27.0
222,251.86635585714288,257571428.57142857,3d7.(4F).4s,b 3F,nan,3d7.(4F).4p,z 3F*,nan,21.0,21.0
223,993.46375,26350000.0,3d7.(4F<9/2>).4f,2[5/2]*,nan,3d7.(4F<9/2>).5g,2[3/2],nan,12.0,8.0
224,237.18247,210000000.0,3d7.(2H).4p,y 3H*,nan,3d7.(2H).4d,1H,nan,33.0,11.0
225,224.634386,170000000.0,3d7.(2D2).4p,x 3F*,nan,3d7.(2D2).4d,1G,nan,21.0,9.0
226,577.30711,7500000.0,3d7.(4F).4d,e 3P,nan,3d7.(4F<7/2>).4f,2[3/2]*,nan,9.0,8.0
227,232.203462,58333333.333333336,3d7.(2D2).4p,x 3F*,nan,3d7.(2D2).4d,3D,nan,21.0,15.0
228,525.08254,13291666.666666666,3d7.(4F).4d,e 5D,nan,3d7.(4F<9/2>).4f,2[11/2]*,nan,25.0,24.0
229,219.522202,87000000.0,3d7.(2H).4p,z 3I*,nan,3d7.(2H).4d,1H,nan,39.0,11.0
230,993.9946500000001,29333333.333333332,3d7.(4F<9/2>).4f,2[5/2]*,nan,3d7.(4F<9/2>).5g,2[5/2],nan,12.0,12.0
231,268.690306,73000000.0,3d7.(2G).4p,y 3G*,nan,3d7.(2G).5s,e 1G,nan,27.0,9.0
232,232.191002,72857142.85714285,3d7.(2D2).4p,x 3F*,nan,3d7.(2D2).4d,3F,nan,21.0,21.0
233,221.26291625,224222222.2222222,3d7.(4F).4p,z 5F*,nan,3d7.(4F).4d,e 5G,nan,35.0,45.0
234,994.9458,14000000.0,3d7.(4F<7/2>).4f,2[1/2]*,nan,3d7.(4F<7/2>).5g,2[3/2],nan,4.0,8.0
235,1768.5015250000001,1305714.2857142857,3d7.(4F).4d,e 3G,nan,3d7.(4F).5p,3F*,nan,27.0,21.0
236,849.0432149999999,37591666.666666664,3d7.(4F).5s,e 3F,nan,3d7.(4F).5p,3D*,nan,21.0,12.0
237,235.578239,295814814.8148148,3d7.(4F).4p,z 3G*,nan,3d7.(4F).4d,e 3G,nan,27.0,27.0
238,234.9508493333333,271481481.4814815,3d7.(2F).4s,c 3F,nan,3d7.(2F).4p,w 3G*,nan,21.0,27.0
239,992.741,3150000.0,3d7.(4F<7/2>).4f,2[5/2]*,nan,3d7.(4F<7/2>).5g,2[9/2],nan,12.0,20.0
240,146.621091,32185185.185185187,3d8,a 3F,nan,3d7.(2H).4p,x 3G*,nan,21.0,27.0
241,518.54221,16875000.0,3d7.(4F).4d,e 5D,nan,3d7.(4F<5/2>).4f,2[3/2]*,nan,25.0,8.0
242,2013.192,415714.28571428574,3d7.(4F).4d,f 5F,nan,3d7.(4F).5p,5D*,nan,35.0,21.0
243,1880.1675,806666.6666666666,3d7.(4F).4d,e 3H,nan,3d7.(4F).5p,5G*,nan,33.0,45.0
244,660.1634,4794871.794871795,3d7.(4F).5p,3F*,nan,3d7.(4F).5d,5H,nan,21.0,39.0
245,234.9304305833333,288560000.0,3d7.(4F).4s,a 5F,nan,3d7.(4F).4p,z 5D*,nan,35.0,25.0
246,669.818,23000000.0,3d7.(4F).5p,3D*,nan,3d7.(4F).5d,3D,nan,12.0,5.0
247,496.34671,4781250.0,3d7.(4F).4d,e 3D,nan,3d7.(4F<5/2>).4f,2[7/2]*,nan,15.0,16.0
248,269.389033,276666.6666666667,3d8,a 3P,nan,3d7.(4F).4p,z 3F*,nan,9.0,21.0
249,225.75831449999998,547500000.0,3d7.(2G).4p,z 3H*,nan,3d7.(2G).4d,3I,nan,33.0,24.0
250,949.01482,0.015190476190476193,3d8,a 3F,nan,3d7.(4F).4s,b 3F,nan,21.0,21.0
251,988.5875,7150000.0,3d7.(4F<9/2>).4f,2[11/2]*,nan,3d7.(4F<9/2>).5g,2[9/2],nan,24.0,20.0
252,230.82159,350000000.0,3d7.(2D2).4s,b 1D,nan,3d7.(2D2).4p,y 1P*,nan,5.0,3.0
253,497.27604499999995,40000000.0,3d7.(4F).4d,f 5F,nan,3d7.(4F<7/2>).4f,2[5/2]*,nan,35.0,12.0
254,258.87404666666663,192727272.72727272,3d7.(2H).4p,z 3I*,nan,3d7.(2H).5s,3H,nan,39.0,33.0
255,509.62118499999997,66000000.0,3d7.(4F).4d,e 5D,nan,3d7.(4F<3/2>).4f,2[5/2]*,nan,25.0,12.0
256,222.192103,39925925.925925925,3d7.(4F).4p,z 5D*,nan,3d7.(4F).4d,e 3G,nan,25.0,27.0
257,508.5028,40687500.0,3d7.(4F).4d,e 5P,nan,3d7.(4F<9/2>).4f,2[7/2]*,nan,15.0,16.0
258,251.191596,210000000.0,3d7.(2G).4s,b 1G,nan,3d7.(2G).4p,z 1H*,nan,9.0,11.0
259,205.38447733333336,492666666.6666667,3d7.(4P).4p,z 5S*,nan,3d7.(4P).4d,5P,nan,5.0,15.0
260,991.342,1588500.0,3d7.(4F<5/2>).4f,2[5/2]*,nan,3d7.(4F<5/2>).5g,2[9/2],nan,12.0,20.0
261,986.50495,5417000.0,3d7.(4F<3/2>).4f,2[7/2]*,nan,3d7.(4F<3/2>).5g,2[7/2],nan,16.0,16.0
262,523.25606,74800000.0,3d7.(4F).4d,e 3H,nan,3d7.(4F<3/2>).4f,2[9/2]*,nan,33.0,20.0
263,1786.31845,1809047.619047619,3d7.(4P).4d,5F,nan,3d7.(4P).5p,5D*,nan,35.0,21.0
264,561.79804,6710000.0,3d7.(4F).4d,f 3F,nan,3d7.(4F<5/2>).4f,2[9/2]*,nan,21.0,20.0
265,208.334167,123000000.0,3d7.(2G).4s,b 1G,nan,3d7.(2H).4p,y 1G*,nan,9.0,9.0
266,500.2430100000001,48937500.0,3d7.(4F).4d,e 5G,nan,3d7.(4F<5/2>).4f,2[7/2]*,nan,45.0,16.0
267,549.09677,8156250.0,3d7.(4F).4d,e 3G,nan,3d7.(4F<9/2>).4f,2[7/2]*,nan,27.0,16.0
268,988.4186,2508333.3333333335,3d7.(4F<7/2>).4f,2[7/2]*,nan,3d7.(4F<7/2>).5g,2[5/2],nan,16.0,12.0
269,993.2584999999999,9263107.142857144,3d7.(4F<7/2>).4f,2[13/2]*,nan,3d7.(4F<7/2>).5g,2[13/2],nan,28.0,28.0
270,527.46471,87000000.0,3d7.(4F).4d,e 3H,nan,3d7.(4F<5/2>).4f,2[11/2]*,nan,33.0,24.0
271,668.3531,5194444.444444444,3d7.(4F).5p,3F*,nan,3d7.(4F).5d,5G,nan,21.0,36.0
272,220.600073,184666666.66666666,3d7.(2P).4p,z 3P*,nan,3d7.(2P).4d,3D,nan,9.0,15.0
273,256.48393960000004,223592592.5925926,3d7.(4F).4s,b 3F,nan,3d7.(4F).4p,z 3G*,nan,21.0,27.0
274,233.74308,48000000.0,3d7.(4P).4p,y 3D*,nan,3d7.(4P).4d,5D,nan,15.0,25.0
275,243.36521000000002,288205128.2051282,3d7.(2H).4s,a 3H,nan,3d7.(2H).4p,z 3I*,nan,33.0,39.0
276,256.079835,220000000.0,3d7.(2H).4s,a 1H,nan,3d7.(2H).4p,z 1I*,nan,11.0,13.0
277,689.8188,2437500.0,3d7.(4F).5p,5G*,nan,3d7.(4F).5d,3H,nan,45.0,24.0
278,268.14735540000004,191714285.7142857,3d7.(4F).4p,z 5G*,nan,3d7.(4F).5s,e 5F,nan,45.0,35.0
279,231.707941,218484848.4848485,3d7.(2G).4p,y 3G*,nan,3d7.(2G).4d,3H,nan,27.0,33.0
280,522.54243,8100000.0,3d7.(4F).4d,e 5H,nan,3d7.(4F<5/2>).4f,2[9/2]*,nan,55.0,20.0
281,229.84234,94444444.44444445,3d7.(2P).4p,x 3D*,nan,3d7.(2P).4d,3P,nan,15.0,9.0
282,988.04545,42245833.333333336,3d7.(4F<7/2>).4f,2[9/2]*,nan,3d7.(4F<7/2>).5g,2[11/2],nan,20.0,24.0
283,897.3917633333334,24907407.407407407,3d7.(4F).5s,e 3F,nan,3d7.(4F).5p,3G*,nan,21.0,27.0
284,987.5094,7631250.0,3d7.(4F<7/2>).4f,2[9/2]*,nan,3d7.(4F<7/2>).5g,2[7/2],nan,20.0,16.0
285,247.605022,300000000.0,3d7.(2H).4p,y 1H*,nan,3d7.(2H).4d,1I,nan,11.0,13.0
286,512.54208,68708333.33333333,3d7.(4F).4d,e 5G,nan,3d7.(4F<9/2>).4f,2[11/2]*,nan,45.0,24.0
287,534.14717,7931250.0,3d7.(4F).4d,e 3D,nan,3d7.(4F<9/2>).4f,2[7/2]*,nan,15.0,16.0
288,987.5196,9053571.42857143,3d7.(4F<9/2>).4f,2[9/2]*,nan,3d7.(4F<9/2>).5g,2[13/2],nan,20.0,28.0
289,528.79935,23100000.0,3d7.(4F).4d,e 3H,nan,3d7.(4F<5/2>).4f,2[9/2]*,nan,33.0,20.0
290,221.970981,57428571.428571425,3d7.(2H).4p,x 3G*,nan,3d7.(2D2).4d,3F,nan,27.0,21.0
291,155.276226,32100000.0,3d8,a 3F,nan,3d7.(2G).4p,z 1G*,nan,21.0,9.0
292,987.39435,61850000.0,3d7.(4F<3/2>).4f,2[7/2]*,nan,3d7.(4F<3/2>).5g,2[9/2],nan,16.0,20.0
293,605.27675,16125000.0,3d7.(4F).4d,e 3P,nan,3d7.(4F<9/2>).4f,2[3/2]*,nan,9.0,8.0
294,229.65656966666666,182666666.66666666,3d7.(2G).4p,y 3G*,nan,3d7.(2G).4d,3F,nan,27.0,21.0
295,499.4441875,133500000.0,3d7.(4F).4d,f 5F,nan,3d7.(4F<9/2>).4f,2[9/2]*,nan,35.0,20.0
296,699.9254,19000000.0,3d7.(4F).5p,3F*,nan,3d7.(4F).5d,3G,nan,21.0,11.0
297,800.6471466666667,37571428.571428575,3d7.(4F).5p,3G*,nan,3d7.(4F).6s,3F,nan,27.0,21.0
298,578.29769,7500000.0,3d7.(4F).4d,e 3P,nan,3d7.(4F<7/2>).4f,2[5/2]*,nan,9.0,12.0
299,518.28703,11458333.333333334,3d7.(4F).4d,e 5H,nan,3d7.(4F<7/2>).4f,2[11/2]*,nan,55.0,24.0
300,661.66072,39000000.0,3d7.(4F).5p,3G*,nan,3d7.(4F).5d,3G,nan,27.0,11.0
301,1926.3593666666666,1213142.857142857,3d7.(4F).4d,e 5G,nan,3d7.(4F).5p,5F*,nan,45.0,35.0
302,243.903742,15644444.444444444,3d7.(4F).4p,z 3F*,nan,3d7.(4F).4d,e 5G,nan,21.0,45.0
303,793.463228,36800000.0,3d7.(4F).5p,5G*,nan,3d7.(4F).6s,5F,nan,45.0,35.0
304,264.455893,127000000.0,3d7.(4P).4p,y 5D*,nan,3d7.(4P).5s,5P,nan,25.0,15.0
305,672.35157,0.29,3d7.(4F).4s,b 3F,nan,3d7.(2G).4s,b 1G,nan,21.0,9.0
306,229.133442,240000000.0,3d7.(2G).4p,z 1H*,nan,3d7.(2G).4d,1H,nan,11.0,11.0
307,224.11490483333333,379600000.0,3d7.(4F).4p,z 5D*,nan,3d7.(4F).4d,e 5D,nan,25.0,25.0
308,504.905165,46625000.0,3d7.(4F).4d,e 5D,nan,3d7.(4F<3/2>).4f,2[7/2]*,nan,25.0,16.0
309,593.17248,10625000.0,3d7.(4F).4d,f 3F,nan,3d7.(4F<5/2>).4f,2[3/2]*,nan,21.0,8.0
310,250.650275,84000000.0,3d7.(4F).4p,z 3D*,nan,3d7.(4F).4d,e 3D,nan,15.0,15.0
311,740.5250933333333,8682857.142857144,3d7.(4F).5p,5D*,nan,3d7.(4F).6s,5F,nan,21.0,35.0
312,988.1525,4781250.0,3d7.(4F<5/2>).4f,2[9/2]*,nan,3d7.(4F<5/2>).5g,2[7/2],nan,20.0,16.0
313,988.24155,24585000.0,3d7.(4F<5/2>).4f,2[9/2]*,nan,3d7.(4F<5/2>).5g,2[9/2],nan,20.0,20.0
314,220.376921,208717948.7179487,3d7.(2H).4p,z 3I*,nan,3d7.(2H).4d,3I,nan,39.0,39.0
315,511.45796,13416666.666666666,3d7.(4F).4d,e 5P,nan,3d7.(4F<7/2>).4f,2[5/2]*,nan,15.0,12.0
316,489.06586500000003,12740000.0,3d7.(4F).4d,f 5F,nan,3d7.(4F<7/2>).4f,2[9/2]*,nan,35.0,20.0
317,344.73631,1120000.0,3d7.(4P).4s,a 5P,nan,3d7.(4F).4p,z 5D*,nan,15.0,25.0
318,240.23515133333333,209629629.62962964,3d7.(2H).4p,y 3H*,nan,3d7.(2H).4d,3G,nan,33.0,27.0
319,987.8800000000001,19360000.0,3d7.(4F<7/2>).4f,2[9/2]*,nan,3d7.(4F<7/2>).5g,2[9/2],nan,20.0,20.0
320,275.073174,79000000.0,3d7.(2G).4p,z 1F*,nan,3d7.(2G).5s,e 1G,nan,7.0,9.0
321,1789.5307714285714,1580000.0,3d7.(4F).4d,f 5F,nan,3d7.(4F).5p,5F*,nan,35.0,35.0
322,237.29650666666666,207142857.14285713,3d7.(4F).4p,z 3D*,nan,3d7.(4F).4d,f 3F,nan,15.0,21.0
323,518.1500066666667,61375000.0,3d7.(4F).4d,f 5F,nan,3d7.(4F<9/2>).4f,2[3/2]*,nan,35.0,8.0
324,989.5706,8570833.333333334,3d7.(4F<7/2>).4f,2[7/2]*,nan,3d7.(4F<7/2>).5g,2[11/2],nan,16.0,24.0
325,219.57735833333334,108212121.21212122,3d7.(2H).4p,x 3G*,nan,3d7.(2H).4d,3H,nan,27.0,33.0
326,297.22621,100000000.0,3d7.(2H).4p,y 1H*,nan,3d7.(2H).5s,1H,nan,11.0,11.0
327,240.071778,240000000.0,3d7.(2G).4p,z 1F*,nan,3d7.(2G).4d,1F,nan,7.0,7.0
328,267.27871,180000000.0,3d7.(2G).4p,z 1H*,nan,3d7.(2G).5s,e 1G,nan,11.0,9.0
329,2029.5717,167142.85714285713,3d7.(4F).4d,e 5D,nan,3d7.(4F).5p,5F*,nan,25.0,35.0
330,579.50223,4112500.0,3d7.(4F).4d,e 3P,nan,3d7.(4F<7/2>).4f,2[7/2]*,nan,9.0,16.0
331,268.313122,93481481.48148148,3d7.(2G).4p,y 3F*,nan,3d7.(2G).5s,f 3G,nan,21.0,27.0
332,994.7097,57791666.666666664,3d7.(4F<3/2>).4f,2[3/2]*,nan,3d7.(4F<3/2>).5g,2[5/2],nan,8.0,12.0
333,228.33,270000000.0,3d7.(2P).4p,1S*,nan,3d7.(2P).4d,1P,nan,1.0,3.0
334,239.661477,46000000.0,3d7.(4F).4p,z 3F*,nan,3d7.(4F).4d,e 3D,nan,21.0,15.0
335,293.745794,48666666.666666664,3d7.(4F).4p,z 3D*,nan,3d7.(4F).5s,e 3F,nan,15.0,21.0
336,515.110465,16155000.0,3d7.(4F).4d,e 5D,nan,3d7.(4F<7/2>).4f,2[9/2]*,nan,25.0,20.0
337,710.22465,0.005180000000000001,3d8,a 3P,nan,3d7.(2D2).4s,a 3D,nan,9.0,15.0
338,983.6779666666666,19494642.85714286,3d7.(4F<9/2>).4f,2[13/2]*,nan,3d7.(4F<9/2>).5g,2[13/2],nan,28.0,28.0
339,244.67577,240000000.0,3d7.(2G).4s,b 1G,nan,3d7.(2G).4p,z 1F*,nan,9.0,7.0
340,229.119368,179416666.66666666,3d7.(2G).4p,y 3F*,nan,3d7.(2G).4d,3D,nan,21.0,12.0
341,262.50203,54600000.0,3d7.(2D2).4p,w 3D*,nan,3d7.(2D2).5s,3D,nan,15.0,15.0
342,866.7400677777778,37465714.28571428,3d7.(4F).5s,e 5F,nan,3d7.(4F).5p,5F*,nan,35.0,35.0
343,234.4260416666667,309047619.04761904,3d7.(4P).4p,y 3D*,nan,3d7.(4P).4d,3F,nan,15.0,21.0
344,235.07879400000002,330606060.6060606,3d7.(2H).4p,y 3H*,nan,3d7.(2H).4d,3H,nan,33.0,33.0
345,988.5655999999999,25933250.0,3d7.(4F<7/2>).4f,2[7/2]*,nan,3d7.(4F<7/2>).5g,2[7/2],nan,16.0,16.0
346,234.852771,270000000.0,3d7.(2H).4s,a 1H,nan,3d7.(2H).4p,y 1G*,nan,11.0,9.0
347,988.6514999999999,59607142.85714286,3d7.(4F<7/2>).4f,2[11/2]*,nan,3d7.(4F<7/2>).5g,2[13/2],nan,24.0,28.0
