,ritz_wl_vac(nm),unc_ritz_wl,Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
94,1278.55,0.1,305200.0,AA,1s2.3d,2D,5/2,1s2.5f,2F*,5/2,6.0,6.0
95,1293.246,0.01,22800.0,A,1s2.3d,2D,3/2,1s2.5p,2P*,3/2,4.0,4.0
96,1293.246,0.01,228000.0,A,1s2.3d,2D,3/2,1s2.5p,2P*,1/2,4.0,2.0
97,1293.253,0.01,205000.0,A,1s2.3d,2D,5/2,1s2.5p,2P*,3/2,6.0,4.0
98,1356.094,0.01,941000.0,A,1s2.3p,2P*,1/2,1s2.5s,2S,1/2,2.0,2.0
99,1356.094,0.01,1890000.0,A,1s2.3p,2P*,3/2,1s2.5s,2S,1/2,4.0,2.0
100,1483.77,0.1,4400.0,B,1s2.4s,2S,1/2,1s2.8p,2P*,1/2,2.0,2.0
101,1483.77,0.1,4400.0,B,1s2.4s,2S,1/2,1s2.8p,2P*,3/2,2.0,4.0
102,1611.53,0.1,4150.0,B,1s2.4s,2S,1/2,1s2.7p,2P*,3/2,2.0,4.0
103,1611.53,0.1,4160.0,B,1s2.4s,2S,1/2,1s2.7p,2P*,1/2,2.0,2.0
104,1754.996,0.01,6783000.0,AA,1s2.3p,2P*,3/2,1s2.4d,2D,5/2,4.0,6.0
105,1755.002,0.01,1131000.0,AA,1s2.3p,2P*,3/2,1s2.4d,2D,3/2,4.0,4.0
106,1755.002,0.01,5652000.0,AA,1s2.3p,2P*,1/2,1s2.4d,2D,3/2,2.0,4.0
107,1859.16,0.1,1880.0,B,1s2.4s,2S,1/2,1s2.6p,2P*,1/2,2.0,2.0
108,1859.16,0.1,1870.0,B,1s2.4s,2S,1/2,1s2.6p,2P*,3/2,2.0,4.0
109,1870.2,1.0,922000.0,AA,1s2.3d,2D,5/2,1s2.4f,2F*,5/2,6.0,6.0
110,1870.2,1.0,12910000.0,AA,1s2.3d,2D,3/2,1s2.4f,2F*,5/2,4.0,6.0
111,1870.2,1.0,13830000.0,AA,1s2.3d,2D,5/2,1s2.4f,2F*,7/2,6.0,8.0
112,1886.2,1.0,59100.0,A,1s2.4p,2P*,3/2,1s2.8d,2D,3/2,4.0,4.0
113,1886.2,1.0,355000.0,A,1s2.4p,2P*,3/2,1s2.8d,2D,5/2,4.0,6.0
114,1886.2,1.0,296000.0,A,1s2.4p,2P*,1/2,1s2.8d,2D,3/2,2.0,4.0
115,1928.09,0.1,536300.0,AA,1s2.3d,2D,3/2,1s2.4p,2P*,1/2,4.0,2.0
116,1928.09,0.1,53630.0,AA,1s2.3d,2D,3/2,1s2.4p,2P*,3/2,4.0,4.0
117,1928.11,0.1,482600.0,AA,1s2.3d,2D,5/2,1s2.4p,2P*,3/2,6.0,4.0
118,1949.98,0.1,49000.0,A,1s2.4d,2D,3/2,1s2.8p,2P*,1/2,4.0,2.0
119,1949.98,0.1,4910.0,A,1s2.4d,2D,3/2,1s2.8p,2P*,3/2,4.0,4.0
120,1949.99,0.1,44200.0,A,1s2.4d,2D,5/2,1s2.8p,2P*,3/2,6.0,4.0
121,1954.1,1.0,224000.0,A,1s2.4p,2P*,3/2,1s2.8s,2S,1/2,4.0,2.0
122,1954.1,1.0,112000.0,A,1s2.4p,2P*,1/2,1s2.8s,2S,1/2,2.0,2.0
123,2093.4,1.0,530000.0,A,1s2.4p,2P*,3/2,1s2.7d,2D,5/2,4.0,6.0
124,2093.4,1.0,88900.0,A,1s2.4p,2P*,3/2,1s2.7d,2D,3/2,4.0,4.0
125,2093.4,1.0,443000.0,A,1s2.4p,2P*,1/2,1s2.7d,2D,3/2,2.0,4.0
126,2176.77,0.1,78100.0,A,1s2.4d,2D,3/2,1s2.7p,2P*,1/2,4.0,2.0
127,2176.77,0.1,7810.0,A,1s2.4d,2D,3/2,1s2.7p,2P*,3/2,4.0,4.0
128,2176.78,0.1,70200.0,A,1s2.4d,2D,5/2,1s2.7p,2P*,3/2,6.0,4.0
129,2223.0,0.5,358000.0,A,1s2.4p,2P*,3/2,1s2.7s,2S,1/2,4.0,2.0
130,2223.0,0.5,179000.0,A,1s2.4p,2P*,1/2,1s2.7s,2S,1/2,2.0,2.0
131,2446.97,0.1,4966000.0,AA,1s2.3p,2P*,3/2,1s2.4s,2S,1/2,4.0,2.0
132,2446.97,0.1,2483000.0,AA,1s2.3p,2P*,1/2,1s2.4s,2S,1/2,2.0,2.0
133,2497.81,0.1,3390.0,B,1s2.4s,2S,1/2,1s2.5p,2P*,1/2,2.0,2.0
134,2497.81,0.1,3380.0,B,1s2.4s,2S,1/2,1s2.5p,2P*,3/2,2.0,4.0
135,2520.31,0.1,699000.0,A,1s2.4p,2P*,1/2,1s2.6d,2D,3/2,2.0,4.0
136,2520.31,0.1,837000.0,A,1s2.4p,2P*,3/2,1s2.6d,2D,5/2,4.0,6.0
137,2520.31,0.1,140000.0,A,1s2.4p,2P*,3/2,1s2.6d,2D,3/2,4.0,4.0
138,2626.7,1.0,25000.0,B',1s2.4f,2F*,5/2,1s2.6d,2D,3/2,6.0,4.0
139,2626.7,1.0,23800.0,B',1s2.4f,2F*,7/2,1s2.6d,2D,5/2,8.0,6.0
140,2626.7,1.0,1190.0,B',1s2.4f,2F*,5/2,1s2.6d,2D,5/2,6.0,6.0
141,2654.31,0.1,137000.0,A,1s2.4d,2D,3/2,1s2.6p,2P*,1/2,4.0,2.0
142,2654.31,0.1,13700.0,A,1s2.4d,2D,3/2,1s2.6p,2P*,3/2,4.0,4.0
143,2654.32,0.1,123000.0,A,1s2.4d,2D,5/2,1s2.6p,2P*,3/2,6.0,4.0
144,2688.71,0.1,3738000.0,AA,1s2.3s,2S,1/2,1s2.3p,2P*,1/2,2.0,2.0
145,2688.71,0.1,3737000.0,AA,1s2.3s,2S,1/2,1s2.3p,2P*,3/2,2.0,4.0
146,2842.45,0.1,319000.0,A,1s2.4p,2P*,1/2,1s2.6s,2S,1/2,2.0,2.0
147,2842.45,0.1,640000.0,A,1s2.4p,2P*,3/2,1s2.6s,2S,1/2,4.0,2.0
148,2896.76,0.1,463.0,B,1s2.5s,2S,1/2,1s2.8p,2P*,1/2,2.0,2.0
149,2896.76,0.1,463.0,B,1s2.5s,2S,1/2,1s2.8p,2P*,3/2,2.0,4.0
150,3628.8,1.0,186000.0,A,1s2.5p,2P*,3/2,1s2.8d,2D,5/2,4.0,6.0
151,3628.8,1.0,31000.0,A,1s2.5p,2P*,3/2,1s2.8d,2D,3/2,4.0,4.0
152,3628.8,1.0,155000.0,A,1s2.5p,2P*,1/2,1s2.8d,2D,3/2,2.0,4.0
153,3764.07,0.1,45400.0,A,1s2.5d,2D,3/2,1s2.8p,2P*,1/2,4.0,2.0
154,3764.07,0.1,4540.0,A,1s2.5d,2D,3/2,1s2.8p,2P*,3/2,4.0,4.0
155,3764.08,0.1,40800.0,A,1s2.5d,2D,5/2,1s2.8p,2P*,3/2,6.0,4.0
156,3808.96,0.1,1360000.0,A,1s2.4p,2P*,3/2,1s2.5d,2D,5/2,4.0,6.0
157,3808.97,0.1,227000.0,A,1s2.4p,2P*,3/2,1s2.5d,2D,3/2,4.0,4.0
158,3808.97,0.1,1140000.0,A,1s2.4p,2P*,1/2,1s2.5d,2D,3/2,2.0,4.0
159,3888.7,1.0,77200.0,A,1s2.5p,2P*,1/2,1s2.8s,2S,1/2,2.0,2.0
160,3888.7,1.0,155000.0,A,1s2.5p,2P*,3/2,1s2.8s,2S,1/2,4.0,2.0
161,4030.4,1.0,2410000.0,B',1s2.4d,2D,3/2,1s2.5f,2F*,5/2,4.0,6.0
162,4030.5,1.0,2580000.0,B',1s2.4d,2D,5/2,1s2.5f,2F*,7/2,6.0,8.0
163,4030.5,1.0,172000.0,B',1s2.4d,2D,5/2,1s2.5f,2F*,5/2,6.0,6.0
164,4057.2,1.0,52300.0,B',1s2.4f,2F*,5/2,1s2.5d,2D,3/2,6.0,4.0
165,4057.2,1.0,49800.0,B',1s2.4f,2F*,7/2,1s2.5d,2D,5/2,8.0,6.0
166,4057.2,1.0,2490.0,B',1s2.4f,2F*,5/2,1s2.5d,2D,5/2,6.0,6.0
167,4180.29,0.1,276000.0,A,1s2.4d,2D,3/2,1s2.5p,2P*,1/2,4.0,2.0
168,4180.29,0.1,27700.0,A,1s2.4d,2D,3/2,1s2.5p,2P*,3/2,4.0,4.0
169,4180.32,0.1,249000.0,A,1s2.4d,2D,5/2,1s2.5p,2P*,3/2,6.0,4.0
170,4482.4,1.0,272000.0,A,1s2.5p,2P*,3/2,1s2.7d,2D,5/2,4.0,6.0
171,4482.4,1.0,45300.0,A,1s2.5p,2P*,3/2,1s2.7d,2D,3/2,4.0,4.0
172,4482.4,1.0,227000.0,A,1s2.5p,2P*,1/2,1s2.7d,2D,3/2,2.0,4.0
173,4711.6,1.0,67300.0,A,1s2.5d,2D,5/2,1s2.7p,2P*,3/2,6.0,4.0
174,4711.6,1.0,7460.0,A,1s2.5d,2D,3/2,1s2.7p,2P*,3/2,4.0,4.0
175,4711.6,1.0,74600.0,A,1s2.5d,2D,3/2,1s2.7p,2P*,1/2,4.0,2.0
176,4781.62,0.1,3330.0,A,1s2.5s,2S,1/2,1s2.6p,2P*,1/2,2.0,2.0
177,4781.62,0.1,3330.0,A,1s2.5s,2S,1/2,1s2.6p,2P*,3/2,2.0,4.0
178,5122.0,3.0,130000.0,A,1s2.5p,2P*,1/2,1s2.7s,2S,1/2,2.0,2.0
179,5122.0,3.0,259000.0,A,1s2.5p,2P*,3/2,1s2.7s,2S,1/2,4.0,2.0
180,5464.63,0.1,1500000.0,A,1s2.4p,2P*,3/2,1s2.5s,2S,1/2,4.0,2.0
181,5464.63,0.1,751000.0,A,1s2.4p,2P*,1/2,1s2.5s,2S,1/2,2.0,2.0
182,6861.1,1.0,776000.0,AA,1s2.4s,2S,1/2,1s2.4p,2P*,3/2,2.0,4.0
183,6861.1,1.0,776000.0,AA,1s2.4s,2S,1/2,1s2.4p,2P*,1/2,2.0,2.0
184,7033.5,1.0,399000.0,A,1s2.5p,2P*,3/2,1s2.6d,2D,5/2,4.0,6.0
185,7033.6,1.0,66400.0,A,1s2.5p,2P*,3/2,1s2.6d,2D,3/2,4.0,4.0
186,7033.6,1.0,332000.0,A,1s2.5p,2P*,1/2,1s2.6d,2D,3/2,2.0,4.0
187,7244.0,5.0,18000.0,A,1s2.6p,2P*,3/2,1s2.8d,2D,3/2,4.0,4.0
188,7244.0,5.0,89700.0,A,1s2.6p,2P*,1/2,1s2.8d,2D,3/2,2.0,4.0
189,7244.0,5.0,107000.0,A,1s2.6p,2P*,3/2,1s2.8d,2D,5/2,4.0,6.0
190,7502.9,1.0,2000.0,B',1s2.5f,2F*,5/2,1s2.6d,2D,5/2,6.0,6.0
191,7502.9,1.0,41900.0,B',1s2.5f,2F*,5/2,1s2.6d,2D,3/2,6.0,4.0
192,7502.9,1.0,39900.0,B',1s2.5f,2F*,7/2,1s2.6d,2D,5/2,8.0,6.0
193,7608.5,1.0,4160.0,A,1s2.6d,2D,3/2,1s2.8p,2P*,3/2,4.0,4.0
194,7608.5,1.0,41600.0,A,1s2.6d,2D,3/2,1s2.8p,2P*,1/2,4.0,2.0
195,7608.6,1.0,37500.0,A,1s2.6d,2D,5/2,1s2.8p,2P*,3/2,6.0,4.0
196,7716.6,1.0,13700.0,A,1s2.5d,2D,3/2,1s2.6p,2P*,3/2,4.0,4.0
197,7716.6,1.0,137000.0,A,1s2.5d,2D,3/2,1s2.6p,2P*,1/2,4.0,2.0
198,7716.6,1.0,123000.0,A,1s2.5d,2D,5/2,1s2.6p,2P*,3/2,6.0,4.0
199,8132.0,0.9,2170.0,A,1s2.6s,2S,1/2,1s2.7p,2P*,3/2,2.0,4.0
200,8132.0,0.9,2170.0,A,1s2.6s,2S,1/2,1s2.7p,2P*,1/2,2.0,2.0
201,8359.0,7.0,121000.0,A,1s2.6p,2P*,3/2,1s2.8s,2S,1/2,4.0,2.0
202,8359.0,7.0,60400.0,A,1s2.6p,2P*,1/2,1s2.8s,2S,1/2,2.0,2.0
