,ritz_wl_vac(nm),Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
0,175.191,48000000.0,C,3p6.3d9,2D,5/2,3p6.3d8.(3F).4p,2F*,7/2,6.0,8.0
1,203.4043,2300000.0,C,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,2F*,5/2,8.0,6.0
2,205.3951,2500000.0,B,3p6.3d8.(3F).4s,4F,9/2,3p6.3d8.(3F).4p,2F*,7/2,10.0,8.0
3,208.1509,8000000.0,C,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3F).4p,2D*,3/2,4.0,4.0
4,209.0768,7000000.0,C,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3F).4p,2F*,5/2,4.0,6.0
5,209.4218,6500000.0,C+,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,2F*,7/2,8.0,8.0
6,212.5788,6400000.0,C,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,2G*,7/2,8.0,8.0
7,212.6577,5000000.0,B,3p6.3d8.(3F).4s,4F,9/2,3p6.3d8.(3F).4p,4F*,7/2,10.0,8.0
8,212.925,24800000.0,B,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3F).4p,2F*,7/2,6.0,8.0
9,213.9256,17700000.0,C+,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,4F*,5/2,8.0,6.0
10,215.9415,35000000.0,C,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3F).4p,4F*,3/2,6.0,4.0
11,216.1893,20000000.0,C,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3F).4p,2G*,7/2,6.0,8.0
12,216.623,240000000.0,C,3p6.3d8.(3F).4s,4F,9/2,3p6.3d8.(3F).4p,4F*,9/2,10.0,10.0
13,216.9772,158000000.0,B,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,4F*,7/2,8.0,8.0
14,217.535,143000000.0,B,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,2G*,9/2,8.0,10.0
15,217.5824,177000000.0,B,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3F).4p,4F*,5/2,6.0,6.0
16,218.5286,290000000.0,B,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3F).4p,4F*,3/2,4.0,4.0
17,218.8726,5700000.0,C+,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,4G*,5/2,8.0,6.0
18,220.2092,130000000.0,B,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3F).4p,4F*,5/2,4.0,6.0
19,220.74,166000000.0,B,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3F).4p,4F*,7/2,6.0,8.0
20,221.1068,39000000.0,C,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,4F*,9/2,8.0,10.0
21,221.7168,340000000.0,B,3p6.3d8.(3F).4s,4F,9/2,3p6.3d8.(3F).4p,4G*,11/2,10.0,12.0
22,222.109,230000000.0,C,3p6.3d8.(3P).4s,4P,5/2,3p6.3d8.(1D).4p,2F*,7/2,6.0,8.0
23,222.3642,98000000.0,B,3p6.3d8.(3F).4s,4F,9/2,3p6.3d8.(3F).4p,4G*,9/2,10.0,10.0
24,222.505,32000000.0,C,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(3F).4p,2F*,5/2,8.0,6.0
25,222.5556,155000000.0,B,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,4G*,7/2,8.0,8.0
26,222.702,130000000.0,B,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3F).4p,4G*,5/2,6.0,6.0
27,225.4546,198000000.0,C+,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3F).4p,4G*,5/2,4.0,6.0
28,226.5161,143000000.0,B,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3F).4p,4G*,7/2,6.0,8.0
29,227.0914,156000000.0,B,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,4G*,9/2,8.0,10.0
30,227.9474,280000000.0,C,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(3F).4p,2D*,5/2,8.0,6.0
31,228.7786,280000000.0,C,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(3F).4p,2D*,3/2,6.0,4.0
32,229.7258,198000000.0,B,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(3F).4p,2F*,7/2,8.0,8.0
33,229.7849,270000000.0,B,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3F).4p,4D*,3/2,6.0,4.0
34,229.8197,300000000.0,B,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3F).4p,4D*,1/2,4.0,2.0
35,229.8975,280000000.0,C,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(3F).4p,2F*,5/2,6.0,6.0
36,230.3701,290000000.0,C,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,4D*,5/2,8.0,6.0
37,231.6748,288000000.0,B,3p6.3d8.(3F).4s,4F,9/2,3p6.3d8.(3F).4p,4D*,7/2,10.0,8.0
38,233.5302,80000000.0,C,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(3F).4p,2G*,7/2,8.0,8.0
39,235.7124,28000000.0,C,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(3F).4p,2D*,5/2,6.0,6.0
40,236.8108,7400000.0,B,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,4D*,7/2,8.0,8.0
41,237.6145,66000000.0,B,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(3F).4p,2F*,7/2,6.0,8.0
42,238.8491,15900000.0,B,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(3F).4p,4F*,7/2,8.0,8.0
43,239.5252,170000000.0,B,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(3F).4p,2G*,9/2,8.0,10.0
44,241.3,240000.0,C,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3F).4p,4D*,7/2,6.0,8.0
45,241.3773,8300000.0,B,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(3F).4p,4F*,3/2,6.0,4.0
46,241.6869,210000000.0,C,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(3F).4p,2G*,7/2,6.0,8.0
47,243.4293,7300000.0,B,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(3F).4p,4F*,5/2,6.0,6.0
48,243.8628,54000000.0,C,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(3F).4p,4F*,9/2,8.0,10.0
