,ritz_wl_vac(nm),Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
0,69.7528,20500000.0,C,2s2.2p4,3P,2.0,2s2.2p3.(2P*).4d,3D*,3.0,5.0,7.0
1,69.8299,15800000.0,C,2s2.2p4,3P,1.0,2s2.2p3.(2P*).4d,3D*,2.0,3.0,5.0
2,69.8299,8970000.0,C,2s2.2p4,3P,1.0,2s2.2p3.(2P*).4d,3D*,1.0,3.0,3.0
3,69.8634,11900000.0,C,2s2.2p4,3P,0.0,2s2.2p3.(2P*).4d,3D*,1.0,1.0,3.0
4,72.4835,11900000.0,C,2s2.2p4,3P,2.0,2s2.2p3.(2P*).3d,3D*,2.0,5.0,5.0
5,72.4835,46000000.0,C+,2s2.2p4,3P,2.0,2s2.2p3.(2P*).3d,3D*,3.0,5.0,7.0
6,72.5667,35300000.0,C+,2s2.2p4,3P,1.0,2s2.2p3.(2P*).3d,3D*,2.0,3.0,5.0
7,72.5667,20100000.0,C,2s2.2p4,3P,1.0,2s2.2p3.(2P*).3d,3D*,1.0,3.0,3.0
8,72.6029,26600000.0,C,2s2.2p4,3P,0.0,2s2.2p3.(2P*).3d,3D*,1.0,1.0,3.0
9,76.9353,88400000.0,C+,2s2.2p4,3P,2.0,2s2.2p3.(2D*<3/2>).4d,3P*,1.0,5.0,3.0
10,76.9408,159000000.0,C+,2s2.2p4,3P,2.0,2s2.2p3.(2D*<3/2>).4d,3P*,2.0,5.0,5.0
11,77.0260,211000000.0,C+,2s2.2p4,3P,1.0,2s2.2p3.(2D*<3/2>).4d,3P*,0.0,3.0,1.0
12,77.0291,52900000.0,C+,2s2.2p4,3P,1.0,2s2.2p3.(2D*<3/2>).4d,3P*,1.0,3.0,3.0
13,77.0346,52900000.0,C+,2s2.2p4,3P,1.0,2s2.2p3.(2D*<3/2>).4d,3P*,2.0,3.0,5.0
14,77.0699,70400000.0,C+,2s2.2p4,3P,0.0,2s2.2p3.(2D*<3/2>).4d,3P*,1.0,1.0,3.0
15,77.0793,25800000.0,C,2s2.2p4,3P,2.0,2s2.2p3.(2D*<3/2>).4d,3S*,1.0,5.0,3.0
16,77.0992,483000.0,C,2s2.2p4,3P,2.0,2s2.2p3.(2D*<5/2>).4d,3D*,1.0,5.0,3.0
17,77.1025,4400000.0,C,2s2.2p4,3P,2.0,2s2.2p3.(2D*<5/2>).4d,3D*,2.0,5.0,5.0
18,77.1056,17900000.0,C+,2s2.2p4,3P,2.0,2s2.2p3.(2D*<5/2>).4d,3D*,3.0,5.0,7.0
19,77.1734,15400000.0,C,2s2.2p4,3P,1.0,2s2.2p3.(2D*<3/2>).4d,3S*,1.0,3.0,3.0
20,77.1934,7200000.0,C,2s2.2p4,3P,1.0,2s2.2p3.(2D*<5/2>).4d,3D*,1.0,3.0,3.0
21,77.1967,13100000.0,C+,2s2.2p4,3P,1.0,2s2.2p3.(2D*<5/2>).4d,3D*,2.0,3.0,5.0
22,77.2143,5120000.0,C,2s2.2p4,3P,0.0,2s2.2p3.(2D*<3/2>).4d,3S*,1.0,1.0,3.0
23,77.2344,9580000.0,C,2s2.2p4,3P,0.0,2s2.2p3.(2D*<5/2>).4d,3D*,1.0,1.0,3.0
24,79.1514,275000000.0,B,2s2.2p4,3P,2.0,2s.2p5,3P*,1.0,5.0,3.0
25,79.1973,494000000.0,B,2s2.2p4,3P,2.0,2s.2p5,3P*,2.0,5.0,5.0
26,79.2233,659000000.0,B,2s2.2p4,3P,1.0,2s.2p5,3P*,0.0,3.0,1.0
27,79.2506,164000000.0,B,2s2.2p4,3P,1.0,2s.2p5,3P*,1.0,3.0,3.0
28,79.2938,219000000.0,B,2s2.2p4,3P,0.0,2s.2p5,3P*,1.0,1.0,3.0
29,79.2967,164000000.0,B,2s2.2p4,3P,1.0,2s.2p5,3P*,2.0,3.0,5.0
30,80.4270,70200000.0,C,2s2.2p4,3P,2.0,2s2.2p3.(2D*<3/2>).3d,3S*,1.0,5.0,3.0
31,80.4779,11000000.0,C+,2s2.2p4,3P,2.0,2s2.2p3.(2D*<5/2>).3d,3D*,2.0,5.0,5.0
32,80.4848,44700000.0,B,2s2.2p4,3P,2.0,2s2.2p3.(2D*<5/2>).3d,3D*,3.0,5.0,7.0
33,80.5295,42100000.0,C,2s2.2p4,3P,1.0,2s2.2p3.(2D*<3/2>).3d,3S*,1.0,3.0,3.0
34,80.5741,14000000.0,C,2s2.2p4,3P,0.0,2s2.2p3.(2D*<3/2>).3d,3S*,1.0,1.0,3.0
35,80.5765,18000000.0,C+,2s2.2p4,3P,1.0,2s2.2p3.(2D*<5/2>).3d,3D*,1.0,3.0,3.0
36,80.5805,32900000.0,B,2s2.2p4,3P,1.0,2s2.2p3.(2D*<5/2>).3d,3D*,2.0,3.0,5.0
37,80.6211,24000000.0,C+,2s2.2p4,3P,0.0,2s2.2p3.(2D*<5/2>).3d,3D*,1.0,1.0,3.0
38,81.1051,24600000.0,C,2s2.2p4,3P,2.0,2s2.2p3.(2D*<3/2>).3d,3P*,2.0,5.0,5.0
39,81.6720,1630000.0,C,2s2.2p4,3P,2.0,2s2.2p3.(2D*).4s,3D*,1.0,5.0,3.0
40,81.6772,14700000.0,C+,2s2.2p4,3P,2.0,2s2.2p3.(2D*).4s,3D*,2.0,5.0,5.0
41,81.6862,58900000.0,B,2s2.2p4,3P,2.0,2s2.2p3.(2D*).4s,3D*,3.0,5.0,7.0
42,81.7777,24400000.0,C+,2s2.2p4,3P,1.0,2s2.2p3.(2D*).4s,3D*,1.0,3.0,3.0
43,81.7829,44000000.0,B,2s2.2p4,3P,1.0,2s2.2p3.(2D*).4s,3D*,2.0,3.0,5.0
44,81.8237,32500000.0,C+,2s2.2p4,3P,0.0,2s2.2p3.(2D*).4s,3D*,1.0,1.0,3.0
45,83.9827,10300000.0,B,2s2.2p4,1D,2.0,2s2.2p3.(2D*<3/2>).8d,1D*,2.0,5.0,5.0
46,83.9827,11200000.0,B,2s2.2p4,1D,2.0,2s2.2p3.(2D*<3/2>).8d,1F*,3.0,5.0,7.0
47,84.3589,15100000.0,B,2s2.2p4,1D,2.0,2s2.2p3.(2D*<3/2>).7d,1D*,2.0,5.0,5.0
48,84.3589,16300000.0,B,2s2.2p4,1D,2.0,2s2.2p3.(2D*<3/2>).7d,1F*,3.0,5.0,7.0
49,84.4330,9090000.0,B,2s2.2p4,1D,2.0,2s2.2p3.(2D*<3/2>).8s,1D*,2.0,5.0,5.0
50,84.9451,24900000.0,B,2s2.2p4,1D,2.0,2s2.2p3.(2D*<3/2>).6d,1F*,3.0,5.0,7.0
51,84.9480,23300000.0,B,2s2.2p4,1D,2.0,2s2.2p3.(2D*<3/2>).6d,1D*,2.0,5.0,5.0
52,85.0679,14600000.0,B,2s2.2p4,1D,2.0,2s2.2p3.(2D*<3/2>).7s,1D*,2.0,5.0,5.0
53,85.9312,40600000.0,B,2s2.2p4,1D,2.0,2s2.2p3.(2D*<3/2>).5d,1F*,3.0,5.0,7.0
54,85.9349,38200000.0,B,2s2.2p4,1D,2.0,2s2.2p3.(2D*<3/2>).5d,1D*,2.0,5.0,5.0
55,85.9586,11000000.0,B,2s2.2p4,1D,2.0,2s2.2p3.(2D*<5/2>).5d,1P*,1.0,5.0,3.0
56,86.1563,25800000.0,B,2s2.2p4,1D,2.0,2s2.2p3.(2D*<3/2>).6s,1D*,2.0,5.0,5.0
57,87.7798,285000000.0,C+,2s2.2p4,3P,2.0,2s2.2p3.(2P*).3s,3P*,1.0,5.0,3.0
58,87.7879,512000000.0,C+,2s2.2p4,3P,2.0,2s2.2p3.(2P*).3s,3P*,2.0,5.0,5.0
59,87.8201,70500000.0,B,2s2.2p4,1D,2.0,2s2.2p3.(2D*<3/2>).4d,1F*,3.0,5.0,7.0
60,87.8247,66800000.0,B,2s2.2p4,1D,2.0,2s2.2p3.(2D*<3/2>).4d,1D*,2.0,5.0,5.0
61,87.8618,17000000.0,B,2s2.2p4,1D,2.0,2s2.2p3.(2D*<5/2>).4d,1P*,1.0,5.0,3.0
62,87.8972,681000000.0,C+,2s2.2p4,3P,1.0,2s2.2p3.(2P*).3s,3P*,0.0,3.0,1.0
63,87.9019,170000000.0,C+,2s2.2p4,3P,1.0,2s2.2p3.(2P*).3s,3P*,1.0,3.0,3.0
64,87.9100,170000000.0,C+,2s2.2p4,3P,1.0,2s2.2p3.(2P*).3s,3P*,2.0,3.0,5.0
65,87.9551,226000000.0,C+,2s2.2p4,3P,0.0,2s2.2p3.(2P*).3s,3P*,1.0,1.0,3.0
66,88.2889,52200000.0,B,2s2.2p4,1D,2.0,2s2.2p3.(2D*<3/2>).5s,1D*,2.0,5.0,5.0
67,92.2008,123000000.0,B,2s2.2p4,1D,2.0,2s2.2p3.(2D*<3/2>).3d,1F*,3.0,5.0,7.0
68,92.2073,117000000.0,B,2s2.2p4,1D,2.0,2s2.2p3.(2D*<3/2>).3d,1D*,2.0,5.0,5.0
69,92.2457,20400000.0,B,2s2.2p4,1D,2.0,2s2.2p3.(2D*<5/2>).3d,1P*,1.0,5.0,3.0
70,92.4950,7220000.0,C,2s2.2p4,3P,2.0,2s2.2p3.(4S*).8d,3D*,3.0,5.0,7.0
71,92.4950,1810000.0,C,2s2.2p4,3P,2.0,2s2.2p3.(4S*).8d,3D*,2.0,5.0,5.0
72,92.6306,5390000.0,C,2s2.2p4,3P,1.0,2s2.2p3.(4S*).8d,3D*,2.0,3.0,5.0
73,92.6306,3000000.0,C,2s2.2p4,3P,1.0,2s2.2p3.(4S*).8d,3D*,1.0,3.0,3.0
74,92.6896,3990000.0,C,2s2.2p4,3P,0.0,2s2.2p3.(4S*).8d,3D*,1.0,1.0,3.0
75,92.9517,10600000.0,C,2s2.2p4,3P,2.0,2s2.2p3.(4S*).7d,3D*,3.0,5.0,7.0
76,92.9517,2660000.0,C,2s2.2p4,3P,2.0,2s2.2p3.(4S*).7d,3D*,2.0,5.0,5.0
77,93.0257,6900000.0,C,2s2.2p4,3P,2.0,2s2.2p3.(4S*).8s,3S*,1.0,5.0,3.0
78,93.0886,7950000.0,C,2s2.2p4,3P,1.0,2s2.2p3.(4S*).7d,3D*,2.0,3.0,5.0
79,93.0886,4420000.0,C,2s2.2p4,3P,1.0,2s2.2p3.(4S*).7d,3D*,1.0,3.0,3.0
80,93.1482,5880000.0,C,2s2.2p4,3P,0.0,2s2.2p3.(4S*).7d,3D*,1.0,1.0,3.0
81,93.1628,4120000.0,C,2s2.2p4,3P,1.0,2s2.2p3.(4S*).8s,3S*,1.0,3.0,3.0
82,93.5193,133000000.0,B,2s2.2p4,1D,2.0,2s2.2p3.(2D*<3/2>).4s,1D*,2.0,5.0,5.0
83,93.6629,16600000.0,C+,2s2.2p4,3P,2.0,2s2.2p3.(4S*).6d,3D*,3.0,5.0,7.0
84,93.6629,4150000.0,C,2s2.2p4,3P,2.0,2s2.2p3.(4S*).6d,3D*,2.0,5.0,5.0
85,93.7841,11100000.0,C,2s2.2p4,3P,2.0,2s2.2p3.(4S*).7s,3S*,1.0,5.0,3.0
86,93.8020,12400000.0,C,2s2.2p4,3P,1.0,2s2.2p3.(4S*).6d,3D*,2.0,3.0,5.0
87,93.8020,6880000.0,C,2s2.2p4,3P,1.0,2s2.2p3.(4S*).6d,3D*,1.0,3.0,3.0
88,93.8625,9160000.0,C,2s2.2p4,3P,0.0,2s2.2p3.(4S*).6d,3D*,1.0,1.0,3.0
89,93.9235,6630000.0,C,2s2.2p4,3P,1.0,2s2.2p3.(4S*).7s,3S*,1.0,3.0,3.0
90,94.8686,28100000.0,C+,2s2.2p4,3P,2.0,2s2.2p3.(4S*).5d,3D*,3.0,5.0,7.0
91,94.8686,7020000.0,C,2s2.2p4,3P,2.0,2s2.2p3.(4S*).5d,3D*,2.0,5.0,5.0
92,95.0112,11600000.0,C,2s2.2p4,3P,1.0,2s2.2p3.(4S*).5d,3D*,1.0,3.0,3.0
93,95.0112,21000000.0,C+,2s2.2p4,3P,1.0,2s2.2p3.(4S*).5d,3D*,2.0,3.0,5.0
94,95.0733,15500000.0,C,2s2.2p4,3P,0.0,2s2.2p3.(4S*).5d,3D*,1.0,1.0,3.0
95,95.0885,19400000.0,C,2s2.2p4,3P,2.0,2s2.2p3.(4S*).6s,3S*,1.0,5.0,3.0
96,95.2318,11600000.0,C,2s2.2p4,3P,1.0,2s2.2p3.(4S*).6s,3S*,1.0,3.0,3.0
97,95.2941,3850000.0,C,2s2.2p4,3P,0.0,2s2.2p3.(4S*).6s,3S*,1.0,1.0,3.0
98,97.1737,1620000.0,C+,2s2.2p4,3P,2.0,2s2.2p3.(4S*).4d,3D*,1.0,5.0,3.0
99,97.1738,58500000.0,C+,2s2.2p4,3P,2.0,2s2.2p3.(4S*).4d,3D*,3.0,5.0,7.0
100,97.1738,14600000.0,C+,2s2.2p4,3P,2.0,2s2.2p3.(4S*).4d,3D*,2.0,5.0,5.0
101,97.3234,24200000.0,C+,2s2.2p4,3P,1.0,2s2.2p3.(4S*).4d,3D*,1.0,3.0,3.0
102,97.3234,43700000.0,C+,2s2.2p4,3P,1.0,2s2.2p3.(4S*).4d,3D*,2.0,3.0,5.0
103,97.3885,32300000.0,C+,2s2.2p4,3P,0.0,2s2.2p3.(4S*).4d,3D*,1.0,1.0,3.0
104,97.4070,110000.0,C,2s2.2p4,3P,2.0,2s2.2p3.(2D*).3s,1D*,2.0,5.0,5.0
105,97.5574,22200.0,C,2s2.2p4,3P,1.0,2s2.2p3.(2D*).3s,1D*,2.0,3.0,5.0
106,97.6448,38600000.0,C+,2s2.2p4,3P,2.0,2s2.2p3.(4S*).5s,3S*,1.0,5.0,3.0
