,ritz_wl_vac(nm),Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
0,20.214849,1400000000.0,C,2s2.2p5,2P*,3/2,2s2.2p4.(1D).3d,2D,3/2,4,4
1,20.218247,7210000000.0,C+,2s2.2p5,2P*,3/2,2s2.2p4.(1D).3d,2D,5/2,4,6
2,20.249095,15900000000.0,C+,2s2.2p5,2P*,3/2,2s2.2p4.(1D).3d,2S,1/2,4,2
3,20.270846,6400000000.0,C,2s2.2p5,2P*,1/2,2s2.2p4.(1D).3d,2D,3/2,2,4
4,20.271887,6720000000.0,C,2s2.2p5,2P*,3/2,2s2.2p4.(1D).3d,2P,1/2,4,2
5,20.276077,12600000000.0,C+,2s2.2p5,2P*,3/2,2s2.2p4.(1D).3d,2P,3/2,4,4
6,20.305282,10300000000.0,C,2s2.2p5,2P*,1/2,2s2.2p4.(1D).3d,2S,1/2,2,2
7,20.328202,9240000000.0,C,2s2.2p5,2P*,1/2,2s2.2p4.(1D).3d,2P,1/2,2,2
8,20.332414,2730000000.0,C,2s2.2p5,2P*,1/2,2s2.2p4.(1D).3d,2P,3/2,2,4
9,21.423,5160000000.0,C+,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,2P,3/2,4,4
10,21.458679,3330000000.0,C+,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,2P,1/2,4,2
11,21.485901,5650000000.0,C,2s2.2p5,2P*,1/2,2s2.2p4.(3P).3d,2P,3/2,2,4
12,21.504552,4490000000.0,C,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,2D,3/2,4,4
13,21.507903,6060000000.0,C,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,4P,5/2,4,6
14,21.52179,6080000000.0,C+,2s2.2p5,2P*,1/2,2s2.2p4.(3P).3d,2P,1/2,2,2
15,21.533617,5310000000.0,C+,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,2F,5/2,4,6
16,21.566044,2210000000.0,C,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,4F,5/2,4,6
17,21.567934,9780000000.0,C+,2s2.2p5,2P*,1/2,2s2.2p4.(3P).3d,2D,3/2,2,4
18,21.703886,12300000.0,C,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,4D,1/2,4,2
19,21.711113,24400000.0,C+,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,4D,3/2,4,4
20,21.719786,6790000.0,C,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,4D,5/2,4,6
21,21.76845,25500000.0,C,2s2.2p5,2P*,1/2,2s2.2p4.(3P).3d,4D,1/2,2,2
22,22.987026,2910000000.0,C,2s2.2p5,2P*,3/2,2s2.2p4.(1S).3s,2S,1/2,4,2
