,ritz_wl_vac(nm),Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
0,118.8751,27100000.0,C,3s2.3p5,2P*,3/2,3s2.3p4.(1D).4s,2D,3/2,4.0,4.0
1,118.8774,233000000.0,C,3s2.3p5,2P*,3/2,3s2.3p4.(1D).4s,2D,5/2,4.0,6.0
2,120.1352,239000000.0,C,3s2.3p5,2P*,1/2,3s2.3p4.(1D).4s,2D,3/2,2.0,4.0
3,133.5726,174000000.0,C,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4s,2P,1/2,4.0,2.0
4,134.724,419000000.0,C+,3s2.3p5,2P*,3/2,3s2.3p4.(3P).4s,2P,3/2,4.0,4.0
5,135.1656,323000000.0,C+,3s2.3p5,2P*,1/2,3s2.3p4.(3P).4s,2P,1/2,2.0,2.0
6,136.3447,75000000.0,C+,3s2.3p5,2P*,1/2,3s2.3p4.(3P).4s,2P,3/2,2.0,4.0
7,452.7451,5100000.0,C,3s2.3p4.(3P).4s,2P,3/2,3s2.3p4.(3P).5p,2P*,3/2,4.0,4.0
8,460.2266,4200000.0,C,3s2.3p4.(3P).4s,2P,1/2,3s2.3p4.(3P).5p,2P*,1/2,2.0,2.0
9,466.2513,1200000.0,C,3s2.3p4.(3P).4s,2P,1/2,3s2.3p4.(3P).5p,2P*,3/2,2.0,4.0
10,774.7102,6300000.0,C,3s2.3p4.(3P).4s,4P,1/2,3s2.3p4.(3P).4p,4S*,3/2,2.0,4.0
