,ritz_wl_vac(nm),Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
0,43.7265,443000000.0,C+,2s2.2p2,3P,0.0,2s.2p2.(4P).3p,3D*,1.0,1.0,3.0
1,43.7286,598000000.0,C+,2s2.2p2,3P,1.0,2s.2p2.(4P).3p,3D*,2.0,3.0,5.0
2,43.7329,797000000.0,C+,2s2.2p2,3P,2.0,2s.2p2.(4P).3p,3D*,3.0,5.0,7.0
3,43.7358,332000000.0,C+,2s2.2p2,3P,1.0,2s.2p2.(4P).3p,3D*,1.0,3.0,3.0
4,43.7443,199000000.0,C+,2s2.2p2,3P,2.0,2s.2p2.(4P).3p,3D*,2.0,5.0,5.0
5,47.4493,430000000.0,C+,2s2.2p2,3P,0.0,2s2.2p.4d,3P*,1.0,1.0,3.0
6,47.4546,1290000000.0,C+,2s2.2p2,3P,1.0,2s2.2p.4d,3P*,0.0,3.0,1.0
7,47.4602,322000000.0,C+,2s2.2p2,3P,1.0,2s2.2p.4d,3P*,1.0,3.0,3.0
8,47.4706,322000000.0,C+,2s2.2p2,3P,1.0,2s2.2p.4d,3P*,2.0,3.0,5.0
9,47.4787,537000000.0,C+,2s2.2p2,3P,2.0,2s2.2p.4d,3P*,1.0,5.0,3.0
10,47.4891,966000000.0,C+,2s2.2p2,3P,2.0,2s2.2p.4d,3P*,2.0,5.0,5.0
11,47.5647,1170000000.0,C+,2s2.2p2,3P,0.0,2s2.2p.4d,3D*,1.0,1.0,3.0
12,47.5698,1580000000.0,C+,2s2.2p2,3P,1.0,2s2.2p.4d,3D*,2.0,3.0,5.0
13,47.5757,875000000.0,C+,2s2.2p2,3P,1.0,2s2.2p.4d,3D*,1.0,3.0,3.0
14,47.5803,2100000000.0,C+,2s2.2p2,3P,2.0,2s2.2p.4d,3D*,3.0,5.0,7.0
15,47.5884,525000000.0,C+,2s2.2p2,3P,2.0,2s2.2p.4d,3D*,2.0,5.0,5.0
16,47.5943,58300000.0,C,2s2.2p2,3P,2.0,2s2.2p.4d,3D*,1.0,5.0,3.0
17,48.5849,979000000.0,B,2s2.2p2,1D,2.0,2s2.2p.5d,1F*,3.0,5.0,7.0
18,48.7379,632000000.0,B,2s2.2p2,1D,2.0,2s2.2p.5d,1D*,2.0,5.0,5.0
19,50.5986,4510000000.0,C+,2s.2p3,5S*,2.0,2s.2p2.(4P).3d,5P,1.0,5.0,3.0
20,50.6054,4510000000.0,C+,2s.2p3,5S*,2.0,2s.2p2.(4P).3d,5P,2.0,5.0,5.0
21,50.6153,4510000000.0,C+,2s.2p3,5S*,2.0,2s.2p2.(4P).3d,5P,3.0,5.0,7.0
22,50.8484,64700000.0,B,2s2.2p2,3P,1.0,2s2.2p.4s,3P*,2.0,3.0,5.0
23,50.8668,84500000.0,B,2s2.2p2,3P,0.0,2s2.2p.4s,3P*,1.0,1.0,3.0
24,50.8697,191000000.0,B,2s2.2p2,3P,2.0,2s2.2p.4s,3P*,2.0,5.0,5.0
25,50.8794,62600000.0,B,2s2.2p2,3P,1.0,2s2.2p.4s,3P*,1.0,3.0,3.0
26,50.8928,251000000.0,B,2s2.2p2,3P,1.0,2s2.2p.4s,3P*,0.0,3.0,1.0
27,50.9006,105000000.0,B,2s2.2p2,3P,2.0,2s2.2p.4s,3P*,1.0,5.0,3.0
28,51.0758,1870000000.0,B,2s2.2p2,1D,2.0,2s2.2p.4d,1F*,3.0,5.0,7.0
29,51.3849,1240000000.0,B,2s2.2p2,1D,2.0,2s2.2p.4d,1D*,2.0,5.0,5.0
30,52.5983,3940000.0,B+,2s2.2p2,3P,0.0,2s2.2p.3d,1P*,1.0,1.0,3.0
31,52.6118,87400.0,B+,2s2.2p2,3P,1.0,2s2.2p.3d,1P*,1.0,3.0,3.0
32,52.6345,591000.0,B+,2s2.2p2,3P,2.0,2s2.2p.3d,1P*,1.0,5.0,3.0
33,52.8529,1860000.0,B,2s2.2p2,3P,2.0,2s2.2p.3d,1F*,3.0,5.0,7.0
34,52.9355,717000000.0,B+,2s2.2p2,3P,0.0,2s2.2p.3d,3P*,1.0,1.0,3.0
35,52.9413,2440000000.0,B+,2s2.2p2,3P,1.0,2s2.2p.3d,3P*,0.0,3.0,1.0
36,52.9491,686000000.0,B+,2s2.2p2,3P,1.0,2s2.2p.3d,3P*,1.0,3.0,3.0
37,52.9637,483000000.0,B+,2s2.2p2,3P,1.0,2s2.2p.3d,3P*,2.0,3.0,5.0
38,52.9722,1040000000.0,B+,2s2.2p2,3P,2.0,2s2.2p.3d,3P*,1.0,5.0,3.0
39,52.9867,1960000000.0,B+,2s2.2p2,3P,2.0,2s2.2p.3d,3P*,2.0,5.0,5.0
40,53.0343,612000000.0,B,2s2.2p2,1S,0.0,2s2.2p.5d,1P*,1.0,1.0,3.0
41,53.3511,2460000000.0,B+,2s2.2p2,3P,0.0,2s2.2p.3d,3D*,1.0,1.0,3.0
42,53.3581,3290000000.0,B+,2s2.2p2,3P,1.0,2s2.2p.3d,3D*,2.0,3.0,5.0
43,53.365,1700000000.0,B+,2s2.2p2,3P,1.0,2s2.2p.3d,3D*,1.0,3.0,3.0
44,53.3729,4240000000.0,B+,2s2.2p2,3P,2.0,2s2.2p.3d,3D*,3.0,5.0,7.0
45,53.3815,935000000.0,B+,2s2.2p2,3P,2.0,2s2.2p.3d,3D*,2.0,5.0,5.0
46,53.3884,95400000.0,B+,2s2.2p2,3P,2.0,2s2.2p.3d,3D*,1.0,5.0,3.0
47,53.4637,4960000.0,B,2s2.2p2,3P,1.0,2s2.2p.3d,1D*,2.0,3.0,5.0
48,53.4872,71400.0,B,2s2.2p2,3P,2.0,2s2.2p.3d,1D*,2.0,5.0,5.0
49,53.63,6400000.0,B+,2s2.2p2,3P,1.0,2s2.2p.3d,3F*,2.0,3.0,5.0
50,53.6365,15200000.0,B+,2s2.2p2,3P,2.0,2s2.2p.3d,3F*,3.0,5.0,7.0
51,53.6536,2350000.0,B+,2s2.2p2,3P,2.0,2s2.2p.3d,3F*,2.0,5.0,5.0
52,54.7818,216000000.0,C,2s2.2p2,1D,2.0,2s2.2p.4s,1P*,1.0,5.0,3.0
53,55.9762,1140000000.0,B,2s2.2p2,1S,0.0,2s2.2p.4d,1P*,1.0,1.0,3.0
54,57.465,3830000000.0,A,2s2.2p2,1D,2.0,2s2.2p.3d,1F*,3.0,5.0,7.0
55,57.606,42200.0,C,2s2.2p2,1D,2.0,2s2.2p.3d,3P*,1.0,5.0,3.0
56,57.6232,3230000.0,B+,2s2.2p2,1D,2.0,2s2.2p.3d,3P*,2.0,5.0,5.0
57,58.0802,1390000.0,B+,2s2.2p2,1D,2.0,2s2.2p.3d,3D*,3.0,5.0,7.0
58,58.0904,13800000.0,B+,2s2.2p2,1D,2.0,2s2.2p.3d,3D*,2.0,5.0,5.0
59,58.2156,2740000000.0,A,2s2.2p2,1D,2.0,2s2.2p.3d,1D*,2.0,5.0,5.0
60,58.3925,2320000.0,A,2s2.2p2,1D,2.0,2s2.2p.3d,3F*,3.0,5.0,7.0
