,ritz_wl_vac(nm),Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
0,114.49392,350000000.0,B,3d6.(5D).4s,a 6D,9/2,3d5.(4G).4s.4p.(3P*),y 6F*,11/2,10,12
1,119.893205,340000000.0,C+,3d6.(3H).4s,a 4H,13/2,3d5.(2I).4s.4p.(3P*),4H*,13/2,14,14
2,160.259666,114000000.0,C+,3d6.(5D).4p,z 6F*,11/2,3d6.(5D).5d,6G,13/2,12,14
3,160.845083,191000000.0,A,3d6.(5D).4s,a 6D,9/2,3d5.(6S).4s.4p.(3P*),y 6P*,7/2,10,8
4,161.092327,19000000.0,C+,3d7,a 4F,9/2,3d6.(3F2).4p,y 4G*,9/2,10,10
5,161.120034,4400000.0,C,3d6.(5D).4s,a 6D,9/2,3d6.(3F2).4p,y 4F*,7/2,10,8
6,161.846771,55300000.0,A,3d6.(5D).4s,a 6D,7/2,3d5.(6S).4s.4p.(3P*),y 6P*,7/2,8,8
7,162.168505,132000000.0,A,3d6.(5D).4s,a 6D,7/2,3d5.(6S).4s.4p.(3P*),y 6P*,5/2,8,6
8,162.309326,20000000.0,C+,3d7,a 4F,7/2,3d6.(3F2).4p,y 4G*,7/2,8,8
9,162.552289,40000000.0,C+,3d7,a 4F,7/2,3d6.(3F2).4p,y 4G*,9/2,8,10
10,162.591207,10200000.0,C+,3d6.(5D).4s,a 6D,5/2,3d5.(6S).4s.4p.(3P*),y 6P*,7/2,6,8
11,162.91591,86600000.0,A,3d6.(5D).4s,a 6D,5/2,3d5.(6S).4s.4p.(3P*),y 6P*,5/2,6,6
12,163.112851,69300000.0,A,3d6.(5D).4s,a 6D,5/2,3d5.(6S).4s.4p.(3P*),y 6P*,3/2,6,4
13,163.390923,39000000.0,C+,3d7,a 4F,5/2,3d6.(3F2).4p,y 4G*,7/2,6,8
14,163.434931,32100000.0,A,3d6.(5D).4s,a 6D,3/2,3d5.(6S).4s.4p.(3P*),y 6P*,5/2,4,6
15,163.633129,96300000.0,A,3d6.(5D).4s,a 6D,3/2,3d5.(6S).4s.4p.(3P*),y 6P*,3/2,4,4
16,163.739964,36000000.0,C+,3d7,a 4F,9/2,3d6.(3F2).4p,x 4D*,7/2,10,8
17,163.940121,68500000.0,B+,3d6.(5D).4s,a 6D,1/2,3d5.(6S).4s.4p.(3P*),y 6P*,3/2,2,4
18,167.346508,200000000.0,C+,3d7,a 2G,9/2,3d6.(3D).4p,w 2F*,7/2,10,8
19,167.685661,6800000.0,C+,3d7,a 4F,7/2,3d6.(3F2).4p,y 4F*,7/2,8,8
20,168.840353,2500000.0,C,3d7,a 4F,5/2,3d6.(3F2).4p,y 4F*,7/2,6,8
21,174.681699,121000000.0,C+,3d7,a 2G,9/2,3d6.(1G2).4p,w 2G*,9/2,10,10
22,174.9357,340000000.0,C+,3d5.(6S).4s.4p.(3P*),z 8P*,5/2,3d5.4s.(7S).4d,8D,7/2,6,8
23,174.96031,810000000.0,B+,3d5.(6S).4s.4p.(3P*),z 8P*,5/2,3d5.4s.(7S).4d,8D,5/2,6,6
24,174.97787,1280000000.0,B+,3d5.(6S).4s.4p.(3P*),z 8P*,5/2,3d5.4s.(7S).4d,8D,3/2,6,4
25,175.77408,790000000.0,B+,3d5.(6S).4s.4p.(3P*),z 8P*,7/2,3d5.4s.(7S).4d,8D,9/2,8,10
26,175.80619,770000000.0,B+,3d5.(6S).4s.4p.(3P*),z 8P*,7/2,3d5.4s.(7S).4d,8D,7/2,8,8
