,ritz_wl_vac(nm),Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
0,127.07804,25400000.0,C,3s2.3p4,3P,2.0,3s2.3p3.(4S*).5d,3D*,3,5.0,7.0
1,129.56531,346000000.0,C+,3s2.3p4,3P,2.0,3s2.3p3.(2P*).4s,3P*,2,5.0,5.0
2,129.61739,146000000.0,C,3s2.3p4,3P,2.0,3s2.3p3.(2P*).4s,3P*,1,5.0,3.0
3,130.23361,120000000.0,C,3s2.3p4,3P,1.0,3s2.3p3.(2P*).4s,3P*,2,3.0,5.0
4,130.28623,153000000.0,C,3s2.3p4,3P,1.0,3s2.3p3.(2P*).4s,3P*,1,3.0,3.0
5,130.31105,483000000.0,C,3s2.3p4,3P,1.0,3s2.3p3.(2P*).4s,3P*,0,3.0,1.0
6,130.58837,196000000.0,C,3s2.3p4,3P,0.0,3s2.3p3.(2P*).4s,3P*,1,1.0,3.0
7,131.65425,78900000.0,C,3s2.3p4,3P,2.0,3s2.3p3.(4S*).4d,3D*,3,5.0,7.0
8,131.66150,21000000.0,C,3s2.3p4,3P,2.0,3s2.3p3.(4S*).4d,3D*,2,5.0,5.0
9,132.35165,60400000.0,C,3s2.3p4,3P,1.0,3s2.3p3.(4S*).4d,3D*,2,3.0,5.0
10,132.35235,34000000.0,C,3s2.3p4,3P,1.0,3s2.3p3.(4S*).4d,3D*,1,3.0,3.0
11,132.66416,44400000.0,C,3s2.3p4,3P,0.0,3s2.3p3.(4S*).4d,3D*,1,1.0,3.0
12,140.15142,74800000.0,C,3s2.3p4,3P,2.0,3s2.3p3.(4S*).5s,3S*,1,5.0,3.0
13,140.93371,43500000.0,C,3s2.3p4,3P,1.0,3s2.3p3.(4S*).5s,3S*,1,3.0,3.0
14,142.50299,379000000.0,C+,3s2.3p4,3P,2.0,3s2.3p3.(4S*).3d,3D*,3,5.0,7.0
15,142.5188,94800000.0,C,3s2.3p4,3P,2.0,3s2.3p3.(4S*).3d,3D*,2,5.0,5.0
16,143.32779,281000000.0,C+,3s2.3p4,3P,1.0,3s2.3p3.(4S*).3d,3D*,2,3.0,5.0
17,143.33096,156000000.0,C,3s2.3p4,3P,1.0,3s2.3p3.(4S*).3d,3D*,1,3.0,3.0
18,143.69672,207000000.0,C,3s2.3p4,3P,0.0,3s2.3p3.(4S*).3d,3D*,1,1.0,3.0
19,147.39943,196000000.0,C+,3s2.3p4,3P,2.0,3s2.3p3.(2D*).4s,3D*,3,5.0,7.0
20,147.43785,48800000.0,C,3s2.3p4,3P,2.0,3s2.3p3.(2D*).4s,3D*,2,5.0,5.0
21,148.30385,144000000.0,C+,3s2.3p4,3P,1.0,3s2.3p3.(2D*).4s,3D*,2,3.0,5.0
22,148.32329,79900000.0,C,3s2.3p4,3P,1.0,3s2.3p3.(2D*).4s,3D*,1,3.0,3.0
23,148.71500,106000000.0,C,3s2.3p4,3P,0.0,3s2.3p3.(2D*).4s,3D*,1,1.0,3.0
24,166.66868,458000000.0,C+,3s2.3p4,1D,2.0,3s2.3p3.(2D*).4s,1D*,2,5.0,5.0
25,180.73113,327000000.0,C+,3s2.3p4,3P,2.0,3s2.3p3.(4S*).4s,3S*,1,5.0,3.0
26,182.03412,171000000.0,C+,3s2.3p4,3P,1.0,3s2.3p3.(4S*).4s,3S*,1,3.0,3.0
27,182.62448,56400000.0,C,3s2.3p4,3P,0.0,3s2.3p3.(4S*).4s,3S*,1,1.0,3.0
28,772.71721,1.38,B,3s2.3p4,1D,2.0,3s2.3p4,1S,0,5.0,1.0
29,863.550,11300000.0,C,3s2.3p3.(2D*).4s,3D*,2.0,3s2.3p3.(2D*).4p,3P,1,5.0,3.0
30,867.082,12000000.0,C,3s2.3p3.(2D*).4s,3D*,3.0,3s2.3p3.(2D*).4p,3P,2,7.0,5.0
31,868.203,6410000.0,C,3s2.3p3.(4S*).4p,5P,2.0,3s2.3p3.(4S*).4d,5D*,2,5.0,5.0
32,868.285,7340000.0,C,3s2.3p3.(4S*).4p,5P,2.0,3s2.3p3.(4S*).4d,5D*,3,5.0,7.0
33,869.710,11000000.0,C,3s2.3p3.(4S*).4p,5P,3.0,3s2.3p3.(4S*).4d,5D*,4,7.0,9.0
