,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Lande,Leading percentages,Reference,nQua
823,3d6.4s.(6D<3/2>).5g,2[9/2],5,11.0,7.4635938,7e-07,,                                                     ,,5
824,3d6.4s.(4D).4d,3P,1,3.0,7.4657386,4e-07,,                                                     ,,4
825,3d6.(3F2).4s.4p.(1P*),r 3G*,5,11.0,7.470565,4e-07,,  81             :     8  3d6.(3H).4s.4p.(1P*)  3H*  ,,4
826,3d6.(3F2).4s.4p.(1P*),r 3G*,4,9.0,7.4968489,5e-07,,  65             :    25  3d6.(1D2).4s.4p.(3P*) 3F*  ,,4
827,3d6.(3F2).4s.4p.(1P*),r 3G*,3,7.0,7.5089311,6e-07,,  63             :    17  3d6.(1D2).4s.4p.(3P*) 3F*  ,,4
828,3d6.4s.(6D<1/2>).5g,2[9/2],5,11.0,7.4774486,2.5e-06,,                                                     ,,5
829,3d6.4s.(6D<1/2>).5g,2[9/2],4,9.0,7.4774503,1.2e-06,,                                                     ,,5
830,3d6.4s.(6D<1/2>).5g,2[7/2],4,9.0,7.4774517,7e-07,,                                                     ,,5
831,3d6.4s.(6D<1/2>).5g,2[7/2],3,7.0,7.4774524,6e-07,,                                                     ,,5
832,3d6.(3H).4s.4p.(1P*),t 3H*,6,13.0,7.4843851,5e-07,1.163,  59             :    25  3d7.(2H).4p           3H*  ,,4
833,3d6.(3H).4s.4p.(1P*),t 3H*,5,11.0,7.5071336,5e-07,1.040,  49             :    22  3d7.(2H).4p           3H*  ,,4
834,3d6.(3H).4s.4p.(1P*),t 3H*,4,9.0,7.5329818,4e-07,0.805,  50             :    22  3d7.(2H).4p           3H*  ,,4
835,3d6.(3F2).4s.4p.(1P*),3D*,3,7.0,7.5390662,4e-07,,  59             :     9  3d7.(2F).4p           3D*  ,,4
836,3d6.(3G).4s.4p.(1P*),3H*,6,13.0,7.8154377,6e-07,,                                                     ,,4
837,Limit,NaN,NaN,NaN,7.9024681,1.2e-06,NaN,NaN,NaN,NaN
