,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Lande,Leading percentages,Reference,nQua
220,3s2.3p4.(3P<1>).6f,2[4]*,9/2,10.0,12.673923,,, 100                  or  :    47  3s2.3p4.(3P).6f    4G*  ,,6
221,3s2.3p4.(3P<1>).6f,2[4]*,7/2,8.0,12.67396,,, 100                  or  :    37  3s2.3p4.(3P).6f    4G*  ,,6
222,3s2.3p4.(3P<1>).6f,2[3]*,5/2,6.0,12.675315,,, 100                  or  :    48  3s2.3p4.(3P).6f    4G*  ,,6
223,3s2.3p4.(3P<2>).9s,2[2],3/2,4.0,12.68294,,,                      or  :        3s2.3p4.(3P).9s    2P   ,,9
224,3s2.3p4.(3P<2>).7f,2[4]*,9/2,10.0,12.688304,,,                                                           ,,7
225,3s2.3p4.(3P<2>).7f,2[4]*,7/2,8.0,12.688332,,,                                                           ,,7
226,3s2.3p4.(3P<2>).7f,2[3]*,7/2,8.0,12.688413,,,                                                           ,,7
227,3s2.3p4.(3P<2>).7f,2[5]*,11/2,12.0,12.689274,,,                                                           ,,7
228,3s2.3p4.(3P<2>).7f,2[5]*,9/2,10.0,12.689283,,,                                                           ,,7
229,3s2.3p4.(3P<0>).8s,2[0],1/2,2.0,12.697416,,,  99                  or  :    59  3s2.3p4.(3P).8s    4P   ,,8
230,3s2.3p4.(3P<2>).8d,2[1],1/2,2.0,12.71162,,,                                                           ,,8
231,3s2.3p4.(3P<0>).6f,2[3]*,7/2,8.0,12.711636,,, 100                  or  :    25  3s2.3p4.(3P).6f    2G*  ,,6
232,3s2.3p4.(3P<0>).6f,2[3]*,5/2,6.0,12.711646,,, 100                  or  :    43  3s2.3p4.(3P).6f    4G*  ,,6
233,3s2.3p4.(3P<1>).7d,2[1],1/2,2.0,12.72197,,,                                                           ,,7
234,3s2.3p4.(3P<2>).8d,2[3],7/2,8.0,12.72332,,,                                                           ,,8
235,3s2.3p4.(3P<2>).8d,2[3],5/2,6.0,12.74301,,,                                                           ,,8
236,3s2.3p4.(3P<2>).8d,2[2],5/2,6.0,12.726523,,,                                                           ,,8
237,3s2.3p4.(3P<2>).8d,2[4],7/2,8.0,12.732084,,,                                                           ,,8
238,3s2.3p4.(3P<2>).8d,2[4],9/2,10.0,12.733523,,,                                                           ,,8
239,3s2.3p4.(3P<1>).7d,2[2],3/2,4.0,12.73657,,,                                                           ,,7
240,3s2.3p4.(3P<1>).7d,2[2],5/2,6.0,12.749105,,,                                                           ,,7
241,3s2.3p4.(3P<1>).7d,2[3],7/2,8.0,12.739405,,,                                                           ,,7
242,3s2.3p4.(3P<2>).8f,2[4]*,9/2,10.0,12.753845,,,                                                           ,,8
243,3s2.3p4.(3P<2>).8f,2[5]*,9/2,10.0,12.754538,,,                                                           ,,8
244,3s2.3p4.(3P<2>).8f,2[5]*,11/2,12.0,12.754553,,,                                                           ,,8
245,3s2.3p4.(3P<1>).7f,2[2]*,3/2,4.0,12.774699,,,                                                           ,,7
246,3s2.3p4.(3P<1>).7f,2[2]*,5/2,6.0,12.774714,,,                                                           ,,7
247,3s2.3p4.(3P<1>).7f,2[4]*,9/2,10.0,12.774951,,,                                                           ,,7
248,3s2.3p4.(3P<1>).7f,2[4]*,7/2,8.0,12.77498,,,                                                           ,,7
249,3s2.3p4.(1D).5s,2D,5/2,6.0,12.782937,,, 100                  or  :   100  3s2.3p4.(1D<2>).5s 2[2] ,,5
250,3s2.3p4.(1D).5s,2D,3/2,4.0,12.783034,,, 100                  or  :   100  3s2.3p4.(1D<2>).5s 2[2] ,,5
251,3s2.3p4.(1D).4d,2F,5/2,6.0,13.4505,,,                                                           ,,4
252,3s2.3p4.(1D).4d,2P,3/2,4.0,13.462,0.012,,                                                           ,,4
253,3s2.3p4.(1D).4d,2P,1/2,2.0,13.462,0.012,,                                                           ,,4
254,3s2.3p4.(1D).4d,2D,5/2,6.0,13.462,0.012,,                                                           ,,4
255,3s2.3p4.(1D).4d,2D,3/2,4.0,13.462,0.012,,                                                           ,,4
256,3s2.3p4.(1D).6s,2D,3/2,4.0,13.51727,,,                                                           ,,6
257,3s2.3p4.(1D).6s,2D,5/2,6.0,13.51727,,,                                                           ,,6
258,3s2.3p4.(1D).4d,2S,1/2,2.0,13.57762,,,  81                                                       ,,4
259,3s2.3p4.(1D).5d,2F,5/2,6.0,13.7973,,,                                                           ,,5
260,3s2.3p4.(1D).5d,2P,3/2,4.0,13.8112,,,                                                           ,,5
261,3s2.3p4.(1D).5d,2P,1/2,2.0,13.8112,,,                                                           ,,5
262,3s2.3p4.(1D).5d,2D,5/2,6.0,13.8112,,,                                                           ,,5
263,3s2.3p4.(1D).5d,2D,3/2,4.0,13.8112,,,                                                           ,,5
264,3s2.3p4.(1D).7s,2D,3/2,4.0,13.84664,,,                                                           ,,7
265,3s2.3p4.(1D).7s,2D,5/2,6.0,13.84664,,,                                                           ,,7
266,3s2.3p4.(1D).5d,2S,1/2,2.0,13.87448,,,  82                                                       ,,5
267,3s2.3p4.(1D).6d,2F,5/2,6.0,13.9893,,,                                                           ,,6
268,3s2.3p4.(1D).6d,2P,3/2,4.0,14.002,0.012,,                                                           ,,6
269,3s2.3p4.(1D).6d,2P,1/2,2.0,14.002,0.012,,                                                           ,,6
270,3s2.3p4.(1D).6d,2D,5/2,6.0,14.002,0.012,,                                                           ,,6
271,3s2.3p4.(1D).6d,2D,3/2,4.0,14.002,0.012,,                                                           ,,6
272,3s2.3p4.(1D).8s,2D,3/2,4.0,14.02236,,,                                                           ,,8
273,3s2.3p4.(1D).8s,2D,5/2,6.0,14.02236,,,                                                           ,,8
274,3s2.3p4.(1D).6d,2S,1/2,2.0,14.03758,,,  83                                                       ,,6
275,3s2.3p4.(1D).7d,2F,5/2,6.0,14.1083,,,                                                           ,,7
276,3s2.3p4.(1D).7d,2P,3/2,4.0,14.1125,,,                                                           ,,7
277,3s2.3p4.(1D).7d,2P,1/2,2.0,14.1125,,,                                                           ,,7
278,3s2.3p4.(1D).7d,2D,5/2,6.0,14.1125,,,                                                           ,,7
279,3s2.3p4.(1D).7d,2D,3/2,4.0,14.1125,,,                                                           ,,7
280,3s2.3p4.(1D).9s,2D,5/2,6.0,14.12748,,,                                                           ,,9
281,3s2.3p4.(1D).9s,2D,3/2,4.0,14.12748,,,                                                           ,,9
282,3s2.3p4.(1D).7d,2S,1/2,2.0,14.13606,,,                                                           ,,7
283,3s2.3p4.(1D).8d,2F,5/2,6.0,14.183,,,                                                           ,,8
284,3s2.3p4.(1D).8d,2P,3/2,4.0,14.1844,,,                                                           ,,8
285,3s2.3p4.(1D).8d,2P,1/2,2.0,14.1844,,,                                                           ,,8
286,3s2.3p4.(1D).8d,2D,5/2,6.0,14.1844,,,                                                           ,,8
287,3s2.3p4.(1D).8d,2D,3/2,4.0,14.1844,,,                                                           ,,8
288,3s2.3p4.(1D).10s,2D,5/2,6.0,14.1938,,,                                                           ,,10
289,3s2.3p4.(1D).10s,2D,3/2,4.0,14.1938,,,                                                           ,,10
290,3s2.3p4.(1D).8d,2S,1/2,2.0,14.20069,,,                                                           ,,8
291,3s2.3p4.(1D).9d,2D,5/2,6.0,14.234,,,                                                           ,,9
292,3s2.3p4.(1D).9d,2D,3/2,4.0,14.234,,,                                                           ,,9
293,3s2.3p4.(1D).9d,2P,3/2,4.0,14.234,,,                                                           ,,9
294,3s2.3p4.(1D).9d,2P,1/2,2.0,14.234,,,                                                           ,,9
295,3s2.3p4.(1D).11s,2D,3/2,4.0,14.24009,,,                                                           ,,11
296,3s2.3p4.(1D).11s,2D,5/2,6.0,14.24009,,,                                                           ,,11
297,3s2.3p4.(1D).9d,2S,1/2,2.0,14.24513,,,                                                           ,,9
298,3s2.3p4.(1D).10d,2P,1/2,2.0,14.2685,,,                                                           ,,10
299,3s2.3p4.(1D).10d,2P,3/2,4.0,14.2685,,,                                                           ,,10
300,3s2.3p4.(1D).10d,2D,5/2,6.0,14.2685,,,                                                           ,,10
301,3s2.3p4.(1D).10d,2D,3/2,4.0,14.2685,,,                                                           ,,10
302,3s2.3p4.(1D).12s,2D,5/2,6.0,14.27418,,,                                                           ,,12
303,3s2.3p4.(1D).12s,2D,3/2,4.0,14.27418,,,                                                           ,,12
304,3s2.3p4.(1D).10d,2S,1/2,2.0,14.27671,,,                                                           ,,10
305,3s2.3p4.(1D).11d,2P,3/2,4.0,14.2945,,,                                                           ,,11
306,3s2.3p4.(1D).11d,2P,1/2,2.0,14.2945,,,                                                           ,,11
307,3s2.3p4.(1D).11d,2D,3/2,4.0,14.2945,,,                                                           ,,11
308,3s2.3p4.(1D).11d,2D,5/2,6.0,14.2945,,,                                                           ,,11
309,3s2.3p4.(1D).11d,2S,1/2,2.0,14.29984,,,                                                           ,,11
310,3s2.3p4.(1D).12d,2D,5/2,6.0,14.3136,,,                                                           ,,12
311,3s2.3p4.(1D).12d,2D,3/2,4.0,14.3136,,,                                                           ,,12
312,3s2.3p4.(1D).12d,2P,3/2,4.0,14.3136,,,                                                           ,,12
313,3s2.3p4.(1D).12d,2P,1/2,2.0,14.3136,,,                                                           ,,12
314,3s2.3p4.(1D).12d,2S,1/2,2.0,14.3173,,,                                                           ,,12
315,3s2.3p4.(1D).13d,2P,1/2,2.0,14.3285,,,                                                           ,,13
316,3s2.3p4.(1D).13d,2P,3/2,4.0,14.3285,,,                                                           ,,13
317,3s2.3p4.(1D).13d,2D,5/2,6.0,14.3285,,,                                                           ,,13
318,3s2.3p4.(1D).13d,2D,3/2,4.0,14.3285,,,                                                           ,,13
319,3s2.3p4.(1D).13d,2S,1/2,2.0,14.3316,,,                                                           ,,13
320,3s2.3p4.(1D).14d,2D,3/2,4.0,14.3403,,,                                                           ,,14
321,3s2.3p4.(1D).14d,2D,5/2,6.0,14.3403,,,                                                           ,,14
322,3s2.3p4.(1D).14d,2P,1/2,2.0,14.3403,,,                                                           ,,14
323,3s2.3p4.(1D).14d,2P,3/2,4.0,14.3403,,,                                                           ,,14
324,3s2.3p4.(1D).15d,2D,5/2,6.0,14.3497,,,                                                           ,,15
325,3s2.3p4.(1D).15d,2D,3/2,4.0,14.3497,,,                                                           ,,15
326,3s2.3p4.(1D).15d,2P,3/2,4.0,14.3497,,,                                                           ,,15
327,3s2.3p4.(1D).15d,2P,1/2,2.0,14.3497,,,                                                           ,,15
328,3s2.3p4.(1D).16d,2D,3/2,4.0,14.3575,,,                                                           ,,16
329,3s2.3p4.(1D).16d,2D,5/2,6.0,14.3575,,,                                                           ,,16
330,3s2.3p4.(1D).16d,2P,1/2,2.0,14.3575,,,                                                           ,,16
331,3s2.3p4.(1D).16d,2P,3/2,4.0,14.3575,,,                                                           ,,16
332,3s2.3p4.(1S).3d,2D,3/2,4.0,14.687,0.012,,                                                           ,,3
333,3s2.3p4.(1S).3d,2D,5/2,6.0,14.687,0.012,,                                                           ,,3
334,3s2.3p4.(1S).5s,2S,1/2,2.0,14.78,,,                                                           ,,5
335,3s2.3p4.(1S).4d,2D,5/2,6.0,15.45,0.12,,                                                           ,,4
336,3s2.3p4.(1S).4d,2D,3/2,4.0,15.45,0.12,,                                                           ,,4
337,3s2.3p4.(1S).6s,2S,1/2,2.0,15.5185,,,                                                           ,,6
338,3s2.3p4.(1S).5d,2D,3/2,4.0,15.814,0.012,,                                                           ,,5
339,3s2.3p4.(1S).5d,2D,5/2,6.0,15.814,0.012,,                                                           ,,5
340,3s2.3p4.(1S).7s,2S,1/2,2.0,15.852,,,                                                           ,,7
341,3s2.3p4.(1S).6d,2D,3/2,4.0,16.01,0.12,,                                                           ,,6
342,3s2.3p4.(1S).6d,2D,5/2,6.0,16.01,0.12,,                                                           ,,6
343,3s2.3p4.(1S).8s,2S,1/2,2.0,16.0304,,,                                                           ,,8
344,3s2.3p4.(1S).7d,2D,3/2,4.0,16.1205,,,                                                           ,,7
345,3s2.3p4.(1S).7d,2D,5/2,6.0,16.1205,,,                                                           ,,7
346,3s2.3p4.(1S).9s,2S,1/2,2.0,16.135,,,                                                           ,,9
347,3s2.3p4.(1S).8d,2D,5/2,6.0,16.1951,,,                                                           ,,8
348,3s2.3p4.(1S).8d,2D,3/2,4.0,16.1951,,,                                                           ,,8
349,3s2.3p4.(1S).10s,2S,1/2,2.0,16.2037,,,                                                           ,,10
350,3s2.3p4.(1S).9d,2D,5/2,6.0,16.2438,,,                                                           ,,9
351,3s2.3p4.(1S).9d,2D,3/2,4.0,16.2438,,,                                                           ,,9
352,3s2.3p4.(1S).11s,2S,1/2,2.0,16.251,,,                                                           ,,11
353,3s2.3p4.(1S).10d,2D,5/2,6.0,16.2795,,,                                                           ,,10
354,3s2.3p4.(1S).10d,2D,3/2,4.0,16.2795,,,                                                           ,,10
355,3s2.3p4.(1S).12s,2S,1/2,2.0,16.284,,,                                                           ,,12
356,3s2.3p4.(1S).11d,2D,5/2,6.0,16.3049,,,                                                           ,,11
357,3s2.3p4.(1S).11d,2D,3/2,4.0,16.3049,,,                                                           ,,11
358,3s2.3p4.(1S).13s,2S,1/2,2.0,16.3083,,,                                                           ,,13
359,3s2.3p4.(1S).12d,2D,5/2,6.0,16.3249,,,                                                           ,,12
360,3s2.3p4.(1S).12d,2D,3/2,4.0,16.3249,,,                                                           ,,12
361,3s2.3p4.(1S).13d,2D,5/2,6.0,16.34,,,                                                           ,,13
362,3s2.3p4.(1S).13d,2D,3/2,4.0,16.34,,,                                                           ,,13
363,3s2.3p4.(1S).14d,2D,5/2,6.0,16.3515,,,                                                           ,,14
364,3s2.3p4.(1S).14d,2D,3/2,4.0,16.3515,,,                                                           ,,14
365,3s2.3p4.(1S).15d,2D,5/2,6.0,16.3611,,,                                                           ,,15
366,3s2.3p4.(1S).15d,2D,3/2,4.0,16.3611,,,                                                           ,,15
367,3s2.3p4.(1S).16d,2D,5/2,6.0,16.369,,,                                                           ,,16
368,3s2.3p4.(1S).16d,2D,3/2,4.0,16.369,,,                                                           ,,16
369,Limit,NaN,NaN,NaN,12.967633,1.6e-05,NaN,NaN,NaN,NaN
