,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Lande,Leading percentages,Reference,nQua
71,3s2.3p4.(3P<2>).4d,2[0],1/2,2.0,12.0178108,,,  84                  or  :    89  3s2.3p4.(3P).4d    4P   ,,4
72,3s2.3p4.(3P<1>).4d,2[1],1/2,2.0,12.0449809,,,  44                  or  :    90  3s2.3p4.(3P).4d    2P   ,,4
73,3s2.3p4.(3P<1>).4d,2[1],3/2,4.0,12.0586797,,0.967,  54                  or  :    39  3s2.3p4.(3P).4d    4P   ,,4
74,3s2.3p4.(3P<1>).4d,2[3],7/2,8.0,12.0493147,,,  88                  or  :    52  3s2.3p4.(3P).4d    4F   ,,4
75,3s2.3p4.(3P<1>).4d,2[3],5/2,6.0,12.0684839,,1.241,  62                  or  :    62  3s2.3p4.(3P).4d    4F   ,,4
76,3s2.3p4.(3P<2>).6s,2[2],5/2,6.0,12.0559411,,1.5, 100                  or  :   100  3s2.3p4.(3P).6s    4P   ,,6
77,3s2.3p4.(3P<2>).6s,2[2],3/2,4.0,12.086062,,1.393,  96                  or  :    67  3s2.3p4.(3P).6s    2P   ,,6
78,3s2.3p4.(3P<1>).4d,2[2],3/2,4.0,12.0703647,,1.01,  47                  or  :    49  3s2.3p4.(3P).4d    4F   ,,4
79,3s2.3p4.(3P<1>).4d,2[2],5/2,6.0,12.0926909,,1.355,  90                  or  :    55  3s2.3p4.(3P).4d    4P   ,,4
80,3s2.3p4.(3P<2>).4f,2[4]*,9/2,10.0,12.1091213,,, 100                  or  :    67  3s2.3p4.(3P).4f    4F*  ,,4
81,3s2.3p4.(3P<2>).4f,2[4]*,7/2,8.0,12.1092138,,,  99                  or  :    48  3s2.3p4.(3P).4f    2F*  ,,4
82,3s2.3p4.(3P<2>).4f,2[3]*,7/2,8.0,12.110044,,,  99                  or  :    48  3s2.3p4.(3P).4f    4F*  ,,4
83,3s2.3p4.(3P<2>).4f,2[3]*,5/2,6.0,12.110074,,, 100                  or  :    38  3s2.3p4.(3P).4f    4F*  ,,4
84,3s2.3p4.(3P<2>).4f,2[2]*,3/2,4.0,12.113707,,,  99                  or  :    40  3s2.3p4.(3P).4f    4F*  ,,4
85,3s2.3p4.(3P<2>).4f,2[2]*,5/2,6.0,12.1137448,,,  99                  or  :    46  3s2.3p4.(3P).4f    4D*  ,,4
86,3s2.3p4.(3P<2>).4f,2[5]*,11/2,12.0,12.114822,,, 100                  or  :   100  3s2.3p4.(3P).4f    4G*  ,,4
87,3s2.3p4.(3P<2>).4f,2[5]*,9/2,10.0,12.114826,,, 100                  or  :    73  3s2.3p4.(3P).4f    2G*  ,,4
88,3s2.3p4.(3P<2>).4f,2[1]*,1/2,2.0,12.118097,,, 100                  or  :   100  3s2.3p4.(3P).4f    4D*  ,,4
89,3s2.3p4.(3P<2>).4f,2[1]*,3/2,4.0,12.118131,,, 100                  or  :    50  3s2.3p4.(3P).4f    2D*  ,,4
90,3s2.3p4.(3P<0>).4d,2[2],5/2,6.0,12.1266121,,1.0828,  73                  or  :    36  3s2.3p4.(3P).4d    2F   ,,4
91,3s2.3p4.(3P<0>).4d,2[2],3/2,4.0,12.130959,,,  48                  or  :    74  3s2.3p4.(3P).4d    2P   ,,4
92,3s2.3p4.(3P<1>).6s,2[1],3/2,4.0,12.1560283,,1.6246,  96                  or  :    67  3s2.3p4.(3P).6s    4P   ,,6
93,3s2.3p4.(3P<1>).6s,2[1],1/2,2.0,12.162892,,1.962,  82                  or  :    76  3s2.3p4.(3P).6s    4P   ,,6
94,3s2.3p4.(3P<1>).4f,2[2]*,3/2,4.0,12.196694,,,  99                  or  :    60  3s2.3p4.(3P).4f    4F*  ,,4
95,3s2.3p4.(3P<1>).4f,2[2]*,5/2,6.0,12.196751,,,  99                  or  :    33  3s2.3p4.(3P).4f    2F*  ,,4
96,3s2.3p4.(3P<1>).4f,2[4]*,9/2,10.0,12.197991,,, 100                  or  :    49  3s2.3p4.(3P).4f    4G*  ,,4
97,3s2.3p4.(3P<1>).4f,2[4]*,7/2,8.0,12.198027,,, 100                  or  :    39  3s2.3p4.(3P).4f    4G*  ,,4
98,3s2.3p4.(3P<0>).6s,2[0],1/2,2.0,12.198897,,,  81                  or  :    76  3s2.3p4.(3P).6s    2P   ,,6
99,3s2.3p4.(3P<1>).4f,2[3]*,7/2,8.0,12.202387,,, 100                  or  :    49  3s2.3p4.(3P).4f    4D*  ,,4
100,3s2.3p4.(3P<1>).4f,2[3]*,5/2,6.0,12.202413,,, 100                  or  :    47  3s2.3p4.(3P).4f    4G*  ,,4
101,3s2.3p4.(3P<2>).6p,2[2]*,5/2,6.0,12.235241,,,                                                           ,,6
102,3s2.3p4.(3P<2>).6p,2[2]*,3/2,4.0,12.276846,,1.32,                                                           ,,6
103,3s2.3p4.(3P<0>).4f,2[3]*,7/2,8.0,12.2363741,,, 100                  or  :    26  3s2.3p4.(3P).4f    4D*  ,,4
104,3s2.3p4.(3P<0>).4f,2[3]*,5/2,6.0,12.2364,,, 100                  or  :    44  3s2.3p4.(3P).4f    4G*  ,,4
105,3s2.3p4.(3P<2>).6p,2[1]*,3/2,4.0,12.24696,,,                                                           ,,6
106,3s2.3p4.(3P<2>).6p,2[1]*,1/2,2.0,12.263955,,1.91,                                                           ,,6
107,3s2.3p4.(3P<2>).6p,2[3]*,7/2,8.0,12.247819,,,                                                           ,,6
108,3s2.3p4.(3P<2>).6p,2[3]*,5/2,6.0,12.253755,,,                                                           ,,6
109,3s2.3p4.(3P<2>).5d,2[3],7/2,8.0,12.2992798,,1.392,                                                           ,,5
110,3s2.3p4.(3P<2>).5d,2[3],5/2,6.0,12.3693959,,1.149,                                                           ,,5
111,3s2.3p4.(3P<2>).5d,2[2],5/2,6.0,12.3078024,,1.358,                                                           ,,5
112,3s2.3p4.(3P<2>).5d,2[2],3/2,4.0,12.3184091,,1.239,                                                           ,,5
113,3s2.3p4.(3P<2>).5d,2[1],1/2,2.0,12.3250097,,0.363,                                                           ,,5
114,3s2.3p4.(3P<2>).5d,2[1],3/2,4.0,12.3589789,,1.73,                                                           ,,5
115,3s2.3p4.(3P<1>).6p,2[0]*,1/2,2.0,12.328503,,,                                                           ,,6
116,3s2.3p4.(3P<1>).6p,2[2]*,5/2,6.0,12.331938,,,                                                           ,,6
117,3s2.3p4.(3P<1>).6p,2[2]*,3/2,4.0,12.3407891,,1.3929,                                                           ,,6
118,3s2.3p4.(3P<2>).5d,2[4],9/2,10.0,12.3386587,,1.31,                                                           ,,5
119,3s2.3p4.(3P<2>).5d,2[4],7/2,8.0,12.3573052,,1.181,                                                           ,,5
120,3s2.3p4.(1S).4s,2S,1/2,2.0,12.3406952,,1.99,  91                      :     4  3s2.3p4.(1D).3d    2S   ,,4
121,3s2.3p4.(3P<1>).6p,2[1]*,3/2,4.0,12.3449145,,1.32,                                                           ,,6
122,3s2.3p4.(3P<1>).6p,2[1]*,1/2,2.0,12.347135,,0.49,                                                           ,,6
123,3s2.3p4.(3P<2>).5d,2[0],1/2,2.0,12.3626267,,1.289,                                                           ,,5
124,3s2.3p4.(3P<0>).6p,2[1]*,3/2,4.0,12.376512,,1.28,                                                           ,,6
125,3s2.3p4.(3P<0>).6p,2[1]*,1/2,2.0,12.386348,,0.81,                                                           ,,6
126,3s2.3p4.(3P<1>).5d,2[1],1/2,2.0,12.3949661,,1.21,                                                           ,,5
127,3s2.3p4.(3P<1>).5d,2[1],3/2,4.0,12.4196187,,,                                                           ,,5
128,3s2.3p4.(3P<2>).7s,2[2],5/2,6.0,12.3969941,,1.589, 100                  or  :   100  3s2.3p4.(3P).7s    4P   ,,7
129,3s2.3p4.(3P<2>).7s,2[2],3/2,4.0,12.4047103,,1.42, 100                  or  :    79  3s2.3p4.(3P).7s    2P   ,,7
130,3s2.3p4.(3P<1>).5d,2[3],7/2,8.0,12.4166235,,1.21,                                                           ,,5
131,3s2.3p4.(3P<1>).5d,2[3],5/2,6.0,12.4293708,,,                                                           ,,5
132,3s2.3p4.(3P<2>).5f,2[4]*,9/2,10.0,12.4189563,,, 100                  or  :    65  3s2.3p4.(3P).5f    4F*  ,,5
133,3s2.3p4.(3P<2>).5f,2[4]*,7/2,8.0,12.4190281,,, 100                  or  :    46  3s2.3p4.(3P).5f    2F*  ,,5
134,3s2.3p4.(3P<2>).5f,2[3]*,7/2,8.0,12.4194773,,, 100                  or  :    46  3s2.3p4.(3P).5f    4F*  ,,5
135,3s2.3p4.(3P<2>).5f,2[3]*,5/2,6.0,12.419498,,, 100                  or  :    37  3s2.3p4.(3P).5f    4F*  ,,5
136,3s2.3p4.(3P<2>).5f,2[2]*,3/2,4.0,12.421384,,, 100                  or  :    37  3s2.3p4.(3P).5f    4F*  ,,5
137,3s2.3p4.(3P<2>).5f,2[2]*,5/2,6.0,12.4214097,,, 100                  or  :    49  3s2.3p4.(3P).5f    4D*  ,,5
138,3s2.3p4.(3P<2>).5f,2[5]*,11/2,12.0,12.421812,,, 100                  or  :   100  3s2.3p4.(3P).5f    4G*  ,,5
139,3s2.3p4.(3P<2>).5f,2[5]*,9/2,10.0,12.421813,,, 100                  or  :    73  3s2.3p4.(3P).5f    2G*  ,,5
140,3s2.3p4.(3P<2>).5g,2[5],11/2,12.0,12.422097,,,                                                           ,,5
141,3s2.3p4.(3P<2>).5g,2[5],9/2,10.0,12.422097,,,                                                           ,,5
142,3s2.3p4.(3P<2>).5g,2[4],9/2,10.0,12.42215,,,                                                           ,,5
143,3s2.3p4.(3P<2>).5g,2[4],7/2,8.0,12.42215,,,                                                           ,,5
144,3s2.3p4.(3P<2>).5g,2[3],5/2,6.0,12.422925,,,                                                           ,,5
145,3s2.3p4.(3P<2>).5g,2[3],7/2,8.0,12.422925,,,                                                           ,,5
146,3s2.3p4.(3P<2>).5g,2[6],13/2,14.0,12.423378,,,                                                           ,,5
147,3s2.3p4.(3P<2>).5g,2[6],11/2,12.0,12.423378,,,                                                           ,,5
148,3s2.3p4.(3P<2>).5f,2[1]*,1/2,2.0,12.423508,,, 100                  or  :   100  3s2.3p4.(3P).5f    4D*  ,,5
149,3s2.3p4.(3P<2>).5f,2[1]*,3/2,4.0,12.42354,,, 100                  or  :    51  3s2.3p4.(3P).5f    2D*  ,,5
150,3s2.3p4.(3P<2>).5g,2[2],5/2,6.0,12.423921,,,                                                           ,,5
151,3s2.3p4.(3P<2>).5g,2[2],3/2,4.0,12.423921,,,                                                           ,,5
152,3s2.3p4.(3P<1>).5d,2[2],3/2,4.0,12.429026,,,                                                           ,,5
153,3s2.3p4.(3P<1>).5d,2[2],5/2,6.0,12.4414649,,,                                                           ,,5
154,3s2.3p4.(3P<0>).5d,2[2],3/2,4.0,12.4607679,,,                                                           ,,5
155,3s2.3p4.(3P<0>).5d,2[2],5/2,6.0,12.4714852,,1.069,                                                           ,,5
156,3s2.3p4.(3P<1>).7s,2[1],3/2,4.0,12.4857332,,1.65, 100                  or  :    79  3s2.3p4.(3P).7s    4P   ,,7
157,3s2.3p4.(3P<1>).7s,2[1],1/2,2.0,12.489877,,1.59,  98                  or  :    52  3s2.3p4.(3P).7s    2P   ,,7
158,3s2.3p4.(3P<1>).5f,2[2]*,3/2,4.0,12.505711,,, 100                  or  :    63  3s2.3p4.(3P).5f    4F*  ,,5
159,3s2.3p4.(3P<1>).5f,2[2]*,5/2,6.0,12.505768,,, 100                  or  :    35  3s2.3p4.(3P).5f    2F*  ,,5
160,3s2.3p4.(3P<1>).5f,2[4]*,9/2,10.0,12.506436,,, 100                  or  :    48  3s2.3p4.(3P).5f    4G*  ,,5
161,3s2.3p4.(3P<1>).5f,2[4]*,7/2,8.0,12.5064788,,, 100                  or  :    38  3s2.3p4.(3P).5f    4G*  ,,5
162,3s2.3p4.(3P<2>).7p,2[2]*,3/2,4.0,12.507242,,,                                                           ,,7
163,3s2.3p4.(3P<1>).5g,2[3],7/2,8.0,12.508567,,,                                                           ,,5
164,3s2.3p4.(3P<1>).5g,2[3],5/2,6.0,12.508567,,,                                                           ,,5
165,3s2.3p4.(3P<1>).5f,2[3]*,7/2,8.0,12.5087478,,, 100                  or  :    49  3s2.3p4.(3P).5f    4D*  ,,5
166,3s2.3p4.(3P<1>).5f,2[3]*,5/2,6.0,12.508782,,, 100                  or  :    48  3s2.3p4.(3P).5f    4G*  ,,5
167,3s2.3p4.(3P<1>).5g,2[5],11/2,12.0,12.508831,,,                                                           ,,5
168,3s2.3p4.(3P<1>).5g,2[5],9/2,10.0,12.508831,,,                                                           ,,5
169,3s2.3p4.(3P<1>).5g,2[4],9/2,10.0,12.509885,,,                                                           ,,5
170,3s2.3p4.(3P<1>).5g,2[4],7/2,8.0,12.509885,,,                                                           ,,5
171,3s2.3p4.(3P<2>).6d,2[1],1/2,2.0,12.51571,,1.01,                                                           ,,6
172,3s2.3p4.(3P<2>).6d,2[1],3/2,4.0,12.5437979,,1.41,                                                           ,,6
173,3s2.3p4.(3P<2>).6d,2[3],7/2,8.0,12.521163,,1.377,                                                           ,,6
174,3s2.3p4.(3P<2>).6d,2[3],5/2,6.0,12.550093,,,                                                           ,,6
175,3s2.3p4.(3P<0>).7s,2[0],1/2,2.0,12.5272906,,,  98                  or  :    52  3s2.3p4.(3P).7s    4P   ,,7
176,3s2.3p4.(3P<2>).6d,2[2],3/2,4.0,12.5280312,,1.168,                                                           ,,6
177,3s2.3p4.(3P<2>).6d,2[2],5/2,6.0,12.5289554,,1.364,                                                           ,,6
178,3s2.3p4.(3P<2>).6d,2[4],9/2,10.0,12.5386326,,,                                                           ,,6
179,3s2.3p4.(3P<2>).6d,2[4],7/2,8.0,12.5510331,,,                                                           ,,6
180,3s2.3p4.(1D).3d,2G,7/2,8.0,12.539909,,,                                                           ,,3
181,3s2.3p4.(1D).3d,2G,9/2,10.0,12.5399633,,1.13,                                                           ,,3
182,3s2.3p4.(3P<0>).5f,2[3]*,7/2,8.0,12.5442465,,, 100                  or  :    25  3s2.3p4.(3P).5f    2G*  ,,5
183,3s2.3p4.(3P<0>).5f,2[3]*,5/2,6.0,12.544267,,, 100                  or  :    43  3s2.3p4.(3P).5f    4G*  ,,5
184,3s2.3p4.(3P<0>).5g,2[4],9/2,10.0,12.546373,,,                                                           ,,5
185,3s2.3p4.(3P<0>).5g,2[4],7/2,8.0,12.546373,,,                                                           ,,5
186,3s2.3p4.(3P<2>).6d,2[0],1/2,2.0,12.550627,,,                                                           ,,6
187,3s2.3p4.(3P<2>).8s,2[2],5/2,6.0,12.5752466,,1.6, 100                  or  :   100  3s2.3p4.(3P).8s    4P   ,,8
188,3s2.3p4.(3P<2>).8s,2[2],3/2,4.0,12.579457,,, 100                  or  :    81  3s2.3p4.(3P).8s    2P   ,,8
189,3s2.3p4.(3P<2>).6f,2[4]*,9/2,10.0,12.5870415,,, 100                  or  :    64  3s2.3p4.(3P).6f    4F*  ,,6
190,3s2.3p4.(3P<2>).6f,2[4]*,7/2,8.0,12.587094,,,  99                  or  :    42  3s2.3p4.(3P).6f    2F*  ,,6
191,3s2.3p4.(3P<2>).6f,2[3]*,7/2,8.0,12.587394,,,  99                  or  :    42  3s2.3p4.(3P).6f    4F*  ,,6
192,3s2.3p4.(3P<2>).6f,2[3]*,5/2,6.0,12.587409,,, 100                  or  :    37  3s2.3p4.(3P).6f    4F*  ,,6
193,3s2.3p4.(3P<2>).6f,2[2]*,3/2,4.0,12.588484,,, 100                  or  :    35  3s2.3p4.(3P).6f    4F*  ,,6
194,3s2.3p4.(3P<2>).6f,2[2]*,5/2,6.0,12.588489,,, 100                  or  :    49  3s2.3p4.(3P).6f    4D*  ,,6
195,3s2.3p4.(3P<2>).6f,2[5]*,9/2,10.0,12.588665,,, 100                  or  :    73  3s2.3p4.(3P).6f    2G*  ,,6
196,3s2.3p4.(3P<2>).6f,2[5]*,11/2,12.0,12.588665,,, 100                  or  :   100  3s2.3p4.(3P).6f    4G*  ,,6
197,3s2.3p4.(3P<2>).6f,2[1]*,3/2,4.0,12.589658,,, 100                  or  :    51  3s2.3p4.(3P).6f    2D*  ,,6
198,3s2.3p4.(3P<1>).6d,2[1],1/2,2.0,12.595886,,0.69,                                                           ,,6
199,3s2.3p4.(3P<1>).6d,2[1],3/2,4.0,12.612338,,,                                                           ,,6
200,3s2.3p4.(3P<1>).6d,2[3],7/2,8.0,12.6159262,,,                                                           ,,6
201,3s2.3p4.(3P<1>).6d,2[3],5/2,6.0,12.6220182,,,                                                           ,,6
202,3s2.3p4.(3P<1>).6d,2[2],3/2,4.0,12.62725,,,                                                           ,,6
203,3s2.3p4.(3P<1>).6d,2[2],5/2,6.0,12.628902,,1.45,                                                           ,,6
204,3s2.3p4.(3P<2>).7d,2[1],1/2,2.0,12.6315,,,                                                           ,,7
205,3s2.3p4.nd,,3/2,4.0,12.639594,,,                                                           ,,3
206,3s2.3p4.nd,,1/2,2.0,12.639594,,,                                                           ,,3
207,3s2.3p4.(3P<0>).6d,2[2],5/2,6.0,12.644918,,,                                                           ,,6
208,3s2.3p4.(3P<0>).6d,2[2],3/2,4.0,12.646433,,0.63,                                                           ,,6
209,3s2.3p4.nd,,3/2?,4.0,12.64965,,,                                                           ,,3
210,3s2.3p4.(3P<2>).7d,2[3],7/2,8.0,12.64989,,1.34,                                                           ,,7
211,3s2.3p4.(3P<2>).7d,2[3],5/2,6.0,12.666062,,,                                                           ,,7
212,3s2.3p4.(3P<2>).7d,2[2],5/2,6.0,12.651976,,,                                                           ,,7
213,3s2.3p4.(3P<2>).7d,2[4],9/2,10.0,12.657958,,,                                                           ,,7
214,3s2.3p4.(3P<2>).7d,2[4],7/2,8.0,12.6646794,,,                                                           ,,7
215,3s2.3p4.(3P<1>).8s,2[1],3/2,4.0,12.659883,,, 100                  or  :    81  3s2.3p4.(3P).8s    4P   ,,8
216,3s2.3p4.(3P<1>).8s,2[1],1/2,2.0,12.663512,,,  99                  or  :    59  3s2.3p4.(3P).8s    2P   ,,8
217,3s2.3p4.nd,,5/2?,6.0,12.669637,,,                                                           ,,3
218,3s2.3p4.(3P<1>).6f,2[2]*,3/2,4.0,12.673464,,, 100                  or  :    65  3s2.3p4.(3P).6f    4F*  ,,6
219,3s2.3p4.(3P<1>).6f,2[2]*,5/2,6.0,12.673501,,, 100                  or  :    36  3s2.3p4.(3P).6f    2F*  ,,6
