,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Leading percentages,Reference,nQua
100,3s2.3p3.(4S*).6d,3D*,2,5.0,9.941528,,  98         :     1  3s2.3p3.(2D*).3d 3D*  ,,6
101,3s2.3p3.(4S*).6d,3D*,1,3.0,9.941747,,  98         :     1  3s2.3p3.(2D*).3d 3D*  ,,6
102,3s2.3p3.(4S*).8s,5S*,2,5.0,9.974417,,                                            ,,8
103,3s2.3p3.(4S*).6f,5F,4,9.0,9.980023,,                                            ,,6
104,3s2.3p3.(4S*).6f,5F,2,5.0,9.980023,,                                            ,,6
105,3s2.3p3.(4S*).6f,5F,5,11.0,9.980023,,                                            ,,6
106,3s2.3p3.(4S*).6f,5F,3,7.0,9.980023,,                                            ,,6
107,3s2.3p3.(4S*).6f,5F,1,3.0,9.980023,,                                            ,,6
108,3s2.3p3.(4S*).6f,3F,3,7.0,9.98013,,                                            ,,6
109,3s2.3p3.(4S*).6f,3F,4,9.0,9.98013,,                                            ,,6
110,3s2.3p3.(4S*).6f,3F,2,5.0,9.98013,,                                            ,,6
111,3s2.3p3.(4S*).8s,3S*,1,3.0,9.983389,,                                            ,,8
112,3s2.3p3.(4S*).7d,5D*,4,9.0,10.042135,,                                            ,,7
113,3s2.3p3.(4S*).7d,5D*,2,5.0,10.042151,,                                            ,,7
114,3s2.3p3.(4S*).7d,5D*,3,7.0,10.042151,,                                            ,,7
115,3s2.3p3.(4S*).8p,3P,0,1.0,10.042175,,                                            ,,8
116,3s2.3p3.(4S*).8p,3P,1,3.0,10.042175,,                                            ,,8
117,3s2.3p3.(4S*).8p,3P,2,5.0,10.042228,,                                            ,,8
118,3s2.3p3.(4S*).7d,3D*,3,7.0,10.052675,,                                            ,,7
119,3s2.3p3.(4S*).7d,3D*,2,5.0,10.052944,,                                            ,,7
120,3s2.3p3.(4S*).7d,3D*,1,3.0,10.053218,,                                            ,,7
121,3s2.3p3.(4S*).9s,5S*,2,5.0,10.077629,,                                            ,,9
122,3s2.3p3.(4S*).7f,5F,2,5.0,10.081011,,                                            ,,7
123,3s2.3p3.(4S*).7f,5F,5,11.0,10.081011,,                                            ,,7
124,3s2.3p3.(4S*).7f,5F,3,7.0,10.081011,,                                            ,,7
125,3s2.3p3.(4S*).7f,5F,1,3.0,10.081011,,                                            ,,7
126,3s2.3p3.(4S*).7f,5F,4,9.0,10.081011,,                                            ,,7
127,3s2.3p3.(4S*).7f,3F,4,9.0,10.081102,,                                            ,,7
128,3s2.3p3.(4S*).7f,3F,2,5.0,10.081102,,                                            ,,7
129,3s2.3p3.(4S*).7f,3F,3,7.0,10.081102,,                                            ,,7
130,3s2.3p3.(4S*).9s,3S*,1,3.0,10.083239,,                                            ,,9
131,3s2.3p3.(2D*).3d,1P*,1,3.0,10.097062,,  58         :    23  3s2.3p3.(2P*).4s 1P*  ,,3
132,3s2.3p3.(4S*).8d,5D*,4,9.0,10.120669,,                                            ,,8
133,3s2.3p3.(4S*).8d,5D*,3,7.0,10.120685,,                                            ,,8
134,3s2.3p3.(4S*).8d,5D*,2,5.0,10.120685,,                                            ,,8
135,3s2.3p3.(4S*).8d,3D*,3,7.0,10.124928,,                                            ,,8
136,3s2.3p3.(4S*).8d,3D*,2,5.0,10.125245,,                                            ,,8
137,3s2.3p3.(4S*).8d,3D*,1,3.0,10.125533,,                                            ,,8
138,3s2.3p3.(4S*).10s,5S*,2,5.0,10.144288,,                                            ,,10
139,3s2.3p3.(4S*).8f,5F,5,11.0,10.146551,,                                            ,,8
140,3s2.3p3.(4S*).8f,5F,3,7.0,10.146551,,                                            ,,8
141,3s2.3p3.(4S*).8f,5F,1,3.0,10.146551,,                                            ,,8
142,3s2.3p3.(4S*).8f,5F,4,9.0,10.146551,,                                            ,,8
143,3s2.3p3.(4S*).8f,5F,2,5.0,10.146551,,                                            ,,8
144,3s2.3p3.(4S*).10s,3S*,1,3.0,10.148067,,                                            ,,10
145,3s2.3p3.(4S*).9d,5D*,4,9.0,10.173367,,                                            ,,9
146,3s2.3p3.(4S*).9d,5D*,3,7.0,10.173367,,                                            ,,9
147,3s2.3p3.(4S*).9d,5D*,2,5.0,10.173389,,                                            ,,9
148,3s2.3p3.(4S*).9d,3D*,3,7.0,10.174354,,                                            ,,9
149,3s2.3p3.(4S*).9d,3D*,2,5.0,10.174565,,                                            ,,9
150,3s2.3p3.(4S*).9d,3D*,1,3.0,10.175038,,                                            ,,9
151,3s2.3p3.(4S*).11s,3S*,1,3.0,10.192514,,                                            ,,11
152,3s2.3p3.(4S*).10d,3D*,3,7.0,10.210194,,                                            ,,10
153,3s2.3p3.(4S*).10d,3D*,2,5.0,10.21039,,                                            ,,10
154,3s2.3p3.(4S*).10d,3D*,1,3.0,10.210502,,                                            ,,10
155,3s2.3p3.(4S*).10d,5D*,4,9.0,10.21048,,                                            ,,10
156,3s2.3p3.(4S*).11d,3D*,3,7.0,10.23637,,                                            ,,11
157,3s2.3p3.(4S*).11d,3D*,2,5.0,10.23658,,                                            ,,11
158,3s2.3p3.(4S*).11d,3D*,1,3.0,10.23668,,                                            ,,11
159,3s2.3p3.(2D*).3d,1F*,3,7.0,10.241642,,                                            ,,3
160,3s2.3p3.(4S*).12d,3D*,3,7.0,10.25637,,                                            ,,12
161,3s2.3p3.(4S*).12d,3D*,1,3.0,10.25654,,                                            ,,12
162,3s2.3p3.(4S*).12d,3D*,2,5.0,10.25659,,                                            ,,12
163,3s2.3p3.(4S*).13d,3D*,3,7.0,10.27197,,                                            ,,13
164,3s2.3p3.(4S*).13d,3D*,2,5.0,10.27213,,                                            ,,13
165,3s2.3p3.(4S*).14d,3D*,2,5.0,10.28433,,                                            ,,14
166,3s2.3p3.(4S*).14d,3D*,3,7.0,10.28433,,                                            ,,14
167,3s2.3p3.(4S*).14d,3D*,1,3.0,10.28433,,                                            ,,14
168,3s2.3p3.(2D*).3d,3D*,1,3.0,10.4,0.12,                                            ,,3
169,3s2.3p3.(2D*).3d,3D*,3,7.0,10.4,0.12,                                            ,,3
170,3s2.3p3.(2D*).3d,3D*,2,5.0,10.4,0.12,                                            ,,3
171,3s2.3p3.(2D*).3d,3S*,1,3.0,10.592,,                                            ,,3
172,3s2.3p3.(2D*).5s,3D*,2,5.0,10.623,0.012,                                            ,,5
173,3s2.3p3.(2D*).5s,3D*,1,3.0,10.623,0.012,                                            ,,5
174,3s2.3p3.(2D*).5s,3D*,3,7.0,10.623,0.012,                                            ,,5
175,3s2.3p3.(2D*).5s,1D*,2,5.0,10.676041,,                                            ,,5
176,3s2.3p3.(2D*).3d,3P*,0,1.0,10.721307,,                                            ,,3
177,3s2.3p3.(2D*).3d,3P*,1,3.0,10.72272,,                                            ,,3
178,3s2.3p3.(2D*).3d,3P*,2,5.0,10.725031,,                                            ,,3
179,3s2.3p3.(2D*).4d,3D*,2,5.0,11.23,0.12,                                            ,,4
180,3s2.3p3.(2D*).4d,3D*,1,3.0,11.23,0.12,                                            ,,4
181,3s2.3p3.(2D*).4d,3D*,3,7.0,11.23,0.12,                                            ,,4
182,3s2.3p3.(2D*).4d,3S*,1,3.0,11.306,,                                            ,,4
183,3s2.3p3.(2D*).4d,1D*,2,5.0,11.3168,,                                            ,,4
184,3s2.3p3.(2D*).6s,3D*,1,3.0,11.33,0.012,                                            ,,6
185,3s2.3p3.(2D*).6s,3D*,3,7.0,11.33,0.012,                                            ,,6
186,3s2.3p3.(2D*).6s,3D*,2,5.0,11.33,0.012,                                            ,,6
187,3s2.3p3.(2D*).4d,3P*,0,1.0,11.3407,,                                            ,,4
188,3s2.3p3.(2D*).4d,3P*,1,3.0,11.3428,,                                            ,,4
189,3s2.3p3.(2D*).4d,3P*,2,5.0,11.3469,,                                            ,,4
190,3s2.3p3.(2D*).6s,1D*,2,5.0,11.3501,,                                            ,,6
191,3s2.3p3.(2D*).5d,3D*,1,3.0,11.581,0.012,                                            ,,5
192,3s2.3p3.(2D*).5d,3D*,3,7.0,11.581,0.012,                                            ,,5
193,3s2.3p3.(2D*).5d,3D*,2,5.0,11.581,0.012,                                            ,,5
194,3s2.3p3.(2D*).5d,3S*,1,3.0,11.6327,,                                            ,,5
195,3s2.3p3.(2D*).5d,1D*,2,5.0,11.638,,                                            ,,5
196,3s2.3p3.(2D*).7s,3D*,3,7.0,11.6525,,                                            ,,7
197,3s2.3p3.(2D*).7s,3D*,2,5.0,11.6525,,                                            ,,7
198,3s2.3p3.(2D*).7s,3D*,1,3.0,11.6525,,                                            ,,7
199,3s2.3p3.(2D*<3/2>).5f,,,56.0,11.65407,,                                            ,,5
200,3s2.3p3.(2D*<5/2>).5f,,,68.0,11.65856,,                                            ,,5
201,3s2.3p3.(2D*).7s,1D*,2,5.0,11.6589,,                                            ,,7
202,3s2.3p3.(2P*).3d,3D*,2,5.0,11.677,0.012,                                            ,,3
203,3s2.3p3.(2P*).3d,3D*,1,3.0,11.677,0.012,                                            ,,3
204,3s2.3p3.(2P*).3d,3D*,3,7.0,11.677,0.012,                                            ,,3
205,3s2.3p3.(2P*).3d,3P*,1,3.0,11.7018,,                                            ,,3
206,3s2.3p3.(2P*).3d,3P*,0,1.0,11.7018,,                                            ,,3
207,3s2.3p3.(2P*).3d,3P*,2,5.0,11.7018,,                                            ,,3
208,3s2.3p3.(2D*).5d,3P*,2,5.0,11.7058,,                                            ,,5
209,3s2.3p3.(2D*).5d,3P*,1,3.0,11.7058,,                                            ,,5
210,3s2.3p3.(2D*).7p,,,60.0,11.76306,,                                            ,,7
211,3s2.3p3.(2D*).6d,3D*,3,7.0,11.79,0.12,                                            ,,6
212,3s2.3p3.(2D*).6d,3D*,2,5.0,11.79,0.12,                                            ,,6
213,3s2.3p3.(2D*).6d,3D*,1,3.0,11.79,0.12,                                            ,,6
214,3s2.3p3.(2P*).5s,3P*,0,1.0,11.8009,,                                            ,,5
215,3s2.3p3.(2P*).5s,3P*,2,5.0,11.803,,                                            ,,5
216,3s2.3p3.(2P*).5s,3P*,1,3.0,11.8043,,                                            ,,5
217,3s2.3p3.(2D*).6d,3S*,1,3.0,11.8102,,                                            ,,6
218,3s2.3p3.(2D*).6d,1D*,2,5.0,11.8156,,                                            ,,6
219,3s2.3p3.(2D*<3/2>).6f,,,56.0,11.82178,,                                            ,,6
220,3s2.3p3.(2D*).8s,3D*,2,5.0,11.822,0.012,                                            ,,8
221,3s2.3p3.(2D*).8s,3D*,1,3.0,11.822,0.012,                                            ,,8
222,3s2.3p3.(2D*).8s,3D*,3,7.0,11.822,0.012,                                            ,,8
223,3s2.3p3.(2D*<5/2>).6f,,,68.0,11.82603,,                                            ,,6
224,3s2.3p3.(2D*).6d,3P*,2,5.0,11.856,,                                            ,,6
225,3s2.3p3.(2D*).6d,3P*,1,3.0,11.856,,                                            ,,6
226,3s2.3p3.(2P*).5s,1P*,1,3.0,11.857719,,                                            ,,5
227,3s2.3p3.(2P*).3d,1P*,1,3.0,11.8868,,                                            ,,3
228,3s2.3p3.(2D*).8p,,,60.0,11.88772,,                                            ,,8
229,3s2.3p3.(2D*).7d,3D*,3,7.0,11.9032,,                                            ,,7
230,3s2.3p3.(2D*).7d,3D*,2,5.0,11.9032,,                                            ,,7
231,3s2.3p3.(2D*).7d,3D*,1,3.0,11.9032,,                                            ,,7
232,3s2.3p3.(2D*).7d,3S*,1,3.0,11.9148,,                                            ,,7
233,3s2.3p3.(2D*).7d,1D*,2,5.0,11.919,,                                            ,,7
234,3s2.3p3.(2D*<3/2>).7f,,,56.0,11.92232,,                                            ,,7
235,3s2.3p3.(2D*<5/2>).7f,,,68.0,11.92656,,                                            ,,7
236,3s2.3p3.(2D*).9s,3D*,3,7.0,11.9278,,                                            ,,9
237,3s2.3p3.(2D*).9s,3D*,2,5.0,11.9278,,                                            ,,9
238,3s2.3p3.(2D*).9s,3D*,1,3.0,11.9278,,                                            ,,9
239,3s2.3p3.(2D*).7d,3P*,2,5.0,11.9412,,                                            ,,7
240,3s2.3p3.(2D*).7d,3P*,1,3.0,11.9412,,                                            ,,7
241,3s2.3p3.(2D*).9p,,,60.0,11.96611,,                                            ,,9
242,3s2.3p3.(2D*).8d,3D*,1,3.0,11.9791,,                                            ,,8
243,3s2.3p3.(2D*).8d,3D*,3,7.0,11.9791,,                                            ,,8
244,3s2.3p3.(2D*).8d,3D*,2,5.0,11.9791,,                                            ,,8
245,3s2.3p3.(2D*).8d,3S*,1,3.0,11.9829,,                                            ,,8
246,3s2.3p3.(2D*).8d,1D*,2,5.0,11.9864,,                                            ,,8
247,3s2.3p3.(2D*<3/2>).8f,,,56.0,11.98792,,                                            ,,8
248,3s2.3p3.(2D*).10s,3D*,1,3.0,11.9913,,                                            ,,10
249,3s2.3p3.(2D*).10s,3D*,3,7.0,11.9913,,                                            ,,10
250,3s2.3p3.(2D*).10s,3D*,2,5.0,11.9913,,                                            ,,10
251,3s2.3p3.(2D*<5/2>).8f,,,68.0,11.99196,,                                            ,,8
252,3s2.3p3.(2D*).10p,,,60.0,12.01866,,                                            ,,10
253,3s2.3p3.(2D*).9d,3D*,1,3.0,12.028,,                                            ,,9
254,3s2.3p3.(2D*).9d,3D*,3,7.0,12.028,,                                            ,,9
255,3s2.3p3.(2D*).9d,3D*,2,5.0,12.028,,                                            ,,9
256,3s2.3p3.(2D*<3/2>).9f,,,56.0,12.033,,                                            ,,9
257,3s2.3p3.(2D*<5/2>).9f,,,68.0,12.03702,,                                            ,,9
258,3s2.3p3.(2D*).11s,3D*,2,5.0,12.0375,,                                            ,,11
259,3s2.3p3.(2D*).11s,3D*,1,3.0,12.0375,,                                            ,,11
260,3s2.3p3.(2D*).11s,3D*,3,7.0,12.0375,,                                            ,,11
261,3s2.3p3.(2D*).11p,,,60.0,12.05523,,                                            ,,11
262,3s2.3p3.(2D*).10d,3D*,2,5.0,12.0607,,                                            ,,10
263,3s2.3p3.(2D*).10d,3D*,1,3.0,12.0607,,                                            ,,10
264,3s2.3p3.(2D*).10d,3D*,3,7.0,12.0607,,                                            ,,10
265,3s2.3p3.(2D*<3/2>).10f,,,56.0,12.06488,,                                            ,,10
266,3s2.3p3.(2D*).12s,3D*,1,3.0,12.067,,                                            ,,12
267,3s2.3p3.(2D*).12s,3D*,3,7.0,12.067,,                                            ,,12
268,3s2.3p3.(2D*).12s,3D*,2,5.0,12.067,,                                            ,,12
269,3s2.3p3.(2D*<5/2>).10f,,,68.0,12.06896,,                                            ,,10
270,3s2.3p3.(2D*).12p,,,60.0,12.08289,,                                            ,,12
271,3s2.3p3.(2D*<3/2>).11f,,,56.0,12.08908,,                                            ,,11
272,3s2.3p3.(2D*).13s,3D*,1,3.0,12.0913,,                                            ,,13
273,3s2.3p3.(2D*).13s,3D*,3,7.0,12.0913,,                                            ,,13
274,3s2.3p3.(2D*).13s,3D*,2,5.0,12.0913,,                                            ,,13
275,3s2.3p3.(2D*<5/2>).11f,,,68.0,12.09297,,                                            ,,11
276,3s2.3p3.(2D*<3/2>).12f,,,56.0,12.10701,,                                            ,,12
277,3s2.3p3.(2D*).14s,3D*,3,7.0,12.1089,,                                            ,,14
278,3s2.3p3.(2D*).14s,3D*,2,5.0,12.1089,,                                            ,,14
279,3s2.3p3.(2D*).14s,3D*,1,3.0,12.1089,,                                            ,,14
280,3s2.3p3.(2D*<5/2>).12f,,,68.0,12.11081,,                                            ,,12
281,3s2.3p3.(2D*<3/2>).13f,,,56.0,12.12089,,                                            ,,13
282,3s2.3p3.(2D*).15s,3D*,3,7.0,12.1229,,                                            ,,15
283,3s2.3p3.(2D*).15s,3D*,2,5.0,12.1229,,                                            ,,15
284,3s2.3p3.(2D*).15s,3D*,1,3.0,12.1229,,                                            ,,15
285,3s2.3p3.(2D*<5/2>).13f,,,68.0,12.12491,,                                            ,,13
286,3s2.3p3.(2D*<3/2>).14f,,,56.0,12.13203,,                                            ,,14
287,3s2.3p3.(2D*).16s,3D*,2,5.0,12.134,0.012,                                            ,,16
288,3s2.3p3.(2D*).16s,3D*,1,3.0,12.134,0.012,                                            ,,16
289,3s2.3p3.(2D*).16s,3D*,3,7.0,12.134,0.012,                                            ,,16
290,3s2.3p3.(2D*<5/2>).14f,,,68.0,12.13619,,                                            ,,14
291,3s2.3p3.(2D*<3/2>).15f,,,56.0,12.1412,,                                            ,,15
292,3s2.3p3.(2D*).17s,3D*,2,5.0,12.143,0.012,                                            ,,17
293,3s2.3p3.(2D*).17s,3D*,1,3.0,12.143,0.012,                                            ,,17
294,3s2.3p3.(2D*).17s,3D*,3,7.0,12.143,0.012,                                            ,,17
295,3s2.3p3.(2D*<5/2>).15f,,,68.0,12.1451,,                                            ,,15
296,3s2.3p3.(2D*<3/2>).16f,,,56.0,12.14865,,                                            ,,16
297,3s2.3p3.(2D*<5/2>).16f,,,68.0,12.15256,,                                            ,,16
298,3s2.3p3.(2D*<3/2>).17f,,,56.0,12.1547,,                                            ,,17
299,3s2.3p3.(2D*).19s,3D*,1,3.0,12.1569,,                                            ,,19
300,3s2.3p3.(2D*).19s,3D*,3,7.0,12.1569,,                                            ,,19
301,3s2.3p3.(2D*).19s,3D*,2,5.0,12.1569,,                                            ,,19
302,3s2.3p3.(2D*<5/2>).17f,,,68.0,12.15862,,                                            ,,17
303,3s2.3p3.(2D*<3/2>).18f,,,56.0,12.15969,,                                            ,,18
304,3s2.3p3.(2D*).20s,3D*,1,3.0,12.162,,                                            ,,20
305,3s2.3p3.(2D*).20s,3D*,3,7.0,12.162,,                                            ,,20
306,3s2.3p3.(2D*).20s,3D*,2,5.0,12.162,,                                            ,,20
307,3s2.3p3.(2D*<5/2>).18f,,,68.0,12.16362,,                                            ,,18
308,3s2.3p3.(2D*).21s,3D*,1,3.0,12.1661,,                                            ,,21
309,3s2.3p3.(2D*).21s,3D*,3,7.0,12.1661,,                                            ,,21
310,3s2.3p3.(2D*).21s,3D*,2,5.0,12.1661,,                                            ,,21
