,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Leading percentages,Reference,nQua
311,3s2.3p3.(2D*).22s,3D*,3,7.0,12.1697,,                                            ,,22
312,3s2.3p3.(2D*).22s,3D*,2,5.0,12.1697,,                                            ,,22
313,3s2.3p3.(2D*).22s,3D*,1,3.0,12.1697,,                                            ,,22
314,3s2.3p3.(2D*).18s,3D*,2,5.0,12.2,1.2,                                            ,,18
315,3s2.3p3.(2D*).18s,3D*,1,3.0,12.2,1.2,                                            ,,18
316,3s2.3p3.(2D*).18s,3D*,3,7.0,12.2,1.2,                                            ,,18
317,3s2.3p3.(2P*).4d,3P*,0,1.0,12.436,,                                            ,,4
318,3s2.3p3.(2P*).4d,3P*,2,5.0,12.436,,                                            ,,4
319,3s2.3p3.(2P*).4d,3P*,1,3.0,12.436,,                                            ,,4
320,3s2.3p3.(2P*).4d,3D*,1,3.0,12.465,,                                            ,,4
321,3s2.3p3.(2P*).4d,3D*,3,7.0,12.465,,                                            ,,4
322,3s2.3p3.(2P*).4d,3D*,2,5.0,12.465,,                                            ,,4
323,3s2.3p3.(2P*).6s,3P*,2,5.0,12.52,,                                            ,,6
324,3s2.3p3.(2P*).6s,3P*,1,3.0,12.52,,                                            ,,6
325,3s2.3p3.(2P*).6s,3P*,0,1.0,12.52,,                                            ,,6
326,3s2.3p3.(2P*).5d,3P*,1,3.0,12.794,,                                            ,,5
327,3s2.3p3.(2P*).5d,3P*,0,1.0,12.794,,                                            ,,5
328,3s2.3p3.(2P*).5d,3P*,2,5.0,12.794,,                                            ,,5
329,3s2.3p3.(2P*).5d,3D*,3,7.0,12.816,,                                            ,,5
330,3s2.3p3.(2P*).5d,3D*,2,5.0,12.816,,                                            ,,5
331,3s2.3p3.(2P*).5d,3D*,1,3.0,12.816,,                                            ,,5
332,3s2.3p3.(2P*).7s,3P*,1,3.0,12.845,,                                            ,,7
333,3s2.3p3.(2P*).7s,3P*,0,1.0,12.845,,                                            ,,7
334,3s2.3p3.(2P*).7s,3P*,2,5.0,12.845,,                                            ,,7
335,3s2.3p3.(2P*).6d,3P*,2,5.0,12.986,,                                            ,,6
336,3s2.3p3.(2P*).6d,3P*,1,3.0,12.986,,                                            ,,6
337,3s2.3p3.(2P*).6d,3P*,0,1.0,12.986,,                                            ,,6
338,3s2.3p3.(2P*).6d,3D*,1,3.0,13.002,,                                            ,,6
339,3s2.3p3.(2P*).6d,3D*,3,7.0,13.002,,                                            ,,6
340,3s2.3p3.(2P*).6d,3D*,2,5.0,13.002,,                                            ,,6
341,3s2.3p3.(2P*).8s,3P*,0,1.0,13.02,,                                            ,,8
342,3s2.3p3.(2P*).8s,3P*,2,5.0,13.02,,                                            ,,8
343,3s2.3p3.(2P*).8s,3P*,1,3.0,13.02,,                                            ,,8
344,3s2.3p3.(2P*).7d,3P*,1,3.0,13.1,,                                            ,,7
345,3s2.3p3.(2P*).7d,3P*,0,1.0,13.1,,                                            ,,7
346,3s2.3p3.(2P*).7d,3P*,2,5.0,13.1,,                                            ,,7
347,3s2.3p3.(2P*).7d,3D*,2,5.0,13.11,,                                            ,,7
348,3s2.3p3.(2P*).7d,3D*,1,3.0,13.11,,                                            ,,7
349,3s2.3p3.(2P*).7d,3D*,3,7.0,13.11,,                                            ,,7
350,3s2.3p3.(2P*).9s,3P*,2,5.0,13.127,,                                            ,,9
351,3s2.3p3.(2P*).9s,3P*,1,3.0,13.127,,                                            ,,9
352,3s2.3p3.(2P*).9s,3P*,0,1.0,13.127,,                                            ,,9
353,3s2.3p3.(2P*).8d,3P*,0,1.0,13.1728,,                                            ,,8
354,3s2.3p3.(2P*).8d,3P*,2,5.0,13.1728,,                                            ,,8
355,3s2.3p3.(2P*).8d,3P*,1,3.0,13.1728,,                                            ,,8
356,3s2.3p3.(2P*).8d,3D*,1,3.0,13.181,,                                            ,,8
357,3s2.3p3.(2P*).8d,3D*,3,7.0,13.181,,                                            ,,8
358,3s2.3p3.(2P*).8d,3D*,2,5.0,13.181,,                                            ,,8
359,3s2.3p3.(2P*).10s,3P*,0,1.0,13.188,,                                            ,,10
360,3s2.3p3.(2P*).10s,3P*,2,5.0,13.188,,                                            ,,10
361,3s2.3p3.(2P*).10s,3P*,1,3.0,13.188,,                                            ,,10
362,3s2.3p3.(2P*).9d,3P*,2,5.0,13.2185,,                                            ,,9
363,3s2.3p3.(2P*).9d,3P*,1,3.0,13.2185,,                                            ,,9
364,3s2.3p3.(2P*).9d,3P*,0,1.0,13.2185,,                                            ,,9
365,3s2.3p3.(2P*).10d,3P*,0,1.0,13.258,,                                            ,,10
366,3s2.3p3.(2P*).10d,3P*,2,5.0,13.258,,                                            ,,10
367,3s2.3p3.(2P*).10d,3P*,1,3.0,13.258,,                                            ,,10
368,3s2.3p3.(2P*).11d,3P*,2,5.0,13.281,,                                            ,,11
369,3s2.3p3.(2P*).11d,3P*,1,3.0,13.281,,                                            ,,11
370,3s2.3p3.(2P*).11d,3P*,0,1.0,13.281,,                                            ,,11
371,3s2.3p3.(2P*).12d,"3P*,3D*",1 or 2 or 3,3.0,13.3019,,                                            ,,12
372,3s2.3p3.(2P*).13d,"3P*,3D*",1 or 2 or 3,3.0,13.316,,                                            ,,13
373,3s2.3p3.(2P*).14d,"3P*,3D*",1 or 2 or 3,3.0,13.3299,,                                            ,,14
374,3s2.3p3.(2P*).15d,"3P*,3D*",1 or 2 or 3,3.0,13.3387,,                                            ,,15
375,3s2.3p3.(2P*).16d,"3P*,3D*",1 or 2 or 3,3.0,13.3463,,                                            ,,16
376,Limit,NaN,NaN,NaN,10.36001,0.00012,NaN,NaN,NaN
