,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Reference,nQua
42,2s2.2p2.(3P).3d,4P,3/2,4.0, 13.000950,,,3
43,2s2.2p2.(3P).3d,4P,1/2,2.0, 13.004219,,,3
44,2s2.2p2.(3P).3d,4D,1/2,2.0, 13.016403,,,3
45,2s2.2p2.(3P).3d,4D,3/2,4.0, 13.017878,,,3
46,2s2.2p2.(3P).3d,4D,5/2,6.0, 13.019401,,,3
47,2s2.2p2.(3P).3d,4D,7/2,8.0, 13.0205230,,,3
48,2s2.2p2.(3P).3d,2D,3/2,4.0, 13.0332041,,,3
49,2s2.2p2.(3P).3d,2D,5/2,6.0, 13.0361586,,,3
50,2s2.2p2.(3P).4p,2S*,1/2,2.0, 13.2015647,,,4
51,2s2.2p2.(3P).4p,4D*,1/2,2.0, 13.2363957,,,4
52,2s2.2p2.(3P).4p,4D*,3/2,4.0, 13.2388265,,,4
53,2s2.2p2.(3P).4p,4D*,5/2,6.0, 13.2433051,,,4
54,2s2.2p2.(3P).4p,4D*,7/2,8.0, 13.2500220,,,4
55,2s2.2p2.(3P).4p,4P*,1/2,2.0, 13.2638891,,,4
56,2s2.2p2.(3P).4p,4P*,3/2,4.0, 13.2658173,,,4
57,2s2.2p2.(3P).4p,4P*,5/2,6.0, 13.2709052,,,4
58,2s2.2p2.(3P).4p,2D*,3/2,4.0, 13.2889721,,,4
59,2s2.2p2.(3P).4p,2D*,5/2,6.0, 13.2976904,,,4
60,2s2.2p2.(3P).4p,4S*,3/2,4.0, 13.3215593,,,4
61,2s2.2p2.(3P).4p,2P*,1/2,2.0, 13.3392701,,,4
62,2s2.2p2.(3P).4p,2P*,3/2,4.0, 13.3442064,,,4
63,2s2.2p2.(3P).5s,4P,1/2,2.0, 13.6149817,,,5
64,2s2.2p2.(3P).5s,4P,3/2,4.0, 13.6204726,,,5
65,2s2.2p2.(3P).5s,4P,5/2,6.0, 13.6291690,,,5
66,2s2.2p2.(3P).5s,2P,1/2,2.0, 13.6426905,,,5
67,2s2.2p2.(3P).5s,2P,3/2,4.0, 13.6511356,,,5
68,2s2.2p2.(3P).4d,4F,3/2,4.0, 13.6623958,,,4
69,2s2.2p2.(3P).4d,4F,5/2,6.0, 13.6645956,,,4
70,2s2.2p2.(3P).4d,4F,7/2,8.0, 13.6689216,,,4
71,2s2.2p2.(3P).4d,4F,9/2,10.0, 13.6758579,,,4
72,2s2.2p2.(3P).4d,2P,3/2,4.0, 13.6655516,,,4
73,2s2.2p2.(3P).4d,2P,1/2,2.0, 13.6686606,,,4
74,2s2.2p2.(3P).4d,2F,5/2,6.0, 13.6737591,,,4
75,2s2.2p2.(3P).4d,2F,7/2,8.0, 13.6832014,,,4
76,2s2.2p2.(3P).4d,4P,5/2,6.0, 13.6754539,,,4
77,2s2.2p2.(3P).4d,4P,3/2,4.0, 13.6782741,,,4
78,2s2.2p2.(3P).4d,4P,1/2,2.0, 13.6816580,,,4
79,2s2.2p2.(3P).4f D,2[3]*,5/2,6.0, 13.681543,,,4
80,2s2.2p2.(3P).4f D,2[3]*,7/2,8.0, 13.681553,,,4
81,2s2.2p2.(3P).4f G,2[3]*,5/2,6.0, 13.686032,,,4
82,2s2.2p2.(3P).4f G,2[3]*,7/2,8.0, 13.686040,,,4
83,2s2.2p2.(3P).4d,4D,1/2,2.0, 13.6860943,,,4
84,2s2.2p2.(3P).4d,4D,3/2,4.0, 13.6872930,,,4
85,2s2.2p2.(3P).4d,4D,5/2,6.0, 13.6880236,,,4
86,2s2.2p2.(3P).4d,4D,7/2,8.0, 13.6882547,,,4
87,2s2.2p2.(3P).4f G,2[4]*,9/2,10.0, 13.688115,,,4
88,2s2.2p2.(3P).4f G,2[4]*,7/2,8.0, 13.688126,,,4
89,2s2.2p2.(3P).4f D,2[2]*,3/2,4.0, 13.688413,,,4
90,2s2.2p2.(3P).4f D,2[2]*,5/2,6.0, 13.688420,,,4
91,2s2.2p2.(3P).4d,2D,3/2,4.0, 13.6936867,,,4
92,2s2.2p2.(3P).4d,2D,5/2,6.0, 13.6965647,,,4
93,2s2.2p2.(3P).4f D,2[1]*,3/2,4.0, 13.695269,,,4
94,2s2.2p2.(3P).4f D,2[1]*,1/2,2.0, 13.695269,,,4
95,2s2.2p2.(3P).4f G,2[5]*,11/2,12.0, 13.696918,,,4
96,2s2.2p2.(3P).4f G,2[5]*,9/2,10.0, 13.696936,,,4
97,2s2.2p2.(3P).4f F,2[2]*,3/2,4.0, 13.698513,,,4
98,2s2.2p2.(3P).4f F,2[2]*,5/2,6.0, 13.698523,,,4
99,2s2.2p2.(3P).4f F,2[3]*,7/2,8.0, 13.700058,,,4
100,2s2.2p2.(3P).4f F,2[3]*,5/2,6.0, 13.700059,,,4
101,2s2.2p2.(3P).4f F,2[4]*,9/2,10.0, 13.700462,,,4
102,2s2.2p2.(3P).4f F,2[4]*,7/2,8.0, 13.700481,,,4
103,2s2.2p2.(1D).3p,2D*,3/2,4.0, 13.7028638,,,3
104,2s2.2p2.(1D).3p,2D*,5/2,6.0, 13.7058146,,,3
105,2s2.2p2.(1D).3p,2F*,5/2,6.0, 13.7263822,,,3
106,2s2.2p2.(1D).3p,2F*,7/2,8.0, 13.7269294,,,3
107,2s2.2p2.(3P).5p,2S*,1/2,2.0, 13.7697973,,,5
108,2s2.2p2.(3P).5p,4D*,1/2,2.0, 13.7800461,,,5
109,2s2.2p2.(3P).5p,4D*,3/2,4.0, 13.7827230,,,5
110,2s2.2p2.(3P).5p,4D*,5/2,6.0, 13.7875408,,,5
111,2s2.2p2.(3P).5p,4D*,7/2,8.0, 13.7945902,,,5
112,2s2.2p2.(3P).5p,2P*,1/2,2.0, 13.7869000,,,5
113,2s2.2p2.(3P).5p,2P*,3/2,4.0, 13.7886883,,,5
114,2s2.2p2.(3P).5p,4P*,1/2,2.0, 13.7959196,,,5
115,2s2.2p2.(3P).5p,4P*,3/2,4.0, 13.7976614,,,5
116,2s2.2p2.(3P).5p,4P*,5/2,6.0, 13.8027638,,,5
117,2s2.2p2.(3P).5p,4S*,3/2,4.0, 13.8244077,,,5
118,2s2.2p2.(3P).5p,2D*,3/2,4.0, 13.8680121,,,5
119,2s2.2p2.(3P).5p,2D*,5/2,6.0, 13.8745272,,,5
120,2s2.2p2.(1D).3p,2P*,1/2,2.0, 13.9226824,,,3
121,2s2.2p2.(1D).3p,2P*,3/2,4.0, 13.9258810,,,3
122,2s2.2p2.(3P).6s,4P,1/2,2.0, 13.9563396,,,6
123,2s2.2p2.(3P).6s,4P,3/2,4.0, 13.9618125,,,6
124,2s2.2p2.(3P).6s,4P,5/2,6.0, 13.9707117,,,6
125,2s2.2p2.(3P).6s,2P,1/2,2.0, 13.972022,,,6
126,2s2.2p2.(3P).6s,2P,3/2,4.0, 13.9776017,,,6
127,2s2.2p2.(3P).5d,4F,3/2,4.0, 13.9804540,,,5
128,2s2.2p2.(3P).5d,4F,5/2,6.0, 13.9804985,,,5
129,2s2.2p2.(3P).5d,4F,7/2,8.0, 13.9851355,,,5
130,2s2.2p2.(3P).5d,4F,9/2,10.0, 13.9930238,,,5
131,2s2.2p2.(3P).5d,2P,3/2,4.0, 13.9855454,,,5
132,2s2.2p2.(3P).5d,2P,1/2,2.0, 13.9863558,,,5
133,2s2.2p2.(3P).5d,2F,5/2,6.0, 13.9869696,,,5
134,2s2.2p2.(3P).5d,2F,7/2,8.0, 13.9967297,,,5
135,2s2.2p2.(3P).5d,4P,5/2,6.0, 13.9884501,,,5
136,2s2.2p2.(3P).5d,4P,3/2,4.0, 13.990131,,,5
137,2s2.2p2.(3P).5d,4P,1/2,2.0, 13.994130,,,5
138,2s2.2p2.(3P<0>).5f,2[3]*,5/2,6.0,13.988758,,,5
139,2s2.2p2.(3P<0>).5f,2[3]*,7/2,8.0,13.988758,,,5
140,2s2.2p2.(3P<1>).5f,2[3]*,7/2,8.0, 13.993939,,,5
141,2s2.2p2.(3P<1>).5f,2[4]*,9/2,10.0, 13.995077,,,5
142,2s2.2p2.(3P<1>).5f,2[4]*,7/2,8.0, 13.995078,,,5
143,2s2.2p2.(3P<1>).5f,2[2]*,3/2,4.0, 13.99535,,,5
144,2s2.2p2.(3P<1>).5f,2[2]*,5/2,6.0, 13.995402,,,5
145,2s2.2p2.(3P).5d,4D,1/2,2.0, 13.99837,,,5
146,2s2.2p2.(3P).5d,4D,3/2,4.0, 13.9989413,,,5
147,2s2.2p2.(3P).5d,4D,5/2,6.0, 13.9991340,,,5
148,2s2.2p2.(3P).5d,4D,7/2,8.0, 13.9991896,,,5
149,2s2.2p2.(3P).5d,2D,3/2,4.0, 14.0011704,,,5
150,2s2.2p2.(3P).5d,2D,5/2,6.0, 14.0034956,,,5
151,2s2.2p2.(3P<2>).5f,2[1]*,1/2,2.0, 14.003596,,,5
152,2s2.2p2.(3P<2>).5f,2[1]*,3/2,4.0, 14.003596,,,5
153,2s2.2p2.(3P<2>).5f,2[5]*,11/2,12.0, 14.004440,,,5
154,2s2.2p2.(3P<2>).5f,2[5]*,9/2,10.0, 14.004453,,,5
155,2s2.2p2.(3P<2>).5f,2[2]*,5/2,6.0,14.004979,,,5
156,2s2.2p2.(3P<2>).5f,2[2]*,3/2,4.0,14.004979,,,5
157,2s2.2p2.(3P<2>).5f,2[3]*,7/2,8.0, 14.005920,,,5
158,2s2.2p2.(3P<2>).5f,2[4]*,9/2,10.0, 14.006134,,,5
159,2s2.2p2.(3P<2>).5f,2[4]*,7/2,8.0, 14.006148,,,5
160,2s2.2p2.(3P).6p,4D*,5/2,6.0, 14.04834,,,6
161,2s2.2p2.(3P).6p,4D*,7/2,8.0, 14.05615,,,6
162,2s2.2p2.(3P).6p,4P*,3/2,4.0, 14.05358,,,6
163,2s2.2p2.(3P).6p,4P*,5/2,6.0, 14.06011,,,6
164,2s2.2p2.(3P).7s,4P,1/2,2.0, 14.1375033,,,7
165,2s2.2p2.(3P).7s,4P,3/2,4.0, 14.1430205,,,7
166,2s2.2p2.(3P).7s,4P,5/2,6.0, 14.1523654,,,7
167,2s2.2p2.(3P).7s,2P,1/2,2.0, 14.14810,,,7
168,2s2.2p2.(3P).7s,2P,3/2,4.0, 14.15975,,,7
169,2s2.2p2.(3P).6d,4F,3/2,4.0, 14.14960,,,6
170,2s2.2p2.(3P).6d,4F,5/2,6.0, 14.15065,,,6
171,2s2.2p2.(3P).6d,4F,7/2,8.0, 14.1559871,,,6
172,2s2.2p2.(3P).6d,4F,9/2,10.0, 14.1646131,,,6
173,2s2.2p2.(3P).6d,2P,3/2,4.0, 14.15533,,,6
174,2s2.2p2.(3P).6d,2P,1/2,2.0, 14.15695,,,6
175,2s2.2p2.(3P<0>).6f,2[3]*,7/2,8.0, 14.155521,,,6
176,2s2.2p2.(3P<0>).6f,2[3]*,5/2,6.0, 14.155521,,,6
177,2s2.2p2.(3P).6d,2F,5/2,6.0, 14.15685,,,6
178,2s2.2p2.(3P).6d,2F,7/2,8.0, 14.16669,,,6
179,2s2.2p2.(3P).6d,4P,5/2,6.0, 14.15795,,,6
180,2s2.2p2.(3P).6d,4P,3/2,4.0, 14.15900,,,6
181,2s2.2p2.(3P).6d,4P,1/2,2.0, 14.16513,,,6
182,2s2.2p2.(3P<1>).6f,2[3]*,7/2,8.0, 14.161066,,,6
183,2s2.2p2.(3P<1>).6f,2[3]*,5/2,6.0, 14.161066,,,6
184,2s2.2p2.(3P<1>).6f,2[4]*,7/2,8.0, 14.161733,,,6
185,2s2.2p2.(3P<1>).6f,2[4]*,9/2,10.0, 14.161733,,,6
186,2s2.2p2.(3P<1>).6f,2[2]*,5/2,6.0, 14.161956,,,6
187,2s2.2p2.(3P<1>).6f,2[2]*,3/2,4.0, 14.161956,,,6
188,2s2.2p2.(3P).6d,4D,1/2,2.0, 14.16790,,,6
189,2s2.2p2.(3P).6d,4D,3/2,4.0, 14.16800,,,6
190,2s2.2p2.(3P).6d,4D,5/2,6.0, 14.16817,,,6
191,2s2.2p2.(3P).6d,4D,7/2,8.0, 14.16818,,,6
192,2s2.2p2.(3P).6d,2D,3/2,4.0, 14.16854,,,6
193,2s2.2p2.(3P).6d,2D,5/2,6.0, 14.17059,,,6
194,2s2.2p2.(3P<2>).6f,2[1]*,3/2,4.0,14.170922,,,6
195,2s2.2p2.(3P<2>).6f,2[1]*,1/2,2.0,14.170922,,,6
196,2s2.2p2.(3P<2>).6f,2[5]*,11/2,12.0, 14.1714075,,,6
197,2s2.2p2.(3P<2>).6f,2[5]*,9/2,10.0, 14.1714075,,,6
198,2s2.2p2.(3P<2>).6f,2[2]*,5/2,6.0, 14.171644,,,6
199,2s2.2p2.(3P<2>).6f,2[2]*,3/2,4.0, 14.171644,,,6
200,2s2.2p2.(3P<2>).6f,2[3]*,5/2,6.0, 14.172223,,,6
201,2s2.2p2.(3P<2>).6f,2[3]*,7/2,8.0, 14.172223,,,6
202,2s2.2p2.(3P<2>).6f,2[4]*,7/2,8.0, 14.172360,,,6
203,2s2.2p2.(3P<2>).6f,2[4]*,9/2,10.0, 14.172360,,,6
204,2s2.2p2.(3P).7p,4D*,7/2,8.0, 14.20184,,,7
205,2s2.2p2.(3P).8s,4P,1/2,2.0, 14.24504,,,8
206,2s2.2p2.(3P).8s,4P,3/2,4.0, 14.25063,,,8
207,2s2.2p2.(3P).8s,4P,5/2,6.0, 14.26082,,,8
208,2s2.2p2.(3P).7d,4F,3/2,4.0, 14.25229,,,7
209,2s2.2p2.(3P).7d,4F,5/2,6.0, 14.25310,,,7
210,2s2.2p2.(3P).7d,4F,7/2,8.0, 14.25863,,,7
211,2s2.2p2.(3P).7d,4F,9/2,10.0, 14.26775,,,7
212,2s2.2p2.(3P).8s,2P,1/2,2.0, 14.25361,,,8
213,2s2.2p2.(3P).8s,2P,3/2,4.0, 14.26232,,,8
214,2s2.2p2.(3P).7d,2P,3/2,4.0, 14.25729,,,7
215,2s2.2p2.(3P).7d,2P,1/2,2.0, 14.25941,,,7
216,2s2.2p2.(3P).7d,2F,5/2,6.0, 14.25855,,,7
217,2s2.2p2.(3P).7d,2F,7/2,8.0, 14.26896,,,7
218,2s2.2p2.(3P).7d,4P,5/2,6.0, 14.25955,,,7
219,2s2.2p2.(3P).7d,4P,3/2,4.0, 14.26050,,,7
220,2s2.2p2.(3P).7d,4D,1/2,2.0, 14.26975,,,7
221,2s2.2p2.(3P).7d,4D,7/2,8.0, 14.26989,,,7
222,2s2.2p2.(3P).7d,4D,3/2,4.0, 14.26990,,,7
223,2s2.2p2.(3P).7d,4D,5/2,6.0, 14.26991,,,7
224,2s2.2p2.(3P).7d,2D,3/2,4.0, 14.27058,,,7
225,2s2.2p2.(3P).7d,2D,5/2,6.0, 14.27135,,,7
226,2s2.2p2.(3P).9s,4P,1/2,2.0, 14.31391,,,9
227,2s2.2p2.(3P).9s,4P,3/2,4.0, 14.31962,,,9
228,2s2.2p2.(3P).9s,4P,5/2,6.0, 14.32967,,,9
229,2s2.2p2.(3P).9s,2P,1/2,2.0, 14.318,0.012,,9
230,2s2.2p2.(3P).9s,2P,3/2,4.0, 14.318,0.012,,9
231,2s2.2p2.(3P).8d,4F,5/2,6.0, 14.31962,,,8
232,2s2.2p2.(3P).8d,4F,7/2,8.0, 14.32486,,,8
233,2s2.2p2.(3P).8d,4F,9/2,10.0, 14.33422,,,8
234,2s2.2p2.(3P).8d,2P,1/2,2.0, 14.324,,,8
235,2s2.2p2.(3P).8d,2P,3/2,4.0, 14.32456,,,8
236,2s2.2p2.(3P).8d,2F,5/2,6.0, 14.32494,,,8
237,2s2.2p2.(3P).8d,2F,7/2,8.0, 14.33513,,,8
238,2s2.2p2.(3P).8d,2D,3/2,4.0, 14.3322,,,8
239,2s2.2p2.(3P).8d,2D,5/2,6.0, 14.33673,,,8
240,2s2.2p2.(3P).8d,4P,1/2,2.0, 14.3348,,,8
241,2s2.2p2.(3P).8d,4P,5/2,6.0, 14.3348,,,8
242,2s2.2p2.(3P).8d,4P,3/2,4.0, 14.3348,,,8
243,2s2.2p2.(3P).8d,4D,1/2,2.0, 14.33561,,,8
244,2s2.2p2.(3P).8d,4D,3/2,4.0, 14.33591,,,8
245,2s2.2p2.(3P).8d,4D,5/2,6.0, 14.33591,,,8
246,2s2.2p2.(3P).8d,4D,7/2,8.0, 14.33601,,,8
247,2s2.2p2.(3P).10s,4P,1/2,2.0, 14.36100,,,10
248,2s2.2p2.(3P).10s,4P,3/2,4.0, 14.36685,,,10
249,2s2.2p2.(3P).10s,4P,5/2,6.0, 14.37661,,,10
250,2s2.2p2.(3P).10s,2P,3/2,4.0, 14.3626,,,10
251,2s2.2p2.(3P).10s,2P,1/2,2.0, 14.3626,,,10
252,2s2.2p2.(3P).9d,4D,5/2,6.0, 14.3682,,,9
253,2s2.2p2.(3P).9d,4D,3/2,4.0, 14.3682,,,9
254,2s2.2p2.(3P).9d,4D,7/2,8.0, 14.3682,,,9
255,2s2.2p2.(3P).9d,4D,1/2,2.0, 14.3682,,,9
256,2s2.2p2.(3P).9d,2P,3/2,4.0, 14.3684,,,9
257,2s2.2p2.(3P).9d,2P,1/2,2.0, 14.3684,,,9
258,2s2.2p2.(3P).9d,2F,5/2,6.0, 14.3700,,,9
259,2s2.2p2.(3P).9d,2F,7/2,8.0, 14.3700,,,9
260,2s2.2p2.(3P).9d,2D,3/2,4.0, 14.3788,,,9
261,2s2.2p2.(3P).9d,2D,5/2,6.0, 14.3811,,,9
262,2s2.2p2.(3P).9d,4P,1/2,2.0, 14.381,0.012,,9
263,2s2.2p2.(3P).9d,4P,5/2,6.0, 14.381,0.012,,9
264,2s2.2p2.(3P).9d,4P,3/2,4.0, 14.381,0.012,,9
265,2s2.2p2.(3P).11s,2P,1/2,2.0, 14.3954,,,11
266,2s2.2p2.(3P).11s,2P,3/2,4.0, 14.3954,,,11
267,2s2.2p2.(3P).11s,4P,1/2,2.0, 14.3975,,,11
268,2s2.2p2.(3P).11s,4P,5/2,6.0, 14.3975,,,11
269,2s2.2p2.(3P).11s,4P,3/2,4.0, 14.3975,,,11
270,2s2.2p2.(3P).10d,2P,1/2,2.0, 14.4014,,,10
271,2s2.2p2.(3P).10d,2P,3/2,4.0, 14.4014,,,10
272,2s2.2p2.(3P).10d,2F,7/2,8.0, 14.4019,,,10
273,2s2.2p2.(3P).10d,2F,5/2,6.0, 14.4019,,,10
274,2s2.2p2.(3P).10d,4D,3/2,4.0, 14.4025,,,10
275,2s2.2p2.(3P).10d,4D,7/2,8.0, 14.4025,,,10
276,2s2.2p2.(3P).10d,4D,1/2,2.0, 14.4025,,,10
277,2s2.2p2.(3P).10d,4D,5/2,6.0, 14.4025,,,10
278,2s2.2p2.(3P).10d,2D,5/2,6.0, 14.412,0.012,,10
279,2s2.2p2.(3P).10d,2D,3/2,4.0, 14.412,0.012,,10
280,2s2.2p2.(3P).10d,4P,5/2,6.0, 14.4143,,,10
281,2s2.2p2.(3P).10d,4P,3/2,4.0, 14.4143,,,10
282,2s2.2p2.(3P).10d,4P,1/2,2.0, 14.4143,,,10
283,2s2.2p2.(1S).3s,2S,1/2,2.0, 14.4167038,,,3
284,2s2.2p2.(3P).12s,2P,3/2,4.0, 14.4200,,,12
285,2s2.2p2.(3P).12s,2P,1/2,2.0, 14.4200,,,12
286,2s2.2p2.(3P).12s,4P,5/2,6.0, 14.4209,,,12
287,2s2.2p2.(3P).12s,4P,3/2,4.0, 14.4209,,,12
288,2s2.2p2.(3P).12s,4P,1/2,2.0, 14.4209,,,12
289,2s2.2p2.(3P).11d,2P,3/2,4.0, 14.4257,,,11
290,2s2.2p2.(3P).11d,2P,1/2,2.0, 14.4257,,,11
291,2s2.2p2.(3P).11d,2F,5/2,6.0, 14.4267,,,11
292,2s2.2p2.(3P).11d,2F,7/2,8.0, 14.4267,,,11
293,2s2.2p2.(3P).11d,4D,3/2,4.0, 14.4277,,,11
294,2s2.2p2.(3P).11d,4D,7/2,8.0, 14.4277,,,11
295,2s2.2p2.(3P).11d,4D,1/2,2.0, 14.4277,,,11
296,2s2.2p2.(3P).11d,4D,5/2,6.0, 14.4277,,,11
297,2s2.2p2.(3P).11d,2D,5/2,6.0, 14.4362,,,11
298,2s2.2p2.(3P).11d,2D,3/2,4.0, 14.4362,,,11
299,2s2.2p2.(3P).11d,4P,1/2,2.0, 14.4368,,,11
300,2s2.2p2.(3P).11d,4P,5/2,6.0, 14.4368,,,11
301,2s2.2p2.(3P).11d,4P,3/2,4.0, 14.4368,,,11
302,2s2.2p2.(3P).13s,2P,3/2,4.0, 14.4401,,,13
303,2s2.2p2.(3P).13s,2P,1/2,2.0, 14.4401,,,13
304,2s2.2p2.(3P).12d,2P,3/2,4.0, 14.4444,,,12
305,2s2.2p2.(3P).12d,2P,1/2,2.0, 14.4444,,,12
306,2s2.2p2.(3P).12d,4P,3/2,4.0, 14.4542,,,12
307,2s2.2p2.(3P).12d,4P,1/2,2.0, 14.4542,,,12
308,2s2.2p2.(3P).12d,4P,5/2,6.0, 14.4542,,,12
309,2s2.2p2.(3P).12d,2D,3/2,4.0, 14.4597,,,12
310,2s2.2p2.(3P).12d,2D,5/2,6.0, 14.4597,,,12
311,2s2.2p2.(1D).4s,2D,5/2,6.0, 14.78016,,,4
312,2s2.2p2.(1D).4s,2D,3/2,4.0, 14.78016,,,4
313,2s2.2p2.(1D).3d,2F,7/2,8.0, 14.85491,,,3
314,2s2.2p2.(1D).3d,2G,9/2,10.0, 14.8966070,,,3
315,2s2.2p2.(1D).3d,2G,7/2,8.0, 14.8966178,,,3
316,2s2.2p2.(1D).3d,2D,5/2,6.0, 14.89671,,,3
317,2s2.2p2.(1D).3d,2D,3/2,4.0, 14.89742,,,3
318,2s2.2p2.(1D).3d,2P,3/2,4.0, 14.91649,,,3
319,2s2.2p2.(1D).3d,2P,1/2,2.0, 14.91669,,,3
320,2s2.2p2.(1D).3d,2S,1/2,2.0, 14.94828,,,3
321,2s.2p4,2D,5/2,6.0, 15.02695,,,2
322,2s2.2p2.(1D).4p,2F*,7/2,8.0, 15.15662,,,4
323,2s2.2p2.(1D).4p,2F*,5/2,6.0, 15.15662,,,4
324,2s2.2p2.(1D).4f H,2[5]*,9/2,10.0, 15.583335,,,4
325,2s2.2p2.(1D).4f H,2[5]*,11/2,12.0, 15.583335,,,4
326,2s.2p3.(5S*).3s,6S*,5/2,6.0,16.241930,,,3
327,2s.2p3.(5S*).3p,6P,3/2,4.0, 17.615768,,,3
328,2s.2p3.(5S*).3p,6P,5/2,6.0, 17.615912,,,3
329,2s.2p3.(5S*).3p,6P,7/2,8.0, 17.616187,,,3
330,2s.2p3.(5S*).3p,4P,5/2,6.0, 17.898,0.012,,3
331,2s.2p3.(5S*).3p,4P,3/2,4.0, 17.898,0.012,,3
332,2s.2p3.(5S*).3p,4P,1/2,2.0, 17.898,0.012,,3
333,2s.2p3.(5S*).4p,4P,1/2,2.0, 19.1480,,,4
334,2s.2p3.(5S*).4p,4P,5/2,6.0, 19.1480,,,4
335,2s.2p3.(5S*).4p,4P,3/2,4.0, 19.1480,,,4
336,2s.2p3.(5S*).5p,4P,1/2,2.0, 19.6294,,,5
337,2s.2p3.(5S*).5p,4P,5/2,6.0, 19.6294,,,5
338,2s.2p3.(5S*).5p,4P,3/2,4.0, 19.6294,,,5
339,2s.2p3.(5S*).6p,4P,1/2,2.0, 19.8674,,,6
340,2s.2p3.(5S*).6p,4P,5/2,6.0, 19.8674,,,6
341,2s.2p3.(5S*).6p,4P,3/2,4.0, 19.8674,,,6
342,2s.2p3.(5S*).7p,4P,5/2,6.0, 20.002,0.012,,7
343,2s.2p3.(5S*).7p,4P,3/2,4.0, 20.002,0.012,,7
344,2s.2p3.(5S*).7p,4P,1/2,2.0, 20.002,0.012,,7
345,2s.2p3.(5S*).8p,4P,5/2,6.0, 20.0861,,,8
346,2s.2p3.(5S*).8p,4P,3/2,4.0, 20.0861,,,8
347,2s.2p3.(5S*).8p,4P,1/2,2.0, 20.0861,,,8
348,2s.2p3.(5S*).9p,4P,3/2,4.0,20.1395,,,9
349,2s.2p3.(5S*).9p,4P,1/2,2.0,20.1395,,,9
350,2s.2p3.(5S*).9p,4P,5/2,6.0,20.1395,,,9
351,2s.2p3.(5S*).10p,4P,3/2,4.0, 20.181,0.012,,10
352,2s.2p3.(5S*).10p,4P,1/2,2.0, 20.181,0.012,,10
353,2s.2p3.(5S*).10p,4P,5/2,6.0, 20.181,0.012,,10
354,2s.2p3.(5S*).11p,4P,3/2,4.0, 20.2093,,,11
