,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Lande,Leading percentages,Reference,nQua
241,3p6.3d8.(3F<4>).4f,2[3]*,7/2,8.0,14.738511,,,  97             :     3  3d8.(3F<4>).4f       2[4]* ,,4
242,3p6.3d8.(3F<4>).4f,2[3]*,5/2,6.0,14.741466,,,  92             :     8  3d8.(3F<4>).4f       2[2]* ,,4
243,3p6.3d8.(3F<4>).4f,2[6]*,11/2,12.0,14.740852,,,  99                                                 ,,4
244,3p6.3d8.(3F<4>).4f,2[6]*,13/2,14.0,14.740883,,, 100                                                 ,,4
245,3p6.3d8.(3F<4>).4f,2[4]*,9/2,10.0,14.743499,,,  99                                                 ,,4
246,3p6.3d8.(3F<4>).4f,2[4]*,7/2,8.0,14.744598,,,  97             :     3  3d8.(3F<4>).4f       2[3]* ,,4
247,3p6.3d8.(3F<4>).4f,2[5]*,9/2,10.0,14.745071,,,  99                                                 ,,4
248,3p6.3d8.(3F<4>).4f,2[5]*,11/2,12.0,14.746622,,,  99                                                 ,,4
249,3p6.3d8.(3F).5d,4D,7/2,8.0,14.835484,,,  84             :    13  3d8.(3F).5d          4F    ,,5
250,3p6.3d8.(3F).5d,4D,1/2,2.0,15.015962,,,  48             :    30  3d8.(3F).5d          2P    ,,5
251,3p6.3d8.(3F).5d,4D,3/2,4.0,15.016419,,,  44             :    34  3d8.(3F).5d          2P    ,,5
252,3p6.3d8.(3F).5d,4P,5/2,6.0,14.836605,,,  67             :    30  3d8.(3F).5d          4D    ,,5
253,3p6.3d8.(3F).5d,4P,1/2,2.0,15.116793,,,  51             :    43  3d8.(3F).5d          4D    ,,5
254,3p6.3d8.(3F).5d,4H,13/2,14.0,14.850034,,, 100                                                 ,,5
255,3p6.3d8.(3F).5d,4H,11/2,12.0,15.024473,,,  59             :    30  3d8.(3F).5d          2H    ,,5
256,3p6.3d8.(3F).5d,4H,9/2,10.0,15.025687,,,  59             :    27  3d8.(3F).5d          2H    ,,5
257,3p6.3d8.(3F).5d,4H,7/2,8.0,15.131935,,,  77             :    18  3d8.(3F).5d          4G    ,,5
258,3p6.3d8.(3P).5p,4P*,5/2,6.0,14.852933,,,  51             :    19  3d8.(1D).5p          2D*   ,,5
259,3p6.3d8.(3P).5p,4P*,3/2,4.0,14.89875,,,  36             :    17  3d8.(1D).5p          2D*   ,,5
260,3p6.3d8.(3P).5p,4P*,1/2,2.0,14.917285,,,                                                     ,,5
261,3p6.3d3.(3F).5d,4G,11/2,12.0,14.857398,,,  53             :    34  3d3.(3F).5d          4H    ,,5
262,3p6.3d3.(3F).5d,4G,7/2,8.0,15.031956,,,  42             :    30  3d3.(3F).5d          2F    ,,5
263,3p6.3d3.(3F).5d,4G,9/2,10.0,15.038622,,,  43             :    25  3d3.(3F).5d          2G    ,,5
264,3p6.3d3.(3F).5d,4G,5/2,6.0,15.144049,,,  59             :    35  3d3.(3F).5d          4F    ,,5
265,3p6.3d8.(3F).5d,2H,11/2,12.0,14.8644,,,  56             :    36  3d8.(3F).5d          4G    ,,5
266,3p6.3d8.(3F).5d,2H,9/2,10.0,15.143518,,,  59             :    25  3d8.(3F).5d          4H    ,,5
267,3p6.3d8.(3F).5d,2P,3/2,4.0,14.866911,,,  59             :    18  3d8.(3F).5d          4P    ,,5
268,3p6.3d8.(3F).5d,2P,1/2,2.0,15.140075,,,  65             :    26  3d8.(3F).5d          4P    ,,5
269,3p6.3d8.(3F).5d,4F,9/2,10.0,14.867358,,,  59             :    34  3d8.(3F).5d          4G    ,,5
270,3p6.3d8.(3F).5d,4F,7/2,8.0,15.041501,,,  41             :    30  3d8.(3F).5d          2G    ,,5
271,3p6.3d8.(3F).5d,4F,3/2,4.0,15.136585,,,  62             :    26  3d8.(3F).5d          4D    ,,5
272,3p6.3d8.(3F).5d,2F,7/2,8.0,14.878458,,,  60             :    20  3d8.(3F).5d          4F    ,,5
273,3p6.3d8.(3F).5d,2F,5/2,6.0,15.147822,,,  52             :    20  3d8.(3F).5d          2D    ,,5
274,3p6.3d8.(3F).5d,2G,9/2,10.0,14.883677,,,  58             :    23  3d8.(3F).5d          4F    ,,5
275,3p6.3d8.(3F).5d,2G,7/2,8.0,15.159554,,,  61             :    18  3d8.(3F).5d          4G    ,,5
276,3p6.3d8.(3F).5d,,5/2,6.0,14.895979,,,  37  2D         :    18  3d8.(3F).5d          4D    ,,5
277,3p6.3d8.(3F<3>).4f,2[1]*,1/2,2.0,14.901605,,,  60             :    40  3d8.(3F<3>).4f       2[0]* ,,4
278,3p6.3d8.(3F<3>).4f,2[1]*,3/2,4.0,14.902799,,,  88             :    12  3d8.(3F<3>).4f       2[2]* ,,4
279,3p6.3d8.(3F<3>).4f,2[2]*,5/2,6.0,14.903333,,,  99             :     1  3d8.(3F<3>).4f       2[3]* ,,4
280,3p6.3d8.(3F<3>).4f,2[2]*,3/2,4.0,14.905739,,,  88             :    12  3d8.(3F<3>).4f       2[1]* ,,4
281,3p6.3d8.(3F<3>).4f,2[6]*,11/2,12.0,14.904302,,, 100                                                 ,,4
282,3p6.3d8.(3F<3>).4f,2[6]*,13/2,14.0,14.90516,,, 100                                                 ,,4
283,3p6.3d8.(3F<3>).4f,2[3]*,7/2,8.0,14.909121,,,  98             :     1  3d8.(3F<3>).4f       2[4]* ,,4
284,3p6.3d8.(3F<3>).4f,2[3]*,5/2,6.0,14.911824,,,  99             :     1  3d8.(3F<3>).4f       2[2]* ,,4
285,3p6.3d8.(3F<3>).4f,2[4]*,7/2,8.0,14.911432,,,  98             :     1  3d8.(3F<3>).4f       2[3]* ,,4
286,3p6.3d8.(3F<3>).4f,2[4]*,9/2,10.0,14.912957,,,  97             :     3  3d8.(3F<3>).4f       2[5]* ,,4
287,3p6.3d8.(3F<3>).4f,2[5]*,11/2,12.0,14.911634,,, 100                                                 ,,4
288,3p6.3d8.(3F<3>).4f,2[5]*,9/2,10.0,14.911893,,,  97             :     3  3d8.(3F<3>).4f       2[4]* ,,4
289,3p6.3d8.(3P).5p,4D*,7/2,8.0,14.9901,,,  81                                                 ,,5
290,3p6.3d8.(3P).5p,4D*,5/2,6.0,15.042394,,,  63             :    27  3d8.(3P).5p          2D*   ,,5
291,3p6.3d8.(3P).5p,4D*,3/2,4.0,15.049921,,,  54                                                 ,,5
292,3p6.3d8.(3P).5p,4D*,1/2,2.0,15.071651,,,  83                                                 ,,5
293,3p6.3d8.(3F<2>).4f,2[1]*,3/2,4.0,15.00736,,,  90             :     9  3d8.(3F<2>).4f       2[2]* ,,4
294,3p6.3d8.(3F<2>).4f,2[1]*,1/2,2.0,15.013335,,,  99                                                 ,,4
295,3p6.3d8.(3P).5p,*,3/2,4.0,15.007366,,,  35  2P*        :    18  3d8.(3P).5p          2D*   ,,5
296,3p6.3d8.(3P).5p,2D*,5/2,6.0,15.008369,,,  57             :    20  3d8.(3P).5p          4D*   ,,5
297,3p6.3d8.(3F).6p,4G*,11/2,12.0,15.017012,,,                                                     ,,6
298,3p6.3d8.(3F<2>).4f,2[5]*,11/2,12.0,15.017075,,,  99                                                 ,,4
299,3p6.3d8.(3F<2>).4f,2[5]*,9/2,10.0,15.017637,,,  99                                                 ,,4
300,3p6.3d8.(3F<2>).4f,2[2]*,5/2,6.0,15.020311,,,  94             :     5  3d8.(3F<2>).4f       2[3]* ,,4
301,3p6.3d8.(3F<2>).4f,2[2]*,3/2,4.0,15.02215,,,  90             :     9  3d8.(3F<2>).4f       2[1]* ,,4
302,3p6.3d8.(3F<2>).4f,2[4]*,7/2,8.0,15.024227,,,  86             :    13  3d8.(3F<2>).4f       2[3]* ,,4
303,3p6.3d8.(3F<2>).4f,2[4]*,9/2,10.0,15.024472,,,  99                                                 ,,4
304,3p6.3d8.(3F<2>).4f,2[3]*,7/2,8.0,15.025933,,,  86             :    13  3d8.(3F<2>).4f       2[4]* ,,4
305,3p6.3d8.(3F<2>).4f,2[3]*,5/2,6.0,15.026158,,,  94             :     5  3d8.(3F<2>).4f       2[2]* ,,4
306,3p6.3d8.(3F).5d,,5/2,6.0,15.030332,,,  37  4D         :    36  3d8.(3F).5d          2F    ,,5
307,3p6.3d8.(1G).4d,2I,11/2,12.0,15.056353,,, 100                                                 ,,4
308,3p6.3d8.(1G).4d,2I,13/2,14.0,15.061174,,, 100                                                 ,,4
309,3p6.3d8.(3P).5p,4S*,3/2,4.0,15.058662,,,  43             :    23  3d8.(3P).5p          2D*   ,,5
310,3p6.3d7.(2H).4s.4p.(3P*),2G*,9/2,10.0,15.087953,,,                                                     ,,4
311,3p6.3d7.(2H).4s.4p.(3P*),2G*,7/2,8.0,15.109033,,,                                                     ,,4
312,3p6.3d8.(3P).5p,*,3/2,4.0,15.101318,,,  32  2P*        :    28  3d8.(3P).5p          2D*   ,,5
313,3p6.3d8.(1G).4d,2F,5/2,6.0,15.136022,,,  99                                                 ,,4
314,3p6.3d8.(1G).4d,2F,7/2,8.0,15.136807,,, 100                                                 ,,4
315,3p6.3d8.(3F).6p,4F*,9/2,10.0,15.180777,,,                                                     ,,6
316,3p6.3d8.(1G).4d,2H,9/2,10.0,15.224071,,, 100                                                 ,,4
317,3p6.3d8.(1G).4d,2H,11/2,12.0,15.227941,,, 100                                                 ,,4
318,3p6.3d8.(3F).6p,4D*,7/2,8.0,15.226868,,,                                                     ,,6
319,3p6.3d8.(1G).4d,2G,9/2,10.0,15.229888,,,  99                                                 ,,4
320,3p6.3d8.(1G).4d,2G,7/2,8.0,15.231161,,, 100                                                 ,,4
321,3p6.3d8.(3F).6p,2G*,9/2,10.0,15.30394,,,                                                     ,,6
322,3p6.3d7.(2H).4s.4p.(3P*),2H*,9/2,10.0,15.454878,,,                                                     ,,4
323,3p6.3d7.(2H).4s.4p.(3P*),2H*,11/2,12.0,15.498448,,,                                                     ,,4
324,3p6.3d8.(1G).5p,2H*,9/2,10.0,15.706316,,,                                                     ,,5
325,3p6.3d8.(1G).5p,2H*,11/2,12.0,15.728384,,,                                                     ,,5
326,3p6.3d7.(4P).4s.4p.(1P*),4S*,3/2,4.0,15.713611,,,                                                     ,,4
327,3p6.3d8.(1G).5p,2F*,7/2,8.0,15.773216,,,                                                     ,,5
328,3p6.3d8.(1G).5p,2F*,5/2,6.0,15.787106,,,                                                     ,,5
329,3p6.3d8.(3F).7s,4F,9/2,10.0,15.853504,,,                                                     ,,7
330,3p6.3d8.(3F).7s,4F,7/2,8.0,15.868931,,,                                                     ,,7
331,3p6.3d8.(3F).7s,4F,5/2,6.0,16.030476,,,                                                     ,,7
332,3p6.3d8.(3F).7s,4F,3/2,4.0,16.134707,,,                                                     ,,7
333,3p6.3d8.(1G).5p,2G*,9/2,10.0,15.855826,,,                                                     ,,5
334,3p6.3d8.(1G).5p,2G*,7/2,8.0,15.857,,,                                                     ,,5
335,3p6.3d8.(3F<4>).5f,2[1]*,3/2,4.0,15.960738,,,  87             :    13  3d8.(3F<4>).5f       2[2]* ,,5
336,3p6.3d8.(3F<4>).5f,2[1]*,1/2,2.0,15.96912,,, 100                                                 ,,5
337,3p6.3d8.(3F<4>).5f,2[2]*,5/2,6.0,15.969565,,,  92             :     8  3d8.(3F<4>).5f       2[3]* ,,5
338,3p6.3d8.(3F<4>).5f,2[2]*,3/2,4.0,15.971921,,,  87             :    13  3d8.(3F<4>).5f       2[1]* ,,5
339,3p6.3d8.(3F<4>).5f,2[7]*,13/2,14.0,15.971447,,, 100                                                 ,,5
340,3p6.3d8.(3F<4>).5f,2[7]*,15/2,16.0,15.972519,,, 100                                                 ,,5
341,3p6.3d8.(3F<4>).5f,2[3]*,7/2,8.0,15.972531,,,  97                                                 ,,5
342,3p6.3d8.(3F<4>).5f,2[3]*,5/2,6.0,15.975844,,,  92             :     8  3d8.(3F<4>).5f       2[2]* ,,5
343,3p6.3d8.(3F<4>).5f,2[6]*,11/2,12.0,15.973766,,,  99                                                 ,,5
344,3p6.3d8.(3F<4>).5f,2[6]*,13/2,14.0,15.976058,,, 100                                                 ,,5
345,3p6.3d8.(3F<4>).5f,2[4]*,9/2,10.0,15.975849,,, 100                                                 ,,5
346,3p6.3d8.(3F<4>).5f,2[4]*,7/2,8.0,15.977472,,,  97                                                 ,,5
347,3p6.3d8.(3F<4>).5f,2[5]*,9/2,10.0,15.976913,,, 100                                                 ,,5
348,3p6.3d8.(3F<4>).5f,2[5]*,11/2,12.0,15.97783,,, 100                                                 ,,5
349,3p6.3d8.(3F<4>).5g,2[0],1/2,2.0,15.986209,,, 100                                                 ,,5
350,3p6.3d8.(3F<4>).5g,2[1],3/2,4.0,15.986493,,, 100                                                 ,,5
351,3p6.3d8.(3F<4>).5g,2[1],1/2,2.0,15.986493,,, 100                                                 ,,5
352,3p6.3d8.(3F<4>).5g,2[2],5/2,6.0,15.987063,,, 100                                                 ,,5
353,3p6.3d8.(3F<4>).5g,2[2],3/2,4.0,15.987063,,, 100                                                 ,,5
354,3p6.3d8.(3F<4>).5g,2[8],15/2,16.0,15.987285,,, 100                                                 ,,5
355,3p6.3d8.(3F<4>).5g,2[8],17/2,18.0,15.987288,,, 100                                                 ,,5
356,3p6.3d8.(3F<4>).5g,2[3],7/2,8.0,15.987867,,, 100                                                 ,,5
357,3p6.3d8.(3F<4>).5g,2[3],5/2,6.0,15.987873,,, 100                                                 ,,5
358,3p6.3d8.(3F<4>).5g,2[4],9/2,10.0,15.988796,,, 100                                                 ,,5
359,3p6.3d8.(3F<4>).5g,2[4],7/2,8.0,15.988804,,, 100                                                 ,,5
360,3p6.3d8.(3F<4>).5g,2[7],13/2,14.0,15.989094,,, 100                                                 ,,5
361,3p6.3d8.(3F<4>).5g,2[7],15/2,16.0,15.989094,,, 100                                                 ,,5
362,3p6.3d8.(3F<4>).5g,2[5],9/2,10.0,15.989575,,, 100                                                 ,,5
363,3p6.3d8.(3F<4>).5g,2[5],11/2,12.0,15.989576,,, 100                                                 ,,5
364,3p6.3d8.(3F<4>).5g,2[6],11/2,12.0,15.989809,,, 100                                                 ,,5
365,3p6.3d8.(3F<4>).5g,2[6],13/2,14.0,15.989809,,, 100                                                 ,,5
366,3p6.3d8.(3F).7s,2F,7/2,8.0,16.027651,,,                                                     ,,7
367,3p6.3d8.(3F).7s,2F,5/2,6.0,16.147238,,,                                                     ,,7
368,3p6.3d8.(3F).6d,4P,5/2,6.0,16.029235,,,                                                     ,,6
369,3p6.3d8.(3F).6d,4P,3/2,4.0,16.053441,,,                                                     ,,6
370,3p6.3d8.(3F).6d,4P,1/2,2.0,16.20608,,,                                                     ,,6
371,3p6.3d8.(3F).6d,4D,7/2,8.0,16.030898,,,                                                     ,,6
372,3p6.3d8.(3F).6d,4D,5/2,6.0,16.098397,,,                                                     ,,6
373,3p6.3d8.(3F).6d,4D,3/2,4.0,16.234776,,,                                                     ,,6
374,3p6.3d8.(3F).6d,4H,13/2,14.0,16.039577,,,                                                     ,,6
375,3p6.3d8.(3F).6d,4H,11/2,12.0,16.043064,,,                                                     ,,6
376,3p6.3d8.(3F).6d,4H,9/2,10.0,16.211865,,,                                                     ,,6
377,3p6.3d8.(3F).6d,4H,7/2,8.0,16.32092,,,                                                     ,,6
378,3p6.3d8.(3F).6d,4F,9/2,10.0,16.045983,,,                                                     ,,6
379,3p6.3d8.(3F).6d,4F,7/2,8.0,16.052764,,,                                                     ,,6
380,3p6.3d8.(3F).6d,4F,5/2,6.0,16.20852,,,                                                     ,,6
381,3p6.3d8.(3F).6d,4F,3/2,4.0,16.318856,,,                                                     ,,6
382,3p6.3d8.(3F).6d,4G,11/2,12.0,16.046535,,,                                                     ,,6
383,3p6.3d8.(3F).6d,4G,9/2,10.0,16.056355,,,                                                     ,,6
384,3p6.3d8.(3F).6d,4G,7/2,8.0,16.219106,,,                                                     ,,6
385,3p6.3d8.(3F).6d,4G,5/2,6.0,16.325107,,,                                                     ,,6
386,3p6.3d7.(4P).4s.4p.(1P*),4D*,7/2,8.0,16.090926,,,                                                     ,,4
387,3p6.3d7.(4P).4s.4p.(1P*),4D*,5/2,6.0,16.116464,,,                                                     ,,4
388,3p6.3d7.(4P).4s.4p.(1P*),4D*,3/2,4.0,16.159081,,,                                                     ,,4
389,3p6.3d7.(4P).4s.4p.(1P*),4D*,1/2,2.0,16.188669,,,                                                     ,,4
390,3p6.3d8.(3F<3>).5f,2[0]*,1/2,2.0,16.136279,,,  51             :    49  3d8.(3F<3>).5f       2[1]* ,,5
391,3p6.3d8.(3F<3>).5f,2[1]*,3/2,4.0,16.139523,,,  88             :    11  3d8.(3F<3>).5f       2[2]* ,,5
392,3p6.3d8.(3F<3>).5f,2[2]*,5/2,6.0,16.140807,,, 100                                                 ,,5
393,3p6.3d8.(3F<3>).5f,2[2]*,3/2,4.0,16.142399,,,  88             :    12  3d8.(3F<3>).5f       2[1]* ,,5
394,3p6.3d8.(3F<3>).5f,2[6]*,11/2,12.0,16.140835,,, 100                                                 ,,5
395,3p6.3d8.(3F<3>).5f,2[6]*,13/2,14.0,16.141231,,, 100                                                 ,,5
396,3p6.3d8.(3F<3>).5f,2[5]*,11/2,12.0,16.143439,,, 100                                                 ,,5
397,3p6.3d8.(3F<3>).5f,2[5]*,9/2,10.0,16.143598,,,  98                                                 ,,5
398,3p6.3d8.(3F<3>).5f,2[3]*,7/2,8.0,16.143845,,,  97                                                 ,,5
399,3p6.3d8.(3F<3>).5f,2[3]*,5/2,6.0,16.146155,,, 100                                                 ,,5
400,3p6.3d8.(3F<3>).5f,2[4]*,9/2,10.0,16.144664,,,  98                                                 ,,5
401,3p6.3d8.(3F<3>).5f,2[4]*,7/2,8.0,16.14595,,,  97                                                 ,,5
402,3p6.3d8.(3F<3>).5g,2[1],3/2,4.0,16.155315,,, 100                                                 ,,5
403,3p6.3d8.(3F<3>).5g,2[1],1/2,2.0,16.155315,,, 100                                                 ,,5
404,3p6.3d8.(3F<3>).5g,2[2],3/2,4.0,16.156005,,,  99                                                 ,,5
405,3p6.3d8.(3F<3>).5g,2[2],5/2,6.0,16.156005,,,  99                                                 ,,5
406,3p6.3d8.(3F<3>).5g,2[7],13/2,14.0,16.156221,,, 100                                                 ,,5
407,3p6.3d8.(3F<3>).5g,2[7],15/2,16.0,16.156221,,, 100                                                 ,,5
408,3p6.3d8.(3F<3>).5g,2[3],5/2,6.0,16.156886,,,  99                                                 ,,5
409,3p6.3d8.(3F<3>).5g,2[3],7/2,8.0,16.156886,,,  99                                                 ,,5
410,3p6.3d8.(3F<3>).5g,2[4],7/2,8.0,16.157737,,, 100                                                 ,,5
411,3p6.3d8.(3F<3>).5g,2[4],9/2,10.0,16.157741,,, 100                                                 ,,5
412,3p6.3d8.(3F<3>).5g,2[6],13/2,14.0,16.157835,,,  99                                                 ,,5
413,3p6.3d8.(3F<3>).5g,2[6],11/2,12.0,16.157835,,,  99                                                 ,,5
414,3p6.3d8.(3F<3>).5g,2[5],11/2,12.0,16.158206,,, 100                                                 ,,5
415,3p6.3d8.(3F<3>).5g,2[5],9/2,10.0,16.158206,,, 100                                                 ,,5
416,3p6.3d8.(3F).7p,4F*,9/2,10.0,16.17633,,,                                                     ,,7
417,3p6.3d8.(3F).7p,4D*,7/2,8.0,16.177526,,,                                                     ,,7
418,3p6.3d8.(3F).7p,4G*,11/2,12.0,16.199939,,,                                                     ,,7
419,3p6.3d8.(3F).6d,2P,3/2,4.0,16.203662,,,                                                     ,,6
420,3p6.3d8.(3F).6d,2P,1/2,2.0,16.323243,,,                                                     ,,6
421,3p6.3d8.(3F).6d,2H,11/2,12.0,16.211062,,,                                                     ,,6
422,3p6.3d8.(3F).6d,2H,9/2,10.0,16.327053,,,                                                     ,,6
423,3p6.3d8.(3F).6d,2F,7/2,8.0,16.212826,,,                                                     ,,6
424,3p6.3d8.(3F).6d,2F,5/2,6.0,16.340654,,,                                                     ,,6
425,3p6.3d8.(3F).6d,2G,9/2,10.0,16.217298,,,                                                     ,,6
426,3p6.3d8.(3F).6d,2G,7/2,8.0,16.335009,,,                                                     ,,6
427,3p6.3d8.(1D).6s,2D,5/2,6.0,16.229612,,,                                                     ,,6
428,3p6.3d8.(1D).6s,2D,3/2,4.0,16.234784,,,                                                     ,,6
429,3p6.3d8.(3F).6d,2D,5/2,6.0,16.245899,,,                                                     ,,6
430,3p6.3d8.(3F<2>).5f,2[1]*,1/2,2.0,16.249846,,,  99                                                 ,,5
431,3p6.3d8.(3F<2>).5f,2[1]*,3/2,4.0,16.251326,,,  87             :    12  3d8.(3F<2>).5f       2[2]* ,,5
432,3p6.3d8.(3F<2>).5f,2[5]*,9/2,10.0,16.253498,,,  99                                                 ,,5
433,3p6.3d8.(3F<2>).5f,2[5]*,11/2,12.0,16.253587,,,  99                                                 ,,5
434,3p6.3d8.(3F<2>).5f,2[2]*,5/2,6.0,16.254723,,,  91             :     8  3d8.(3F<2>).5f       2[3]* ,,5
435,3p6.3d8.(3F<2>).5f,2[2]*,7/2,8.0,16.256207,,,  89             :    10  3d8.(3F<2>).5f       2[3]* ,,5
436,3p6.3d8.(3F<2>).5f,2[4]*,9/2,10.0,16.256223,,,  99                                                 ,,5
437,3p6.3d8.(3F<2>).5f,2[4]*,7/2,8.0,16.258191,,,  66             :    33  3d8.(3F<2>).5f       2[3]* ,,5
438,3p6.3d8.(3F<2>).5f,2[3]*,7/2,8.0,16.257423,,,  66             :    33  3d8.(3F<2>).5f       2[4]* ,,5
439,3p6.3d8.(3F<2>).5f,2[3]*,5/2,6.0,16.258492,,,  91             :     8  3d8.(3F<2>).5f       2[2]* ,,5
440,3p6.3d8.(3F<2>).5g,2[2],5/2,6.0,16.268196,,,  99                                                 ,,5
441,3p6.3d8.(3F<2>).5g,2[2],3/2,4.0,16.268196,,,  99                                                 ,,5
442,3p6.3d8.(3F<2>).5g,2[6],13/2,14.0,16.269028,,,  99                                                 ,,5
443,3p6.3d8.(3F<2>).5g,2[6],11/2,12.0,16.269028,,,  99                                                 ,,5
444,3p6.3d8.(3F<2>).5g,2[3],7/2,8.0,16.269576,,,  99                                                 ,,5
445,3p6.3d8.(3F<2>).5g,2[3],5/2,6.0,16.269576,,,  99                                                 ,,5
446,3p6.3d8.(3F<2>).5g,2[4],7/2,8.0,16.270797,,,  99                                                 ,,5
447,3p6.3d8.(3F<2>).5g,2[4],9/2,10.0,16.270797,,,  99                                                 ,,5
448,3p6.3d8.(3F<2>).5g,2[5],9/2,10.0,16.270857,,,  99                                                 ,,5
449,3p6.3d8.(3F<2>).5g,2[5],11/2,12.0,16.270857,,,  99                                                 ,,5
450,3p6.3d7.(2G).4s.4p.(1P*),2H*,11/2,12.0,16.294539,,,                                                     ,,4
451,3p6.3d7.(2G).4s.4p.(1P*),2H*,9/2,10.0,16.404595,,,                                                     ,,4
452,3p6.3d7.(4P).4s.4p.(1P*),4P*,5/2,6.0,16.345449,,,                                                     ,,4
453,3p6.3d7.(4P).4s.4p.(1P*),4P*,1/2,2.0,16.380879,,,                                                     ,,4
454,3p6.3d7.(4P).4s.4p.(1P*),4P*,3/2,4.0,16.393829,,,                                                     ,,4
455,3p6.3d8.(3F).7p,2G*,9/2,10.0,16.357083,,,                                                     ,,7
456,3p6.3d8.(1D<2>).4f,2[3]*,5/2,6.0,16.456358,,,  82             :    16  3d8.(3P<2>).4f       2[3]* ,,4
457,3p6.3d8.(1D<2>).4f,2[3]*,7/2,8.0,16.473676,,,  75             :    14  3d8.(3P<2>).4f       2[3]* ,,4
458,3p6.3d8.(1D<2>).4f,2[4]*,9/2,10.0,16.467353,,,  83             :    16  3d8.(3P<2>).4f       2[4]* ,,4
459,3p6.3d8.(1D<2>).4f,2[4]*,7/2,8.0,16.470871,,,  75             :    15  3d8.(3P<2>).4f       2[4]* ,,4
460,3p6.3d8.(1D<2>).4f,2[2]*,5/2,6.0,16.479006,,,  83             :    15  3d8.(3P<2>).4f       2[2]* ,,4
461,3p6.3d8.(1D<2>).4f,2[2]*,3/2,4.0,16.480968,,,  83             :    15  3d8.(3P<2>).4f       2[2]* ,,4
462,3p6.3d8.(1D<2>).4f,2[1]*,3/2,4.0,16.48773,,,  84             :    16  3d8.(3P<2>).4f       2[1]* ,,4
463,3p6.3d8.(1D<2>).4f,2[1]*,1/2,2.0,16.490081,,,                                                     ,,4
464,3p6.3d8.(1D<2>).4f,2[5]*,11/2,12.0,16.491644,,,  83             :    16  3d8.(3P<2>).4f       2[5]* ,,4
465,3p6.3d8.(1D<2>).4f,2[5]*,9/2,10.0,16.493742,,,  83             :    16  3d8.(3P<2>).4f       2[5]* ,,4
466,3p6.3d7.(2G).4s.4p.(1P*),2F*,7/2,8.0,16.510966,,,                                                     ,,4
467,3p6.3d7.(2G).4s.4p.(1P*),2F*,5/2,6.0,16.639708,,,                                                     ,,4
468,3p6.3d7.(2F).4s.4p.(3P*),4F*,3/2,4.0,16.513479,,,                                                     ,,4
469,3p6.3d7.(2F).4s.4p.(3P*),4F*,5/2,6.0,16.515848,,,                                                     ,,4
470,3p6.3d7.(2F).4s.4p.(3P*),4F*,7/2,8.0,16.555365,,,                                                     ,,4
471,3p6.3d7.(2F).4s.4p.(3P*),4F*,9/2,10.0,16.595662,,,                                                     ,,4
472,3p6.3d8.(3P).6s,4P,5/2,6.0,16.544934,,,                                                     ,,6
473,3p6.3d8.(3P).6s,4P,3/2,4.0,16.566023,,,                                                     ,,6
474,3p6.3d8.(3P).6s,4P,1/2,2.0,16.596243,,,                                                     ,,6
475,3p6.3d7.(2G).4s.4p.(1P*),2G*,9/2,10.0,16.545164,,,                                                     ,,4
476,3p6.3d7.(2G).4s.4p.(1P*),2G*,7/2,8.0,16.661098,,,                                                     ,,4
477,3p6.3d7.(2F).4s.4p.(3P*),4G*,11/2,12.0,16.567508,,,                                                     ,,4
478,3p6.3d8.(3F).8s,4F,9/2,10.0,16.578563,,,                                                     ,,8
479,3p6.3d8.(3F).8s,4F,7/2,8.0,16.590296,,,                                                     ,,8
480,3p6.3d8.(3F).8s,4F,5/2,6.0,16.752338,,,                                                     ,,8
481,3p6.3d8.(3F).8s,4F,3/2,4.0,16.859771,,,                                                     ,,8
482,3p6.3d8.(1D).5d,2F,7/2,8.0,16.581024,,,  81             :    13  3d8.(3P).5d          4D    ,,5
483,3p6.3d8.(1D).5d,2F,5/2,6.0,16.581059,,,  68             :    14  3d8.(1D).5d          2D    ,,5
484,3p6.3d7.(2F).4s.4p.(3P*),4D*,7/2,8.0,16.595388,,,                                                     ,,4
485,3p6.3d7.(2F).4s.4p.(3P*),4D*,5/2,6.0,16.610576,,,                                                     ,,4
486,3p6.3d7.(2F).4s.4p.(3P*),4D*,3/2,4.0,16.633259,,,                                                     ,,4
487,3p6.3d7.(2F).4s.4p.(3P*),4D*,1/2,2.0,16.649064,,,                                                     ,,4
488,3p6.3d8.(3P).6s,2P,3/2,4.0,16.596799,,,                                                     ,,6
489,3p6.3d8.(3P).6s,2P,1/2,2.0,16.643882,,,                                                     ,,6
490,3p6.3d8.(1D).5d,2D,3/2,4.0,16.601856,,,  80             :     7  3d8.(3P).5d          2D    ,,5
491,3p6.3d8.(1D).5d,2D,5/2,6.0,16.62046,,,  69             :    16  3d8.(1D).5d          2F    ,,5
492,3p6.3d8.(1D).5d,2G,9/2,10.0,16.604325,,,  83             :    16  3d8.(3P).5d          4F    ,,5
493,3p6.3d8.(1D).5d,2G,7/2,8.0,16.605189,,,  84             :    11  3d8.(3P).5d          2F    ,,5
494,3p6.3d8.(1D).5d,2P,1/2,2.0,16.608285,,,  82             :     8  3d8.(3P).5d          2P    ,,5
495,3p6.3d8.(1D).5d,2P,3/2,4.0,16.622284,,,  84             :     9  3d8.(3P).5d          4P    ,,5
496,3p6.3d8.(3F<4>).6f,2[7]*,13/2,14.0,16.643445,,, 100                                                 ,,6
