,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Lande,Leading percentages,Reference,nQua
150,3p6.3d8.(3F).5p,4G*,5/2,6.0,13.177432,,,                                                     ,,5
151,3p6.3d8.(3F).5p,4F*,9/2,10.0,12.931332,,,                                                     ,,5
152,3p6.3d8.(3F).5p,4F*,5/2,6.0,13.101259,,,  53             :    24  3d8.(3F).5p          4G*   ,,5
153,3p6.3d8.(3F).5p,4F*,3/2,4.0,13.188112,,,                                                     ,,5
154,3p6.3d8.(3F).5p,*,7/2,8.0,12.974515,,,  39  4F*        :    33  3d8.(3F).5p          2F*   ,,5
155,3p6.3d8.(3F).5p,2F*,7/2,8.0,13.122247,,,  46             :    32  3d8.(3F).5p          4F*   ,,5
156,3p6.3d8.(3F).5p,2F*,5/2,6.0,13.276502,,,                                                     ,,5
157,3p6.3d8.(3F).5p,2D*,5/2,6.0,13.125115,,,                                                     ,,5
158,3p6.3d8.(3F).5p,2D*,3/2,4.0,13.28393,,,                                                     ,,5
159,3p6.3d7.(4P).4s.4p.(3P*),6D*,9/2,10.0,13.140031,,,                                                     ,,4
160,3p6.3d8.(1D).5s,2D,5/2,6.0,13.143303,,,  80             :    20  3d8.(3P).5s          4P    ,,5
161,3p6.3d8.(1D).5s,2D,3/2,4.0,13.158832,,,  87             :     9  3d8.(3P).5s          2P    ,,5
162,3p6.3d7.(4P).4s.4p.(3P*),4S*,3/2,4.0,13.357786,,,                                                     ,,4
163,3p6.3d8.(3P).5s,4P,5/2,6.0,13.435926,,,  80             :    20  3d8.(1D).5s          2D    ,,5
164,3p6.3d8.(3P).5s,4P,3/2,4.0,13.458312,,,  94             :     5  3d8.(1D).5s          2D    ,,5
165,3p6.3d8.(3P).5s,4P,1/2,2.0,13.484933,,,  98             :     2  3d8.(3P).5s          2P    ,,5
166,3p6.3d7.(4P).4s.4p.(3P*),6P*,3/2,4.0,13.519093,,,                                                     ,,4
167,3p6.3d7.(2G).4s.4p.(3P*),4F*,9/2,10.0,13.532633,,,                                                     ,,4
168,3p6.3d7.(2G).4s.4p.(3P*),4F*,7/2,8.0,13.619168,,,                                                     ,,4
169,3p6.3d7.(2G).4s.4p.(3P*),4F*,5/2,6.0,13.709349,,,                                                     ,,4
170,3p6.3d7.(2G).4s.4p.(3P*),4F*,3/2,4.0,13.777191,,,                                                     ,,4
171,3p6.3d8.(3P).5s,2P,3/2,4.0,13.547732,,,  90             :     7  3d8.(1D).5s          2D    ,,5
172,3p6.3d8.(3P).5s,2P,1/2,2.0,13.598056,,,  98             :     2  3d8.(3P).5s          4P    ,,5
173,3p6.3d7.(2G).4s.4p.(3P*),4G*,7/2,8.0,13.859424,,,                                                     ,,4
174,3p6.3d7.(4F).4s.4p.(1P*),4G*,11/2,12.0,13.938575,,,                                                     ,,4
175,3p6.3d7.(4F).4s.4p.(1P*),4G*,9/2,10.0,14.103579,,,  67             :    28  3d7.(4F).4s.4p.(1P*) 4F*   ,,4
176,3p6.3d7.(4F).4s.4p.(1P*),4G*,5/2,6.0,14.271584,,,  50             :    28  3d7.(4F).4s.4p.(1P*) 2F*   ,,4
177,3p6.3d8.(1D).4d,2F,5/2,6.0,13.971321,,,  66             :    13  3d8.(1D).4d          2D    ,,4
178,3p6.3d8.(1D).4d,2F,7/2,8.0,13.975468,,,  77             :    19  3d8.(3P).4d          4D    ,,4
179,3p6.3d8.(1D).4d,2D,3/2,4.0,13.998675,,,  62             :    22  3d8.(3P).4d          2D    ,,4
180,3p6.3d8.(1D).4d,2D,5/2,6.0,14.060714,,,  55             :    25  3d8.(1D).4d          2F    ,,4
181,3p6.3d8.(1D).4d,2G,9/2,10.0,14.031659,,,  84             :    15  3d8.(3P).4d          4F    ,,4
182,3p6.3d8.(1D).4d,2G,7/2,8.0,14.032235,,,  86             :    10  3d8.(3P).4d          2F    ,,4
183,3p6.3d8.(1D).4d,2P,1/2,2.0,14.038118,,,  78             :    13  3d8.(3P).4d          4D    ,,4
184,3p6.3d8.(1D).4d,2P,3/2,4.0,14.060888,,,  77             :    13  3d8.(3P).4d          4D    ,,4
185,3p6.3d7.(4F).4s.4p.(1P*),4F*,9/2,10.0,14.050131,,,  63             :    34  3d7.(4F).4s.4p.(1P*) 4G*   ,,4
186,3p6.3d7.(4F).4s.4p.(1P*),4F*,5/2,6.0,14.273061,,,  61             :    16  3d7.(4F).4s.4p.(1P*) 2F*   ,,4
187,3p6.3d7.(4F).4s.4p.(1P*),4F*,3/2,4.0,14.331612,,,  42             :    30  3d7.(4F).4s.4p.(1P*) 4D*   ,,4
188,3p6.3d8.(1D).4d,2S,1/2,2.0,14.087469,,,  85             :    10  3d8.(3P).4d          4P    ,,4
189,3p6.3d7.4s.4p,*,7/2,8.0,14.140651,,,  29  4G*        :    28  3d7.4s.4p            4F*   ,,4
190,3p6.3d8.(3P).4d,4D,7/2,8.0,14.237928,,,  79             :    20  3d8.(1D).4d          2F    ,,4
191,3p6.3d8.(3P).4d,4D,5/2,6.0,14.24267,,,  72             :    19  3d8.(1D).4d          2D    ,,4
192,3p6.3d8.(3P).4d,4D,3/2,4.0,14.251044,,,  79             :    11  3d8.(1D).4d          2P    ,,4
193,3p6.3d8.(3P).4d,4D,1/2,2.0,14.254487,,,  87             :    12  3d8.(1D).4d          2P    ,,4
194,3p6.3d7.(2H).4s.4p.(3P*),4G*,11/2,12.0,14.240686,,,                                                     ,,4
195,3p6.3d7.(2H).4s.4p.(3P*),4G*,9/2,10.0,14.33417,,,                                                     ,,4
196,3p6.3d7.(2H).4s.4p.(3P*),4G*,7/2,8.0,14.416363,,,                                                     ,,4
197,3p6.3d7.(2H).4s.4p.(3P*),4G*,5/2,6.0,14.475766,,,                                                     ,,4
198,3p6.3d7.(2P).4s.4p.(3P*),2D*,3/2,4.0,14.241984,,,  62                                                 ,,4
199,3p6.3d7.(2P).4s.4p.(3P*),2D*,5/2,6.0,14.493006,,,  50             :    33  3d7.(2P).4s.4p.(3P*) 4D*   ,,4
200,3p6.3d7.(2G).4s.4p.(3P*),2F*,7/2,8.0,14.258214,,,  51             :    22  3d7.(2G).4s.4p.(3P*) 4D*   ,,4
201,3p6.3d8.(1G).5s,2G,9/2,10.0,14.26827,,, 100                                                 ,,5
202,3p6.3d8.(1G).5s,2G,7/2,8.0,14.268766,,, 100                                                 ,,5
203,3p6.3d7.4s.4p,4D*,7/2,8.0,14.284201,,,  55             :    18  3d7.4s.4p            2F*   ,,4
204,3p6.3d7.4s.4p,4D*,7/2,8.0,14.445654,,,                                                     ,,4
205,3p6.3d7.4s.4p,*,5/2,6.0,14.328355,,,  32  4D*        :    25  3d7.4s.4p            4F*   ,,4
206,3p6.3d8.(3P).4d,4F,9/2,10.0,14.349826,,,  84             :    15  3d8.(1D).4d          2G    ,,4
207,3p6.3d8.(3P).4d,4F,7/2,8.0,14.360733,,,  82             :     8  3d8.(1D).4d          2G    ,,4
208,3p6.3d8.(3P).4d,4F,5/2,6.0,14.3768,,,  68             :    13  3d8.(3P).4d          2F    ,,4
209,3p6.3d8.(3P).4d,4F,3/2,4.0,14.402967,,,  97             :     1  3d8.(3P).4d          4P    ,,4
210,3p6.3d7.4s2,2D1,5/2,6.0,14.366084,,,  77             :    23  3d7.4s2              2D2   ,,4
211,3p6.3d8.(3P).4d,2F,7/2,8.0,14.40023,,,  82             :    11  3d8.(3P).4d          4F    ,,4
212,3p6.3d8.(3P).4d,,5/2,6.0,14.405906,,,  38  2D         :    24  3d8.(3P).4d          4F    ,,4
213,3p6.3d8.(3P).4d,4P,1/2,2.0,14.414627,,,  86             :    11  3d8.(1D).4d          2S    ,,4
214,3p6.3d8.(3P).4d,4P,3/2,4.0,14.420892,,,  85             :     8  3d8.(1D).4d          2P    ,,4
215,3p6.3d8.(3P).4d,4P,5/2,6.0,14.472987,,,  41             :    28  3d8.(3P).4d          2D    ,,4
216,3p6.3d8.(3P).4d,2P,1/2,2.0,14.479671,,,  89             :     7  3d8.(1D).4d          2P    ,,4
217,3p6.3d8.(3P).4d,2P,3/2,4.0,14.486107,,,  91             :     4  3d8.(3P).4d          2D    ,,4
218,3p6.3d8.(3F).6s,4F,9/2,10.0,14.485464,,,                                                     ,,6
219,3p6.3d8.(3F).6s,4F,7/2,8.0,14.515413,,,                                                     ,,6
220,3p6.3d8.(3F).6s,4F,5/2,6.0,14.669168,,,                                                     ,,6
221,3p6.3d8.(3F).6s,4F,3/2,4.0,14.766525,,,                                                     ,,6
222,3p6.3d7.(a 2D).4s.4p.(3P*),4F*,9/2,10.0,14.577278,,,                                                     ,,1
223,3p6.3d7.(a 2D).4s.4p.(3P*),4F*,7/2,8.0,14.626722,,,                                                     ,,1
224,3p6.3d7.(2P).4s.4p.(3P*),*,3/2,4.0,14.588242,,,  37  4S*        :    12  3d7.(2P).4s.4p.(3P*) 2D*   ,,4
225,3p6.3d8.(1D).5p,*,3/2,4.0,14.600864,,,  36  2D*        :    12  3d8.(1D).5p          2P*   ,,5
226,3p6.3d8.(1D).5p,2D*,5/2,6.0,14.614362,,,  65                                                 ,,5
227,3p6.3d7.(2H).4s.4p.(3P*),2I*,11/2,12.0,14.661005,,,                                                     ,,4
228,3p6.3d7.(2H).4s.4p.(3P*),2I*,13/2,14.0,14.755385,,,                                                     ,,4
229,3p6.3d8.(3F).6s,2F,7/2,8.0,14.666608,,,                                                     ,,6
230,3p6.3d8.(3F).6s,2F,5/2,6.0,14.793229,,,                                                     ,,6
231,3p6.3d8.(1D).5p,2F*,5/2,6.0,14.677139,,,                                                     ,,5
232,3p6.3d8.(1D).5p,2F*,7/2,8.0,14.699987,,,                                                     ,,5
233,3p6.3d8.(1D).5p,*,3/2,4.0,14.685037,,,  37  2P*        :    35  3d8.(1D).5p          2D*   ,,5
234,3p6.3d8.(1D).5p,2P*,1/2,2.0,14.708487,,,  50             :    29  3d7.4s.4p            4D*   ,,5
235,3p6.3d8.(3F<4>).4f,2[1]*,1/2,2.0,14.726193,,, 100                                                 ,,4
236,3p6.3d8.(3F<4>).4f,2[1]*,3/2,4.0,14.730481,,,  87             :    13  3d8.(3F<4>).4f       2[2]* ,,4
237,3p6.3d8.(3F<4>).4f,2[7]*,13/2,14.0,14.729796,,, 100                                                 ,,4
238,3p6.3d8.(3F<4>).4f,2[7]*,15/2,16.0,14.735388,,, 100                                                 ,,4
239,3p6.3d8.(3F<4>).4f,2[2]*,5/2,6.0,14.73287,,,  92             :     8  3d8.(3F<4>).4f       2[3]* ,,4
240,3p6.3d8.(3F<4>).4f,2[2]*,3/2,4.0,14.738881,,,  87             :    13  3d8.(3F<4>).4f       2[1]* ,,4
