,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Lande,Leading percentages,Reference,nQua
183,3d6.(3G).4p,y 2H*,11/2,12.0,8.3709578,4e-07,1.07,  57                                  :    26  3d6.(3H).4p             2H*   ,"L18349,L18361c138",4
184,3d6.(3G).4p,y 2H*,9/2,10.0,8.4310228,4e-07,0.907,  62                                  :    26  3d6.(3H).4p             2H*   ,"L18349,L18361c138",4
185,3d5.(6S).4s.4p.(3P*),x 4P*,5/2,6.0,8.567609,4e-07,,  96  3d5.4s.(5S).4p 4P*                                                     ,"L18349,L18361c138",4
186,3d5.(6S).4s.4p.(3P*),x 4P*,3/2,4.0,8.5923636,5e-07,,  96  3d5.4s.(5S).4p 4P*                                                     ,"L18349,L18361c138",4
187,3d5.(6S).4s.4p.(3P*),x 4P*,1/2,2.0,8.6078527,5e-07,,  96  3d5.4s.(5S).4p 4P*                                                     ,"L18349,L18361c138",4
188,3d6.(3G).4p,y 2F*,7/2,8.0,8.6301144,4e-07,1.13,  66                                  :    11  3d6.(3F2).4p            2F*   ,"L18349,L18361c138",4
189,3d6.(3G).4p,y 2F*,5/2,6.0,8.6355591,4e-07,0.857,  67                                  :     9  3d6.(3D).4p             2F*   ,"L18349,L18361c138",4
190,3d6.(3G).4p,x 2G*,9/2,10.0,8.7179023,4e-07,1.11,  79                                  :    17  3d6.(3H).4p             2G*   ,"L18349,L18361c138",4
191,3d6.(3G).4p,x 2G*,7/2,8.0,8.7438237,4e-07,0.87,  73                                  :    13  3d6.(3H).4p             2G*   ,"L18349,L18361c138",4
192,3d6.(1I).4p,z 2K*,13/2,14.0,8.801225,5e-07,,  99                                                                         ,"L18349,L18361c138",4
193,3d6.(1I).4p,z 2K*,15/2,16.0,8.8565248,4e-07,1.05,  99                                                                         ,"L18349,L18361c138",4
194,3d6.(3D).4p,w 4P*,5/2,6.0,8.9224918,4e-07,,  86                                  :     6  3d6.(3D).4p             4D*   ,"L18349,L18361c138",4
195,3d6.(3D).4p,w 4P*,3/2,4.0,8.932201,5e-07,1.66,  67                                  :    15  3d6.(3D).4p             4D*   ,"L18349,L18361c138",4
196,3d6.(3D).4p,w 4P*,1/2,2.0,8.9532696,5e-07,,  57                                  :    30  3d6.(3D).4p             4D*   ,"L18349,L18361c138",4
197,3d6.(1G2).4p,x 2H*,9/2,10.0,8.9430267,4e-07,0.91,  47                                  :    22  3d6.(1I).4p             2H*   ,"L18349,L18361c138",4
198,3d6.(1G2).4p,x 2H*,11/2,12.0,8.9593142,4e-07,1.08,  44  3d6.(1I).4p 2H*                 :    35  3d6.(1G2).4p            2H*   ,"L18349,L18361c138",4
199,3d6.(3D).4p,w 4F*,3/2,4.0,8.9478161,4e-07,,  76                                  :    10  3d6.(3G).4p             4F*   ,"L18349,L18361c138",4
200,3d6.(3D).4p,w 4F*,5/2,6.0,8.9564405,4e-07,,  75                                  :    10  3d6.(3G).4p             4F*   ,"L18349,L18361c138",4
201,3d6.(3D).4p,w 4F*,7/2,8.0,8.9705104,4e-07,,  64                                  :    10  3d6.(3D).4p             4D*   ,"L18349,L18361c138",4
202,3d6.(3D).4p,w 4F*,9/2,10.0,9.0075386,4e-07,,  87                                  :     8  3d6.(3G).4p             4F*   ,"L18349,L18361c138",4
203,3d6.(3D).4p,w 4D*,1/2,2.0,8.9801352,6e-07,,  51                                  :    35  3d6.(3D).4p             4P*   ,"L18349,L18361c138",4
204,3d6.(3D).4p,w 4D*,3/2,4.0,8.9918996,4e-07,,  69                                  :    16  3d6.(3D).4p             4P*   ,"L18349,L18361c138",4
205,3d6.(3D).4p,w 4D*,5/2,6.0,9.0036704,4e-07,,  77                                  :     7  3d6.(3D).4p             4F*   ,"L18349,L18361c138",4
206,3d6.(3D).4p,w 4D*,7/2,8.0,9.0076893,4e-07,,  55                                  :    19  3d6.(3D).4p             4F*   ,"L18349,L18361c138",4
207,3d6.(1G2).4p,x 2F*,7/2,8.0,9.052853,4e-07,,  25                                  :    23  3d6.(3D).4p             4D*   ,"L18349,L18361c138",4
208,3d6.(1G2).4p,x 2F*,5/2,6.0,9.0576548,4e-07,,  36  3d6.(3D).4p 2F*                 :    29  3d6.(1G2).4p            2F*   ,"L18349,L18361c138",4
209,3d6.(1G2).4p,w 2G*,9/2,10.0,9.0622072,4e-07,,  57                                  :    26  3d6.(1G1).4p            2G*   ,"L18349,L18361c138",4
210,3d6.(1G2).4p,w 2G*,7/2,8.0,9.0686191,4e-07,0.91,  58                                  :    27  3d6.(1G1).4p            2G*   ,"L18349,L18361c138",4
211,3d6.(3D).4p,y 2P*,1/2,2.0,9.074071,5e-07,,  73                                  :    11  3d6.(1S2).4p            2P*   ,"L18349,L18361c138",4
212,3d6.(3D).4p,y 2P*,3/2,4.0,9.0742936,4e-07,,  77                                  :     9  3d6.(1S2).4p            2P*   ,"L18349,L18361c138",4
213,3d5.4s2,4F,9/2,10.0,9.0996679,4e-07,,  96                                  :     2  3d5.(4F).4p2            4F    ,"L18349,L18361c138",4
214,3d5.4s2,4F,5/2,6.0,9.0999233,4e-07,,  79                                  :    17  3d5.4s2                 2F1   ,"L18349,L18361c138",4
215,3d5.4s2,4F,7/2,8.0,9.1118775,4e-07,,  87                                  :    10  3d5.4s2                 2F1   ,"L18349,L18361c138",4
216,3d5.4s2,4F,3/2,4.0,9.1298598,4e-07,,  89                                  :     7  3d5.4s2                 2D3   ,"L18349,L18361c138",4
217,3d6.(1I).4p,w 2H*,11/2,12.0,9.1256755,5e-07,,  36                                  :    27  3d6.(1G2).4p            2H*   ,"L18349,L18361c138",4
218,3d6.(1I).4p,w 2H*,9/2,10.0,9.1439928,5e-07,,  64                                  :    12  3d6.(1G1).4p            2H*   ,"L18349,L18361c138",4
219,3d6.(1I).4p,y 2I*,13/2,14.0,9.1707197,4e-07,,  97                                                                         ,"L18349,L18361c138",4
220,3d6.(1I).4p,y 2I*,11/2,12.0,9.1710815,5e-07,,  88                                  :     7  3d6.(1I).4p             2H*   ,"L18349,L18361c138",4
221,3d6.(3D).4p,x 2D*,3/2,4.0,9.2365863,5e-07,,  90                                  :     3  3d6.(1F).4p             2D*   ,"L18349,L18361c138",4
222,3d6.(3D).4p,x 2D*,5/2,6.0,9.2500722,5e-07,,  91                                  :     2  3d6.(1F).4p             2D*   ,"L18349,L18361c138",4
223,3d6.(3D).4p,w 2F*,7/2,8.0,9.373317,5e-07,1.125,  56                                  :    16  3d6.(1G2).4p            2F*   ,"L18349,L18361c138",4
224,3d6.(3D).4p,w 2F*,5/2,6.0,9.4122703,4e-07,0.844,  49                                  :    22  3d6.(1G2).4p            2F*   ,"L18349,L18361c138",4
225,3d6.(1S2).4p,x 2P*,3/2,4.0,9.4388507,5e-07,1.34,  37  3d6.(1D2).4p 2P*                :    30  3d6.(1S2).4p            2P*   ,"L18349,L18361c138",4
226,3d6.(1S2).4p,x 2P*,1/2,2.0,9.494392,4e-07,,  31                                  :    30  3d6.(1D2).4p            2P*   ,"L18349,L18361c138",4
227,3d6.(1D2).4p,v 2F*,5/2,6.0,9.6388708,5e-07,,  60                                  :    17  3d6.(1D1).4p            2F*   ,"L18349,L18361c138",4
228,3d6.(1D2).4p,v 2F*,7/2,8.0,9.6878034,5e-07,1.13,  64                                  :    18  3d6.(1D1).4p            2F*   ,"L18349,L18361c138",4
229,3d6.(5D).5s,e 6D,9/2,10.0,9.6536143,4e-07,, 100                                                                         ,"L18349,L18361c138",5
230,3d6.(5D).5s,e 6D,7/2,8.0,9.7002396,4e-07,,  99                                                                         ,"L18349,L18361c138",5
231,3d6.(5D).5s,e 6D,5/2,6.0,9.735914,4e-07,,  99                                                                         ,"L18349,L18361c138",5
232,3d6.(5D).5s,e 6D,3/2,4.0,9.7607579,4e-07,,  99                                                                         ,"L18349,L18361c138",5
233,3d6.(5D).5s,e 6D,1/2,2.0,9.775414,4e-07,, 100                                                                         ,"L18349,L18361c138",5
234,3d5.4s2,2G2,7/2,8.0,9.6937051,5e-07,,  97                                  :     2  3d5.(2G2).4p2           2G    ,"L18349,L18361c138",4
235,3d5.4s2,2G2,9/2,10.0,9.742339,4e-07,,  73                                  :    24  3d5.4s2                 2H    ,"L18349,L18361c138",4
236,3d6.(1D2).4p,w 2D*,3/2,4.0,9.7311656,6e-07,,  71                                  :    17  3d6.(1D1).4p            2D*   ,"L18349,L18361c138",4
237,3d6.(1D2).4p,w 2D*,5/2,6.0,9.7564232,5e-07,,  68                                  :    16  3d6.(1D1).4p            2D*   ,"L18349,L18361c138",4
238,3d6.(1D2).4p,w 2P*,1/2,2.0,9.7751463,1e-06,,  39                                  :    28  3d6.(1S2).4p            2P*   ,"L18349,L18361c138",4
239,3d6.(1D2).4p,w 2P*,3/2,4.0,9.8249371,4e-07,,  32  3d6.(1S2).4p 2P*                :    30  3d6.(1D2).4p            2P*   ,"L18349,L18361c138",4
240,3d5.(6S).4s.4p.(1P*),x 6P*,3/2,4.0,9.8252426,5e-07,,  50  3d5.4s.(5S).4p 6P*              :    42  3d5.4s.(7S).4p          6P*   ,"L18349,L18361c138",4
241,3d5.(6S).4s.4p.(1P*),x 6P*,5/2,6.0,9.8300771,5e-07,,  51  3d5.4s.(5S).4p 6P*              :    42  3d5.4s.(7S).4p          6P*   ,"L18349,L18361c138",4
242,3d5.(6S).4s.4p.(1P*),x 6P*,7/2,8.0,9.8358352,5e-07,,  53  3d5.4s.(5S).4p 6P*              :    40  3d5.4s.(7S).4p          6P*   ,"L18349,L18361c138",4
243,3d6.(5D).5s,e 4D,7/2,8.0,9.8492422,4e-07,,  99                                                                         ,"L18349,L18361c138",5
244,3d6.(5D).5s,e 4D,5/2,6.0,9.9045425,4e-07,,  99                                                                         ,"L18349,L18361c138",5
245,3d6.(5D).5s,e 4D,3/2,4.0,9.9408057,4e-07,,  99                                                                         ,"L18349,L18361c138",5
246,3d6.(5D).5s,e 4D,1/2,2.0,9.9616418,4e-07,, 100                                                                         ,"L18349,L18361c138",5
247,3d5.4s2,2F2,5/2,6.0,10.1219773,4e-07,,  97                                  :     2  3d5.(2F2).4p2           2F    ,"L18349,L18361c138",4
248,3d5.4s2,2F2,7/2,8.0,10.1338154,4e-07,,  96                                  :     2  3d5.(2F2).4p2           2F    ,"L18349,L18361c138",4
249,3d6.(5D).4d,e 6F,11/2,12.0,10.2725501,4e-07,,  98                                  :     2  3d6.(5D).4d             6G    ,"L18349,L18361c138",4
250,3d6.(5D).4d,e 6F,9/2,10.0,10.2880497,4e-07,,  85                                  :    13  3d6.(5D).4d             6D    ,"L18349,L18361c138",4
251,3d6.(5D).4d,e 6F,7/2,8.0,10.3076133,4e-07,,  78                                  :    18  3d6.(5D).4d             6D    ,"L18349,L18361c138",4
252,3d6.(5D).4d,e 6F,5/2,6.0,10.3289055,4e-07,,  81                                  :    15  3d6.(5D).4d             6D    ,"L18349,L18361c138",4
253,3d6.(5D).4d,e 6F,3/2,4.0,10.3476866,4e-07,,  90                                  :     9  3d6.(5D).4d             6D    ,"L18349,L18361c138",4
254,3d6.(5D).4d,e 6F,1/2,2.0,10.3599422,4e-07,,  97                                  :     2  3d6.(5D).4d             6D    ,"L18349,L18361c138",4
255,3d6.(1F).4p,v 2G*,7/2,8.0,10.328532,5e-07,,  92                                  :     2  3d6.(3F1).4p            2G*   ,"L18349,L18361c138",4
256,3d6.(1F).4p,v 2G*,9/2,10.0,10.3987045,5e-07,,  94                                                                         ,"L18349,L18361c138",4
257,3d6.(5D).4d,6D,7/2,8.0,10.3791615,4e-07,,  45                                  :    37  3d6.(5D).4d             6P    ,"L18349,L18361c138",4
258,3d6.(5D).4d,6D,9/2,10.0,10.3807526,4e-07,,  87                                  :    12  3d6.(5D).4d             6F    ,"L18349,L18361c138",4
259,3d6.(5D).4d,6D,5/2,6.0,10.3914073,4e-07,,  41  3d6.(5D).4d 6P                  :    41  3d6.(5D).4d             6D    ,"L18349,L18361c138",4
260,3d6.(5D).4d,6D,3/2,4.0,10.413446,4e-07,,  63                                  :    28  3d6.(5D).4d             6P    ,"L18349,L18361c138",4
261,3d6.(5D).4d,6D,1/2,2.0,10.430992,4e-07,,  97                                  :     2  3d6.(5D).4d             6F    ,"L18349,L18361c138",4
262,3d6.(1F).4p,v 2D*,5/2,6.0,10.3983625,6e-07,,  84                                  :     4  3d6.(1D2).4p            2D*   ,"L18349,L18361c138",4
263,3d6.(1F).4p,v 2D*,3/2,4.0,10.4592796,6e-07,,  87                                  :     2  3d6.(1D2).4p            2D*   ,"L18349,L18361c138",4
264,3d6.(5D).4d,e 6G,13/2,14.0,10.4190334,4e-07,, 100                                                                         ,"L18349,L18361c138",4
265,3d6.(5D).4d,e 6G,11/2,12.0,10.4514812,4e-07,1.33,  91                                  :     7  3d6.(5D).4d             4G    ,"L18349,L18361c138",4
266,3d6.(5D).4d,e 6G,9/2,10.0,10.4801123,4e-07,,  92                                  :     5  3d6.(5D).4d             4G    ,"L18349,L18361c138",4
267,3d6.(5D).4d,e 6G,7/2,8.0,10.5027943,4e-07,,  92                                  :     3  3d6.(5D).4d             4D    ,"L18349,L18361c138",4
268,3d6.(5D).4d,e 6G,5/2,6.0,10.5194227,4e-07,,  95                                  :     3  3d6.(5D).4d             4D    ,"L18349,L18361c138",4
269,3d6.(5D).4d,e 6G,3/2,4.0,10.5310027,4e-07,,  99                                                                         ,"L18349,L18361c138",4
270,3d6.(5D).4d,6P,7/2,8.0,10.4477261,4e-07,,  57                                  :    34  3d6.(5D).4d             6D    ,"L18349,L18361c138",4
271,3d6.(5D).4d,6P,5/2,6.0,10.4552114,4e-07,,  47                                  :    42  3d6.(5D).4d             6D    ,"L18349,L18361c138",4
272,3d6.(5D).4d,6P,3/2,4.0,10.4672943,4e-07,,  70                                  :    28  3d6.(5D).4d             6D    ,"L18349,L18361c138",4
273,3d6.(5D).4d,f 4D,7/2,8.0,10.4996322,4e-07,,  88                                  :     4  3d6.(5D).4d             6P    ,"L18349,L18361c138",4
274,3d6.(5D).4d,f 4D,5/2,6.0,10.5226519,4e-07,,  92                                  :     3  3d6.(5D).4d             6G    ,"L18349,L18361c138",4
275,3d6.(5D).4d,f 4D,3/2,4.0,10.5446893,4e-07,,  97                                                                         ,"L18349,L18361c138",4
276,3d6.(5D).4d,f 4D,1/2,2.0,10.5600846,5e-07,,  99                                                                         ,"L18349,L18361c138",4
277,3d6.(5D).4d,e 4G,11/2,12.0,10.5217184,4e-07,1.27,  92                                  :     7  3d6.(5D).4d             6G    ,"L18349,L18361c138",4
278,3d6.(5D).4d,e 4G,9/2,10.0,10.5615658,4e-07,,  90                                  :     5  3d6.(5D).4d             6G    ,"L18349,L18361c138",4
279,3d6.(5D).4d,e 4G,7/2,8.0,10.59605,5e-07,,  93                                  :     3  3d6.(5D).4d             4F    ,"L18349,L18361c138",4
280,3d6.(5D).4d,e 4G,5/2,6.0,10.6229357,5e-07,,  96                                  :     2  3d6.(5D).4d             4F    ,"L18349,L18361c138",4
281,3d6.(5D).4d,6S,5/2,6.0,10.6000744,5e-07,,  91                                  :     8  3d6.(5D).4d             6P    ,"L18349,L18361c138",4
282,3d6.(5D).4d,4S,3/2,4.0,10.6290223,5e-07,,  97                                  :     2  3d6.(5D).4d             4P    ,"L18349,L18361c138",4
283,3d6.(5D).4d,e 4F,9/2,10.0,10.6780583,5e-07,1.29,  92                                  :     4  3d6.(5D).4d             4G    ,"L18349,L18361c138",4
284,3d6.(5D).4d,e 4F,7/2,8.0,10.7142644,5e-07,,  90                                  :     4  3d6.(5D).4d             4G    ,"L18349,L18361c138",4
285,3d6.(5D).4d,e 4F,5/2,6.0,10.7370057,5e-07,,  92                                  :     2  3d6.(5D).4d             4G    ,"L18349,L18361c138",4
286,3d6.(5D).4d,e 4F,3/2,4.0,10.7507828,5e-07,,  95                                                                         ,"L18349,L18361c138",4
287,3d6.(3P1).4p,v 4D*,1/2,2.0,10.7108444,1.7e-06,,  36  3d6.(3F1).4p 4D*                :    34  3d6.(3P1).4p            4D*   ,"L18349,L18361c138",4
288,3d6.(3P1).4p,v 4D*,3/2,4.0,10.7300763,1e-06,,  38  3d6.(3F1).4p 4D*                :    32  3d6.(3P1).4p            4D*   ,"L18349,L18361c138",4
289,3d6.(3P1).4p,v 4D*,5/2,6.0,10.7578131,5e-07,,  37  3d6.(3F1).4p 4D*                :    27  3d6.(3P1).4p            4D*   ,"L18349,L18361c138",4
290,3d6.(3P1).4p,v 4D*,7/2,8.0,10.7779047,6e-07,,  43  3d6.(3F1).4p 4D*                :    23  3d6.(3P1).4p            4D*   ,"L18349,L18361c138",4
291,3d6.(1F).4p,u 2F*,7/2,8.0,10.7224709,5e-07,,  84                                  :     4  3d6.(3F1).4p            4D*   ,"L18349,L18361c138",4
292,3d6.(1F).4p,u 2F*,5/2,6.0,10.7305134,6e-07,,  84                                  :     4  3d6.(3F1).4p            4D*   ,"L18349,L18361c138",4
293,3d5.(4G).4s.4p.(3P*),y 6F*,11/2,12.0,10.8288892,5e-07,,  86  3d5.4s.(5G).4p 6F*              :     6  3d5.4s.(5F).4p          6F*   ,"L18349,L18361c138",4
294,3d5.(4G).4s.4p.(3P*),y 6F*,9/2,10.0,10.8451196,5e-07,,  81  3d5.4s.(5G).4p 6F*              :     6  3d5.4s.(5F).4p          6F*   ,"L18349,L18361c138",4
295,3d5.(4G).4s.4p.(3P*),y 6F*,7/2,8.0,10.8532849,5e-07,,  70  3d5.4s.(5G).4p 6F*              :    10  3d5.4s.(5P).4p          6D*   ,"L18349,L18361c138",4
296,3d5.(4G).4s.4p.(3P*),y 6F*,5/2,6.0,10.8576631,5e-07,,  51  3d5.4s.(5G).4p 6F*              :    27  3d5.4s.(5P).4p          6D*   ,"L18349,L18361c138",4
297,3d5.(4G).4s.4p.(3P*),y 6F*,1/2,2.0,10.8979851,6e-07,,  74  3d5.4s.(5G).4p 6F*              :    10  3d5.4s.(5P).4p          6D*   ,"L18349,L18361c138",4
298,3d5.(4G).4s.4p.(3P*),y 6F*,3/2,4.0,10.906287,5e-07,,  55  3d5.4s.(5G).4p 6F*              :    30  3d5.4s.(5P).4p          6D*   ,"L18349,L18361c138",4
299,3d5.(4P).4s.4p.(3P*),6D*,3/2,4.0,10.8613053,6e-07,,  50  3d5.4s.(5P).4p 6D*              :    29  3d5.4s.(5G).4p          6F*   ,"L18349,L18361c138",4
300,3d5.(4P).4s.4p.(3P*),6D*,1/2,2.0,10.865516,5e-06,,  72  3d5.4s.(5P).4p 6D*              :    14  3d5.4s.(5D).4p          6D*   ,"L18349,L18361c138",4
301,3d5.(4P).4s.4p.(3P*),6D*,5/2,6.0,10.9179622,5e-07,,  41  3d5.4s.(5P).4p 6D*              :    25  3d5.4s.(5G).4p          6F*   ,"L18349,L18361c138",4
302,3d5.(4P).4s.4p.(3P*),6D*,7/2,8.0,10.9365793,5e-07,,  61  3d5.4s.(5P).4p 6D*              :    14  3d5.4s.(5G).4p          6F*   ,"L18349,L18361c138",4
303,3d5.(4P).4s.4p.(3P*),6D*,9/2,10.0,10.9868006,5e-07,,  78  3d5.4s.(5P).4p 6D*              :    13  3d5.4s.(5D).4p          6D*   ,"L18349,L18361c138",4
304,3d6.(5D).4d,4P,5/2,6.0,10.9088324,5e-07,,  96                                                                         ,"L18349,L18361c138",4
305,3d6.(5D).4d,4P,3/2,4.0,10.9300968,5e-07,,  93                                  :     2  3d6.(5D).4d             4S    ,"L18349,L18361c138",4
306,3d6.(5D).4d,4P,1/2,2.0,10.9340507,5e-07,,  96                                                                         ,"L18349,L18361c138",4
307,3d6.(5D).5p,6D*,9/2,10.0,11.0002994,5e-07,,  97                                                                         ,"L18349,L18361c138",5
308,3d6.(5D).5p,6D*,7/2,8.0,11.0164343,5e-07,,  60                                  :    13  3d6.(5D).5p             6P*   ,"L18349,L18361c138",5
309,3d6.(5D).5p,6D*,5/2,6.0,11.0494038,5e-07,,  78                                  :     7  3d5.4s.(5P).4p          6P*   ,"L18349,L18361c138",5
310,3d6.(5D).5p,6D*,3/2,4.0,11.0756571,5e-07,,  89                                  :     4  3d5.4s.(5P).4p          6P*   ,"L18349,L18361c138",5
311,3d6.(5D).5p,6D*,1/2,2.0,11.0930363,5e-07,,  99                                                                         ,"L18349,L18361c138",5
312,3d5.(4P).4s.4p.(3P*),6P*,7/2,8.0,11.0505342,5e-07,,  35  3d6.(5D).5p 6D*                 :    28  3d5.4s.(5P).4p          6P*   ,"L18349,L18361c138",4
313,3d5.(4P).4s.4p.(3P*),6P*,5/2,6.0,11.0896991,5e-07,,  42  3d5.4s.(5P).4p 6P*              :    20  3d5.4s.(5D).4p          6P*   ,"L18349,L18361c138",4
314,3d5.(4P).4s.4p.(3P*),6P*,3/2,4.0,11.1122017,5e-07,,  51  3d5.4s.(5P).4p 6P*              :    20  3d5.4s.(5D).4p          6P*   ,"L18349,L18361c138",4
315,3d6.(3F1).4p,4G*,5/2,6.0,11.1247777,5e-07,,  77                                  :    17  3d6.(3F2).4p            4G*   ,"L18349,L18361c138",4
316,3d6.(3F1).4p,4G*,7/2,8.0,11.1449887,6e-07,,  76                                  :    17  3d6.(3F2).4p            4G*   ,"L18349,L18361c138",4
317,3d6.(3F1).4p,4G*,9/2,10.0,11.1669291,5e-07,,  62  3d6.(3F1).4p 4G*                :    14  3d6.(3F2).4p            4G*   ,"L18349,L18361c138",4
318,3d6.(3F1).4p,4G*,11/2,12.0,11.1848145,5e-07,,  75                                  :    18  3d6.(3F2).4p            4G*   ,"L18349,L18361c138",4
319,3d6.(5D).5p,6F*,11/2,12.0,11.1491737,5e-07,,  95                                                                         ,"L18349,L18361c138",5
320,3d6.(5D).5p,6F*,7/2,8.0,11.195851,5e-07,,  40                                  :    30  3d6.(5D).5p             4F*   ,"L18349,L18361c138",5
321,3d6.(5D).5p,6F*,9/2,10.0,11.2065018,5e-07,,  48  3d6.(5D).5p 6F*                 :    47  3d6.(5D).5p             4F*   ,"L18349,L18361c138",5
322,3d6.(5D).5p,6F*,5/2,6.0,11.2190607,5e-07,,  81                                  :    11  3d6.(5D).5p             4F*   ,"L18349,L18361c138",5
323,3d6.(5D).5p,6F*,3/2,4.0,11.2321638,5e-07,,  87                                  :     5  3d5.4s.(5D).4p          6F*   ,"L18349,L18361c138",5
324,3d6.(5D).5p,6F*,1/2,2.0,11.2389481,5e-07,,  90                                  :     6  3d5.4s.(5D).4p          6F*   ,"L18349,L18361c138",5
325,3d6.(5D).5p,4F*,9/2,10.0,11.1638849,5e-07,,  41  3d6.(5D).5p 4F*                 :    36  3d6.(5D).5p             6F*   ,"L18349,L18361c138",5
326,3d6.(5D).5p,4F*,7/2,8.0,11.2553628,5e-07,,  65                                  :    20  3d6.(5D).5p             6F*   ,"L18349,L18361c138",5
327,3d6.(5D).5p,4F*,5/2,6.0,11.2913111,5e-07,,  53                                  :    22  3d6.(5D).5p             4D*   ,"L18349,L18361c138",5
328,3d6.(5D).5p,4F*,3/2,4.0,11.3084614,5e-07,,  67                                  :    18  3d6.(5D).5p             4D*   ,"L18349,L18361c138",5
329,3d6.(5D).5p,4D*,7/2,8.0,11.2079078,5e-07,,  64                                  :    32  3d6.(5D).5p             6F*   ,"L18349,L18361c138",5
330,3d6.(5D).5p,4D*,5/2,6.0,11.2377818,5e-07,,  68                                  :    16  3d6.(5D).5p             4P*   ,"L18349,L18361c138",5
331,3d6.(5D).5p,4D*,3/2,4.0,11.2700245,5e-07,,  56  3d6.(5D).5p 4D*                 :    15  3d6.(5D).5p             4P*   ,"L18349,L18361c138",5
332,3d6.(5D).5p,4D*,1/2,2.0,11.3073311,5e-07,,  92                                  :     2  3d6.(3F1).4p            4D*   ,"L18349,L18361c138",5
333,3d6.(3P1).4p,4S*,3/2,4.0,11.2366645,6e-07,,  49                                  :    23  3d6.(3P2).4p            4S*   ,"L18349,L18361c138",4
334,3d6.(3P1).4p,4P*,1/2,2.0,11.2626611,5e-07,,  34                                  :    27  3d6.(5D).5p             4P*   ,"L18349,L18361c138",4
335,3d6.(3P1).4p,4P*,5/2,6.0,11.4405332,5e-07,,  17                                  :    15  3d6.(3F1).4p            4F*   ,"L18349,L18361c138",4
336,3d6.(5D).5p,4P*,5/2,6.0,11.2703037,5e-07,,  48                                  :    22  3d6.(5D).5p             4F*   ,"L18349,L18361c138",5
337,3d6.(5D).5p,4P*,3/2,4.0,11.4345108,5e-07,,  50                                  :    19  3d6.(3P1).4p            4P*   ,"L18349,L18361c138",5
338,3d6.(5D).5p,4P*,1/2,2.0,11.445572,5e-07,,  69                                  :    14  3d6.(3P1).4p            4P*   ,"L18349,L18361c138",5
339,3d6.(3P1).5p,4P*,3/2,4.0,11.2885412,5e-07,,  22  3d6.(5D).5p 4P*                 :    19  3d6.(5D).5p             4D*   ,"L18349,L18361c138",5
340,3d6.(5D).5p,w 6P*,7/2,8.0,11.3033835,5e-07,,  71                                  :    16  3d5.4s.(5P).4p          6P*   ,"L18349,L18361c138",5
341,3d6.(5D).5p,w 6P*,5/2,6.0,11.3538714,5e-07,,  74                                  :    16  3d5.4s.(5P).4p          6P*   ,"L18349,L18361c138",5
342,3d6.(5D).5p,w 6P*,3/2,4.0,11.3871409,5e-07,,  74                                  :    17  3d5.4s.(5P).4p          6P*   ,"L18349,L18361c138",5
343,3d5.(4D).4s.4p.(3P*),6F*,1/2,2.0,11.388021,5e-07,,  84  3d5.4s.(5D).4p 6F*              :    10  3d5.4s.(5G).4p          6F*   ,"L18349,L18361c138",4
344,3d5.(4D).4s.4p.(3P*),6F*,3/2,4.0,11.3960783,5e-07,,  84  3d5.4s.(5D).4p 6F*              :     9  3d5.4s.(5G).4p          6F*   ,"L18349,L18361c138",4
345,3d5.(4D).4s.4p.(3P*),6F*,5/2,6.0,11.4088681,5e-07,,  86  3d5.4s.(5D).4p 6F*              :     8  3d5.4s.(5G).4p          6F*   ,"L18349,L18361c138",4
346,3d5.(4D).4s.4p.(3P*),6F*,7/2,8.0,11.4256589,5e-07,,  85  3d5.4s.(5D).4p 6F*              :     7  3d5.4s.(5G).4p          6F*   ,"L18349,L18361c138",4
347,3d5.(4D).4s.4p.(3P*),6F*,9/2,10.0,11.4437749,5e-07,,  89  3d5.4s.(5D).4p 6F*              :     6  3d5.4s.(5G).4p          6F*   ,"L18349,L18361c138",4
348,3d5.(4D).4s.4p.(3P*),6F*,11/2,12.0,11.4601196,5e-07,,  93  3d5.4s.(5D).4p 6F*              :     5  3d5.4s.(5G).4p          6F*   ,"L18349,L18361c138",4
349,3d5.(4G).4s.4p.(3P*),x 4H*,7/2,8.0,11.417586,3e-06,,  51  3d5.(4G).4s.(3G).4p 4H*         :    44  3d5.4s.(5G).4p          4H*   ,"L18349,L18361c138",4
350,3d5.(4G).4s.4p.(3P*),x 4H*,9/2,10.0,11.420994,9e-07,,  42  3d5.(4G).4s.(3G).4p 4H*         :    37  3d5.4s.(5G).4p          4H*   ,"L18349,L18361c138",4
351,3d5.(4G).4s.4p.(3P*),x 4H*,11/2,12.0,11.4271793,6e-07,,  50  3d5.(4G).4s.(3G).4p 4H*         :    45  3d5.4s.(5G).4p          4H*   ,"L18349,L18361c138",4
352,3d5.(4G).4s.4p.(3P*),x 4H*,13/2,14.0,11.4375285,6e-07,,  50  3d5.(4G).4s.(3G).4p 4H*         :    47  3d5.4s.(5G).4p          4H*   ,"L18349,L18361c138",4
353,3d6.(3F1).4p,u 2G*,9/2,10.0,11.4278331,5e-07,,  30                                  :    14  3d6.(3F1).4p            4F*   ,"L18349,L18361c138",4
354,3d6.(3F1).4p,u 2G*,7/2,8.0,11.4812729,5e-07,,  64                                  :    16  3d6.(3F2).4p            2G*   ,"L18349,L18361c138",4
