,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Leading percentages,Reference,nQua
91,3s.8d,3D,3,7.0,7.4243186,, 100                             ,,8
92,3s.8d,3D,2,5.0,7.4243202,, 100                             ,,8
93,3s.8d,3D,1,3.0,7.4243221,, 100                             ,,8
94,3s.9p,3P*,1,3.0,7.426388,,                                 ,,9
95,3s.9p,3P*,0,1.0,7.426388,,                                 ,,9
96,3s.9p,3P*,2,5.0,7.426388,,                                 ,,9
97,3s.8f,3F*,2,5.0,7.4310388,,                                 ,,8
98,3s.8f,3F*,4,9.0,7.4310388,,                                 ,,8
99,3s.8f,3F*,3,7.0,7.4310388,,                                 ,,8
100,3s.8f,1F*,3,7.0,7.4310388,,                                 ,,8
101,3s.9p,1P*,1,3.0,7.431195,,                                 ,,9
102,3s.8g,1G,4,9.0,7.432961,,                                 ,,8
103,3s.8g,3G,5,11.0,7.432961,,                                 ,,8
104,3s.8g,3G,4,9.0,7.432961,,                                 ,,8
106,3s.10s,3S,1,3.0,7.451946,,                                 ,,10
107,3s.9d,1D,2,5.0,7.4548275,,                                 ,,9
108,3s.10s,1S,0,1.0,7.45681,,                                 ,,10
109,3s.9d,3D,3,7.0,7.471732,,                                 ,,9
110,3s.9d,3D,2,5.0,7.471732,,                                 ,,9
111,3s.9d,3D,1,3.0,7.471732,,                                 ,,9
112,3s.9f,3F*,3,7.0,7.4764062,,                                 ,,9
113,3s.9f,3F*,2,5.0,7.4764062,,                                 ,,9
114,3s.9f,3F*,4,9.0,7.4764062,,                                 ,,9
115,3s.9f,1F*,3,7.0,7.4764062,,                                 ,,9
116,3s.10p,1P*,1,3.0,7.476532,,                                 ,,10
117,3s.9g,G,3 or 4,7.0,7.4777743,,                                 ,,9
121,3s.11s,3S,1,3.0,7.491233,,                                 ,,11
122,3s.10d,1D,2,5.0,7.4929973,,                                 ,,10
123,3s.10d,3D,1,3.0,7.505426,,                                 ,,10
124,3s.10d,3D,3,7.0,7.505426,,                                 ,,10
125,3s.10d,3D,2,5.0,7.505426,,                                 ,,10
126,3s.10f,3F*,4,9.0,7.50881,,                                 ,,10
127,3s.10f,3F*,3,7.0,7.50881,,                                 ,,10
128,3s.10f,3F*,2,5.0,7.50881,,                                 ,,10
129,3s.10f,1F*,3,7.0,7.50881,,                                 ,,10
130,3s.11p,1P*,1,3.0,7.508898,,                                 ,,11
131,3s.12s,3S,1,3.0,7.519699,,                                 ,,12
132,3s.11d,1D,2,5.0,7.520843,,                                 ,,11
133,3s.11d,3D,1,3.0,7.530227,,                                 ,,11
134,3s.11d,3D,3,7.0,7.530227,,                                 ,,11
135,3s.11d,3D,2,5.0,7.530227,,                                 ,,11
136,3s.11f,1F*,3,7.0,7.5327547,,                                 ,,11
137,3s.11f,3F*,3,7.0,7.5327547,,                                 ,,11
138,3s.11f,3F*,2,5.0,7.5327547,,                                 ,,11
139,3s.11f,3F*,4,9.0,7.5327547,,                                 ,,11
140,3s.12p,1P*,1,3.0,7.5328,,                                 ,,12
141,3s.13s,3S,1,3.0,7.540988,,                                 ,,13
142,3s.12d,1D,2,5.0,7.541762,,                                 ,,12
143,3s.12d,3D,2,5.0,7.549005,,                                 ,,12
144,3s.12d,3D,1,3.0,7.549005,,                                 ,,12
145,3s.12d,3D,3,7.0,7.549005,,                                 ,,12
146,3s.12f,3F*,4,9.0,7.550948,,                                 ,,12
147,3s.12f,3F*,3,7.0,7.550948,,                                 ,,12
148,3s.12f,3F*,2,5.0,7.550948,,                                 ,,12
149,3s.12f,1F*,3,7.0,7.550948,,                                 ,,12
150,3s.13p,1P*,1,3.0,7.551001,,                                 ,,13
151,3s.14s,3S,1,3.0,7.55732,,                                 ,,14
152,3s.13d,1D,2,5.0,7.557867,,                                 ,,13
153,3s.13d,3D,2,5.0,7.563573,,                                 ,,13
154,3s.13d,3D,1,3.0,7.563573,,                                 ,,13
155,3s.13d,3D,3,7.0,7.563573,,                                 ,,13
156,3s.13f,3F*,2,5.0,7.565094,,                                 ,,13
157,3s.13f,3F*,4,9.0,7.565094,,                                 ,,13
158,3s.13f,3F*,3,7.0,7.565094,,                                 ,,13
159,3s.13f,1F*,3,7.0,7.565094,,                                 ,,13
160,3s.14p,1P*,1,3.0,7.565135,,                                 ,,14
161,3s.14d,1D,2,5.0,7.57054,,                                 ,,14
162,3s.14d,3D,3,7.0,7.575096,,                                 ,,14
163,3s.14d,3D,2,5.0,7.575096,,                                 ,,14
164,3s.14d,3D,1,3.0,7.575096,,                                 ,,14
165,3s.14f,3F*,3,7.0,7.576309,,                                 ,,14
166,3s.14f,3F*,2,5.0,7.576309,,                                 ,,14
167,3s.14f,3F*,4,9.0,7.576309,,                                 ,,14
168,3s.14f,1F*,3,7.0,7.576309,,                                 ,,14
169,3s.15p,1P*,1,3.0,7.576345,,                                 ,,15
170,3s.15d,1D,2,5.0,7.58065,,                                 ,,15
171,3s.15f,3F*,4,9.0,7.58535,,                                 ,,15
172,3s.15f,3F*,3,7.0,7.58535,,                                 ,,15
173,3s.15f,3F*,2,5.0,7.58535,,                                 ,,15
174,3s.15f,1F*,3,7.0,7.58535,,                                 ,,15
175,3s.16p,1P*,1,3.0,7.585383,,                                 ,,16
176,3s.16d,1D,2,5.0,7.58885,,                                 ,,16
177,3s.17p,1P*,1,3.0,7.592771,,                                 ,,17
178,3s.17d,1D,2,5.0,7.59563,,                                 ,,17
179,3s.18p,1P*,1,3.0,7.598891,,                                 ,,18
180,3s.18d,1D,2,5.0,7.60127,,                                 ,,18
181,3s.19p,1P*,1,3.0,7.604019,,                                 ,,19
182,3s.19d,1D,2,5.0,7.60602,,                                 ,,19
183,3s.20p,1P*,1,3.0,7.608359,,                                 ,,20
184,3s.20d,1D,2,5.0,7.61005,,                                 ,,20
185,3s.21p,1P*,1,3.0,7.612063,,                                 ,,21
186,3s.21d,1D,2,5.0,7.6135,,                                 ,,21
187,3s.22p,1P*,1,3.0,7.615251,,                                 ,,22
188,3s.22d,1D,2,5.0,7.6166,,                                 ,,22
189,3s.23p,1P*,1,3.0,7.618012,,                                 ,,23
190,3s.23d,1D,2,5.0,7.6191,,                                 ,,23
191,3s.24p,1P*,1,3.0,7.620418,,                                 ,,24
192,3s.24d,1D,2,5.0,7.6214,,                                 ,,24
193,3s.25p,1P*,1,3.0,7.622532,,                                 ,,25
194,3s.25d,1D,2,5.0,7.6234,,                                 ,,25
195,3s.26p,1P*,1,3.0,7.624396,,                                 ,,26
196,3s.27p,1P*,1,3.0,7.62605,,                                 ,,27
197,3s.28p,1P*,1,3.0,7.627523,,                                 ,,28
198,3s.29p,1P*,1,3.0,7.628838,,                                 ,,29
199,3s.30p,1P*,1,3.0,7.63002,,                                 ,,30
200,3s.31p,1P*,1,3.0,7.63108,,                                 ,,31
201,3s.32p,1P*,1,3.0,7.632049,,                                 ,,32
202,3s.33p,1P*,1,3.0,7.632924,,                                 ,,33
203,3s.34p,1P*,1,3.0,7.633721,,                                 ,,34
204,3s.35p,1P*,1,3.0,7.63445,,                                 ,,35
205,3s.36p,1P*,1,3.0,7.635113,,                                 ,,36
206,3s.37p,1P*,1,3.0,7.635732,,                                 ,,37
207,3s.38p,1P*,1,3.0,7.636288,,                                 ,,38
208,3s.39p,1P*,1,3.0,7.636809,,                                 ,,39
209,3s.40p,1P*,1,3.0,7.637287,,                                 ,,40
210,3s.41p,1P*,1,3.0,7.637729,,                                 ,,41
211,3s.42p,1P*,1,3.0,7.638138,,                                 ,,42
212,3s.43p,1P*,1,3.0,7.638525,,                                 ,,43
213,3s.44p,1P*,1,3.0,7.638874,,                                 ,,44
214,3s.45p,1P*,1,3.0,7.639212,,                                 ,,45
215,3s.46p,1P*,1,3.0,7.639519,,                                 ,,46
216,3s.47p,1P*,1,3.0,7.639811,,                                 ,,47
217,3s.48p,1P*,1,3.0,7.640084,,                                 ,,48
218,3s.49p,1P*,1,3.0,7.640339,,                                 ,,49
219,3s.50p,1P*,1,3.0,7.640582,,                                 ,,50
220,3s.51p,1P*,1,3.0,7.640795,,                                 ,,51
221,3s.52p,1P*,1,3.0,7.641015,,                                 ,,52
222,3s.53p,1P*,1,3.0,7.641221,,                                 ,,53
223,3s.54p,1P*,1,3.0,7.641393,,                                 ,,54
224,3s.55p,1P*,1,3.0,7.641571,,                                 ,,55
225,3s.56p,1P*,1,3.0,7.64175,,                                 ,,56
226,3s.57p,1P*,1,3.0,7.641915,,                                 ,,57
227,3s.58p,1P*,1,3.0,7.642048,,                                 ,,58
228,3s.59p,1P*,1,3.0,7.642198,,                                 ,,59
229,3p2,1S,0,1.0,8.465,,                                 ,,3
230,3p.4s,3P*,1,3.0,9.539,,                                 ,,4
231,3p.4s,1P*,1,3.0,9.753,,                                 ,,4
232,3p.3d,1D*,2,5.0,10.004658,,                                 ,,3
233,3p.3d,3D*,1,3.0,10.354075,,                                 ,,3
234,3p.3d,3D*,2,5.0,10.355219,,                                 ,,3
235,3p.3d,3D*,3,7.0,10.357248,,                                 ,,3
236,3p.3d,1P*,1,3.0,10.6533,,                                 ,,3
237,3p.5s,3P*,1,3.0,10.859,,                                 ,,5
238,3p.5s,1P*,1,3.0,10.918,,                                 ,,5
239,3p.4d,1P*,1,3.0,11.2549,,                                 ,,4
240,3p.6s,3P*,1,3.0,11.359,,                                 ,,6
241,3p.6s,1P*,1,3.0,11.387,,                                 ,,6
242,3p.5d,1P*,1,3.0,11.5494,,                                 ,,5
243,3p.7s,3P*,1,3.0,11.597,,                                 ,,7
244,3p.7s,1P*,1,3.0,11.615,,                                 ,,7
245,3p.6d,1P*,1,3.0,11.707,,                                 ,,6
246,3p.8s,3P*,1,3.0,11.735,,                                 ,,8
247,3p.8s,1P*,1,3.0,11.75,,                                 ,,8
248,3p.7d,1P*,1,3.0,11.8061,,                                 ,,7
249,3p.9s,3P*,1,3.0,11.8221,,                                 ,,9
250,3p.9s,1P*,1,3.0,11.833,,                                 ,,9
251,3p.8d,1P*,1,3.0,11.8698,,                                 ,,8
252,3p.10s,1P*,1,3.0,11.8895,,                                 ,,10
253,3p.9d,1P*,1,3.0,11.9135,,                                 ,,9
254,3p.11s,1P*,1,3.0,11.927,,                                 ,,11
255,3p.10d,1P*,1,3.0,11.9454,,                                 ,,10
256,3p.12s,1P*,1,3.0,11.9565,,                                 ,,12
257,4s.4p,1P*,1,3.0,14.179,,                                 ,,4
258,4s.5p,1P*,1,3.0,15.243,,                                 ,,5
259,4s.6p,1P*,1,3.0,15.613,,                                 ,,6
260,4s.7p,1P*,1,3.0,15.835,,                                 ,,7
261,2p5.(2P*<3/2>).3s2.4s<1/2>,"(3/2,1/2)*",1,3.0,54.8,,                                 ,,4
262,2p5.(2P*).3s.3p2.(4P),3P*,1,3.0,54.96,,                                 ,,3
263,2p5.(2P*<1/2>).3s2.4s<1/2>,"(1/2,1/2)*",1,3.0,55.065,,                                 ,,4
264,2p5.(2P*<3/2>).3s2.3d,2[1/2]*,1,3.0,55.492,,                                 ,,3
265,2p5.(2P*<3/2>).3s2.3d,2[3/2]*,1,3.0,55.492,,                                 ,,3
266,2p5.(2P*).3s.3p2.(2D),1P*,1,3.0,55.678,,                                 ,,3
267,2p5.(2P*<1/2>).3s2.3d,2[3/2]*,1,3.0,55.839,,                                 ,,3
268,2p5.(2P*<3/2>).3s2.5s<1/2>,"(3/2,1/2)*",1,3.0,56.278,,                                 ,,5
269,2p5.(2P*<3/2>).3s2.4d,2[3/2]*?,1,3.0,56.342,,                                 ,,4
270,2p5.(2P*<3/2>).3s2.4d,2[1/2]*,1,3.0,56.366,,                                 ,,4
271,2p5.(2P*<1/2>).3s2.5s<1/2>,"(1/2,1/2)*",1,3.0,56.544,,                                 ,,5
272,2p5.(2P*<1/2>).3s2.4d,2[3/2]*,1,3.0,56.604,,                                 ,,4
273,2p5.(2P*<3/2>).3s2.6s<1/2>,"(3/2,1/2)*",1,3.0,56.777,,                                 ,,6
274,2p5.(2P*<3/2>).3s2.5d,2[1/2]*,1,3.0,56.816,,                                 ,,5
275,2p5.(2P*<3/2>).3s2.5d,2[3/2]*,1,3.0,56.816,,                                 ,,5
276,2p5.(2P*<1/2>).3s2.6s<1/2>,"(1/2,1/2)*",1,3.0,57.039,,                                 ,,6
277,2p5.(2P*<1/2>).3s2.5d,2[1/2]*,1,3.0,57.08,,                                 ,,5
278,2p5.(2P*<3/2>).3s2.6d,2[3/2]*,1,3.0,57.08,0.012,                                 ,,6
279,2p5.(2P*<1/2>).3s2.5d,2[3/2]*,1,3.0,57.08,,                                 ,,5
280,2p5.(2P*<3/2>).3s2.7d,2[3/2]*,1,3.0,57.216,,                                 ,,7
281,2p5.(2P*<3/2>).3s2.7d,2[1/2]*,1,3.0,57.216,,                                 ,,7
282,2p5.(2P*<1/2>).3s2.7s<1/2>,"(1/2,1/2)*",1,3.0,57.302,,                                 ,,7
283,2p5.(2P*<1/2>).3s2.6d,2[3/2]*,1,3.0,57.346,,                                 ,,6
284,2p5.(2P*).3s.3p2.(2S),1P*,1,3.0,58.067,,                                 ,,3
285,2p5.(2P*).3s.3p2.(2P),1P*,1,3.0,59.04,,                                 ,,3
286,Limit,NaN,NaN,NaN,7.646236,4e-06,NaN,NaN,NaN
