,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Leading percentages,Reference,nQua
35,3s2.3p5.(2P*<3/2>).5s,2[3/2]*,2,5.0,40.657254,6e-06,  96                                                  ,L7185,5
36,3s2.3p5.(2P*<3/2>).5s,2[3/2]*,1,3.0,40.739032,6e-06,  91         :     5  3s2.3p5.(2P*<1/2>).4d   2[3/2]* ,L7185,5
37,3s2.3p5.(2P*<1/2>).4d,2[5/2]*,2,5.0,40.678098,6e-06,  82         :    17  3s2.3p5.(2P*<3/2>).4d   2[5/2]* ,L7185,4
38,3s2.3p5.(2P*<1/2>).4d,2[5/2]*,3,7.0,40.739814,7e-06,  91         :     6  3s2.3p5.(2P*<3/2>).4d   2[5/2]* ,L7185,4
39,3s2.3p5.(2P*<1/2>).4d,2[3/2]*,2,5.0,40.742048,6e-06,  80         :    17  3s2.3p5.(2P*<3/2>).4d   2[3/2]* ,L7185,4
40,3s2.3p5.(2P*<1/2>).4d,2[3/2]*,1,3.0,41.751568,1.5e-05,  42         :    23  3s2.3p5.(2P*<3/2>).4d   2[1/2]* ,L7185,4
41,3s2.3p5.(2P*<1/2>).5s,2[1/2]*,0,1.0,41.044828,9e-06, 100                                                  ,L7185,5
42,3s2.3p5.(2P*<1/2>).5s,2[1/2]*,1,3.0,41.08876,7e-06,  96                                                  ,L7185,5
43,3s2.3p5.(2P*<3/2>).5p,2[1/2],1,3.0,42.055203,6e-06,  91         :     8  3s2.3p5.(2P*<1/2>).5p   2[1/2]  ,L7185,5
44,3s2.3p5.(2P*<3/2>).5p,2[1/2],0,1.0,42.540248,7e-06,  69         :    30  3s2.3p5.(2P*<1/2>).5p   2[1/2]  ,L7185,5
45,3s2.3p5.(2P*<3/2>).5p,2[5/2],3,7.0,42.226557,7e-06, 100                                                  ,L7185,5
46,3s2.3p5.(2P*<3/2>).5p,2[5/2],2,5.0,42.247457,7e-06,  91         :     7  3s2.3p5.(2P*<3/2>).5p   2[3/2]  ,L7185,5
47,3s2.3p5.(2P*<3/2>).5p,2[3/2],1,3.0,42.321906,7e-06,  97                                                  ,L7185,5
48,3s2.3p5.(2P*<3/2>).5p,2[3/2],2,5.0,42.353183,7e-06,  91         :     8  3s2.3p5.(2P*<3/2>).5p   2[5/2]  ,L7185,5
49,3s2.3p5.(2P*<1/2>).5p,2[3/2],1,3.0,42.623903,7e-06,  95                                                  ,L7185,5
50,3s2.3p5.(2P*<1/2>).5p,2[3/2],2,5.0,42.669138,7e-06,  98                                                  ,L7185,5
51,3s2.3p5.(2P*<1/2>).5p,2[1/2],1,3.0,42.682542,6e-06,  90         :     8  3s2.3p5.(2P*<3/2>).5p   2[1/2]  ,L7185,5
52,3s2.3p5.(2P*<1/2>).5p,2[1/2],0,1.0,42.984372,7e-06,  68         :    28  3s2.3p5.(2P*<3/2>).5p   2[1/2]  ,L7185,5
53,3s2.3p5.(2P*<3/2>).4f,2[3/2],1,3.0,42.989313,7e-06,  99                                                  ,L7185,4
54,3s2.3p5.(2P*<3/2>).4f,2[3/2],2,5.0,43.009655,1.5e-05,  88         :     9  3s2.3p5.(2P*<3/2>).4f   2[5/2]  ,L7185,4
55,3s2.3p5.(2P*<3/2>).4f,2[9/2],5,11.0,43.065213,1.1e-05, 100                                                  ,L7185,4
56,3s2.3p5.(2P*<3/2>).4f,2[9/2],4,9.0,43.070066,9e-06, 100                                                  ,L7185,4
57,3s2.3p5.(2P*<3/2>).4f,2[5/2],3,7.0,43.074224,9e-06,  92         :     6  3s2.3p5.(2P*<1/2>).4f   2[5/2]  ,L7185,4
58,3s2.3p5.(2P*<3/2>).4f,2[5/2],2,5.0,43.116524,7e-06,  87         :    10  3s2.3p5.(2P*<3/2>).4f   2[3/2]  ,L7185,4
59,3s2.3p5.(2P*<3/2>).4f,2[7/2],3,7.0,43.149989,9e-06,  97                                                  ,L7185,4
60,3s2.3p5.(2P*<3/2>).4f,2[7/2],4,9.0,43.152931,9e-06,  97                                                  ,L7185,4
61,3s2.3p5.(2P*<1/2>).4f,2[5/2],3,7.0,43.486365,9e-06,  92         :     7  3s2.3p5.(2P*<3/2>).4f   2[5/2]  ,L7185,4
62,3s2.3p5.(2P*<1/2>).4f,2[5/2],2,5.0,43.50606,9e-06,  95                                                  ,L7185,4
63,3s2.3p5.(2P*<1/2>).4f,2[7/2],3,7.0,43.491111,1.1e-05,  97                                                  ,L7185,4
64,3s2.3p5.(2P*<1/2>).4f,2[7/2],4,9.0,43.494316,7e-06,  97                                                  ,L7185,4
65,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,0,1.0,44.503001,9e-06,  99                                                  ,L7185,5
66,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,3.0,44.529772,9e-06,  66         :    30  3s2.3p5.(2P*<3/2>).5d   2[3/2]* ,L7185,5
67,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,5.0,44.574873,9e-06,  93         :     5  3s2.3p5.(2P*<1/2>).5d   2[3/2]* ,L7185,5
68,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,1,3.0,44.856749,1e-05,  45         :    22  3s2.3p5.(2P*<1/2>).5d   2[3/2]* ,L7185,5
69,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,4,9.0,44.577661,1.1e-05, 100                                                  ,L7185,5
70,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,7.0,44.609585,9e-06,  89         :    10  3s2.3p5.(2P*<3/2>).5d   2[5/2]* ,L7185,5
71,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,5.0,44.659996,9e-06,  98                                                  ,L7185,5
72,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,7.0,44.682502,9e-06,  89         :    11  3s2.3p5.(2P*<3/2>).5d   2[7/2]* ,L7185,5
73,3s2.3p5.(2P*<3/2>).6s,2[3/2]*,2,5.0,44.777398,9e-06,  98                                                  ,L7185,6
74,3s2.3p5.(2P*<3/2>).6s,2[3/2]*,1,3.0,44.8021,1e-05,  82         :    13  3s2.3p5.(2P*<3/2>).5d   2[3/2]* ,L7185,6
75,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,5.0,44.993056,9e-06,  97                                                  ,L7185,5
76,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,7.0,45.020987,1.2e-05,  98                                                  ,L7185,5
77,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,5.0,45.008901,7e-06,  94         :     5  3s2.3p5.(2P*<3/2>).5d   2[3/2]* ,L7185,5
78,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,1,3.0,45.299348,9e-06,  66         :    13  3s2.3p5.(2P*<3/2>).5d   2[1/2]* ,L7185,5
79,3s2.3p5.(2P*<1/2>).6s,2[1/2]*,0,1.0,45.158751,1.1e-05, 100                                                  ,L7185,6
80,3s2.3p5.(2P*<1/2>).6s,2[1/2]*,1,3.0,45.17288,2.1e-05,  93         :     5  3s2.3p5.(2P*<1/2>).5d   2[3/2]* ,L7185,6
81,3s.3p6.3d,3D,1,3.0,45.474782,2e-05,  51         :    29  3s2.3p5.(2P*).5f        3D      ,L7185,3
82,3s.3p6.3d,3D,2,5.0,45.493067,2e-05,  45         :    21  3s2.3p5.5f              3D      ,L7185,3
83,3s.3p6.3d,3D,3,7.0,45.560834,2e-05,  37         :    29  3s2.3p5.6p              3D      ,L7185,3
84,3s2.3p5.(2P*<3/2>).6p,2[5/2],3,7.0,45.505505,2.4e-05,  71         :    17  3s.3p6.3d               2[5/2]  ,L7185,6
85,3s2.3p5.(2P*<3/2>).5f,2[9/2],5,11.0,45.891731,1.4e-05, 100                                                  ,L7185,5
86,3s2.3p5.(2P*<3/2>).5f,2[9/2],4,9.0,45.895532,1.2e-05,  99                                                  ,L7185,5
87,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,5.0,45.91191,6e-05,  53         :    34  3p5.(2P*<3/2>).5f       2[3/2]  ,L7185,5
88,3s2.3p5.(2P*<3/2>).5f,2[5/2],3,7.0,46.00558,7e-05,  81         :    11  3s.3p6.3d               2[5/2]  ,L7185,5
89,3s2.3p5.(2P*<1/2>).6p,2[3/2],2,5.0,45.93044,4e-05,  85         :    13  3p5.(2P*<3/2>).5f       2[5/2]  ,L7185,6
90,3s2.3p5.(2P*<3/2>).5f,2[7/2],3,7.0,45.93805,0.0001,  99                                                  ,L7185,5
91,3s2.3p5.(2P*<3/2>).5f,2[7/2],4,9.0,45.94025,0.0001,  99                                                  ,L7185,5
92,3s2.3p5.(2P*<3/2>).5g,2[5/2]*,2,5.0,45.985972,1.5e-05, 100                                                  ,L7185,5
93,3s2.3p5.(2P*<3/2>).5g,2[5/2]*,3,7.0,45.986126,1.5e-05, 100                                                  ,L7185,5
94,3s2.3p5.(2P*<3/2>).5g,2[11/2]*,6,13.0,45.992871,1.7e-05, 100                                                  ,L7185,5
95,3s2.3p5.(2P*<3/2>).5g,2[11/2]*,5,11.0,45.992887,1.5e-05, 100                                                  ,L7185,5
96,3s2.3p5.(2P*<3/2>).5g,2[7/2]*,3,7.0,46.005738,1e-05, 100                                                  ,L7185,5
97,3s2.3p5.(2P*<3/2>).5g,2[7/2]*,4,9.0,46.005747,1.4e-05, 100                                                  ,L7185,5
98,3s2.3p5.(2P*<3/2>).5g,2[9/2]*,4,9.0,46.013101,1.1e-05, 100                                                  ,L7185,5
99,3s2.3p5.(2P*<3/2>).5g,2[9/2]*,5,11.0,46.013147,1.2e-05, 100                                                  ,L7185,5
100,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,5.0,46.032169,1.2e-05,  44         :    27  3p5.(2P*<3/2>).5f       2[5/2]  ,L7185,5
101,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,3.0,46.05363,1.5e-05,  67         :    20  3s.3p6.3d               2[3/2]  ,L7185,5
102,3s2.3p5.(2P*<1/2>).5f,2[7/2],3,7.0,46.29594,0.00011,  99                                                  ,L7185,5
103,3s2.3p5.(2P*<1/2>).5f,2[7/2],4,9.0,46.29886,0.00011,  99                                                  ,L7185,5
104,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,5.0,46.32383,6e-05,  93                                                  ,L7185,5
105,3s2.3p5.(2P*<1/2>).5f,2[5/2],3,7.0,46.355258,1.2e-05,  91         :     6  3s.3p6.3d               2[5/2]  ,L7185,5
106,3s2.3p5.(2P*<1/2>).5g,2[9/2]*,4,9.0,46.387312,1.1e-05, 100                                                  ,L7185,5
107,3s2.3p5.(2P*<1/2>).5g,2[9/2]*,5,11.0,46.387362,1.5e-05, 100                                                  ,L7185,5
108,3s2.3p5.(2P*<1/2>).5g,2[7/2]*,4,9.0,46.387875,2.1e-05, 100                                                  ,L7185,5
109,3s2.3p5.(2P*<1/2>).5g,2[7/2]*,3,7.0,46.387924,2.1e-05, 100                                                  ,L7185,5
110,3s2.3p5.(2P*<3/2>).6d,2[1/2]*,1,3.0,46.7,0.006,  65         :    33  3s2.3p5.(2P*<3/2>).6d   2[3/2]* ,L8771,6
111,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,4,9.0,46.71831,9e-05, 100                                                  ,L7185,6
112,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,7.0,46.72759,0.00011,  91         :     8  3s2.3p5.(2P*<3/2>).6d   2[5/2]* ,L7185,6
113,3s.3p6.3d,1D,2,5.0,46.76288,9e-05,  64         :    16  3s2.3p4.(1D).3d2.(1G)   1D      ,L7185,3
114,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,1,3.0,46.84,0.006,  89         :     9  3s2.3p5.(2P*<3/2>).6d   2[3/2]* ,L8771,7
115,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,1,3.0,46.88,0.006,  53         :    26  3s2.3p5.(2P*<3/2>).6d   2[1/2]* ,L8771,6
116,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,2,5.0,47.13287,9e-05,  99                                                  ,L7185,6
117,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,3,7.0,47.14257,0.00011,  99                                                  ,L7185,6
118,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,1,3.0,47.209,0.006,  76         :    22  3s2.3p5.(2P*<1/2>).6d   2[3/2]* ,L8771,7
119,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,1,3.0,47.231,0.006,  67         :    24  3s2.3p5.(2P*<1/2>).7s   2[1/2]* ,L8771,6
120,3s2.3p5.(2P*<3/2>).6f,2[9/2],5,11.0,47.43203,0.0002, 100                                                  ,L7185,6
121,3s2.3p5.(2P*<3/2>).6f,2[9/2],4,9.0,47.43485,0.00011,  99                                                  ,L7185,6
122,3s2.3p5.(2P*<3/2>).6f,2[7/2],3,7.0,47.45925,0.0001,  97                                                  ,L7185,6
123,3s2.3p5.(2P*<3/2>).6f,2[7/2],4,9.0,47.46097,0.00015,  99                                                  ,L7185,6
124,3s2.3p5.(2P*<3/2>).6f,2[5/2],3,7.0,47.4601,0.00019,  97                                                  ,L7185,6
125,3s2.3p5.(2P*<3/2>).6f,2[5/2],2,5.0,47.46777,9e-05,  94         :     5  3s2.3p5.(2P*<3/2>).6f   2[3/2]  ,L7185c98,6
126,3s2.3p5.(2P*<3/2>).6g,2[5/2]*,2,5.0,47.493552,1.9e-05, 100                                                  ,L7185,6
127,3s2.3p5.(2P*<3/2>).6g,2[5/2]*,3,7.0,47.493856,2.2e-05, 100                                                  ,L7185,6
128,3s2.3p5.(2P*<3/2>).6g,2[11/2]*,6,13.0,47.4977,2e-05, 100                                                  ,L7185,6
129,3s2.3p5.(2P*<3/2>).6g,2[11/2]*,5,11.0,47.497739,1.9e-05, 100                                                  ,L7185,6
130,3s2.3p5.(2P*<3/2>).6g,2[7/2]*,4,9.0,47.505353,1.7e-05, 100                                                  ,L7185,6
131,3s2.3p5.(2P*<3/2>).6g,2[7/2]*,3,7.0,47.505427,1.7e-05, 100                                                  ,L7185,6
132,3s2.3p5.(2P*<3/2>).6g,2[9/2]*,4,9.0,47.509483,1.7e-05, 100                                                  ,L7185,6
133,3s2.3p5.(2P*<3/2>).6g,2[9/2]*,5,11.0,47.50953,1.7e-05, 100                                                  ,L7185c98,6
134,3s2.3p5.(2P*<1/2>).6f,2[7/2],3,7.0,47.82785,0.00021, 100                                                  ,L7185,6
135,3s2.3p5.(2P*<1/2>).6f,2[7/2],4,9.0,47.83007,0.00014, 100                                                  ,L7185,6
136,3s2.3p5.(2P*<1/2>).6f,2[5/2],3,7.0,47.8414,0.0004,  99                                                  ,L7185,6
137,3s2.3p5.(2P*<1/2>).6f,2[5/2],2,5.0,47.84636,7e-05,  99                                                  ,L7185,6
138,3s2.3p5.(2P*<1/2>).6g,2[9/2]*,4,9.0,47.888697,1.9e-05, 100                                                  ,L7185,6
139,3s2.3p5.(2P*<1/2>).6g,2[9/2]*,5,11.0,47.888733,1.7e-05, 100                                                  ,L7185,6
140,3s2.3p5.(2P*<1/2>).6g,2[7/2]*,4,9.0,47.888869,1.7e-05, 100                                                  ,L7185,6
141,3s2.3p5.(2P*<1/2>).6g,2[7/2]*,3,7.0,47.888935,1.7e-05, 100                                                  ,L7185,6
142,3s2.3p5.(2P*<3/2>).7d,2[1/2]*,1,3.0,47.92,0.006,  63         :    36  3s2.3p5.(2P*<3/2>).7d   2[3/2]* ,L8771,7
143,3s2.3p5.(2P*<3/2>).8s,2[3/2]*,1,3.0,47.999,0.006,  84         :    12  3s2.3p5.(2P*<3/2>).7d   2[3/2]* ,L8771,8
144,3s2.3p5.(2P*<3/2>).7d,2[3/2]*,1,3.0,48.022,0.006,  49         :    30  3s2.3p5.(2P*<3/2>).7d   2[1/2]* ,L8771,7
145,3s2.3p5.(2P*<1/2>).8s,2[1/2]*,1,3.0,48.359,0.006,  76         :    22  3s2.3p5.(2P*<1/2>).7d   2[3/2]* ,L8771,8
146,3s2.3p5.(2P*<3/2>).7f,2[9/2],5,11.0,48.3605,0.0004, 100                                                  ,L7185,7
147,3s2.3p5.(2P*<1/2>).7d,2[3/2]*,1,3.0,48.37,0.006,  72         :    24  3s2.3p5.(2P*<1/2>).8s   2[1/2]* ,L8771,7
148,3s2.3p5.(2P*<3/2>).7f,2[7/2],4,9.0,48.3796,0.0003,  99                                                  ,L7185,7
149,3s2.3p5.(2P*<3/2>).7g,2[5/2]*,3,7.0,48.40252,3e-05, 100                                                  ,L7185,7
150,3s2.3p5.(2P*<3/2>).7g,2[11/2]*,6,13.0,48.404867,2.5e-05, 100                                                  ,L7185,7
151,3s2.3p5.(2P*<3/2>).7g,2[11/2]*,5,11.0,48.404918,2.5e-05, 100                                                  ,L7185,7
152,3s2.3p5.(2P*<3/2>).7g,2[7/2]*,3,7.0,48.40988,5e-05, 100                                                  ,L7185,7
153,3s2.3p5.(2P*<3/2>).7g,2[9/2]*,4,9.0,48.412332,2.4e-05, 100                                                  ,L7185,7
154,3s2.3p5.(2P*<3/2>).7g,2[9/2]*,5,11.0,48.412398,2.4e-05, 100                                                  ,L7185,7
155,3s2.3p5.(2P*<3/2>).8d,2[1/2]*,1,3.0,48.677,0.006,  61         :    37  3s2.3p5.(2P*<3/2>).8d   2[3/2]* ,L8771,8
156,3s2.3p5.(2P*<3/2>).9s,2[3/2]*,1,3.0,48.721,0.006,  93         :     6  3s2.3p5.(2P*<3/2>).8d   2[3/2]* ,L8771,9
157,3s2.3p5.(2P*<3/2>).8d,2[3/2]*,1,3.0,48.738,0.006,  54         :    35  3s2.3p5.(2P*<3/2>).8d   2[1/2]* ,L8771,8
158,3s2.3p5.(2P*<1/2>).7f,2[7/2],4,9.0,48.7537,0.0003, 100                                                  ,L7185,7
159,3s2.3p5.(2P*<1/2>).7g,2[9/2]*,4,9.0,48.794178,2.5e-05, 100                                                  ,L7185c98,7
160,3s2.3p5.(2P*<1/2>).7g,2[9/2]*,5,11.0,48.794212,2.4e-05, 100                                                  ,L7185,7
161,3s2.3p5.(2P*<1/2>).7g,2[7/2]*,4,9.0,48.794268,2.4e-05, 100                                                  ,L7185,7
162,3s2.3p5.(2P*<1/2>).7g,2[7/2]*,3,7.0,48.79433,5e-05, 100                                                  ,L7185,7
163,3s2.3p5.(2P*<1/2>).8d,2[3/2]*,1,3.0,49.089,0.006,  61         :    33  3s2.3p5.(2P*<1/2>).9s   2[1/2]* ,L8771,8
164,3s2.3p5.(2P*<1/2>).9s,2[1/2]*,1,3.0,49.095,0.006,  67         :    30  3s2.3p5.(2P*<1/2>).8d   2[3/2]* ,L8771,9
165,3s2.3p5.(2P*<3/2>).9d,2[1/2]*,1,3.0,49.18,0.006,  54         :    43  3s2.3p5.(2P*<3/2>).9d   2[3/2]* ,L8771,9
166,3s2.3p5.(2P*<3/2>).10s,2[3/2]*,1,3.0,49.204,0.006,  93         :     5  3s2.3p5.(2P*<3/2>).9d   2[3/2]* ,L8771,10
167,3s2.3p5.(2P*<3/2>).9d,2[3/2]*,1,3.0,49.219,0.006,  49         :    36  3s2.3p5.(2P*<3/2>).9d   2[1/2]* ,L8771,9
168,3s2.3p5.(2P*<3/2>).10d,2[1/2]*,1,3.0,49.527,0.006,  68         :    29  3s2.3p5.(2P*<3/2>).10d  2[3/2]* ,L8771,10
169,3s2.3p5.(2P*<3/2>).11s,2[3/2]*,1,3.0,49.545,0.006,  69         :    14  3s2.3p5.(2P*<3/2>).10d  2[3/2]* ,L8771,11
170,3s2.3p5.(2P*<3/2>).10d,2[3/2]*,1,3.0,49.55,0.006,  47         :    29  3s2.3p5.(2P*<3/2>).11s  2[3/2]* ,L8771,10
171,3s2.3p5.(2P*<1/2>).10s,2[1/2]*,1,3.0,49.583,0.006,  89         :     8  3s2.3p5.(2P*<1/2>).9d   2[3/2]* ,L8771,10
172,3s2.3p5.(2P*<1/2>).9d,2[3/2]*,1,3.0,49.592,0.006,  66         :    11  3s2.3p5.(2P*<3/2>).10d  2[1/2]* ,L8771,9
173,3s2.3p5.(2P*<1/2>).10d,2[3/2]*,1,3.0,49.926,0.006,  76         :    15  3s2.3p5.(2P*<1/2>).11s  2[1/2]* ,L8771,10
174,3s2.3p5.(2P*<1/2>).11s,2[1/2]*,1,3.0,49.93,0.006,  85         :    13  3s2.3p5.(2P*<1/2>).10d  2[3/2]* ,L8771,11
175,3s.3p6.4p,1P*,1,3.0,53.45,0.005,  77         :    22  3s2.3p4.(1D).3d.(2S).4p 1P*     ,"L7185,L4197",4
176,3s.3p6.5p,1P*,1,3.0,61.106,0.006,  99                                                  ,"L7185,L4197",5
177,3s.3p6.6p,1P*,1,3.0,64.441,0.02,                                                      ,L13354,6
178,3s.3p6.7p,1P*,1,3.0,66.149,0.021,                                                      ,L13354,7
179,3s.3p6.8p,1P*,1,3.0,67.12,0.019,                                                      ,L13354,8
180,3s.3p6.9p,1P*,1,3.0,67.7,0.04,                                                      ,L13354,9
181,Limit,NaN,NaN,NaN,50.91316,0.00025,NaN,NaN,NaN
