,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Leading percentages,Reference,nQua
51,3s.5d,1D,2,5.0,28.226874,,                                      ,,5
52,3p.4s,1P*,1,3.0,28.355155,,                                      ,,4
53,3s.6s,3S,1,3.0,28.469647,,                                      ,,6
54,3s.5f,3F*,2,5.0,28.54956,,  98  3s.nf       :     1  3p.3d 3F*  ,,5
55,3s.5f,3F*,3,7.0,28.54967,,                                      ,,5
56,3s.5f,3F*,4,9.0,28.549923,,                                      ,,5
57,3s.5g,3G,3,7.0,28.553712,,                                      ,,5
58,3s.5g,3G,4,9.0,28.553767,,                                      ,,5
59,3s.5g,3G,5,11.0,28.553852,,                                      ,,5
60,3s.5g,1G,4,9.0,28.55381,,                                      ,,5
61,3s.6s,1S,0,1.0,28.561553,,                                      ,,6
62,3s.6p,1P*,1,3.0,29.060364,,  69              :    28  3p.nd 1P*  ,,6
63,3s.6p,3P*,0,1.0,29.063765,,                                      ,,6
64,3s.6p,3P*,1,3.0,29.065417,,                                      ,,6
65,3s.6p,3P*,2,5.0,29.067126,,                                      ,,6
66,3p.3d,1F*,3,7.0,29.187607,,  35  3p.nd       :    65  3s.nf 1F*  ,,3
67,3p.3d,1P*,1,3.0,29.254207,,  70              :    16  3p.4s 1P*  ,,3
68,3s.6d,3D,1,3.0,29.788726,,                                      ,,6
69,3s.6d,3D,2,5.0,29.791454,,                                      ,,6
70,3s.6d,3D,3,7.0,29.795217,,                                      ,,6
71,3s.6d,1D,2,5.0,29.82437,,                                      ,,6
72,3s.7s,3S,1,3.0,30.022166,,                                      ,,7
73,3s.6f,3F*,2,5.0,30.055119,,                                      ,,6
74,3s.6f,3F*,3,7.0,30.055167,,                                      ,,6
75,3s.6f,3F*,4,9.0,30.05522,,                                      ,,6
76,3s.6g,3G,3,7.0,30.062902,,                                      ,,6
77,3s.6g,3G,4,9.0,30.062927,,                                      ,,6
78,3s.6g,3G,5,11.0,30.063045,,                                      ,,6
79,3s.6g,1G,4,9.0,30.062978,,                                      ,,6
80,3s.7s,1S,0,1.0,30.070873,,                                      ,,7
81,3s.6h,3H*,6,13.0,30.083449,,                                      ,,6
82,3s.6h,3H*,4,9.0,30.083449,,                                      ,,6
83,3s.6h,3H*,5,11.0,30.083449,,                                      ,,6
84,3s.6h,1H*,5,11.0,30.083449,,                                      ,,6
85,3p.4p,1P,1,3.0,30.113939,,                                      ,,4
86,3s.6f,1F*,3,7.0,30.23584,,                                      ,,6
87,3p.4p,3D,1,3.0,30.343512,,                                      ,,4
88,3p.4p,3D,2,5.0,30.359521,,                                      ,,4
89,3p.4p,3D,3,7.0,30.386863,,                                      ,,4
90,3s.7p,1P*,1,3.0,30.360193,,                                      ,,7
91,3s.7p,3P*,0,1.0,30.367291,,                                      ,,7
92,3s.7p,3P*,1,3.0,30.367866,,                                      ,,7
93,3s.7p,3P*,2,5.0,30.3691,,                                      ,,7
94,3p.4p,3P,0,1.0,30.732169,,                                      ,,4
95,3p.4p,3P,1,3.0,30.74234,,                                      ,,4
96,3p.4p,3P,2,5.0,30.768916,,                                      ,,4
97,3p.4p,1D,2,5.0,30.740071,,                                      ,,4
98,3p.4p,3S,1,3.0,30.843904,,                                      ,,4
99,3s.7d,3D,1,3.0,30.88366,,                                      ,,7
100,3s.7d,3D,2,5.0,30.884947,,                                      ,,7
101,3s.7d,3D,3,7.0,30.887085,,                                      ,,7
102,3s.8s,3S,1,3.0,30.967061,,                                      ,,8
103,3s.7f,3F*,2,5.0,30.968089,,                                      ,,7
104,3s.7f,3F*,3,7.0,30.968116,,                                      ,,7
105,3s.7f,3F*,4,9.0,30.968151,,                                      ,,7
106,3s.7g,3G,3,7.0,30.9734,,                                      ,,7
107,3s.7g,3G,4,9.0,30.973466,,                                      ,,7
108,3s.7g,3G,5,11.0,30.9736,,                                      ,,7
109,3s.7g,1G,4,9.0,30.973477,,                                      ,,7
110,3s.8s,1S,0,1.0,30.978352,,                                      ,,8
111,3s.7h,3H*,4,9.0,30.988275,,                                      ,,7
112,3s.7h,3H*,5,11.0,30.988275,,                                      ,,7
113,3s.7h,3H*,6,13.0,30.988275,,                                      ,,7
114,3s.7h,1H*,5,11.0,30.988275,,                                      ,,7
115,3s.7i,3I,6,13.0,30.991895,,                                      ,,7
116,3s.7i,3I,7,15.0,30.991895,,                                      ,,7
117,3s.7i,3I,5,11.0,30.991895,,                                      ,,7
118,3s.7i,1I,6,13.0,30.991895,,                                      ,,7
119,3s.7f,1F*,3,7.0,31.041455,,                                      ,,7
120,3s.7d,1D,2,5.0,31.074972,,                                      ,,7
121,3s.8d,3D,1,3.0,31.4922,,                                      ,,8
122,3s.8d,3D,2,5.0,31.4925,,                                      ,,8
123,3s.8d,3D,3,7.0,31.492914,,                                      ,,8
124,3s.8f,3F*,2,5.0,31.561049,,                                      ,,8
125,3s.8f,3F*,3,7.0,31.561078,,                                      ,,8
126,3s.8f,3F*,4,9.0,31.561125,,                                      ,,8
127,3s.8g,1G,4,9.0,31.56447,,                                      ,,8
128,3s.8g,3G,4,9.0,31.56449,,                                      ,,8
129,3s.8g,3G,3,7.0,31.56449,,                                      ,,8
130,3s.8g,3G,5,11.0,31.56461,,                                      ,,8
131,3s.8h,3H*,6,13.0,31.5756,,                                      ,,8
132,3s.8h,3H*,4,9.0,31.5756,,                                      ,,8
133,3s.8h,3H*,5,11.0,31.5756,,                                      ,,8
134,3s.8h,1H*,5,11.0,31.5756,,                                      ,,8
135,3s.8i,1I,6,13.0,31.578154,,                                      ,,8
136,3s.8i,3I,6,13.0,31.578154,,                                      ,,8
137,3s.8i,3I,7,15.0,31.578154,,                                      ,,8
138,3s.8i,3I,5,11.0,31.578154,,                                      ,,8
139,3s.8k,3K*,8,17.0,31.579059,,                                      ,,8
140,3s.8k,3K*,6,13.0,31.579059,,                                      ,,8
141,3s.8k,3K*,7,15.0,31.579059,,                                      ,,8
142,3s.8k,1K*,7,15.0,31.579059,,                                      ,,8
143,3s.8d,1D,2,5.0,31.587051,,                                      ,,8
144,3s.8f,1F*,3,7.0,31.598045,,                                      ,,8
145,3s.9d,3D,1,3.0,31.91547,,                                      ,,9
146,3s.9d,3D,2,5.0,31.91547,,                                      ,,9
147,3s.9d,3D,3,7.0,31.91547,,                                      ,,9
148,3s.9f,3F*,3,7.0,31.96702,,                                      ,,9
149,3s.9f,3F*,4,9.0,31.96702,,                                      ,,9
150,3s.9f,3F*,2,5.0,31.96702,,                                      ,,9
151,3s.9d,1D,2,5.0,31.96914,,                                      ,,9
152,3s.9g,3G,5,11.0,31.96977,,                                      ,,9
153,3s.9g,3G,3,7.0,31.96977,,                                      ,,9
154,3s.9g,3G,4,9.0,31.96977,,                                      ,,9
155,3s.9h,3H*,4,9.0,31.97825,,                                      ,,9
156,3s.9h,3H*,5,11.0,31.97825,,                                      ,,9
157,3s.9h,3H*,6,13.0,31.97825,,                                      ,,9
158,3s.9h,1H*,5,11.0,31.97825,,                                      ,,9
159,3s.9i,3I,7,15.0,31.980111,,                                      ,,9
160,3s.9i,3I,5,11.0,31.980111,,                                      ,,9
161,3s.9i,3I,6,13.0,31.980111,,                                      ,,9
162,3s.9i,1I,6,13.0,31.980111,,                                      ,,9
163,3s.9k,3K*,6,13.0,31.980769,,                                      ,,9
164,3s.9k,3K*,7,15.0,31.980769,,                                      ,,9
165,3s.9k,3K*,8,17.0,31.980769,,                                      ,,9
166,3s.9k,1K*,7,15.0,31.980769,,                                      ,,9
167,3s.9l,3L,9,19.0,31.981036,,                                      ,,9
168,3s.9l,3L,7,15.0,31.981036,,                                      ,,9
169,3s.9l,3L,8,17.0,31.981036,,                                      ,,9
170,3s.9l,1L,8,17.0,31.981036,,                                      ,,9
171,3s.9f,1F*,3,7.0,31.989581,,                                      ,,9
172,3p.4p,1S,0,1.0,32.109262,,                                      ,,4
173,3p.4d,1D*?,2,5.0,33.163773,,                                      ,,4
174,3p.4d,3F*?,4,9.0,33.188894,,                                      ,,4
175,3p.(2P*).4f F,2[5/2]?,3?,7.0,34.581757,,                                      ,,4
176,3p.(2P*).4f F,2[7/2]?,4?,9.0,34.583914,,                                      ,,4
177,3p.(2P*).4f F,2[7/2]?,3?,7.0,34.583914,,                                      ,,4
178,3p.5p,1P,1,3.0,34.999647,,                                      ,,5
179,3p.(2P*).5f F,2[7/2]?,3?,7.0,37.379315,,                                      ,,5
180,3p.(2P*).5g.G*,2[9/2]*?,5?,11.0,37.428863,,                                      ,,5
181,3p.(2P*).5g.G*,2[9/2]*?,4?,9.0,37.42971,,                                      ,,5
182,3p.(2P*).5g.G*,2[7/2]*?,3?,7.0,37.429334,,                                      ,,5
183,3p.(2P*).5g.G*,2[7/2]*?,4?,9.0,37.42987,,                                      ,,5
184,Limit,NaN,NaN,NaN,33.493,9e-05,NaN,NaN,NaN
