,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Leading percentages,Reference,nQua
0,3d6,5D,4,9.0,0.0,0.0, 100                                                        ,L11223,3
1,3d6,5D,3,7.0,0.054081,5e-06, 100                                                        ,L11223,3
2,3d6,5D,2,5.0,0.091608,1.7e-05, 100                                                        ,L11223,3
3,3d6,5D,1,3.0,0.115618,2e-05, 100                                                        ,L11223,3
4,3d6,5D,0,1.0,0.12736,3e-05, 100                                                        ,L11223,3
5,3d6,a 3P,2,5.0,2.405841,1.7e-05,  61                           :    39  3d6            b 3P ,L11223,3
6,3d6,a 3P,1,3.0,2.565,2e-05,  62                           :    38  3d6            b 3P ,L11223,3
7,3d6,a 3P,0,1.0,2.62947,3e-05,  62                           :    38  3d6            b 3P ,L11223,3
8,3d6,3H,6,13.0,2.486052,1.7e-05, 100                                                        ,L11223,3
9,3d6,3H,5,11.0,2.516952,1.6e-05,  99                                                        ,L11223,3
10,3d6,3H,4,9.0,2.53941,1.6e-05,  97                                                        ,L11223,3
11,3d6,a 3F,4,9.0,2.660939,1.5e-05,  75                           :    21  3d6            b 3F ,L11223,3
12,3d6,a 3F,3,7.0,2.690431,1.4e-05,  77                           :    21  3d6            b 3F ,L11223,3
13,3d6,a 3F,2,5.0,2.709933,1.6e-05,  80                           :    20  3d6            b 3F ,L11223,3
14,3d6,3G,5,11.0,3.044858,1.7e-05,  99                                                        ,L11223,3
15,3d6,3G,4,9.0,3.092305,1.5e-05,  96                                                        ,L11223,3
16,3d6,3G,3,7.0,3.117226,1.5e-05,  98                                                        ,L11223,3
17,3d5.(6S).4s,7S,3,7.0,3.730646,1.6e-05, 100                                                        ,L11223,4
18,3d6,1I,6,13.0,3.763649,2.1e-05, 100                                                        ,L11223,3
19,3d6,3D,2,5.0,3.808296,1.4e-05,  99                                                        ,L11223,3
20,3d6,3D,1,3.0,3.809472,1.6e-05, 100                                                        ,L11223,3
21,3d6,3D,3,7.0,3.825866,1.4e-05, 100                                                        ,L11223,3
22,3d6,a 1G,4,9.0,3.8294,1.7e-05,  65                           :    34  3d6            b 1G ,L11223,3
23,3d6,a 1S,0,1.0,4.31613,5e-05,  76                           :    23  3d6            b 1S ,L11223,3
24,3d6,a 1D,2,5.0,4.439007,2e-05,  77                           :    22  3d6            b 1D ,L11223,3
25,3d5.(6S).4s,5S,2,5.0,5.083391,1.2e-05, 100                                                        ,L11223,4
26,3d6,1F,3,7.0,5.31846,1.5e-05,  99                                                        ,L11223,3
27,3d6,b 3P,0,1.0,6.093771,2.1e-05,  62                           :    38  3d6            a 3P ,L11223,3
28,3d6,b 3P,1,3.0,6.146798,1.4e-05,  62                           :    38  3d6            a 3P ,L11223,3
29,3d6,b 3P,2,5.0,6.250285,1.4e-05,  61                           :    39  3d6            a 3P ,L11223,3
30,3d6,b 3F,2,5.0,6.222143,1.4e-05,  80                           :    20  3d6            a 3F ,L11223,3
31,3d6,b 3F,4,9.0,6.233453,1.2e-05,  78                           :    22  3d6            a 3F ,L11223,3
32,3d6,b 3F,3,7.0,6.235798,1.2e-05,  79                           :    21  3d6            a 3F ,L11223,3
33,3d6,b 1G,4,9.0,7.094525,1.5e-05,  65                           :    35  3d6            a 1G ,L11223,3
34,3d5.(4G).4s,5G,6,13.0,7.86379,1.2e-05, 100                                                        ,L11223,4
35,3d5.(4G).4s,5G,5,11.0,7.868887,1.1e-05, 100                                                        ,L11223,4
36,3d5.(4G).4s,5G,4,9.0,7.871424,1.1e-05, 100                                                        ,L11223,4
37,3d5.(4G).4s,5G,3,7.0,7.872343,1.2e-05, 100                                                        ,L11223,4
38,3d5.(4G).4s,5G,2,5.0,7.872377,1.5e-05, 100                                                        ,L11223,4
39,3d5.(4P).4s,5P,3,7.0,8.240615,1.1e-05,  95                                                        ,L11223,4
40,3d5.(4P).4s,5P,2,5.0,8.247838,1.1e-05,  96                                                        ,L11223,4
41,3d5.(4P).4s,5P,1,3.0,8.256366,1.1e-05,  98                                                        ,L11223,4
42,3d5.(4D).4s,5D,4,9.0,8.641223,1.1e-05, 100                                                        ,L11223,4
43,3d5.(4D).4s,5D,0,1.0,8.647644,1.1e-05,  99                                                        ,L11223,4
44,3d5.(4D).4s,5D,1,3.0,8.652674,1.1e-05,  98                                                        ,L11223,4
45,3d5.(4D).4s,5D,3,7.0,8.658703,1.1e-05,  96                                                        ,L11223,4
46,3d5.(4D).4s,5D,2,5.0,8.658827,1.1e-05,  96                                                        ,L11223,4
47,3d5.(4G).4s,3G,5,11.0,8.764989,1.1e-05, 100                                                        ,L11223,4
48,3d5.(4G).4s,3G,3,7.0,8.768839,1.1e-05, 100                                                        ,L11223,4
49,3d5.(4G).4s,3G,4,9.0,8.769293,1.1e-05, 100                                                        ,L11223,4
50,3d5.(4P).4s,3P,2,5.0,9.141113,1.1e-05,  95                                                        ,L11223,4
51,3d5.(4P).4s,3P,1,3.0,9.156152,1.1e-05,  97                                                        ,L11223,4
52,3d5.(4P).4s,3P,0,1.0,9.166938,1.4e-05,  99                                                        ,L11223,4
53,3d5.(4D).4s,3D,3,7.0,9.541454,1.1e-05,  99                                                        ,L11223,4
54,3d5.(4D).4s,3D,1,3.0,9.556164,1.1e-05,  97                                                        ,L11223,4
55,3d5.(4D).4s,3D,2,5.0,9.559511,1.1e-05,  95                                                        ,L11223,4
56,3d6,b 1D,2,5.0,9.552322,1.5e-05,  78                           :    22  3d6            a 1D ,L11223,3
57,3d5.(2I).4s,3I,7,15.0,9.898941,1.2e-05, 100                                                        ,L11223,4
58,3d5.(2I).4s,3I,6,13.0,9.899523,1.2e-05, 100                                                        ,L11223,4
59,3d5.(2I).4s,3I,5,11.0,9.901471,1.1e-05,  99                                                        ,L11223,4
60,3d5.(6S).4p,7P*,2,5.0,10.166967,1.7e-05, 100                                                        ,L11223,4
61,3d5.(6S).4p,7P*,3,7.0,10.208168,1.7e-05,  99                                                        ,L11223,4
62,3d5.(6S).4p,7P*,4,9.0,10.271718,2.2e-05, 100                                                        ,L11223,4
63,3d5.(a 2D).4s,3D,3,7.0,10.2142,1.1e-05,  58                           :    18  3d5.(c 2D).4s  3D   ,L11223,1
64,3d5.(a 2D).4s,3D,2,5.0,10.21768,1.1e-05,  54                           :    17  3d5.(c 2D).4s  3D   ,L11223,1
65,3d5.(a 2D).4s,3D,1,3.0,10.228095,1.1e-05,  51                           :    32  3d5.(4F).4s    5F   ,L11223,1
66,3d5.(4F).4s,5F,5,11.0,10.30788,1.1e-05,  99                                                        ,L11223,4
67,3d5.(4F).4s,5F,4,9.0,10.310749,1.1e-05,  98                                                        ,L11223,4
68,3d5.(4F).4s,5F,3,7.0,10.32022,1.1e-05,  91                           :     6  3d5.(a 2F).4s  3F   ,L11223,4
69,3d5.(4F).4s,5F,2,5.0,10.335224,1.1e-05,  78                           :    14  3d5.(a 2F).4s  3F   ,L11223,4
