,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Lande,Leading percentages,Reference,nQua
205,3d7.(4F).4d,e 3H,4,9.0,11.51681991,2.5e-07,,  88                        :     7  3d7.(4F).4d         5H       ,L9429,4
206,3d7.(4F).4d,e 3P,2,5.0,11.61464406,2.5e-07,,  87                        :     8  3d7.(4F).4d         4D       ,L9429,4
207,3d7.(4F).4d,e 3P,1,3.0,11.7047943,4e-07,,  93                        :     3  3d7.(4F).4d         3D       ,L9429,4
208,3d7.(4F).4d,e 3P,0,1.0,11.7438968,9e-07,,  96                        :     2  3d7.(4F).4d         3P       ,L9429,4
209,3d7.(4F).4d,f 3F,4,9.0,11.62212849,1.2e-07,,  89                        :     6  3d7.(4F).4d         3G       ,L9429,4
210,3d7.(4F).4d,f 3F,3,7.0,11.70021337,2.5e-07,,  89                        :     3  3d7.(4F).4d         3G       ,L9429,4
211,3d7.(4F).4d,f 3F,2,5.0,11.7467215,4e-07,,  92                        :     3  3d7.(4F).4d         3D       ,L9429,4
212,3d7.(4F).5p,5D*,4,9.0,11.7829815,6e-07,,  50                        :    21  3d6.(5D).4s.(4D).4p 5D*      ,L9429,5
213,3d7.(4F).5p,5D*,3,7.0,11.8632252,1e-06,,  44                        :    23  3d6.(5D).4s.(4D).4p 5D*      ,L9429,5
214,3d7.(4F).5p,5D*,2,5.0,11.9280041,1.9e-06,,  39                        :    26  3d6.(5D).4s.(4D).4p 5D*      ,L9429,5
215,3d7.(4F).5p,5F*,5,11.0,11.83504147,2.5e-07,,  91                        :     6  3d7.(4F).5p         5G*      ,L9429,5
216,3d7.(4F).5p,5F*,4,9.0,11.8995792,4e-07,,  75                        :     8  3d7.(4F).5p         3F*      ,L9429,5
217,3d7.(4F).5p,5F*,3,7.0,11.963992,6e-07,,  78                        :     6  3d7.(4F).5p         5G*      ,L9429,5
218,3d7.(4F).5p,5F*,2,5.0,12.0129488,1.9e-06,,  86                        :     4  3d7.(4F).5p         5G*      ,L9429,5
219,3d7.(4F).5p,5F*,1,3.0,12.0455285,2.5e-06,,  95                        :     2  3d6.(5D).4s.(4D).4p 5F*      ,L9429,5
220,3d7.(4F).5p,5G*,6,13.0,11.90232621,2.5e-07,,  97                        :     2  3d6.(3H).4s.(4H).4p 5G*      ,L9429,5
221,3d7.(4F).5p,5G*,4,9.0,12.01187555,2.5e-07,,  55                        :    26  3d7.(4F).5p         3G*      ,L9429,5
222,3d7.(4F).5p,5G*,5,11.0,12.01929228,2.5e-07,,  50                        :    45  3d7.(4F).5p         3G*      ,L9429,5
223,3d7.(4F).5p,5G*,3,7.0,12.0680869,4e-07,,  78                        :     8  3d7.(4F).5p         3G*      ,L9429,5
224,3d7.(4F).5p,5G*,2,5.0,12.1043831,1.2e-06,,  91                        :     3  3d6.(3H).4s.(4H).4p 5G*      ,L9429,5
225,3d7.(4F).5p,3G*,5,11.0,11.93181697,2.5e-07,,  54                        :    41  3d7.(4F).5p         5G*      ,L9429,5
226,3d7.(4F).5p,3G*,4,9.0,12.1138831,4e-07,,  68                        :    20  3d7.(4F).5p         5G*      ,L9429,5
227,3d7.(4F).5p,3G*,3,7.0,12.1849891,1.4e-06,,  67                        :    19  3d7.(4F).5p         3F*      ,L9429,5
228,3d7.(4F).5p,3F*,4,9.0,12.03425891,2.5e-07,,  76                        :    14  3d7.(4F).5p         5G*      ,L9429,5
229,3d7.(4F).5p,3F*,3,7.0,12.1464464,1e-06,,  32                        :    29  3d7.(4F).5p         3D*      ,L9429,5
230,3d7.(4F).5p,3F*,2,5.0,12.1861143,1.1e-06,,  55                        :    17  3d7.(4F).5p         5D*      ,L9429,5
231,3d7.(4F).5p,3D*,3,7.0,12.0880165,4e-07,,  62                        :    16  3d7.(4F).5p         3F*      ,L9429,5
232,3d7.(4F).5p,3D*,2,5.0,12.2308572,7e-07,,  58                        :    32  3d7.(4F).5p         3F*      ,L9429,5
233,3d7.(4P).5s,5P,3,7.0,12.27722876,2.5e-07,, 100                                                              ,L9429,5
234,3d7.(4P).5s,5P,2,5.0,12.3035919,4e-07,,  96                        :     3  3d7.(2P).5s         3P       ,L9429,5
235,3d7.(4P).5s,5P,1,3.0,12.3429444,5e-07,,  96                        :     2  3d7.(2P).5s         3P       ,L9429,5
236,3d7.(4P).5s,3P,2,5.0,12.4395071,4e-07,,  98                                                              ,L9429,5
237,3d7.(4P).5s,3P,1,3.0,12.4723623,5e-07,,  93                        :     4  3d7.(2P).5s         1P       ,L9429,5
238,3d7.(4P).5s,3P,0,1.0,12.508368,4e-06,,  97                        :     2  3d7.(2P).5s         3P       ,L9429,5
239,3d7.(2G).5s,f 3G,5,11.0,12.5513674,4e-07,,  98                                                              ,L9429,5
240,3d7.(2G).5s,f 3G,4,9.0,12.57833009,2.5e-07,,  76                        :    22  3d7.(2G).5s         1G       ,L9429,5
241,3d7.(2G).5s,f 3G,3,7.0,12.6489131,4e-07,, 100                                                              ,L9429,5
242,3d7.(2G).5s,e 1G,4,9.0,12.692462,4e-07,,  76                        :    23  3d7.(2G).5s         3G       ,L9429,5
243,3d7.(2P).5s,3P,2,5.0,12.9455164,5e-07,,  89                        :     4  3d7.(2D1).5s        3D       ,L9429,5
244,3d7.(2P).5s,3P,1,3.0,12.978475,1.6e-06,,  65                        :    23  3d7.(2P).5s         1P       ,L9429,5
245,3d7.(4P).4d,5P,1,3.0,12.967159,1e-06,,  99                                                              ,L9429,4
246,3d7.(4P).4d,5P,2,5.0,12.9782472,1e-06,,  98                                                              ,L9429,4
247,3d7.(4P).4d,5P,3,7.0,12.9979794,2.5e-06,,  96                        :     2  3d7.(2P).4d         3D       ,L9429,4
248,3d7.(4P).4d,5F,5,11.0,13.0565447,4e-07,,  99                                                              ,L9429,4
249,3d7.(4P).4d,5F,4,9.0,13.06732922,2.5e-07,,  95                                                              ,L9429,4
250,3d7.(4P).4d,5F,3,7.0,13.080876,4e-07,,  92                        :     3  3d7.(4P).4d         5D       ,L9429,4
251,3d7.(4P).4d,5F,2,5.0,13.0958499,6e-07,,  92                        :     4  3d7.(4P).4d         5D       ,L9429,4
252,3d7.(4P).4d,5F,1,3.0,13.1100594,6e-07,,  93                        :     3  3d7.(4P).4d         5D       ,L9429,4
253,3d7.(2P).5s,1P,1,3.0,13.0717076,7e-07,,  66                        :    30  3d7.(2P).5s         3P       ,L9429,5
254,3d6.4s2,1G1,4,9.0,13.0916291,4e-07,,  66                        :    33  3d6.(1G).4s2        1G       ,L9429,4
255,3d7.(4P).4d,3F,4,9.0,13.1698344,2.5e-07,,  73                        :    20  3d7.(4P).4d         5D       ,L9429,4
256,3d7.(4P).4d,3F,3,7.0,13.1815467,4e-07,,  71                        :    17  3d7.(4P).4d         5D       ,L9429,4
257,3d7.(4P).4d,3F,2,5.0,13.20458,3e-06,,  42                        :    46  3d7.(4P).4d         5D       ,L9429,4
258,3d7.(4P).4d,5D,4,9.0,13.19549739,2.5e-07,,  76                        :    17  3d7.(4P).4d         3F       ,L9429,4
259,3d7.(4P).4d,5D,0,1.0,13.198638,3e-06,,  84                        :     8  3d7.(4P).4d         3P       ,L9429,4
260,3d7.(4P).4d,5D,1,3.0,13.2063804,5e-07,,  84                        :     6  3d7.(4P).4d         3P       ,L9429,4
261,3d7.(4P).4d,5D,3,7.0,13.2150087,5e-07,,  74                        :    12  3d7.(4P).4d         3F       ,L9429,4
262,3d7.(4P).4d,5D,2,5.0,13.2225659,6e-07,,  47                        :    37  3d7.(4P).4d         3F       ,L9429,4
263,3d7.(2H).5s,3H,6,13.0,13.2545436,4e-07,, 100                                                              ,L9429,5
264,3d7.(2H).5s,3H,5,11.0,13.2806925,4e-07,,  79                        :    20  3d7.(2H).5s         1H       ,L9429,5
265,3d7.(2H).5s,3H,4,9.0,13.3437547,4e-07,,  97                                                              ,L9429,5
266,3d7.(4P).4d,3P,0,1.0,13.2557691,5e-07,,  81                        :    12  3d7.(4P).4d         5D       ,L9429,4
267,3d7.(4P).4d,3P,2,5.0,13.2561703,4e-07,,  52                        :    30  3d7.(4P).4d         3D       ,L9429,4
268,3d7.(4P).4d,3D,3,7.0,13.2587471,5e-07,,  47                        :    42  3d7.(2G).4d         3D       ,L9429,4
269,3d7.(4P).4d,3D,1,3.0,13.2941605,5e-07,,  77                        :    13  3d7.(4P).4d         3P       ,L9429,4
270,3d7.(4P).4d,3D,2,5.0,13.3170778,5e-07,,  31                        :    29  3d7.(4P).4d         3P       ,L9429,4
271,3d7.(2D2).5s,3D,3,7.0,13.2855115,1.2e-06,,  51                        :    22  3d7.(2G).5s         3D       ,L9429,5
272,3d7.(2D2).5s,3D,2,5.0,13.3327167,1e-06,,  37                        :    22  3d7.(2G).5s         3D       ,L9429,5
273,3d7.(2D2).5s,3D,1,3.0,13.4523924,1.9e-06,,  70                        :    19  3d7.(2D2).5s        3D       ,L9429,5
274,3d7.(2G).4d,3D,3,7.0,13.32224929,2.5e-07,,  31                        :    33  3d7.(4P).4d         3D       ,L9429,4
275,3d7.(2G).4d,3D,2,5.0,13.3548015,6e-07,,  40                        :    30  3d7.(4P).4d         3D       ,L9429,4
276,3d7.(2G).4d,3I,6,13.0,13.32499604,2.5e-07,,  66                        :    27  3d7.(2G).4d         1I       ,L9429,4
277,3d7.(2G).4d,3I,5,11.0,13.41721362,1.2e-07,,  72                        :    16  3d7.(2G).4d         3H       ,L9429,4
278,3d7.(2G).4d,3G,5,11.0,13.33370258,2.5e-07,,  91                        :     7  3d7.(2G).4d         3H       ,L9429,4
279,3d7.(2G).4d,3G,4,9.0,13.36428415,2.5e-07,,  84                        :     6  3d7.(2G).4d         3H       ,L9429,4
280,3d7.(2G).4d,3G,3,7.0,13.4235319,5e-07,,  89                        :    11  3d7.(2G).4d         1F       ,L9429,4
281,3d7.(2G).4d,3H,5,11.0,13.34645882,2.5e-07,,  35                        :    35  3d7.(2G).4d         1H       ,L9429,4
282,3d7.(2G).4d,3H,6,13.0,13.3535099,5e-07,,  85                        :    13  3d7.(2G).4d         1I       ,L9429,4
283,3d7.(2G).4d,3H,4,9.0,13.43850121,1.2e-07,,  57                        :    31  3d7.(2G).4d         3F       ,L9429,4
284,3d7.(2G).4d,1F,3,7.0,13.34960876,2.5e-07,,  80                        :     9  3d7.(2G).4d         3G       ,L9429,4
285,3d7.(2H).5s,1H,5,11.0,13.3929219,2.5e-07,,  70                        :    18  3d7.(2H).5s         3H       ,L9429,5
286,3d7.(2G).4d,1I,6,13.0,13.4333769,1.9e-06,,  58                        :    32  3d7.(2G).4d         3I       ,L9429,4
287,3d7.(4F).6s,5F,5,11.0,13.4491073,4e-07,, 100                                                              ,L9429,6
288,3d7.(4F).6s,5F,4,9.0,13.5690876,4e-07,,  55                        :    44  3d7.(4F).6s         3F       ,L9429,6
289,3d7.(4F).6s,5F,3,7.0,13.5797697,6e-07,,  74                        :    26  3d7.(4F).6s         3F       ,L9429,6
290,3d7.(4F).6s,5F,2,5.0,13.6411044,6e-07,,  91                        :     9  3d7.(4F).6s         3F       ,L9429,6
291,3d7.(4F).6s,5F,1,3.0,13.6802114,1.9e-06,, 100                                                              ,L9429,6
292,3d7.(2G).4d,3F,4,9.0,13.4492008,2.5e-07,,  46                        :    35  3d7.(2G).4d         3H       ,L9429,4
293,3d7.(2G).4d,3F,3,7.0,13.4932085,1.2e-07,,  78                        :     5  3d7.(4F).5d         3F       ,L9429,4
294,3d7.(2G).4d,3F,2,5.0,13.5443376,4e-07,,  51                        :    29  3d7.(2G).4d         1D       ,L9429,4
295,3d7.(2G).4d,1H,5,11.0,13.4647054,2.5e-07,,  55                        :    40  3d7.(2G).4d         3H       ,L9429,4
296,3d7.(2D2).5s,1D,2,5.0,13.4808728,5e-07,,  45                        :    25  3d7.(2D1).5s        3D       ,L9429,5
297,3d7.(4F).6s,3F,4,9.0,13.4919431,4e-07,,  54                        :    44  3d7.(4F).6s         5F       ,L9429,6
298,3d7.(4F).6s,3F,3,7.0,13.6596619,5e-07,,  73                        :    26  3d7.(4F).6s         5F       ,L9429,6
299,3d7.(4F).6s,3F,2,5.0,13.7248731,1.6e-06,,  90                        :     9  3d7.(4F).6s         5F       ,L9429,6
300,3d7.(2G).4d,1D,2,5.0,13.50344129,2.5e-07,,  40                        :    32  3d7.(2G).4d         3F       ,L9429,4
301,3d7.(2G).4d,1G,4,9.0,13.55297099,2.5e-07,,  81                        :     7  3d7.(2G).4d         3G       ,L9429,4
302,3d7.(4F<9/2>).4f,2[13/2]*,6,13.0,13.6393135,9e-07,, 100                                                              ,L9429,4
303,3d7.(4F<9/2>).4f,2[13/2]*,7,15.0,13.6502211,2.5e-07,, 100                                                              ,L9429,4
304,3d7.(4F<9/2>).4f,2[11/2]*,6,13.0,13.64696651,2.5e-07,, 100                                                              ,L9429,4
305,3d7.(4F<9/2>).4f,2[11/2]*,5,11.0,13.64992329,2.5e-07,,  67                        :    32                      2[9/2]*  ,L9429,4
306,3d7.(4F<9/2>).4f,2[9/2]*,5,11.0,13.64787804,2.5e-07,,  67                        :    32                      2[11/2]* ,L9429,4
307,3d7.(4F<9/2>).4f,2[9/2]*,4,9.0,13.650584,2.5e-07,,  72                        :    28                      2[7/2]*  ,L9429,4
308,3d7.(4F<9/2>).4f,2[7/2]*,4,9.0,13.6543706,4e-07,,  72                        :    28                      2[9/2]*  ,L9429,4
309,3d7.(4F<9/2>).4f,2[7/2]*,3,7.0,13.6544001,5e-07,,  80                        :    20                      2[5/2]*  ,L9429,4
310,3d7.(4F<9/2>).4f,2[15/2]*,7,15.0,13.65661905,2.5e-07,, 100                                                              ,L9429,4
311,3d7.(4F<9/2>).4f,2[15/2]*,8,17.0,13.6579348,4e-07,, 100                                                              ,L9429,4
312,3d7.(4F<9/2>).4f,2[5/2]*,3,7.0,13.6584441,2.5e-07,,  80                        :    20                      2[7/2]*  ,L9429,4
313,3d7.(4F<9/2>).4f,2[5/2]*,2,5.0,13.658482,4e-06,,  63                        :    37                      2[3/2]*  ,L9429,4
314,3d7.(4F<9/2>).4f,2[3/2]*,2,5.0,13.662345,1e-06,,  63                        :    37                      2[5/2]*  ,L9429,4
315,3d7.(4F<9/2>).4f,2[3/2]*,1,3.0,13.6630326,1.4e-06,, 100                                                              ,L9429,4
316,3d7.(2P).4d,3D,1,3.0,13.6932161,6e-07,,  78                        :     8  3d7.(2D1).4d        3D       ,L9429,4
317,3d7.(2P).4d,3D,2,5.0,13.70315206,2.5e-07,,  79                        :     3  3d7.(2D1).4d        3D       ,L9429,4
318,3d7.(2P).4d,3D,3,7.0,13.709736,4e-06,,  82                        :     7  3d7.(2P).4d         3F       ,L9429,4
319,3d7.(2P).4d,3F,4,9.0,13.7282008,2.5e-06,,  67                        :    20  3d7.(4F).5d         3F       ,L9429,4
320,3d7.(2P).4d,3F,2,5.0,13.82344934,2.5e-07,,  44                        :    17  3d7.(2P).4d         3P       ,L9429,4
321,3d7.(2P).4d,3F,3,7.0,13.8293666,1.2e-06,,  39                        :    22  3d7.(2P).4d         1F       ,L9429,4
322,3d7.(2P).4d,3P,1,3.0,13.7448183,5e-07,,  60                        :    17  3d7.(2P).4d         1P       ,L9429,4
323,3d7.(2P).4d,3P,0,1.0,13.7453258,9e-07,,  72                        :    13  3d7.(2D1).4d        3P       ,L9429,4
324,3d7.(2P).4d,3P,2,5.0,13.8034674,4e-07,,  37                        :    32  3d7.(2P).4d         3F       ,L9429,4
325,3d7.(2P).4d,1F,3,7.0,13.7479256,4e-07,,  37                        :    30  3d7.(2P).4d         3F       ,L9429,4
326,3d7.(4F<7/2>).4f,2[9/2]*,5,11.0,13.75311298,2.5e-07,,  96                        :     4                      2[11/2]* ,L9429,4
327,3d7.(4F<7/2>).4f,2[9/2]*,4,9.0,13.7532999,4e-07,,  61                        :    38                      2[7/2]*  ,L9429,4
328,3d7.(4F<7/2>).4f,2[11/2]*,6,13.0,13.75385763,2.5e-07,, 100                                                              ,L9429,4
329,3d7.(4F<7/2>).4f,2[11/2]*,5,11.0,13.75490306,2.5e-07,,  96                        :     4                      2[9/2]*  ,L9429,4
330,3d7.(4F<7/2>).4f,2[7/2]*,3,7.0,13.75413882,2.5e-07,,  82                        :    18                      2[5/2]*  ,L9429,4
331,3d7.(4F<7/2>).4f,2[7/2]*,4,9.0,13.7551436,4e-07,,  61                        :    38                      2[9/2]*  ,L9429,4
332,3d7.(4F<7/2>).4f,2[5/2]*,2,5.0,13.7585952,6e-07,,  87                        :    12                      2[3/2]*  ,L9429,4
333,3d7.(4F<7/2>).4f,2[5/2]*,3,7.0,13.7593599,5e-07,,  82                        :    18                      2[7/2]*  ,L9429,4
334,3d7.(4F<7/2>).4f,2[13/2]*,6,13.0,13.75987384,2.5e-07,, 100                                                              ,L9429,4
335,3d7.(4F<7/2>).4f,2[13/2]*,7,15.0,13.76052054,2.5e-07,, 100                                                              ,L9429,4
336,3d7.(4P).5p,5D*,4,9.0,13.7614016,5e-07,,  35                        :    18  3d6.(3G).4s.(2G).4p 3F*      ,L9429,5
337,3d7.(4P).5p,5D*,3,7.0,13.7629806,1.1e-06,,  63                        :     8  3d7.(4P).4f         *        ,L9429,5
338,3d7.(4P).5p,5D*,2,5.0,13.7684358,7e-07,,  84                        :     5  3d7.(4P).4f         *        ,L9429,5
339,3d7.(4F<7/2>).4f,2[3/2]*,2,5.0,13.7617842,4e-07,,  88                        :    12                      2[5/2]*  ,L9429,4
340,3d7.(4F<7/2>).4f,2[3/2]*,1,3.0,13.7622739,7e-07,,  81                        :    19                      2[1/2]*  ,L9429,4
341,3d7.(4F).5d,5F,5,11.0,13.7639617,5e-07,,  81                        :    18  3d7.(4F).5d         5G       ,L9429,5
342,3d7.(4F).5d,5F,4,9.0,13.7803322,1.2e-06,,  54                        :    21  3d7.(4F).5d         5D       ,L9429,5
343,3d7.(4F<7/2>).4f,2[1/2]*,1,3.0,13.7640214,5e-07,,  81                        :    19                      2[3/2]*  ,L9429,4
344,3d7.(4F<7/2>).4f,2[1/2]*,0,1.0,13.766,0.004,, 100                                                              ,L18301,4
345,3d7.(4F).5d,5G,6,13.0,13.7797246,4e-07,,  89                        :    10  3d7.(4F).5d         5H       ,L9429,5
346,3d7.(4F).5d,5G,5,11.0,13.8893292,1.2e-06,,  49                        :    24  3d7.(4F).5d         3G       ,L9429,5
347,3d7.(4F).5d,5G,3,7.0,13.9625535,7e-07,,  48                        :    10  3d7.(4F).5d         3D       ,L9429,5
348,3d7.(4F).5d,5G,2,5.0,14.000011,1e-06,,  58                        :    13  3d7.(4F).5d         5D       ,L9429,5
349,3d7.(4F).5d,5H,7,15.0,13.7979596,5e-07,, 100                                                              ,L9429,5
350,3d7.(4F).5d,5H,6,13.0,13.9055232,1.9e-06,,  67                        :    24  3d7.(4F).5d         3H       ,L9429,5
351,3d7.(4F).5d,5H,5,11.0,13.912343,5e-06,,  49                        :    38  3d7.(4F).5d         3H       ,L9429,5
352,3d7.(4F).5d,3G,5,11.0,13.8056504,4e-07,,  62                        :    21  3d7.(4F).5d         5G       ,L9429,5
353,3d7.(4F).5d,3H,6,13.0,13.8166367,4e-07,,  75                        :    23  3d7.(4F).5d         5H       ,L9429,5
354,3d7.(4F).5d,3H,5,11.0,13.9857785,1.2e-06,,  47                        :    38  3d7.(4F).5d         5H       ,L9429,5
355,3d7.(4F<5/2>).4f,2[9/2]*,5,11.0,13.82904611,2.5e-07,, 100                                                              ,L9429,4
356,3d7.(4F<5/2>).4f,2[9/2]*,4,9.0,13.8295944,4e-07,,  59                        :    40                      2[7/2]*  ,L9429,4
357,3d7.(4F<5/2>).4f,2[7/2]*,3,7.0,13.83048,5e-07,,  93                        :     7                      2[5/2]*  ,L9429,4
358,3d7.(4F<5/2>).4f,2[7/2]*,4,9.0,13.8311442,4e-07,,  59                        :    40                      2[9/2]*  ,L9429,4
359,3d7.(4F<5/2>).4f,2[5/2]*,2,5.0,13.8312365,1.1e-06,,  98                                                              ,L9429,4
360,3d7.(4F<5/2>).4f,2[5/2]*,3,7.0,13.8332512,4e-07,,  92                        :     7                      2[7/2]*  ,L9429,4
361,3d7.(4F<5/2>).4f,2[3/2]*,1,3.0,13.8320165,2.5e-06,,  99                                                              ,L9429,4
362,3d7.(4F<5/2>).4f,2[3/2]*,2,5.0,13.8369094,4e-07,,  99                                                              ,L9429,4
363,3d7.(4F<5/2>).4f,2[11/2]*,6,13.0,13.83494999,2.5e-07,, 100                                                              ,L9429,4
364,3d7.(4F<5/2>).4f,2[11/2]*,5,11.0,13.8350037,4e-07,, 100                                                              ,L9429,4
365,3d7.(4F<5/2>).4f,2[1/2]*,0,1.0,13.839,0.004,, 100                                                              ,L18301,4
366,3d7.(4F<5/2>).4f,2[1/2]*,1,3.0,13.8394878,1.2e-06,, 100                                                              ,L9429,4
367,3d7.(2P).4d,1P,1,3.0,13.8499267,9e-07,,  66                        :    15  3d7.(2P).4d         3P       ,L9429,4
368,3d7.(4P).5p,3D*,2,5.0,13.8696538,1.9e-06,,  46                        :    34  3d7.(4F).5d         5P       ,L9429,5
369,3d7.(4F<3/2>).4f,2[7/2]*,4,9.0,13.8788561,4e-07,,  99                                                              ,L9429,4
370,3d7.(4F<3/2>).4f,2[7/2]*,3,7.0,13.8799939,4e-07,,  90                        :    10                      2[5/2]*  ,L9429,4
371,3d7.(4F<3/2>).4f,2[5/2]*,2,5.0,13.8838786,6e-07,,  94                        :     4                      2[3/2]*  ,L9429,4
372,3d7.(4F<3/2>).4f,2[5/2]*,3,7.0,13.8843178,4e-07,,  90                        :    10                      2[7/2]*  ,L9429,4
373,3d7.(4F<3/2>).4f,2[9/2]*,5,11.0,13.8862946,7e-07,, 100                                                              ,L9429,4
374,3d7.(4F<3/2>).4f,2[9/2]*,4,9.0,13.8872014,4e-07,,  97                                                              ,L9429,4
375,3d7.(4F<3/2>).4f,2[3/2]*,2,5.0,13.890716,4e-06,,  95                        :     4                      2[5/2]*  ,L9429,4
376,3d7.(4F<3/2>).4f,2[3/2]*,1,3.0,13.8913873,2.4e-06,,  99                                                              ,L9429,4
377,3d7.(2P).4d,1D,2,5.0,13.9296828,4e-07,,  19                        :    36  3d7.(4F).5d         5F       ,L9429,4
378,3d7.(4F).5d,3D,2,5.0,13.9390298,5e-07,,  25                        :    18  3d7.(4F).5d         3P       ,L9429,5
379,3d7.(2H).4d,3K,7,15.0,13.98790954,2.5e-07,,  60                        :    40  3d7.(2H).4d         1K       ,L9429,4
380,3d7.(2H).4d,3K,6,13.0,14.0641318,4e-07,,  95                        :     2  3d7.(2H).4d         3I       ,L9429,4
381,3d7.(2H).4d,1F,3,7.0,14.0061207,7e-07,,  62                        :    14  3d7.(4F).4d         3G       ,L9429,4
382,3d7.(2H).4d,3G,5,11.0,14.00945576,2.5e-07,,  96                                                              ,L9429,4
383,3d7.(2H).4d,3G,4,9.0,14.0443102,4e-07,,  86                        :     5  3d7.(4F).4d         3H       ,L9429,4
384,3d7.(2H).4d,3G,3,7.0,14.1000499,4e-07,,  91                        :     3  3d7.(2H).4d         1F       ,L9429,4
385,3d7.(2D2).4d,3F,4,9.0,14.0416997,5e-07,,  48                        :    20  3d7.(2H).4d         3F       ,L9429,4
386,3d7.(2D2).4d,3F,3,7.0,14.0543073,1.2e-06,,  27                        :    29  3d7.(2D1).4d        3D       ,L9429,4
387,3d7.(2D2).4d,3F,2,5.0,14.1120688,6e-07,,  41                        :    19  3d7.(2H).4d         3F       ,L9429,4
388,3d7.(4F).5d,3P,1,3.0,14.0636672,7e-07,,  38                        :    35  3d7.(4F).4d         3D       ,L9429,5
389,3d7.(2D2).4d,3D,3,7.0,14.0750852,6e-07,,  39                        :    15  3d7.(2D1).4d        1F       ,L9429,4
390,3d7.(2D2).4d,3D,2,5.0,14.1665331,4e-07,,  40                        :    12  3d7.(2D2).4d        3D       ,L9429,4
391,3d7.(2D2).4d,3D,1,3.0,14.2401227,1.5e-06,,  35                        :    34  3d7.(2D1).4d        1P       ,L9429,4
392,3d7.(2H).4d,3I,7,15.0,14.09795011,2.5e-07,,  79                        :    12  3d7.(2H).4d         1K       ,L9429,4
393,3d7.(2H).4d,3I,6,13.0,14.10984168,1.2e-07,,  48                        :    45  3d7.(2H).4d         3H       ,L9429,4
394,3d7.(2H).4d,3I,5,11.0,14.1809062,2.5e-07,,  89                        :     7  3d7.(2H).4d         1H       ,L9429,4
395,3d7.(2D2).4d,3G,4,9.0,14.1129982,9e-07,,  38                        :    36  3d7.(2D1).4d        1G       ,L9429,4
396,3d7.(2D2).4d,3G,3,7.0,14.2491294,1.2e-06,,  57                        :    15  3d7.(2D2).4d        3G       ,L9429,4
397,3d7.(2D2).4d,1P,1,3.0,14.116573,5e-07,,  34                        :    21  3d7.(2D1).4d        3D       ,L9429,4
398,3d7.(2H).4d,1H,5,11.0,14.11741017,2.5e-07,,  54                        :    38  3d7.(2H).4d         3H       ,L9429,4
399,3d7.(2H).4d,3H,6,13.0,14.12741483,1.2e-07,,  53                        :    33  3d7.(2H).4d         3I       ,L9429,4
400,3d7.(2H).4d,3H,4,9.0,14.19978019,2.5e-07,,  96                        :     2  3d7.(2H).4d         3G       ,L9429,4
401,3d7.(2H).4d,3H,5,11.0,14.20351918,2.5e-07,,  59                        :    38  3d7.(2H).4d         1H       ,L9429,4
402,3d7.(2D2).4d,3S,1,3.0,14.1654348,5e-07,,  44                        :    13  3d7.(4F).4d         3P       ,L9429,4
403,3d7.(2D2).4d,1F,3,7.0,14.1819783,4e-07,,  38                        :    12  3d7.(2D1).4d        3F       ,L9429,4
404,3d7.(2H).4d,1I,6,13.0,14.22888473,2.5e-07,,  81                        :    16  3d7.(2H).4d         3I       ,L9429,4
405,3d7.(2D2).4d,1G,4,9.0,14.2549989,1.2e-06,,  33                        :    32  3d7.(2D1).4d        3G       ,L9429,4
406,3d7.(2D2).4d,3P,2,5.0,14.2765801,6e-07,,  55                        :    17  3d7.(2D2).4d        3P       ,L9429,4
407,3d7.(2D2).4d,3P,0,1.0,14.3555779,1.2e-06,,  41                        :    18  3d7.(2D1).4d        1S       ,L9429,4
408,3d7.(2D2).4d,3P,1,3.0,14.3757549,1.2e-06,,  44                        :    14  3d7.(2D2).4d        3P       ,L9429,4
409,3d7.(2H).4d,3F,4,9.0,14.31829916,2.5e-07,,  46                        :    21  3d7.(2D1).4d        3F       ,L9429,4
410,3d7.(2H).4d,3F,3,7.0,14.39858,6e-07,,  43                        :    20  3d7.(2D1).4d        3F       ,L9429,4
411,3d7.(2H).4d,3F,2,5.0,14.4296112,1.2e-06,,  34                        :    15  3d7.(4F).4d         3F       ,L9429,4
412,3d7.(2D2).4d,1D,2,5.0,14.5577978,1.9e-06,,  42                        :    13  3d7.(2D2).4d        1D       ,L9429,4
413,3d7.(2H).4d,1G,4,9.0,14.5725131,4e-07,,  81                        :     8  3d7.(2G).4d         1G       ,L9429,4
414,3d7.(4F).7s,5F,5,11.0,14.792763,1.1e-05,,                                                                  ,L7185c115,7
415,3d7.(4F).7s,5F,4,9.0,14.815776,7e-06,,                                                                  ,L7185c115,7
416,3d7.(4F).7s,5F,3,7.0,14.906412,1.1e-05,,                                                                  ,L7185c115,7
417,3d7.(4F).7s,3F,4,9.0,14.903056,1.1e-05,,                                                                  ,L7185c115,7
418,3d7.(4F).7s,3F,3,7.0,14.985588,2.5e-05,,                                                                  ,L7185c115,7
419,3d7.(4F<9/2>).5g,2[13/2],7,15.0,14.9033827,1e-06,,                                                                  ,L11793,5
420,3d7.(4F<9/2>).5g,2[13/2],6,13.0,14.9033893,5e-07,,                                                                  ,L11793,5
421,3d7.(4F<9/2>).5g,2[11/2],6,13.0,14.9034435,7e-07,,                                                                  ,L11793,5
422,3d7.(4F<9/2>).5g,2[11/2],5,11.0,14.9034509,1.2e-06,,                                                                  ,L11793,5
