,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Lande,Leading percentages,Reference,nQua
223,2s2.2p.(2P*<3/2>).7f,2[3/2],2,5.0, 10.990624,9e-06,, 100                                                ,L20057,7
224,2s2.2p.(2P*<3/2>).7f,2[3/2],1,3.0, 10.990625,9e-06,, 100                                                ,L20057,7
225,2s2.2p.(2P*<3/2>).7d,2[1/2]*,1,3.0, 10.99081,4e-05,,  76         :    11  2s2.2p.(2P*<3/2>).7d  2[3/2]* ,L20057,7
226,2s2.2p.(2P*<3/2>).7d,2[1/2]*,0,1.0, 10.99100,0.00021,,  96                                                ,L20057,7
227,2s2.2p.(2P*<1/2>).8p,2[3/2],1,3.0, 11.005709,7e-06,,  79         :    17  2s2.2p.(2P*<1/2>).8p  2[1/2]  ,L20057,8
228,2s2.2p.(2P*<1/2>).8p,2[1/2],2,5.0,11.0084,0.0006,,  77         :    21  2s2.2p.(2P*<3/2>).8p  2[5/2]  ,L20057,8
229,2s2.2p.(2P*<1/2>).8p,2[1/2],1,3.0, 11.008664,5e-06,,  69         :    19  2s2.2p.(2P*<1/2>).8p  2[3/2]  ,L20057,8
230,2s2.2p.(2P*<3/2>).8p,2[5/2],3,7.0, 11.014279,5e-06,,  98                                                ,L20057,8
231,2s2.2p.(2P*<3/2>).8p,2[5/2],2,5.0, 11.023878,5e-06,,  61         :    13  2s2.2p.(2P*<1/2>).8p  2[3/2]  ,L20057,8
232,2s2.2p.(2P*<3/2>).8p,2[3/2],2,5.0, 11.018972,4e-06,,  87         :     7  2s2.2p.(2P*<3/2>).8p  2[5/2]  ,L20057,8
233,2s2.2p.(2P*<3/2>).8p,2[1/2],0,1.0, 11.029715,5e-06,,  42         :    20  2s2.2p.(2P*<3/2>).9p  2[1/2]  ,L20057,8
234,2s2.2p.(2P*<1/2>).8d,2[5/2]*,2,5.0, 11.041310,5e-06,,  67         :    24  2s2.2p.(2P*<1/2>).8d  2[3/2]* ,L20057,8
235,2s2.2p.(2P*<1/2>).8d,2[5/2]*,3,7.0, 11.044755,2.4e-05,,  98                                                ,L20057,8
236,2s2.2p.(2P*<1/2>).8d,2[3/2]*,2,5.0, 11.0447,0.0003,,  62         :    32  2s2.2p.(2P*<1/2>).8d  2[5/2]* ,L20057,8
237,2s2.2p.(2P*<1/2>).8d,2[3/2]*,1,3.0, 11.045907,1.5e-05,,  89         :     8  2s2.2p.(2P*<1/2>).9s  2[1/2]* ,L20057,8
238,2s2.2p.(2P*<1/2>).9s,2[1/2]*,0,1.0, 11.044716,6e-06,,  98                                                ,L20057,9
239,2s2.2p.(2P*<1/2>).9s,2[1/2]*,1,3.0, 11.045181,6e-06,,  89         :     8  2s2.2p.(2P*<1/2>).8d  2[3/2]* ,L20057,9
240,2s2.2p.(2P*<1/2>).8f,2[5/2],2,5.0, 11.047216,4e-06,, 100                                                ,L20057,8
241,2s2.2p.(2P*<1/2>).8f,2[5/2],3,7.0, 11.047219,1.1e-05,,  99                                                ,L20057,8
242,2s2.2p.(2P*<1/2>).8f,2[7/2],4,9.0, 11.047224,1.1e-05,, 100                                                ,L20057,8
243,2s2.2p.(2P*<1/2>).8f,2[7/2],3,7.0, 11.047224,1.1e-05,,  99                                                ,L20057,8
244,2s2.2p.(2P*<3/2>).9s,2[3/2]*,2,5.0, 11.04971,0.00021,,  65         :    28  2s2.2p.(2P*<3/2>).8d  2[3/2]* ,L20057,9
245,2s2.2p.(2P*<3/2>).9s,2[3/2]*,1,3.0, 11.053111,5e-06,,  59         :    21  2s2.2p.(2P*<3/2>).8d  2[3/2]* ,L20057,9
246,2s2.2p.(2P*<3/2>).8d,2[7/2]*,4,9.0,11.051527,1e-05,, 100                                                ,L20057,8
247,2s2.2p.(2P*<3/2>).8d,2[7/2]*,3,7.0, 11.053899,5e-06,,  79         :    19  2s2.2p.(2P*<3/2>).8d  2[5/2]* ,L20057,8
248,2s2.2p.(2P*<3/2>).8d,2[5/2]*,2,5.0, 11.052284,4e-06,,  84         :     8  2s2.2p.(2P*<1/2>).8d  2[3/2]* ,L20057,8
249,2s2.2p.(2P*<3/2>).8d,2[5/2]*,3,7.0, 11.052451,2.4e-05,,  81         :    19  2s2.2p.(2P*<3/2>).8d  2[7/2]* ,L20057,8
250,2s2.2p.(2P*<3/2>).8f,2[7/2],4,9.0, 11.054698,1.1e-05,, 100                                                ,L20057,8
251,2s2.2p.(2P*<3/2>).8f,2[7/2],3,7.0, 11.054698,1.1e-05,, 100                                                ,L20057,8
252,2s2.2p.(2P*<3/2>).8d,2[3/2]*,2,5.0, 11.05475,5e-05,,  59         :    32  2s2.2p.(2P*<3/2>).9s  2[3/2]* ,L20057,8
253,2s2.2p.(2P*<3/2>).8d,2[3/2]*,1,3.0, 11.055019,5e-06,,  66         :    31  2s2.2p.(2P*<3/2>).9s  2[3/2]* ,L20057,8
254,2s2.2p.(2P*<3/2>).8f,2[5/2],2,5.0,11.055041,2.4e-05,, 100                                                ,L20057,8
255,2s2.2p.(2P*<3/2>).8f,2[5/2],3,7.0,11.055041,2.4e-05,,  99                                                ,L20057,8
256,2s2.2p.(2P*<3/2>).8f,2[9/2],5,11.0,11.05532,6e-05,, 100                                                ,L20057,8
257,2s2.2p.(2P*<3/2>).8f,2[9/2],4,9.0,11.05532,6e-05,, 100                                                ,L20057,8
258,2s2.2p.(2P*<3/2>).8d,2[1/2]*,0,1.0, 11.05557,0.00021,,  97                                                ,L20057,8
259,2s2.2p.(2P*<3/2>).8d,2[1/2]*,1,3.0, 11.055672,2.4e-05,,  79         :    10  2s2.2p.(2P*<3/2>).8d  2[3/2]* ,L20057,8
260,2s2.2p.(2P*<3/2>).8f,2[3/2],2,5.0,11.05566,3e-05,, 100                                                ,L20057,8
261,2s2.2p.(2P*<3/2>).8f,2[3/2],1,3.0,11.05566,3e-05,, 100                                                ,L20057,8
262,2s2.2p.(2P*<1/2>).9p,2[3/2],1,3.0, 11.063411,5e-06,,  83         :    14  2s2.2p.(2P*<1/2>).9p  2[1/2]  ,L20057,9
263,2s2.2p.(2P*<3/2>).9p,2[5/2],3,7.0, 11.071681,5e-06,,  98                                                ,L20057,9
264,2s2.2p.(2P*<3/2>).9p,2[5/2],2,5.0, 11.078002,5e-06,,  60         :    11  2s2.2p.(2P*<3/2>).9p  2[3/2]  ,L20057,9
265,2s2.2p.(2P*<3/2>).9p,2[1/2],0,1.0, 11.081910,5e-06,,  37         :    22  2s2.2p.(2P*<3/2>).10p 2[1/2]  ,L20057,9
266,2s2.2p.(2P*<1/2>).9d,2[5/2]*,2,5.0, 11.088092,5e-06,,  76         :    19  2s2.2p.(2P*<1/2>).9d  2[3/2]* ,L20057,9
267,2s2.2p.(2P*<1/2>).9d,2[5/2]*,3,7.0, 11.090330,2.4e-05,,  99                                                ,L20057,9
268,2s2.2p.(2P*<1/2>).10s,2[1/2]*,0,1.0, 11.09021,0.00021,,  99                                                ,L20057,10
269,2s2.2p.(2P*<1/2>).10s,2[1/2]*,1,3.0, 11.090616,6e-06,,  50         :    48  2s2.2p.(2P*<1/2>).9d  2[3/2]* ,L20057,10
270,2s2.2p.(2P*<1/2>).9d,2[3/2]*,2,5.0, 11.09021,0.00021,,  73         :    23  2s2.2p.(2P*<1/2>).9d  2[5/2]* ,L20057,9
271,2s2.2p.(2P*<1/2>).9d,2[3/2]*,1,3.0, 11.091149,2e-05,,  50         :    48  2s2.2p.(2P*<1/2>).10s 2[1/2]* ,L20057,9
272,2s2.2p.(2P*<3/2>).9d,2[7/2]*,4,9.0,11.097328,1.1e-05,, 100                                                ,L20057,9
273,2s2.2p.(2P*<3/2>).9d,2[7/2]*,3,7.0, 11.098960,5e-06,,  79         :    20  2s2.2p.(2P*<3/2>).9d  2[5/2]* ,L20057,9
274,2s2.2p.(2P*<3/2>).9d,2[5/2]*,2,5.0, 11.097883,5e-06,,  85         :     7  2s2.2p.(2P*<3/2>).9d  2[3/2]* ,L20057,9
275,2s2.2p.(2P*<3/2>).9d,2[5/2]*,3,7.0, 11.09825,0.0001,,  80         :    20  2s2.2p.(2P*<3/2>).9d  2[7/2]* ,L20057,9
276,2s2.2p.(2P*<3/2>).10s,2[3/2]*,1,3.0, 11.098407,2.1e-05,,  59         :    27  2s2.2p.(2P*<3/2>).9d  2[3/2]* ,L20057,10
277,2s2.2p.(2P*<3/2>).9d,2[3/2]*,2,5.0, 11.09949,0.0001,,  62         :    31  2s2.2p.(2P*<3/2>).10s 2[3/2]* ,L20057,9
278,2s2.2p.(2P*<3/2>).9d,2[3/2]*,1,3.0, 11.099755,6e-06,,  63         :    35  2s2.2p.(2P*<3/2>).10s 2[3/2]* ,L20057,9
279,2s2.2p.(2P*<3/2>).9d,2[1/2]*,1,3.0, 11.09995,6e-05,,  84         :     8  2s2.2p.(2P*<3/2>).9d  2[3/2]* ,L20057,9
280,2s2.2p.(2P*<3/2>).9d,2[1/2]*,0,1.0, 11.10022,0.00021,,  98                                                ,L20057,9
281,2s2.2p.(2P*<1/2>).10p,2[3/2],1,3.0, 11.103472,5e-06,,  85         :    13  2s2.2p.(2P*<1/2>).10p 2[1/2]  ,L20057,10
282,2s2.2p.(2P*<3/2>).10p,2[5/2],3,7.0, 11.111599,5e-06,,  99                                                ,L20057,10
283,2s2.2p.(2P*<3/2>).10p,2[1/2],0,1.0, 11.118671,5e-06,,  32         :    31  2s2.2p.(2P*<1/2>).11p 2[1/2]  ,L20057,10
284,2s2.2p.(2P*<1/2>).10d,2[5/2]*,2,5.0, 11.12113,4e-05,,  82         :    15  2s2.2p.(2P*<1/2>).10d 2[3/2]* ,L20057,10
285,2s2.2p.(2P*<1/2>).10d,2[5/2]*,3,7.0, 11.122796,2.4e-05,,  99                                                ,L20057,10
286,2s2.2p.(2P*<1/2>).11s,2[1/2]*,1,3.0, 11.12273,0.00021,,  98                                                ,L20057,11
287,2s2.2p.(2P*<1/2>).11s,2[1/2]*,0,1.0, 11.12287,0.00021,,  99                                                ,L20057,11
288,2s2.2p.(2P*<1/2>).10d,2[3/2]*,2,5.0, 11.12302,7e-05,,  80         :    17  2s2.2p.(2P*<1/2>).10d 2[5/2]* ,L20057,10
289,2s2.2p.(2P*<1/2>).10d,2[3/2]*,1,3.0, 11.123407,1.9e-05,,  98                                                ,L20057,10
290,2s2.2p.(2P*<3/2>).10d,2[7/2]*,4,9.0,11.130008,1.1e-05,, 100                                                ,L20057,10
291,2s2.2p.(2P*<3/2>).10d,2[7/2]*,3,7.0, 11.13119,5e-05,,  79         :    20  2s2.2p.(2P*<3/2>).10d 2[5/2]* ,L20057,10
292,2s2.2p.(2P*<3/2>).10d,2[5/2]*,2,5.0, 11.130420,7e-06,,  86         :     9  2s2.2p.(2P*<3/2>).10d 2[3/2]* ,L20057,10
293,2s2.2p.(2P*<3/2>).10d,2[5/2]*,3,7.0, 11.13046,6e-05,,  80         :    20  2s2.2p.(2P*<3/2>).10d 2[7/2]* ,L20057,10
294,2s2.2p.(2P*<3/2>).10d,2[3/2]*,1,3.0, 11.131683,1.7e-05,,  75         :    23  2s2.2p.(2P*<3/2>).11s 2[3/2]* ,L20057,10
295,2s2.2p.(2P*<3/2>).10d,2[3/2]*,2,5.0, 11.13177,5e-05,,  51         :    43  2s2.2p.(2P*<3/2>).11s 2[3/2]* ,L20057,10
296,2s2.2p.(2P*<3/2>).10d,2[1/2]*,1,3.0, 11.13172,9e-05,,  61         :    23  2s2.2p.(2P*<3/2>).11s 2[3/2]* ,L20057,10
297,2s2.2p.(2P*<3/2>).10d,2[1/2]*,0,1.0, 11.1320,0.0003,,  98                                                ,L20057,10
298,2s2.2p.(2P*<1/2>).11p,2[3/2],1,3.0, 11.132446,1.4e-05,,  86         :    12  2s2.2p.(2P*<1/2>).11p 2[1/2]  ,L20057,11
299,2s2.2p.(2P*<1/2>).11d,2[5/2]*,2,5.0, 11.14563,0.00015,,  86         :    12  2s2.2p.(2P*<1/2>).11d 2[3/2]* ,L20057,11
300,2s2.2p.(2P*<1/2>).11d,2[5/2]*,3,7.0, 11.146806,2.4e-05,,  99                                                ,L20057,11
301,2s2.2p.(2P*<1/2>).12s,2[1/2]*,1,3.0, 11.14660,0.00014,,  88         :    11  2s2.2p.(2P*<1/2>).11d 2[3/2]* ,L20057,12
302,2s2.2p.(2P*<1/2>).12s,2[1/2]*,0,1.0, 11.14685,0.00021,,  99                                                ,L20057,12
303,2s2.2p.(2P*<1/2>).11d,2[3/2]*,2,5.0, 11.14685,0.00021,,  85         :    13  2s2.2p.(2P*<1/2>).11d 2[5/2]* ,L20057,11
304,2s2.2p.(2P*<1/2>).11d,2[3/2]*,1,3.0, 11.14699,4e-05,,  88         :    11  2s2.2p.(2P*<1/2>).12s 2[1/2]* ,L20057,11
305,2s2.2p.(2P*<3/2>).11d,2[5/2]*,2,5.0, 11.154448,7e-06,,  85         :    11  2s2.2p.(2P*<3/2>).11d 2[3/2]* ,L20057,11
306,2s2.2p.(2P*<3/2>).11d,2[5/2]*,3,7.0, 11.1549,0.0004,,  79         :    21  2s2.2p.(2P*<3/2>).11d 2[7/2]* ,L20057,11
307,2s2.2p.(2P*<3/2>).12s,2[3/2]*,1,3.0, 11.154767,1.7e-05,,  61         :    22  2s2.2p.(2P*<3/2>).11d 2[3/2]* ,L20057,12
308,2s2.2p.(2P*<3/2>).11d,2[7/2]*,3,7.0, 11.155031,2.4e-05,,  79         :    21  2s2.2p.(2P*<3/2>).11d 2[5/2]* ,L20057,11
309,2s2.2p.(2P*<3/2>).11d,2[3/2]*,1,3.0, 11.155419,2.1e-05,,  68         :    31  2s2.2p.(2P*<3/2>).12s 2[3/2]* ,L20057,11
310,2s2.2p.(2P*<3/2>).11d,2[3/2]*,2,5.0, 11.1556,0.0003,,  59         :    34  2s2.2p.(2P*<3/2>).12s 2[3/2]* ,L20057,11
311,2s2.2p.(2P*<3/2>).11d,2[1/2]*,1,3.0, 11.15559,5e-05,,  82         :     9  2s2.2p.(2P*<3/2>).11d 2[3/2]* ,L20057,11
312,2s2.2p.(2P*<3/2>).11d,2[1/2]*,0,1.0, 11.1556,0.0003,,  98                                                ,L20057,11
313,2s2.2p.(2P*<1/2>).13s,2[1/2]*,1,3.0, 11.16495,0.00021,,  99                                                ,L20057,13
314,2s2.2p.(2P*<1/2>).13s,2[1/2]*,0,1.0, 11.16498,0.00021,,  99                                                ,L20057,13
315,2s2.2p.(2P*<1/2>).12d,2[5/2]*,3,7.0, 11.164967,2.4e-05,,  99                                                ,L20057,12
316,2s2.2p.(2P*<1/2>).12d,2[3/2]*,2,5.0, 11.16498,0.00021,,  88         :    10  2s2.2p.(2P*<1/2>).12d 2[5/2]* ,L20057,12
317,2s2.2p.(2P*<1/2>).12d,2[3/2]*,1,3.0, 11.165320,1.7e-05,,  99                                                ,L20057,12
318,2s2.2p.(2P*<3/2>).12d,2[5/2]*,2,5.0, 11.17232,0.00019,,  85         :    12  2s2.2p.(2P*<3/2>).12d 2[3/2]* ,L20057,12
319,2s2.2p.(2P*<3/2>).12d,2[5/2]*,3,7.0, 11.17271,7e-05,,  79         :    21  2s2.2p.(2P*<3/2>).12d 2[7/2]* ,L20057,12
320,2s2.2p.(2P*<3/2>).13s,2[3/2]*,1,3.0, 11.17290,6e-05,,  53         :    36  2s2.2p.(2P*<3/2>).12d 2[1/2]* ,L20057,13
321,2s2.2p.(2P*<3/2>).12d,2[7/2]*,3,7.0, 11.17315,4e-05,,  78         :    21  2s2.2p.(2P*<3/2>).12d 2[5/2]* ,L20057,12
322,2s2.2p.(2P*<3/2>).12d,2[1/2]*,0,1.0, 11.1732,0.0003,,  98                                                ,L20057,12
323,2s2.2p.(2P*<3/2>).12d,2[1/2]*,1,3.0, 11.17327,0.00017,,  61         :    25  2s2.2p.(2P*<3/2>).13s 2[3/2]* ,L20057,12
324,2s2.2p.(2P*<3/2>).12d,2[3/2]*,2,5.0, 11.17327,0.00017,,  47         :    47  2s2.2p.(2P*<3/2>).13s 2[3/2]* ,L20057,12
325,2s2.2p.(2P*<3/2>).12d,2[3/2]*,1,3.0, 11.173440,1.9e-05,,  76         :    22  2s2.2p.(2P*<3/2>).13s 2[3/2]* ,L20057,12
326,2s2.2p.(2P*<1/2>).14s,2[1/2]*,1,3.0, 11.1788,0.0003,,  99                                                ,L20057,14
327,2s2.2p.(2P*<1/2>).14s,2[1/2]*,0,1.0, 11.17921,0.00021,,  99                                                ,L20057,14
328,2s2.2p.(2P*<1/2>).13d,2[5/2]*,3,7.0, 11.17911,4e-05,,  99                                                ,L20057,13
329,2s2.2p.(2P*<1/2>).13d,2[3/2]*,2,5.0, 11.17921,0.00021,,  90         :     8  2s2.2p.(2P*<1/2>).13d 2[5/2]* ,L20057,13
330,2s2.2p.(2P*<1/2>).13d,2[3/2]*,1,3.0, 11.179408,1.6e-05,,  99                                                ,L20057,13
331,2s2.2p.(2P*<3/2>).13d,2[5/2]*,3,7.0, 11.18693,0.00021,,  77         :    22  2s2.2p.(2P*<3/2>).13d 2[7/2]* ,L20057,13
332,2s2.2p.(2P*<3/2>).13d,2[5/2]*,2,5.0, 11.18697,0.00012,,  83         :    13  2s2.2p.(2P*<3/2>).13d 2[3/2]* ,L20057,13
333,2s2.2p.(2P*<3/2>).14s,2[3/2]*,1,3.0, 11.187064,2.4e-05,,  44         :    39  2s2.2p.(2P*<3/2>).13d 2[1/2]* ,L20057,14
334,2s2.2p.(2P*<3/2>).13d,2[1/2]*,1,3.0, 11.1871,0.0004,,  57         :    37  2s2.2p.(2P*<3/2>).14s 2[3/2]* ,L20057,13
335,2s2.2p.(2P*<3/2>).13d,2[1/2]*,0,1.0, 11.1871,0.0004,,  97                                                ,L20057,13
336,2s2.2p.(2P*<3/2>).13d,2[3/2]*,2,5.0, 11.18711,5e-05,,  46         :    42  2s2.2p.(2P*<3/2>).14s 2[3/2]* ,L20057,13
337,2s2.2p.(2P*<3/2>).13d,2[3/2]*,1,3.0, 11.187362,1.9e-05,,  81         :    18  2s2.2p.(2P*<3/2>).14s 2[3/2]* ,L20057,13
338,2s2.2p.(2P*<3/2>).13d,2[7/2]*,3,7.0, 11.187197,2.4e-05,,  76         :    22  2s2.2p.(2P*<3/2>).13d 2[5/2]* ,L20057,13
339,2s2.2p.(2P*<1/2>).14d,2[3/2]*,2,5.0, 11.19021,0.0001,,  91         :     5  2s2.2p.(2P*<1/2>).14d 2[5/2]* ,L20057,14
340,2s2.2p.(2P*<1/2>).14d,2[3/2]*,1,3.0, 11.19070,3e-05,,  98                                                ,L20057,14
341,2s2.2p.(2P*<1/2>).15s,2[1/2]*,0,1.0, 11.19023,0.00021,,  98                                                ,L20057,15
342,2s2.2p.(2P*<1/2>).15s,2[1/2]*,1,3.0, 11.19047,6e-05,,  98                                                ,L20057,15
343,2s2.2p.(2P*<1/2>).14d,2[5/2]*,3,7.0, 11.190390,2.4e-05,,  99                                                ,L20057,14
344,2s2.2p.(2P*<3/2>).14d,2[5/2]*,2,5.0, 11.19800,0.00021,,  65         :    17  2s2.2p.(2P*<3/2>).14d 2[3/2]* ,L20057,14
345,2s2.2p.(2P*<3/2>).14d,2[5/2]*,3,7.0, 11.19800,0.00021,,  58         :    34  2s2.2p.(2P*<3/2>).14d 2[7/2]* ,L20057,14
346,2s2.2p.(2P*<3/2>).15s,2[3/2]*,1,3.0, 11.19830,6e-05,,  57         :    38  2s2.2p.(2P*<3/2>).14d 2[3/2]* ,L20057,15
347,2s2.2p.(2P*<3/2>).14d,2[7/2]*,3,7.0, 11.198335,2.4e-05,,  38         :    34  2s2.2p.(2P*<1/2>).15d 2[5/2]* ,L20057,14
348,2s2.2p.(2P*<3/2>).14d,2[3/2]*,1,3.0, 11.198544,2.4e-05,,  38         :    37  2s2.2p.(2P*<1/2>).15d 2[3/2]* ,L20057,14
349,2s2.2p.(2P*<3/2>).14d,2[3/2]*,2,5.0, 11.1989,0.0004,,  38         :    27  2s2.2p.(2P*<3/2>).14d 2[5/2]* ,L20057,14
350,2s2.2p.(2P*<3/2>).14d,2[1/2]*,1,3.0, 11.1989,0.0004,,  51         :    32  2s2.2p.(2P*<1/2>).16s 2[1/2]* ,L20057,14
351,2s2.2p.(2P*<3/2>).14d,2[1/2]*,0,1.0, 11.1989,0.0004,,  61         :    38  2s2.2p.(2P*<1/2>).16s 2[1/2]* ,L20057,14
352,2s2.2p.(2P*<1/2>).16s,2[1/2]*,1,3.0, 11.19900,0.00021,,  55         :    41  2s2.2p.(2P*<3/2>).14d 2[1/2]* ,L20057,16
353,2s2.2p.(2P*<1/2>).16s,2[1/2]*,0,1.0, 11.19951,0.00021,,  62         :    38  2s2.2p.(2P*<3/2>).14d 2[1/2]* ,L20057,16
354,2s2.2p.(2P*<1/2>).15d,2[5/2]*,3,7.0, 11.199453,2.5e-05,,  58         :    38  2s2.2p.(2P*<3/2>).14d 2[7/2]* ,L20057,15
355,2s2.2p.(2P*<1/2>).15d,2[3/2]*,2,5.0, 11.19985,0.00014,,  57         :    32  2s2.2p.(2P*<3/2>).14d 2[3/2]* ,L20057,15
356,2s2.2p.(2P*<1/2>).16d,2[5/2]*,3,7.0, 11.20681,7e-05,,  98                                                ,L20057,16
357,2s2.2p.(2P*<1/2>).17s,2[1/2]*,0,1.0, 11.20696,0.00021,,  98                                                ,L20057,17
358,2s2.2p.(2P*<1/2>).16d,2[3/2]*,2,5.0, 11.20708,5e-05,,  71         :    23  2s2.2p.(2P*<1/2>).16d 2[5/2]* ,L20057,16
359,2s2.2p.(2P*<3/2>).15d,2[5/2]*,3,7.0, 11.20740,0.00021,,  82         :    18  2s2.2p.(2P*<3/2>).15d 2[7/2]* ,L20057,15
360,2s2.2p.(2P*<3/2>).15d,2[5/2]*,2,5.0, 11.20740,0.00021,,  86         :     6  2s2.2p.(2P*<3/2>).15d 2[3/2]* ,L20057,15
361,2s2.2p.(2P*<3/2>).15d,2[7/2]*,3,7.0, 11.207419,2.4e-05,,  80         :    18  2s2.2p.(2P*<3/2>).15d 2[5/2]* ,L20057,15
362,2s2.2p.(2P*<3/2>).15d,2[3/2]*,1,3.0, 11.20760,3e-05,,  80         :    17  2s2.2p.(2P*<3/2>).16s 2[3/2]* ,L20057,15
363,2s2.2p.(2P*<3/2>).15d,2[3/2]*,2,5.0, 11.2077,0.0003,,  48         :    43  2s2.2p.(2P*<3/2>).16s 2[3/2]* ,L20057,15
364,2s2.2p.(2P*<3/2>).15d,2[1/2]*,0,1.0, 11.2077,0.0003,,  97                                                ,L20057,15
365,2s2.2p.(2P*<3/2>).15d,2[1/2]*,1,3.0, 11.2077,0.0003,,  79         :    18  2s2.2p.(2P*<3/2>).16s 2[3/2]* ,L20057,15
366,2s2.2p.(2P*<1/2>).17d,2[5/2]*,3,7.0, 11.212923,2.4e-05,,  99                                                ,L20057,17
367,2s2.2p.(2P*<3/2>).16d,2[5/2]*,3,7.0, 11.21474,0.00021,,  80         :    20  2s2.2p.(2P*<3/2>).16d 2[7/2]* ,L20057,16
368,2s2.2p.(2P*<3/2>).16d,2[5/2]*,2,5.0, 11.21474,0.00021,,  86         :    10  2s2.2p.(2P*<3/2>).16d 2[3/2]* ,L20057,16
369,2s2.2p.(2P*<3/2>).16d,2[7/2]*,3,7.0, 11.214761,2.4e-05,,  79         :    20  2s2.2p.(2P*<3/2>).16d 2[5/2]* ,L20057,16
370,2s2.2p.(2P*<3/2>).16d,2[3/2]*,1,3.0, 11.214940,2.1e-05,,  80         :    18  2s2.2p.(2P*<3/2>).17s 2[3/2]* ,L20057,16
371,2s2.2p.(2P*<1/2>).18d,2[5/2]*,3,7.0, 11.218044,2.4e-05,,  99                                                ,L20057,18
372,2s2.2p.(2P*<3/2>).17d,2[5/2]*,2,5.0, 11.22067,6e-05,,  82         :    13  2s2.2p.(2P*<3/2>).17d 2[3/2]* ,L20057,17
373,2s2.2p.(2P*<3/2>).17d,2[5/2]*,3,7.0, 11.22094,0.00021,,  77         :    23  2s2.2p.(2P*<3/2>).17d 2[7/2]* ,L20057,17
374,2s2.2p.(2P*<3/2>).17d,2[7/2]*,3,7.0, 11.220907,2.4e-05,,  73         :    23  2s2.2p.(2P*<3/2>).17d 2[5/2]* ,L20057,17
375,2s2.2p.(2P*<3/2>).17d,2[3/2]*,1,3.0, 11.220957,1.7e-05,,  82         :    16  2s2.2p.(2P*<3/2>).18s 2[3/2]* ,L20057,17
376,2s2.2p.(2P*<1/2>).19d,2[5/2]*,3,7.0, 11.22233,4e-05,,  96                                                ,L20057,19
377,2s2.2p.(2P*<3/2>).18d,2[5/2]*,3,7.0, 11.22593,0.00021,,  83         :    17  2s2.2p.(2P*<3/2>).18d 2[7/2]* ,L20057,18
378,2s2.2p.(2P*<3/2>).18d,2[5/2]*,2,5.0, 11.22593,0.00021,,  86         :     7  2s2.2p.(2P*<1/2>).20d 2[3/2]* ,L20057,18
379,2s2.2p.(2P*<3/2>).18d,2[7/2]*,3,7.0, 11.22601,7e-05,,  80         :    17  2s2.2p.(2P*<3/2>).18d 2[5/2]* ,L20057,18
380,2s2.2p.(2P*<3/2>).18d,2[3/2]*,1,3.0, 11.226134,1.7e-05,,  78         :    19  2s2.2p.(2P*<3/2>).19s 2[3/2]* ,L20057,18
381,2s2.2p.(2P*<1/2>).20d,2[5/2]*,3,7.0, 11.22622,9e-05,,  97                                                ,L20057,20
382,2s2.2p.(2P*<1/2>).21d,2[5/2]*,3,7.0, 11.229286,2.4e-05,,  99                                                ,L20057,21
383,2s2.2p.(2P*<3/2>).19d,2[5/2]*,2,5.0, 11.2298,0.0003,,  90         :     8  2s2.2p.(2P*<3/2>).19d 2[3/2]* ,L20057,19
384,2s2.2p.(2P*<3/2>).19d,2[5/2]*,3,7.0, 11.2298,0.0003,,  82         :    18  2s2.2p.(2P*<3/2>).19d 2[7/2]* ,L20057,19
385,2s2.2p.(2P*<3/2>).19d,2[7/2]*,3,7.0, 11.230324,2.4e-05,,  81         :    18  2s2.2p.(2P*<3/2>).19d 2[5/2]* ,L20057,19
386,2s2.2p.(2P*<3/2>).19d,2[3/2]*,1,3.0,11.23036,0.00025,,  74         :    23  2s2.2p.(2P*<3/2>).20s 2[3/2]* ,L20057,19
387,2s2.2p.(2P*<1/2>).22d,2[5/2]*,3,7.0, 11.232035,2.4e-05,,                                                    ,L20057,22
388,2s2.2p.(2P*<3/2>).20d,2[5/2]*,2,5.0, 11.2336,0.0003,,  88         :    10  2s2.2p.(2P*<3/2>).20d 2[3/2]* ,L20057,20
389,2s2.2p.(2P*<3/2>).20d,2[5/2]*,3,7.0, 11.2336,0.0003,,  80         :    20  2s2.2p.(2P*<3/2>).20d 2[7/2]* ,L20057,20
390,2s2.2p.(2P*<3/2>).20d,2[7/2]*,3,7.0, 11.23416,4e-05,,  80         :    20  2s2.2p.(2P*<3/2>).20d 2[5/2]* ,L20057,20
391,2s2.2p.(2P*<3/2>).20d,2[3/2]*,1,3.0, 11.23422,5e-05,,  76         :    23  2s2.2p.(2P*<3/2>).21s 2[3/2]* ,L20057,20
392,2s2.2p.(2P*<3/2>).21d,2[7/2]*,3,7.0, 11.23725,9e-05,,  80         :    20  2s2.2p.(2P*<3/2>).21d 2[5/2]* ,L20057,21
393,2s2.2p.(2P*<3/2>).22d,2[7/2]*,3,7.0, 11.23991,0.0001,,                                                    ,L20057,22
394,2s2.2p.(2P*<3/2>).23d,2[7/2]*,3,7.0,11.24237,5e-05,,                                                    ,L20057,23
395,2s2.2p.(2P*<3/2>).24d,2[7/2]*,3,7.0, 11.244432,2.4e-05,,                                                    ,L20057,24
396,2s2.2p.(2P*<3/2>).25d,2[7/2]*,3,7.0,11.24633,5e-05,,                                                    ,L20057,25
397,2s2.2p.(2P*<3/2>).26d,2[7/2]*,3,7.0,11.24798,5e-05,,                                                    ,L20057,26
