,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Leading percentages,Reference,nQua
96,3s2.3p2.(3P).4d,2D,3/2,4.0,9.650155,,  90         :     3  3s2.3p2.(3P).5d 2D   ,,4
97,3s2.3p2.(3P).4d,2D,5/2,6.0,9.664159,,  66         :    23  3s2.3p2.(3P).4d 4P   ,,4
98,3s2.3p2.(3P<1>).4f,2[2]*,3/2,4.0,9.6513411,,                                           ,,4
99,3s2.3p2.(3P<1>).4f,2[2]*,5/2,6.0,9.6514236,,                                           ,,4
100,3s2.3p2.(3P).6s,2P,1/2,2.0,9.676851,,  90         :     7  3s2.3p2.(3P).6s 4P   ,,6
101,3s2.3p2.(3P).6s,2P,3/2,4.0,9.715253,,  90         :     7  3s2.3p2.(3P).6s 4P   ,,6
102,3s2.3p2.(3P<2>).4f,2[1]*,3/2,4.0,9.679336,,                                           ,,4
103,3s2.3p2.(3P<2>).4f,2[1]*,1/2,2.0,9.6793565,,                                           ,,4
104,3s2.3p2.(3P<2>).4f,2[5]*,11/2,12.0,9.6832767,,                                           ,,4
105,3s2.3p2.(3P<2>).4f,2[5]*,9/2,10.0,9.6835375,,                                           ,,4
106,3s2.3p2.(3P<2>).4f,2[2]*,3/2,4.0,9.6872168,,                                           ,,4
107,3s2.3p2.(3P<2>).4f,2[2]*,5/2,6.0,9.6873166,,                                           ,,4
108,3s2.3p2.(3P<2>).4f,2[3]*,7/2,8.0,9.6918411,,                                           ,,4
109,3s2.3p2.(3P<2>).4f,2[3]*,5/2,6.0,9.6918801,,                                           ,,4
110,3s2.3p2.(3P<2>).4f,2[4]*,9/2,10.0,9.6928434,,                                           ,,4
111,3s2.3p2.(3P<2>).4f,2[4]*,7/2,8.0,9.6930458,,                                           ,,4
112,3s2.3p2.(1D).3d,2F,5/2,6.0,9.712902,,  56         :     2  3s2.3p2.(3P).4d 2F   ,,3
113,3s2.3p2.(1D).3d,2F,7/2,8.0,9.723995,,  54         :     3  3s2.3p2.(3P).4d 2F   ,,3
114,3s2.3p2.(1D).3d,2G,9/2,10.0,9.740831,, 100                                       ,,3
115,3s2.3p2.(1D).3d,2G,7/2,8.0,9.742673,, 100                                       ,,3
116,3s2.3p2.(3P).6p,2S*,1/2,2.0,9.800217,,                                           ,,6
117,3s2.3p2.(3P).6p,4D*,3/2,4.0,9.807165,,                                           ,,6
118,3s2.3p2.(3P).6p,4D*,1/2,2.0,9.810825,,                                           ,,6
119,3s2.3p2.(3P).6p,4D*,5/2,6.0,9.823264,,                                           ,,6
120,3s2.3p2.(3P).6p,4D*,7/2,8.0,9.854864,,                                           ,,6
121,3s2.3p2.(3P).5d,2P,3/2,4.0,9.809901,,  47         :    31  3s2.3p2.(1D).3d 2P   ,,5
122,3s2.3p2.(3P).5d,2P,1/2,2.0,9.821974,,  40         :    38  3s2.3p2.(1D).3d 2P   ,,5
123,3s2.3p2.(3P).6p,4P*,3/2,4.0,9.831603,,                                           ,,6
124,3s2.3p2.(3P).6p,4P*,5/2,6.0,9.86443,,                                           ,,6
125,3s2.3p2.(3P).5d,4F,3/2,4.0,9.836829,,  87         :     5  3s2.3p2.(3P).5d 4D   ,,5
126,3s2.3p2.(3P).5d,4F,5/2,6.0,9.844606,,  80         :    13  3s2.3p2.(3P).5d 4D   ,,5
127,3s2.3p2.(3P).5d,4F,7/2,8.0,9.858647,,  77         :    16  3s2.3p2.(3P).5d 4D   ,,5
128,3s2.3p2.(3P).5d,4F,9/2,10.0,9.884107,,  93         :     3  3s2.3p2.(3P).4d 4F   ,,5
129,3s2.3p2.(3P).6p,2D*,3/2,4.0,9.846252,,                                           ,,6
130,3s2.3p2.(3P).6p,2D*,5/2,6.0,9.882955,,                                           ,,6
131,3s2.3p2.(3P).6p,4S*,3/2,4.0,9.871799,,                                           ,,6
132,3s2.3p2.(3P).6p,2P*,1/2,2.0,9.880306,,                                           ,,6
133,3s2.3p2.(3P).6p,2P*,3/2,4.0,9.897693,,                                           ,,6
134,3s2.3p2.(3P).5d,4D,1/2,2.0,9.881118,,  92         :     5  3s2.3p2.(1D).3d 2P   ,,5
135,3s2.3p2.(3P).5d,4D,3/2,4.0,9.883833,,  85         :     5  3s2.3p2.(3P).5d 4F   ,,5
136,3s2.3p2.(3P).5d,4D,5/2,6.0,9.889199,,  71         :    12  3s2.3p2.(3P).5d 4F   ,,5
137,3s2.3p2.(3P).5d,4D,7/2,8.0,9.901838,,  80         :    16  3s2.3p2.(3P).5d 4F   ,,5
138,3s2.3p2.(3P<0>).5f,2[3]*,5/2,6.0,9.937867,,                                           ,,5
139,3s2.3p2.(3P<0>).5f,2[3]*,7/2,8.0,9.937939,,                                           ,,5
140,3s2.3p2.(3P).5d,2F,5/2,6.0,9.941461,,  69         :    15  3s2.3p2.(3P).5d 2D   ,,5
141,3s2.3p2.(3P).5d,2F,7/2,8.0,9.975914,,  88         :     6  3s2.3p2.(1D).3d 2F   ,,5
142,3s2.3p2.(3P).7s,4P,1/2,2.0,9.946069,,                                           ,,7
143,3s2.3p2.(3P).7s,4P,3/2,4.0,9.965911,,                                           ,,7
144,3s2.3p2.(3P).7s,4P,5/2,6.0,10.002958,,                                           ,,7
145,3s2.3p2.(3P).5d,2D,3/2,4.0,9.955858,,  69         :    10  3s2.3p2.(3P).5d 2P   ,,5
146,3s2.3p2.(3P).5d,2D,5/2,6.0,9.982843,,  45         :    37  3s2.3p2.(3P).5d 4P   ,,5
147,3s2.3p2.(3P<1>).5f,2[3]*,5/2,6.0,9.955904,,                                           ,,5
148,3s2.3p2.(3P<1>).5f,2[3]*,7/2,8.0,9.955987,,                                           ,,5
149,3s2.3p2.(3P).5d,4P,5/2,6.0,9.956974,,  44         :    29  3s2.3p2.(3P).5d 2D   ,,5
150,3s2.3p2.(3P).5d,4P,3/2,4.0,9.971587,,  84         :     4  3s2.3p2.(3P).6d 4P   ,,5
151,3s2.3p2.(3P).5d,4P,1/2,2.0,9.981738,,  89         :     4  3s2.3p2.(3P).6d 4P   ,,5
152,3s2.3p2.(3P<1>).5f,2[4]*,9/2,10.0,9.95899,,                                           ,,5
153,3s2.3p2.(3P<1>).5f,2[4]*,7/2,8.0,9.959084,,                                           ,,5
154,3s2.3p2.(3P<1>).5f,2[2]*,3/2,4.0,9.960166,,                                           ,,5
155,3s2.3p2.(3P<1>).5f,2[2]*,5/2,6.0,9.960252,,                                           ,,5
156,3s2.3p2.(3P).7s,2P,1/2,2.0,9.964939,,                                           ,,7
157,3s2.3p2.(3P).7s,2P,3/2,4.0,10.019179,,                                           ,,7
158,3s2.3p2.(1D).3d,2P,3/2,4.0,9.986775,,  44         :    29  3s2.3p2.(3P).5d 2P   ,,3
159,3s2.3p2.(1D).3d,2P,1/2,2.0,10.002154,,  44         :    48  3s2.3p2.(3P).5d 2P   ,,3
160,3s2.3p2.(3P<2>).5f,2[1]*,3/2,4.0,9.992405,,                                           ,,5
161,3s2.3p2.(3P<2>).5f,2[1]*,1/2,2.0,9.992407,,                                           ,,5
162,3s2.3p2.(3P<2>).5f,2[5]*,11/2,12.0,9.994299,,                                           ,,5
163,3s2.3p2.(3P<2>).5f,2[5]*,9/2,10.0,9.99451,,                                           ,,5
164,3s2.3p2.(3P<2>).5f,2[2]*,3/2,4.0,9.995845,,                                           ,,5
165,3s2.3p2.(3P<2>).5f,2[2]*,5/2,6.0,9.995909,,                                           ,,5
166,3s2.3p2.(3P<2>).5f,2[3]*,7/2,8.0,9.998448,,                                           ,,5
167,3s2.3p2.(3P<2>).5f,2[3]*,5/2,6.0,9.998478,,                                           ,,5
168,3s2.3p2.(3P<2>).5f,2[4]*,9/2,10.0,9.998971,,                                           ,,5
169,3s2.3p2.(3P<2>).5f,2[4]*,7/2,8.0,9.999127,,                                           ,,5
170,3s2.3p2.(1D).3d,2S,1/2,2.0,9.999972,,  69         :    26  3s2.3p2.(1S).4s 2S   ,,3
171,3s2.3p2.(3P).6d,4F,3/2,4.0,10.051392,,  64         :    12  3s2.3p2.(3P).6d 2P   ,,6
172,3s2.3p2.(3P).6d,4F,5/2,6.0,10.058049,,  66         :    21  3s2.3p2.(3P).6d 4D   ,,6
173,3s2.3p2.(3P).6d,4F,7/2,8.0,10.071703,,  65         :    25  3s2.3p2.(3P).6d 4D   ,,6
174,3s2.3p2.(3P).6d,4F,9/2,10.0,10.10071,,  95         :     3  3s2.3p2.(3P).5d 4F   ,,6
175,3s2.3p2.(3P).6d,2P,3/2,4.0,10.077097,,  60         :    23  3s2.3p2.(3P).6d 4F   ,,6
176,3s2.3p2.(3P).6d,2P,1/2,2.0,10.106786,,  52         :    40  3s2.3p2.(3P).6d 4D   ,,6
177,3s2.3p2.(3P).6d,4D,1/2,2.0,10.077912,,  57         :    36  3s2.3p2.(3P).6d 2P   ,,6
178,3s2.3p2.(3P).6d,4D,5/2,6.0,10.092631,,  22         :    20  3s2.3p2.(3P).6d 4F   ,,6
179,3s2.3p2.(3P).6d,4D,3/2,4.0,10.094267,,  66         :     7  3s2.3p2.(3P).6d 2D   ,,6
180,3s2.3p2.(3P).6d,4D,7/2,8.0,10.108967,,  68         :    28  3s2.3p2.(3P).6d 4F   ,,6
181,3s2.3p2.(1D).5s,2D,5/2,6.0,10.079506,,  84         :     8  3s2.3p2.(3P).6d 2D   ,,5
182,3s2.3p2.(1D).5s,2D,3/2,4.0,10.080264,,  87         :     6  3s2.3p2.(3P).6d 4D   ,,5
183,3s2.3p2.(3P<0>).6f,2[3]*,5/2,6.0,10.106021,,                                           ,,6
184,3s2.3p2.(3P<0>).6f,2[3]*,7/2,8.0,10.106056,,                                           ,,6
185,3s2.3p2.(3P).6d,2F,5/2,6.0,10.107465,,  53         :    31  3s2.3p2.(3P).6d 4D   ,,6
186,3s2.3p2.(3P).6d,2F,7/2,8.0,10.141301,,  89         :     6  3s2.3p2.(3P).6d 4D   ,,6
187,3s2.3p2.(3P<0>).6g,2[4],7/2,8.0,10.1081294,,                                           ,,6
188,3s2.3p2.(3P<0>).6g,2[4],9/2,10.0,10.1081336,,                                           ,,6
189,3s2.3p2.(3P).8s,4P,1/2,2.0,10.114462,,                                           ,,8
190,3s2.3p2.(3P).8s,4P,3/2,4.0,10.131932,,                                           ,,8
191,3s2.3p2.(3P).8s,4P,5/2,6.0,10.168563,,                                           ,,8
192,3s2.3p2.(3P<1>).6f,2[3]*,5/2,6.0,10.125015,,                                           ,,6
193,3s2.3p2.(3P<1>).6f,2[3]*,7/2,8.0,10.125074,,                                           ,,6
194,3s2.3p2.(3P<1>).6f,2[4]*,9/2,10.0,10.126836,,                                           ,,6
195,3s2.3p2.(3P<1>).6f,2[4]*,7/2,8.0,10.126907,,                                           ,,6
196,3s2.3p2.(3P<1>).6f,2[2]*,3/2,4.0,10.127591,,                                           ,,6
197,3s2.3p2.(3P<1>).6f,2[2]*,5/2,6.0,10.127658,,                                           ,,6
198,3s2.3p2.(3P<1>).6g,2[4],7/2,8.0,10.1279061,,                                           ,,6
199,3s2.3p2.(3P<1>).6g,2[4],9/2,10.0,10.1502252,,                                           ,,6
200,3s2.3p2.(3P<1>).6g,2[5],11/2,12.0,10.1288094,,                                           ,,6
201,3s2.3p2.(3P<1>).6g,2[5],9/2,10.0,10.1288095,,                                           ,,6
202,3s2.3p2.(3P).6d,4P,5/2,6.0,10.131985,,  48         :    16  3s2.3p2.(1D).3d 2D   ,,6
203,3s2.3p2.(3P).6d,4P,3/2,4.0,10.146957,,  70         :    10  3s2.3p2.(1D).3d 2D   ,,6
204,3s2.3p2.(3P).6d,4P,1/2,2.0,10.153851,,  90         :     2  3s2.3p2.(3P).5d 4P   ,,6
205,3s2.3p2.(3P).6d,2D,3/2,4.0,10.137528,,  64         :     9  3s2.3p2.(3P).6d 2P   ,,6
206,3s2.3p2.(3P).6d,2D,5/2,6.0,10.153076,,  36         :    16  3s2.3p2.(3P).6d 4P   ,,6
207,3s2.3p2.(3P).8s,2P,1/2,2.0,10.13835,,                                           ,,8
208,3s2.3p2.(3P).8s,2P,3/2,4.0,10.174693,,                                           ,,8
209,3s2.3p2.(3P<2>).6f,2[1]*,3/2,4.0,10.16189,,                                           ,,6
210,3s2.3p2.(3P<2>).6f,2[1]*,1/2,2.0,10.16189,,                                           ,,6
211,3s2.3p2.(3P<2>).6f,2[5]*,11/2,12.0,10.163075,,                                           ,,6
212,3s2.3p2.(3P<2>).6f,2[5]*,9/2,10.0,10.163222,,                                           ,,6
213,3s2.3p2.(3P<2>).6f,2[2]*,3/2,4.0,10.163823,,                                           ,,6
214,3s2.3p2.(3P<2>).6f,2[2]*,5/2,6.0,10.163876,,                                           ,,6
215,3s2.3p2.(3P<2>).6f,2[3]*,7/2,8.0,10.165379,,                                           ,,6
216,3s2.3p2.(3P<2>).6f,2[3]*,5/2,6.0,10.165401,,                                           ,,6
217,3s2.3p2.(3P<2>).6f,2[4]*,9/2,10.0,10.165705,,                                           ,,6
218,3s2.3p2.(3P<2>).6f,2[4]*,7/2,8.0,10.165809,,                                           ,,6
219,3s2.3p2.(3P<2>).6g,2[6],13/2,14.0,10.1658025,,                                           ,,6
220,3s2.3p2.(3P<2>).6g,2[6],11/2,12.0,10.1658027,,                                           ,,6
221,3s2.3p2.(3P<2>).6g,2[4],7/2,8.0,10.1663662,,                                           ,,6
222,3s2.3p2.(3P<2>).6g,2[4],9/2,10.0,10.1663802,,                                           ,,6
223,3s2.3p2.(3P<2>).6g,2[5],11/2,12.0,10.1669426,,                                           ,,6
224,3s2.3p2.(3P<2>).6g,2[5],9/2,10.0,10.1669439,,                                           ,,6
225,3s2.3p2.(3P).7d,4F,3/2,4.0,10.176113,,                                           ,,7
226,3s2.3p2.(3P).7d,4F,5/2,6.0,10.180636,,                                           ,,7
227,3s2.3p2.(3P).7d,4F,7/2,8.0,10.194495,,                                           ,,7
228,3s2.3p2.(3P).7d,4F,9/2,10.0,10.2261,,                                           ,,7
229,3s2.3p2.(1D).3d,2D,3/2,4.0,10.190977,,  39         :    14  3s2.3p2.(3P).6d 4P   ,,3
230,3s2.3p2.(1D).3d,2D,5/2,6.0,10.195599,,  30         :    24  3s2.3p2.(3P).6d 2D   ,,3
231,3s2.3p2.(3P).7d,2P,3/2,4.0,10.197869,,                                           ,,7
232,3s2.3p2.(3P<0>).7f,2[3]*,5/2,6.0,10.207271,,                                           ,,7
233,3s2.3p2.(3P<0>).7f,2[3]*,7/2,8.0,10.207297,,                                           ,,7
234,3s2.3p2.(3P).7d,4D,5/2,6.0,10.209631,,                                           ,,7
235,3s2.3p2.(3P).7d,4D,7/2,8.0,10.230541,,                                           ,,7
236,3s2.3p2.(3P).7d,2F,5/2,6.0,10.213174,,                                           ,,7
237,3s2.3p2.(3P).7d,2F,7/2,8.0,10.246105,,                                           ,,7
238,3s2.3p2.(3P<1>).7f,2[3]*,7/2,8.0,10.22683,,                                           ,,7
239,3s2.3p2.(3P<1>).7f,2[3]*,5/2,6.0,10.226833,,                                           ,,7
240,3s2.3p2.(3P<1>).7f,2[4]*,9/2,10.0,10.227941,,                                           ,,7
241,3s2.3p2.(3P<1>).7f,2[4]*,7/2,8.0,10.227993,,                                           ,,7
242,3s2.3p2.(3P<1>).7f,2[2]*,5/2,6.0,10.228499,,                                           ,,7
243,3s2.3p2.(3P<1>).7f,2[2]*,3/2,4.0,10.228505,,                                           ,,7
244,3s2.3p2.(3P).9s,4P,3/2,4.0,10.231418,,                                           ,,9
245,3s2.3p2.(3P).9s,4P,5/2,6.0,10.268446,,                                           ,,9
246,3s2.3p2.(3P).7d,4P,5/2,6.0,10.239882,,                                           ,,7
247,3s2.3p2.(3P).7d,4P,3/2,4.0,10.249192,,                                           ,,7
248,3s2.3p2.(3P).7d,4P,1/2,2.0,10.258311,,                                           ,,7
249,3s2.3p2.(3P).8d,4F,3/2,4.0,10.252229,,                                           ,,8
250,3s2.3p2.(3P).8d,4F,5/2,6.0,10.257758,,                                           ,,8
251,3s2.3p2.(3P).8d,4F,7/2,8.0,10.271708,,                                           ,,8
252,3s2.3p2.(3P).8d,4F,9/2,10.0,10.305058,,                                           ,,8
253,3s2.3p2.(3P).7d,2D,5/2,6.0,10.260103,,                                           ,,7
254,3s2.3p2.(3P<2>).7f,2[1]*,3/2,4.0,10.263789,,                                           ,,7
255,3s2.3p2.(3P<2>).7f,2[1]*,1/2,2.0,10.263789,,                                           ,,7
256,3s2.3p2.(3P<2>).7f,2[5]*,11/2,12.0,10.2647,,                                           ,,7
257,3s2.3p2.(3P<2>).7f,2[5]*,9/2,10.0,10.264801,,                                           ,,7
258,3s2.3p2.(3P<2>).7f,2[2]*,3/2,4.0,10.26533,,                                           ,,7
259,3s2.3p2.(3P<2>).7f,2[2]*,5/2,6.0,10.265377,,                                           ,,7
260,3s2.3p2.(3P<2>).7f,2[3]*,7/2,8.0,10.265986,,                                           ,,7
261,3s2.3p2.(3P<2>).7f,2[3]*,5/2,6.0,10.265996,,                                           ,,7
262,3s2.3p2.(3P<2>).7f,2[4]*,9/2,10.0,10.266317,,                                           ,,7
263,3s2.3p2.(3P<2>).7f,2[4]*,7/2,8.0,10.266376,,                                           ,,7
264,3s2.3p2.(3P).9s,2P,3/2,4.0,10.271243,,                                           ,,9
265,3s2.3p2.(3P).8d,2P,3/2,4.0,10.27355,,                                           ,,8
266,3s2.3p2.(3P).8d,4D,5/2,6.0,10.283626,,                                           ,,8
267,3s2.3p2.(3P).8d,4D,7/2,8.0,10.307641,,                                           ,,8
268,3s2.3p2.(3P).8d,2F,5/2,6.0,10.284419,,                                           ,,8
