,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Leading percentages,Reference,nQua
269,3s2.3p2.(3P).8d,2F,7/2,8.0,10.315208,,                                           ,,8
270,3s2.3p2.(3P<1>).8f,2[3]*,5/2,6.0,10.292711,,                                           ,,8
271,3s2.3p2.(3P<1>).8f,2[3]*,7/2,8.0,10.292716,,                                           ,,8
272,3s2.3p2.(3P<1>).8f,2[4]*,9/2,10.0,10.293518,,                                           ,,8
273,3s2.3p2.(3P<1>).8f,2[4]*,7/2,8.0,10.293554,,                                           ,,8
274,3s2.3p2.(3P).8d,4P,5/2,6.0,10.311412,,                                           ,,8
275,3s2.3p2.(3P).9d,4F,7/2,8.0,10.323595,,                                           ,,9
276,3s2.3p2.(3P).9d,4F,9/2,10.0,10.357961,,                                           ,,9
277,3s2.3p2.(3P<2>).8f,2[5]*,11/2,12.0,10.330566,,                                           ,,8
278,3s2.3p2.(3P<2>).8f,2[5]*,9/2,10.0,10.330639,,                                           ,,8
279,3s2.3p2.(3P<2>).8f,2[4]*,9/2,10.0,10.331856,,                                           ,,8
280,3s2.3p2.(3P).9d,4D,7/2,8.0,10.359529,,                                           ,,9
281,3s2.3p2.(3P).9d,2F,7/2,8.0,10.364448,,                                           ,,9
282,3s2.3p2.(3P<2>).9f,2[5]*,11/2,12.0,10.375677,,                                           ,,9
283,3s2.3p2.(3P<2>).9f,2[4]*,9/2,10.0,10.376474,,                                           ,,9
284,Limit,NaN,NaN,NaN,10.486686,1.5e-05,NaN,NaN,NaN
