,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Reference,nQua
67,2s2.2p.4d,3P*,0,1.0,26.132949,,,4
68,2s2.2p.(2P*<1/2>).4f,2[5/2],3,7.0,26.164394,,,4
69,2s2.2p.(2P*<1/2>).4f,2[5/2],2,5.0,26.164749,,,4
70,2s2.2p.(2P*<1/2>).4f,2[7/2],3,7.0,26.167641,,,4
71,2s2.2p.(2P*<1/2>).4f,2[7/2],4,9.0,26.168135,,,4
72,2s2.2p.4d,1F*,3,7.0,26.173514,,,4
73,2s2.2p.(2P*<3/2>).4f,2[7/2],3,7.0,26.196278,,,4
74,2s2.2p.(2P*<3/2>).4f,2[7/2],4,9.0,26.197223,,,4
75,2s2.2p.4d,1P*,1,3.0,26.202344,,,4
76,2s2.2p.(2P*<3/2>).4f,2[9/2],5,11.0,26.209014,,,4
77,2s2.2p.(2P*<3/2>).4f,2[9/2],4,9.0,26.210511,,,4
78,2s2.2p.(2P*<3/2>).4f,2[5/2],3,7.0,26.211558,,,4
79,2s2.2p.(2P*<3/2>).4f,2[5/2],2,5.0,26.212139,,,4
80,2s2.2p.(2P*<3/2>).4f,2[3/2],1,3.0,26.220994,,,4
81,2s2.2p.(2P*<3/2>).4f,2[3/2],2,5.0,26.221455,,,4
82,2s.2p2.(4P).3s,3P,0,1.0,26.253573,,,3
83,2s.2p2.(4P).3s,3P,1,3.0,26.257305,,,3
84,2s.2p2.(4P).3s,3P,2,5.0,26.263284,,,3
85,2s2.2p.5s,3P*,0,1.0,26.558898,,,5
86,2s2.2p.5s,3P*,1,3.0,26.564568,,,5
87,2s2.2p.5s,3P*,2,5.0,26.580245,,,5
88,2s2.2p.5s,1P*,1,3.0,26.635424,,,5
89,2p4,3P,2,5.0,27.312,,,2
90,2p4,3P,1,3.0,27.31,,,2
91,2p4,3P,0,1.0,27.315,,,2
92,2s2.2p.5d,1D*,2,5.0,27.33794,,,5
93,2s2.2p.5d,3D*,2,5.0,27.3601,,,5
94,2s2.2p.5d,3D*,3,7.0,27.3653,,,5
95,2s2.2p.(2P*<1/2>).5f,2[5/2],3,7.0,27.407265,,,5
96,2s2.2p.(2P*<1/2>).5f,2[5/2],2,5.0,27.407576,,,5
97,2s2.2p.(2P*<1/2>).5f,2[7/2],3,7.0,27.40909,,,5
98,2s2.2p.(2P*<1/2>).5f,2[7/2],4,9.0,27.409602,,,5
99,2s2.2p.5d,1F*,3,7.0,27.418065,,,5
100,2s2.2p.(2P*<1/2>).5g,2[7/2]*,4,9.0,27.420805,,,5
101,2s2.2p.(2P*<1/2>).5g,2[7/2]*,3,7.0,27.420805,,,5
102,2s2.2p.(2P*<1/2>).5g,2[9/2]*,4,9.0,27.42126,,,5
103,2s2.2p.(2P*<1/2>).5g,2[9/2]*,5,11.0,27.421284,,,5
104,2s2.2p.(2P*<3/2>).5f,2[7/2],3,7.0,27.428609,,,5
105,2s2.2p.(2P*<3/2>).5f,2[7/2],4,9.0,27.429262,,,5
106,2s2.2p.5d,1P*,1,3.0,27.431029,,,5
107,2s2.2p.(2P*<3/2>).5f,2[5/2],3,7.0,27.43675,,,5
108,2s2.2p.(2P*<3/2>).5f,2[5/2],2,5.0,27.437237,,,5
109,2s2.2p.(2P*<3/2>).5f,2[9/2],5,11.0,27.437839,,,5
110,2s2.2p.(2P*<3/2>).5f,2[9/2],4,9.0,27.439081,,,5
111,2s2.2p.(2P*<3/2>).5g,2[9/2]*,4,9.0,27.440525,,,5
112,2s2.2p.(2P*<3/2>).5g,2[9/2]*,5,11.0,27.440537,,,5
113,2s2.2p.(2P*<3/2>).5g,2[7/2]*,3,7.0,27.443011,,,5
114,2s2.2p.(2P*<3/2>).5g,2[7/2]*,4,9.0,27.443034,,,5
115,2s2.2p.(2P*<3/2>).5f,2[3/2],1,3.0,27.444104,,,5
116,2s2.2p.(2P*<3/2>).5f,2[3/2],2,5.0,27.444457,,,5
117,2s2.2p.(2P*<3/2>).5g,2[11/2]*,5,11.0,27.445636,,,5
118,2s2.2p.(2P*<3/2>).5g,2[11/2]*,6,13.0,27.445638,,,5
119,2s2.2p.(2P*<3/2>).5g,2[5/2]*,2,5.0,27.44766,,,5
120,2s2.2p.(2P*<3/2>).5g,2[5/2]*,3,7.0,27.44766,,,5
121,2s2.2p.6s,3P*,1,3.0,27.616756,,,6
122,2s2.2p.6s,3P*,2,5.0,27.633399,,,6
123,2s.2p2.(4P).3p,3S*,1,3.0,27.657034,,,3
124,2s2.2p.6s,1P*,1,3.0,27.6611,,,6
125,2s.2p2.(4P).3p,5D*,0,1.0,27.728235,,,3
126,2s.2p2.(4P).3p,5D*,1,3.0,27.730126,,,3
127,2s.2p2.(4P).3p,5D*,2,5.0,27.733833,,,3
128,2s.2p2.(4P).3p,5D*,3,7.0,27.739182,,,3
129,2s.2p2.(4P).3p,5D*,4,9.0,27.745867,,,3
130,2s.2p2.(4P).3p,5P*,1,3.0,27.971269,,,3
131,2s.2p2.(4P).3p,5P*,2,5.0,27.974241,,,3
132,2s.2p2.(4P).3p,5P*,3,7.0,27.979665,,,3
133,2s2.2p.(2P*<1/2>).6f,2[5/2],3,7.0,28.080274,,,6
134,2s2.2p.(2P*<1/2>).6f,2[5/2],2,5.0,28.080517,,,6
135,2s2.2p.(2P*<1/2>).6f,2[7/2],3,7.0,28.081031,,,6
136,2s2.2p.(2P*<1/2>).6f,2[7/2],4,9.0,28.08144,,,6
137,2s2.2p.(2P*<3/2>).6f,2[7/2],3,7.0,28.099806,,,6
138,2s2.2p.(2P*<3/2>).6f,2[7/2],4,9.0,28.100182,,,6
139,2s2.2p.(2P*<3/2>).6f,2[5/2],3,7.0,28.104241,,,6
140,2s2.2p.(2P*<3/2>).6f,2[5/2],2,5.0,28.10454,,,6
141,2s2.2p.(2P*<3/2>).6f,2[9/2],5,11.0,28.10584,,,6
142,2s2.2p.(2P*<3/2>).6f,2[9/2],4,9.0,28.10675,,,6
143,2s2.2p.(2P*<3/2>).6f,2[3/2],1,3.0,28.10952,,,6
144,2s2.2p.(2P*<3/2>).6f,2[3/2],2,5.0,28.1098,,,6
145,2s.2p2.(4P).3p,3D*,1,3.0,28.354479,,,3
146,2s.2p2.(4P).3p,3D*,2,5.0,28.35913,,,3
147,2s.2p2.(4P).3p,3D*,3,7.0,28.366572,,,3
148,2s2.2p.(2P*<1/2>).7f,2[7/2],3,7.0,28.48523,,,7
149,2s2.2p.(2P*<1/2>).7f,2[7/2],4,9.0,28.48533,,,7
150,2s.2p2.(4P).3p,5S*,2,5.0,28.496399,,,3
151,2s2.2p.(2P*<3/2>).7f,2[7/2],4,9.0,28.5049,,,7
152,2s2.2p.(2P*<3/2>).7f,2[9/2],5,11.0,28.50869,,,7
153,2s2.2p.(2P*<3/2>).7f,2[9/2],4,9.0,28.50931,,,7
154,2s.2p2.(4P).3p,3P*,2,5.0,28.619488,,,3
155,2s.2p2.(4P).3d,5F,1,3.0,30.124337,,,3
156,2s.2p2.(4P).3d,5F,2,5.0,30.126519,,,3
157,2s.2p2.(4P).3d,5F,3,7.0,30.129743,,,3
158,2s.2p2.(4P).3d,5F,4,9.0,30.133933,,,3
159,2s.2p2.(4P).3d,5F,5,11.0,30.138939,,,3
160,2s.2p2.(4P).3d,5P,3,7.0,30.295949,,,3
161,2s.2p2.(4P).3d,5P,2,5.0,30.300731,,,3
162,2s.2p2.(4P).3d,5P,1,3.0,30.304034,,,3
163,2s.2p2.(4P).3d,5D,0,1.0,30.368161,,,3
164,2s.2p2.(4P).3d,5D,1,3.0,30.368676,,,3
165,2s.2p2.(4P).3d,5D,2,5.0,30.369653,,,3
166,2s.2p2.(4P).3d,5D,3,7.0,30.371039,,,3
167,2s.2p2.(4P).3d,5D,4,9.0,30.372819,,,3
168,2s.2p2.(4P).4f,5G*,4,9.0,33.274675,,,4
169,2s.2p2.(4P).4f,5G*,5,11.0,33.279324,,,4
170,2s.2p2.(4P).4f,5G*,6,13.0,33.285202,,,4
171,2s.2p2.(4P).4f,5D*,4,9.0,33.279252,,,4
172,2s.2p2.(4P).4f,5F*,3,7.0,33.31654,,,4
173,2s.2p2.(4P).4f,5F*,4,9.0,33.317643,,,4
174,2s.2p2.(4P).4f,5F*,5,11.0,33.318735,,,4
175,2s.2p2.(4P).5f,5G*,4,9.0,34.50896,,,5
176,2s.2p2.(4P).5f,5G*,5,11.0,34.51315,,,5
177,2s.2p2.(4P).5f,5G*,6,13.0,34.519713,,,5
178,Limit,NaN,NaN,NaN,29.60125,9e-05,NaN,NaN
