,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Leading percentages,Reference,nQua
20,3s2.3p3.(2D*).3d,3F*,2,5.0,15.626167,,  85         :    15  3s2.3p3.(2P*).3d 3F*  ,,3
21,3s2.3p3.(2D*).3d,3F*,3,7.0,15.649377,,  85         :    14  3s2.3p3.(2P*).3d 3F*  ,,3
22,3s2.3p3.(2D*).3d,3F*,4,9.0,15.678806,,  86         :    13  3s2.3p3.(2P*).3d 3F*  ,,3
23,3s2.3p3.(2D*).4s,3D*,1,3.0,15.712108,,  99                                        ,,4
24,3s2.3p3.(2D*).4s,3D*,2,5.0,15.714374,,  99                                        ,,4
25,3s2.3p3.(2D*).4s,3D*,3,7.0,15.719258,, 100                                        ,,4
26,3s2.3p3.(4S*).4p,5P,1,3.0,15.947218,, 100                                        ,,4
27,3s2.3p3.(4S*).4p,5P,2,5.0,15.95225,, 100                                        ,,4
28,3s2.3p3.(4S*).4p,5P,3,7.0,15.960588,, 100                                        ,,4
29,3s2.3p3.(2D*).4s,1D*,2,5.0,16.002264,,  99                                        ,,4
30,3s2.3p3.(4S*).4p,3P,1,3.0,16.335677,,  96                                        ,,4
31,3s2.3p3.(4S*).4p,3P,2,5.0,16.337232,,  96                                        ,,4
32,3s2.3p3.(4S*).4p,3P,0,1.0,16.337325,,  96                                        ,,4
33,3s2.3p3.(2D*).3d,3G*,3,7.0,16.386264,,  99                                        ,,3
34,3s2.3p3.(2D*).3d,3G*,4,9.0,16.387625,,  99                                        ,,3
35,3s2.3p3.(2D*).3d,3G*,5,11.0,16.389858,, 100                                        ,,3
36,3s2.3p3.(2D*).3d,1G*,4,9.0,16.662642,,  99                                        ,,3
37,3s2.3p3.(2P*).4s,3P*,0,1.0,17.081522,, 100                                        ,,4
38,3s2.3p3.(2P*).4s,3P*,1,3.0,17.085785,,  99                                        ,,4
39,3s2.3p3.(2P*).4s,3P*,2,5.0,17.094863,,  99                                        ,,4
40,3s2.3p3.(2P*).3d,1D*,2,5.0,17.187276,,  69         :    30  3s2.3p3.(2D*).3d 1D*  ,,3
41,3s2.3p3.(2P*).4s,1P*,1,3.0,17.390103,,  99                                        ,,4
42,3s2.3p3.(2D*).3d,3D*,1,3.0,17.449759,,  53         :    20  3s2.3p3.(4S*).3d 3D*  ,,3
43,3s2.3p3.(2D*).3d,3D*,2,5.0,17.483208,,  53         :    20  3s2.3p3.(4S*).3d 3D*  ,,3
44,3s2.3p3.(2D*).3d,3D*,3,7.0,17.525308,,  53         :    22  3s2.3p3.(4S*).3d 3D*  ,,3
45,3s2.3p3.(2P*).3d,3F*,4,9.0,17.853487,,  86         :    13  3s2.3p3.(2D*).3d 3F*  ,,3
46,3s2.3p3.(2P*).3d,3F*,3,7.0,17.875598,,  85         :    14  3s2.3p3.(2D*).3d 3F*  ,,3
47,3s2.3p3.(2P*).3d,3F*,2,5.0,17.896569,,  85         :    15  3s2.3p3.(2D*).3d 3F*  ,,3
48,3s2.3p3.(2P*).3d,3P*,0,1.0,17.999462,,  76         :    24  3s2.3p3.(2D*).3d 3P*  ,,3
49,3s2.3p3.(2P*).3d,3P*,1,3.0,18.029936,,  76         :    22  3s2.3p3.(2D*).3d 3P*  ,,3
50,3s2.3p3.(2P*).3d,3P*,2,5.0,18.103522,,  78         :    21  3s2.3p3.(2D*).3d 3P*  ,,3
51,3s2.3p3.(2D*).4p,1P,1,3.0,18.036001,,  83                                        ,,4
52,3s2.3p3.(2D*).4p,3D,1,3.0,18.142826,,  89                                        ,,4
53,3s2.3p3.(2D*).4p,3D,2,5.0,18.143296,,  95                                        ,,4
54,3s2.3p3.(2D*).4p,3D,3,7.0,18.160045,,  95                                        ,,4
55,3s2.3p3.(2D*).4p,3F,2,5.0,18.232572,,  98                                        ,,4
56,3s2.3p3.(2D*).4p,3F,3,7.0,18.241494,,  96                                        ,,4
57,3s2.3p3.(2D*).4p,3F,4,9.0,18.250504,, 100                                        ,,4
58,3s2.3p3.(2D*).4p,1F,3,7.0,18.300981,,  99                                        ,,4
59,3s2.3p3.(2D*).4p,3P,2,5.0,18.572848,,  90                                        ,,4
60,3s2.3p3.(2D*).4p,3P,1,3.0,18.591949,,  91                                        ,,4
61,3s2.3p3.(2D*).4p,3P,0,1.0,18.600221,,  92                                        ,,4
62,3s2.3p3.(2P*).3d,3D*,3,7.0,18.682358,,  50         :    19  3s2.3p3.(2P*).3d 3F*  ,,3
63,3s2.3p3.(2P*).3d,3D*,2,5.0,18.724101,,  76         :    20  3s2.3p3.(4S*).3d 3D*  ,,3
64,3s2.3p3.(2P*).3d,3D*,1,3.0,18.73839,,  74         :    20  3s2.3p3.(4S*).3d 3D*  ,,3
65,3s2.3p3.(2D*).3d,3S*,1,3.0,18.698444,,  98                                        ,,3
66,3s2.3p3.(2D*).3d,1F*,3,7.0,18.733276,,  30         :    29  3s2.3p3.(2P*).3d 3D*  ,,3
67,3s2.3p3.(4S*).5s,5S*,2,5.0,18.874723,,  99                                        ,,5
68,3s2.3p3.(2D*).4p,1D,2,5.0,19.001646,,  96                                        ,,4
69,3s2.3p3.(4S*).5s,3S*,1,3.0,19.048309,,  99                                        ,,5
70,3s2.3p3.(4S*).4d,5D*,0,1.0,19.1702,,  99                                        ,,4
71,3s2.3p3.(4S*).4d,5D*,1,3.0,19.170325,,  99                                        ,,4
72,3s2.3p3.(4S*).4d,5D*,2,5.0,19.170557,,  99                                        ,,4
73,3s2.3p3.(4S*).4d,5D*,3,7.0,19.170879,,  99                                        ,,4
74,3s2.3p3.(4S*).4d,5D*,4,9.0,19.171015,,  99                                        ,,4
75,3s2.3p3.(2D*).3d,3P*,2,5.0,19.475251,,  54         :    20  3s.3p5           3P*  ,,3
76,3s2.3p3.(2D*).3d,3P*,1,3.0,19.547949,,  53         :    21  3s.3p5           3P*  ,,3
77,3s2.3p3.(2D*).3d,3P*,0,1.0,19.584337,,  53         :    21  3s.3p5           3P*  ,,3
78,3s2.3p3.(2P*).4p,3S,1,3.0,19.611669,,  99                                        ,,4
79,3s2.3p3.(2D*).3d,1D*,2,5.0,19.622988,,  59         :    28  3s2.3p3.(2P*).3d 1D*  ,,3
80,3s2.3p3.(2P*).4p,3D,1,3.0,19.679461,,  94                                        ,,4
81,3s2.3p3.(2P*).4p,3D,2,5.0,19.685043,,  97                                        ,,4
82,3s2.3p3.(2P*).4p,3D,3,7.0,19.687234,,  98                                        ,,4
83,3s2.3p3.(4S*).5p,5P,1,3.0,19.769491,, 100                                        ,,5
84,3s2.3p3.(4S*).5p,5P,2,5.0,19.771346,, 100                                        ,,5
85,3s2.3p3.(4S*).5p,5P,3,7.0,19.774341,, 100                                        ,,5
86,3s2.3p3.(2P*).4p,1P,1,3.0,19.784891,,  82                                        ,,4
87,3s2.3p3.(2P*).4p,3P,0,1.0,19.817923,,  57         :    38  3s2.3p3.(4S*).5p 3P   ,,4
88,3s2.3p3.(2P*).4p,3P,1,3.0,19.837648,,  50         :    38  3s2.3p3.(4S*).5p 3P   ,,4
89,3s2.3p3.(2P*).4p,3P,2,5.0,19.855484,,  50         :    40  3s2.3p3.(4S*).5p 3P   ,,4
90,3s2.3p3.(2P*).3d,1F*,3,7.0,19.899186,,  50         :    37  3s2.3p3.(2D*).3d 3F*  ,,3
91,3s2.3p3.(2P*).4p,1D,2,5.0,20.00486,,  97                                        ,,4
92,3s2.3p3.(4S*).5p,3P,2,5.0,20.04042,,  52         :    45  3s2.3p3.(2P*).4p 3P   ,,5
93,3s2.3p3.(4S*).5p,3P,1,3.0,20.042863,,  56         :    42  3s2.3p3.(2P*).4p 3P   ,,5
94,3s2.3p3.(4S*).5p,3P,0,1.0,20.04485,,  58         :    40  3s2.3p3.(2P*).4p 3P   ,,5
95,3s2.3p3.(4S*).4d,3D*,3,7.0,20.060418,,  66         :    13  3s2.3p3.(4S*).3d 3D*  ,,4
96,3s2.3p3.(4S*).4d,3D*,2,5.0,20.074208,,  64         :    13  3s2.3p3.(4S*).3d 3D*  ,,4
97,3s2.3p3.(4S*).4d,3D*,1,3.0,20.084395,,  62         :    13  3s2.3p3.(4S*).3d 3D*  ,,4
98,3s2.3p3.(2D*).4d,1P*,1,3.0,20.235733,,  35         :    31  3s2.3p3.(2D*).3d 1P*  ,,4
99,3s2.3p3.(4S*).4f,5F,5,11.0,20.349901,, 100                                        ,,4
100,3s2.3p3.(4S*).4f,5F,4,9.0,20.349958,, 100                                        ,,4
101,3s2.3p3.(4S*).4f,5F,3,7.0,20.350011,, 100                                        ,,4
102,3s2.3p3.(4S*).4f,5F,2,5.0,20.350058,, 100                                        ,,4
103,3s2.3p3.(4S*).4f,5F,1,3.0,20.350098,, 100                                        ,,4
104,3s2.3p3.(4S*).4f,3F,2,5.0,20.359717,, 100                                        ,,4
105,3s2.3p3.(4S*).4f,3F,3,7.0,20.359729,, 100                                        ,,4
106,3s2.3p3.(4S*).4f,3F,4,9.0,20.359785,, 100                                        ,,4
107,3s2.3p3.(2P*).4p,1S,0,1.0,20.668166,,  96                                        ,,4
108,3s2.3p3.(4S*).6s,5S*,2,5.0,20.913032,,  99                                        ,,6
109,3s2.3p3.(4S*).6s,3S*,1,3.0,20.984073,,  99                                        ,,6
110,3s2.3p3.(4S*).5d,5D*,0,1.0,21.052517,,                                            ,,5
111,3s2.3p3.(4S*).5d,5D*,1,3.0,21.052542,,                                            ,,5
112,3s2.3p3.(4S*).5d,5D*,2,5.0,21.052575,,                                            ,,5
113,3s2.3p3.(4S*).5d,5D*,3,7.0,21.052638,,                                            ,,5
114,3s2.3p3.(4S*).5d,5D*,4,9.0,21.052739,,                                            ,,5
115,3s2.3p3.(2P*).3d,1P*,1,3.0,21.103605,,  66         :    22  3s2.3p3.(2P*).4d 1P*  ,,3
116,3s2.3p3.(2D*).5s,3D*,1,3.0,21.141375,,  99                                        ,,5
117,3s2.3p3.(2D*).5s,3D*,2,5.0,21.143903,,  99                                        ,,5
118,3s2.3p3.(2D*).5s,3D*,3,7.0,21.1489,, 100                                        ,,5
119,3s2.3p3.(4S*).5d,3D*,3,7.0,21.198125,,                                            ,,5
120,3s2.3p3.(4S*).5d,3D*,2,5.0,21.20215,,                                            ,,5
121,3s2.3p3.(4S*).5d,3D*,1,3.0,21.207813,,                                            ,,5
122,3s2.3p3.(2D*).5s,1D*,2,5.0,21.227451,,  99                                        ,,5
123,3s2.3p3.(4S*).6p,5P,1,3.0,21.330868,,                                            ,,6
124,3s2.3p3.(4S*).6p,5P,2,5.0,21.331742,,                                            ,,6
125,3s2.3p3.(4S*).6p,5P,3,7.0,21.333172,,                                            ,,6
126,3s2.3p3.(2D*).4d,3F*,2,5.0,21.396543,,  97                                        ,,4
127,3s2.3p3.(2D*).4d,3F*,3,7.0,21.406179,,  95                                        ,,4
128,3s2.3p3.(2D*).4d,3F*,4,9.0,21.417426,,  93                                        ,,4
129,3s2.3p3.(2D*).4d,3G*,3,7.0,21.477139,,  97                                        ,,4
130,3s2.3p3.(2D*).4d,3G*,4,9.0,21.479804,,  94                                        ,,4
131,3s2.3p3.(2D*).4d,3G*,5,11.0,21.483945,, 100                                        ,,4
132,3s2.3p3.(2D*).4d,1G*,4,9.0,21.526137,,  99                                        ,,4
133,3s2.3p3.(4S*).5f,5F,5,11.0,21.597136,,                                            ,,5
134,3s2.3p3.(4S*).5f,5F,4,9.0,21.597188,,                                            ,,5
135,3s2.3p3.(4S*).5f,5F,2,5.0,21.597277,,                                            ,,5
136,3s2.3p3.(4S*).5f,5F,1,3.0,21.597306,,                                            ,,5
137,3s2.3p3.(4S*).5f,5F,3,7.0,21.597608,,                                            ,,5
138,3s2.3p3.(4S*).5f,3F,2,5.0,21.605217,,                                            ,,5
139,3s2.3p3.(4S*).5f,3F,3,7.0,21.605231,,                                            ,,5
140,3s2.3p3.(4S*).5f,3F,4,9.0,21.605283,,                                            ,,5
141,3s2.3p3.(4S*).5g,5G*,3,7.0,21.630382,,                                            ,,5
142,3s2.3p3.(4S*).5g,5G*,6,13.0,21.630385,,                                            ,,5
143,3s2.3p3.(4S*).5g,5G*,5,11.0,21.630387,,                                            ,,5
144,3s2.3p3.(4S*).5g,5G*,4,9.0,21.630389,,                                            ,,5
145,3s2.3p3.(4S*).5g,3G*,3,7.0,21.630406,,                                            ,,5
146,3s2.3p3.(4S*).5g,3G*,4,9.0,21.630406,,                                            ,,5
147,3s2.3p3.(4S*).5g,3G*,5,11.0,21.630523,,                                            ,,5
148,3s2.3p3.(2D*).4d,3D*,1,3.0,21.670956,,  95                                        ,,4
149,3s2.3p3.(2D*).4d,3D*,2,5.0,21.675245,,  95                                        ,,4
150,3s2.3p3.(2D*).4d,3D*,3,7.0,21.679225,,  95                                        ,,4
151,3s2.3p3.(4S*).7s,5S*,2,5.0,21.903066,,                                            ,,7
152,3s2.3p3.(4S*).7s,3S*,1,3.0,21.939903,,                                            ,,7
153,3s2.3p3.(4S*).6d,5D*,0,1.0,21.978431,,                                            ,,6
154,3s2.3p3.(4S*).6d,5D*,1,3.0,21.978459,,                                            ,,6
155,3s2.3p3.(4S*).6d,5D*,2,5.0,21.97849,,                                            ,,6
156,3s2.3p3.(4S*).6d,5D*,3,7.0,21.978533,,                                            ,,6
157,3s2.3p3.(4S*).6d,5D*,4,9.0,21.978586,,                                            ,,6
158,3s2.3p3.(2D*).4d,3S*,1,3.0,21.997955,,  99                                        ,,4
159,3s2.3p3.(2D*).5p,3D,1,3.0,22.000344,,  55         :    40  3s2.3p3.(2D*).5p 1P   ,,5
160,3s2.3p3.(2D*).5p,3D,2,5.0,22.004606,,  90                                        ,,5
161,3s2.3p3.(2D*).5p,3D,3,7.0,22.013239,,  84         :    14  3s2.3p3.(2D*).5p 3F   ,,5
162,3s2.3p3.(2D*).5p,1P,1,3.0,22.016118,,  54         :    43  3s2.3p3.(2D*).5p 3D   ,,5
163,3s2.3p3.(2D*).5p,3F,2,5.0,22.024345,,  94                                        ,,5
164,3s2.3p3.(2D*).5p,3F,3,7.0,22.029748,,  85         :    14  3s2.3p3.(2D*).5p 3D   ,,5
165,3s2.3p3.(2D*).5p,3F,4,9.0,22.035785,,                                            ,,5
166,3s2.3p3.(2D*).4d,3P*,0,1.0,22.0315,,  87                                        ,,4
167,3s2.3p3.(2D*).4d,3P*,1,3.0,22.039042,,  88                                        ,,4
168,3s2.3p3.(2D*).4d,3P*,2,5.0,22.046793,,  89                                        ,,4
169,3s2.3p3.(2D*).5p,1F,3,7.0,22.049696,, 100                                        ,,5
170,3s2.3p3.(2D*).5p,3P,2,5.0,22.088033,,  92                                        ,,5
171,3s2.3p3.(2D*).5p,3P,1,3.0,22.091177,,  94                                        ,,5
172,3s2.3p3.(2D*).5p,3P,0,1.0,22.092483,,  96                                        ,,5
173,3s2.3p3.(4S*).7p,5P,1,3.0,22.131737,,                                            ,,7
174,3s2.3p3.(4S*).7p,5P,2,5.0,22.132244,,                                            ,,7
175,3s2.3p3.(4S*).7p,5P,3,7.0,22.132942,,                                            ,,7
176,3s2.3p3.(2D*).4d,1D*,2,5.0,22.136288,,  84                                        ,,4
177,3s2.3p3.(4S*).6d,3D*,1,3.0,22.15872,,                                            ,,6
178,3s2.3p3.(4S*).6d,3D*,2,5.0,22.163524,,                                            ,,6
179,3s2.3p3.(4S*).6d,3D*,3,7.0,22.167518,,                                            ,,6
180,3s2.3p3.(2D*).4d,1F*,3,7.0,22.238552,,  81         :    15  3s2.3p3.(2D*).3d 1F*  ,,4
181,3s2.3p3.(4S*).6f,5F,5,11.0,22.276289,,                                            ,,6
182,3s2.3p3.(4S*).6f,5F,4,9.0,22.27633,,                                            ,,6
183,3s2.3p3.(4S*).6f,5F,3,7.0,22.276387,,                                            ,,6
184,3s2.3p3.(4S*).6f,5F,2,5.0,22.276432,,                                            ,,6
185,3s2.3p3.(4S*).6f,5F,1,3.0,22.276463,,                                            ,,6
186,3s2.3p3.(4S*).6f,3F,2,5.0,22.282117,,                                            ,,6
187,3s2.3p3.(4S*).6f,3F,3,7.0,22.282126,,                                            ,,6
188,3s2.3p3.(4S*).6f,3F,4,9.0,22.282167,,                                            ,,6
189,3s2.3p3.(4S*).6g,5G*,6,13.0,22.297783,,                                            ,,6
190,3s2.3p3.(4S*).6g,5G*,2,5.0,22.297797,,                                            ,,6
191,3s2.3p3.(4S*).6g,5G*,3,7.0,22.297797,,                                            ,,6
192,3s2.3p3.(4S*).6g,5G*,4,9.0,22.297797,,                                            ,,6
193,3s2.3p3.(4S*).6g,5G*,5,11.0,22.297799,,                                            ,,6
194,3s2.3p3.(4S*).6g,3G*,4,9.0,22.297803,,                                            ,,6
195,3s2.3p3.(4S*).6g,3G*,3,7.0,22.297803,,                                            ,,6
196,3s2.3p3.(4S*).6g,3G*,5,11.0,22.297902,,                                            ,,6
197,3s2.3p3.(2D*).4d,1P*,1,3.0,22.300922,,  54         :    24  3s.3p5           1P*  ,,4
198,3s2.3p3.(2D*).5p,1D,2,5.0,22.301462,,  97                                        ,,5
199,3s2.3p3.(4S*).7d,5D*,4,9.0,22.505014,,                                            ,,7
200,3s2.3p3.(2D*).4f,3G,3,7.0,22.577022,,  85                                        ,,4
201,3s2.3p3.(2D*).4f,3G,4,9.0,22.579571,,  62         :    22  3s2.3p3.(2D*).4f 3F   ,,4
202,3s2.3p3.(2D*).4f,3G,5,11.0,22.593114,,  89                                        ,,4
203,3s2.3p3.(2D*).4f,aD,2,5.0,22.587493,,  40         :    35  3s2.3p3.(2D*).4f 3D   ,,4
204,3s2.3p3.(2D*).4f,aD,3,7.0,22.588074,,  83         :    11  3s2.3p3.(2D*).4f 3F   ,,4
205,3s2.3p3.(2D*).4f,aD,1,3.0,22.604339,,  89         :    10  3s2.3p3.(2D*).4f 1P   ,,4
206,3s2.3p3.(2D*).4f,3H,5,11.0,22.588879,,  56         :    34  3s2.3p3.(2D*).4f 1H   ,,4
207,3s2.3p3.(2D*).4f,3H,4,9.0,22.589861,,  95                                        ,,4
208,3s2.3p3.(2D*).4f,3H,6,13.0,22.59723,, 100                                        ,,4
209,3s2.3p3.(2D*).4f,3F,4,9.0,22.59398,,  68         :    30  3s2.3p3.(2D*).4f 3G   ,,4
210,3s2.3p3.(2D*).4f,3F,3,7.0,22.596519,,  77         :    10  3s2.3p3.(2D*).4f 3G   ,,4
211,3s2.3p3.(2D*).4f,3F,2,5.0,22.599008,,  68         :    23  3s2.3p3.(2D*).4f 3D   ,,4
212,3s2.3p3.(2D*).4f,1H,5,11.0,22.597038,,  59         :    40  3s2.3p3.(2D*).4f 3H   ,,4
213,3s2.3p3.(4S*).8p,5P,1,3.0,22.598344,,                                            ,,8
214,3s2.3p3.(4S*).8p,5P,2,5.0,22.598615,,                                            ,,8
215,3s2.3p3.(4S*).8p,5P,3,7.0,22.599103,,                                            ,,8
216,3s2.3p3.(2D*).4f,1P,1,3.0,22.599913,,  81         :    11  3s2.3p3.(2D*).4f 3P   ,,4
217,3s2.3p3.(2D*).4f,1G,4,9.0,22.603009,,  83                                        ,,4
218,3s2.3p3.(2D*).4f,3P,2,5.0,22.603994,,  71         :    17  3s2.3p3.(2D*).4f 1D   ,,4
219,3s2.3p3.(2D*).4f,3P,1,3.0,22.608241,,  88                                        ,,4
220,3s2.3p3.(2D*).4f,3P,0,1.0,22.609151,, 100                                        ,,4
221,3s2.3p3.(2D*).4f,1F,3,7.0,22.604112,,  87                                        ,,4
222,3s2.3p3.(2D*).4f,bD,2,5.0,22.605311,,  39         :    37  3s2.3p3.(2D*).4f 3D   ,,4
223,3s2.3p3.(2P*).5s,3P*,0,1.0,22.607259,, 100                                        ,,5
224,3s2.3p3.(2P*).5s,3P*,1,3.0,22.611545,,  99                                        ,,5
225,3s2.3p3.(2P*).5s,3P*,2,5.0,22.62101,,  99                                        ,,5
226,3s2.3p3.(4S*).7f,5F,5,11.0,22.685747,,                                            ,,7
227,3s2.3p3.(4S*).7f,5F,2,5.0,22.685848,,                                            ,,7
228,3s2.3p3.(4S*).7f,5F,3,7.0,22.685848,,                                            ,,7
229,3s2.3p3.(4S*).7f,5F,1,3.0,22.685848,,                                            ,,7
230,3s2.3p3.(4S*).7f,5F,4,9.0,22.685848,,                                            ,,7
231,3s2.3p3.(4S*).7f,3F,2,5.0,22.690079,,                                            ,,7
232,3s2.3p3.(4S*).7f,3F,3,7.0,22.690083,,                                            ,,7
233,3s2.3p3.(4S*).7f,3F,4,9.0,22.690108,,                                            ,,7
234,3s2.3p3.(4S*).7g,3G*,4,9.0,22.700221,,                                            ,,7
235,3s2.3p3.(4S*).7g,3G*,3,7.0,22.700221,,                                            ,,7
236,3s2.3p3.(4S*).7g,3G*,5,11.0,22.700338,,                                            ,,7
237,3s2.3p3.(4S*).7g,5G*,6,13.0,22.700227,,                                            ,,7
238,3s2.3p3.(4S*).7g,5G*,5,11.0,22.700233,,                                            ,,7
239,3s2.3p3.(4S*).7g,5G*,4,9.0,22.700235,,                                            ,,7
240,3s2.3p3.(4S*).7g,5G*,3,7.0,22.700242,,                                            ,,7
241,3s2.3p3.(2P*).5s,1P*,1,3.0,22.732378,,  99                                        ,,5
242,3s2.3p3.(2P*).4d,3F*,4,9.0,22.891236,,  98                                        ,,4
243,3s2.3p3.(2P*).4d,3F*,3,7.0,22.894596,,  97                                        ,,4
244,3s2.3p3.(2P*).4d,3F*,2,5.0,22.894962,,  96                                        ,,4
245,3s2.3p3.(4S*).8f,5F,2,5.0,22.951199,,                                            ,,8
246,3s2.3p3.(4S*).8f,5F,5,11.0,22.951199,,                                            ,,8
247,3s2.3p3.(4S*).8f,5F,3,7.0,22.951199,,                                            ,,8
248,3s2.3p3.(4S*).8f,5F,4,9.0,22.951199,,                                            ,,8
249,3s2.3p3.(4S*).8f,3F,3,7.0,22.954356,,                                            ,,8
250,3s2.3p3.(4S*).8f,3F,4,9.0,22.954359,,                                            ,,8
251,3s2.3p3.(4S*).8g,5G*,3,7.0,22.961371,,                                            ,,8
252,3s2.3p3.(4S*).8g,5G*,6,13.0,22.961396,,                                            ,,8
253,3s2.3p3.(4S*).8g,5G*,4,9.0,22.961406,,                                            ,,8
254,3s2.3p3.(4S*).8g,5G*,5,11.0,22.961409,,                                            ,,8
255,3s2.3p3.(4S*).8g,3G*,4,9.0,22.961385,,                                            ,,8
256,3s2.3p3.(4S*).8g,3G*,3,7.0,22.961385,,                                            ,,8
257,3s2.3p3.(4S*).8g,3G*,5,11.0,22.961494,,                                            ,,8
258,3s2.3p3.(2P*).4d,3P*,2,5.0,23.032192,,  69         :    20  3s2.3p3.(2P*).4d 3D*  ,,4
259,3s2.3p3.(2P*).4d,3P*,1,3.0,23.045182,,  94                                        ,,4
260,3s2.3p3.(2P*).4d,3D*,3,7.0,23.04465,,  98                                        ,,4
261,3s2.3p3.(4S*).9f,5F,5,11.0,23.133046,,                                            ,,9
262,3s2.3p3.(4S*).9f,3F,4,9.0,23.135375,,                                            ,,9
263,3s2.3p3.(2D*).6s,3D*,1,3.0,23.165947,,  99                                        ,,6
264,3s2.3p3.(2D*).6s,3D*,2,5.0,23.168043,,  99                                        ,,6
265,3s2.3p3.(2D*).6s,3D*,3,7.0,23.172667,, 100                                        ,,6
266,3s2.3p3.(2D*).6s,1D*,2,5.0,23.202776,,  99                                        ,,6
267,3s2.3p3.(4S*).10f,5F,5,11.0,23.262953,,                                            ,,10
268,3s2.3p3.(2D*).5d,3G*,1,3.0,23.320187,,                                            ,,5
269,3s2.3p3.(2D*).5d,3G*,4,9.0,23.320566,,                                            ,,5
270,3s2.3p3.(2D*).5d,3G*,5,11.0,23.324986,,                                            ,,5
271,3s2.3p3.(2P*).4d,1F*,3,7.0,23.339746,,  94                                        ,,4
272,3s2.3p3.(2P*).5p,3D,2,5.0,23.410458,,  98                                        ,,5
273,3s2.3p3.(2P*).5p,3D,3,7.0,23.414216,,  99                                        ,,5
274,Limit,NaN,NaN,NaN,23.81364,0.00012,NaN,NaN,NaN
