,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Lande,Leading percentages,Reference,nQua
53,3s2.3p.4d,3D*,2,5.0,15.863741,,1.284,  58         :    37  3p.4d                3P*      ,,4
54,3s2.3p.4d,1D*,2,5.0,15.839663,,1.098,  55         :    19  3p.4d                3D*      ,,4
55,3s2.3p.5p,1P,1,3.0,16.00756,,0.94,  85         :    13  3s2.3p.5p            3D       ,,5
56,3s2.3p.5p,3D,1,3.0,16.064553,,0.62,  82         :    11  3s2.3p.5p            1P       ,,5
57,3s2.3p.5p,3D,2,5.0,16.076436,,1.187,  93         :     5  3s2.3p.5p            3P       ,,5
58,3s2.3p.5p,3D,3,7.0,16.120363,,1.34, 100                                                ,,5
59,3s2.3p.5p,3P,0,1.0,16.125151,,,  99         :     1  3s2.3p.5p            1S       ,,5
60,3s2.3p.5p,3P,1,3.0,16.139448,,1.473,  84         :     7  3s2.3p.5p            3S       ,,5
61,3s2.3p.5p,3P,2,5.0,16.167512,,1.47,  93         :     6  3s2.3p.5p            3D       ,,5
62,3s2.3p.4d,1F*,3,7.0,16.135641,,1.0, 100                                                ,,4
63,3s2.3p.5p,3S,1,3.0,16.217225,,1.96,  91         :     8  3s2.3p.5p            3P       ,,5
64,3s2.3p.(2P*).4f F,2[5/2],3,7.0,16.231124,,1.02,  76     or  :    81  3s2.3p.(2P*).4f      1F       ,,4
65,3s2.3p.(2P*).4f F,2[5/2],2,5.0,16.235643,,0.674,  96     or  :    96  3s2.3p.(2P*).4f      3F       ,,4
66,3s2.3p.(2P*).4f F,2[7/2],3,7.0,16.241066,,1.03,  70     or  :    78  3s2.3p.(2P*).4f      3F       ,,4
67,3s2.3p.(2P*).4f F,2[7/2],4,9.0,16.245017,,1.22,  90     or  :    90  3s2.3p.(2P*).4f      3F       ,,4
68,3s2.3p.5p,1D,2,5.0,16.285621,,1.005,  97         :     1  3s2.3p.5p            3D       ,,5
69,3s2.3p.(2P*).4f G,2[7/2],3,7.0,16.320184,,0.79,  89     or  :    89  3s2.3p.(2P*).4f      3G       ,,4
70,3s2.3p.(2P*).4f G,2[7/2],4,9.0,16.327323,,1.06,  81     or  :    77  3s2.3p.(2P*).4f      3G       ,,4
71,3s2.3p.4d,1P*,1,3.0,16.33651,,0.999,  92         :     7  3s.3p3               1P*      ,,4
72,3s2.3p.(2P*).4f G,2[9/2],5,11.0,16.358511,,1.2, 100     or  :   100  3s2.3p.(2P*).4f      3G       ,,4
73,3s2.3p.(2P*).4f G,2[9/2],4,9.0,16.375553,,1.01,  90     or  :    83  3s2.3p.(2P*).4f      1G       ,,4
74,3s2.3p.(2P*).4f D,2[5/2],3,7.0,16.382337,,1.32,  96     or  :    96  3s2.3p.(2P*).4f      3D       ,,4
75,3s2.3p.(2P*).4f D,2[5/2],2,5.0,16.386182,,1.063,  96     or  :    54  3s2.3p.(2P*).4f      1D       ,,4
76,3s2.3p.(2P*).4f D,2[3/2],1,3.0,16.412004,,0.5, 100     or  :   100  3s2.3p.(2P*).4f      3D       ,,4
77,3s2.3p.(2P*).4f D,2[3/2],2,5.0,16.415126,,1.083, 100     or  :    56  3s2.3p.(2P*).4f      3D       ,,4
78,3s2.3p.5p,1S,0,1.0,16.477625,,,  99         :     1  3s2.3p.5p            3P       ,,5
79,3s2.3p.6s,3P*,0,1.0,17.079702,,, 100                                                ,,6
80,3s2.3p.6s,3P*,1,3.0,17.088311,,1.42,  83         :    17  3s2.3p.6s            1P*      ,,6
81,3s2.3p.6s,3P*,2,5.0,17.148142,,1.5, 100                                                ,,6
82,3s2.3p.6s,1P*,1,3.0,17.174502,,1.08,  83         :    17  3s2.3p.6s            3P*      ,,6
83,3s2.3p.5d,3F*,2,5.0,17.178317,,0.69,  95         :     4  3s2.3p.5d            1D*      ,,5
84,3s2.3p.5d,3F*,3,7.0,17.20199,,1.08,  96         :     3  3s2.3p.5d            3D*      ,,5
85,3s2.3p.5d,3F*,4,9.0,17.238726,,1.25, 100                                                ,,5
86,3s2.3p.5d,1D*,2,5.0,17.260178,,1.12,  60         :    21  3s2.3p.5d            3P*      ,,5
87,3s2.3p.5d,3D*,1,3.0,17.299063,,0.69,  79         :    19  3s2.3p.5d            3P*      ,,5
88,3s2.3p.5d,3D*,2,5.0,17.311005,,1.18,  40         :    31  3s2.3p.5d            1D*      ,,5
89,3s2.3p.5d,3D*,3,7.0,17.333518,,1.33,  95         :     4  3s2.3p.5d            3F*      ,,5
90,3s2.3p.5d,3P*,2,5.0,17.348308,,1.34,  54         :    44  3s2.3p.5d            3D*      ,,5
91,3s2.3p.5d,3P*,1,3.0,17.352575,,1.3,  80         :    19  3s2.3p.5d            3D*      ,,5
92,3s2.3p.5d,3P*,0,1.0,17.354233,,,  99                                                ,,5
93,3s2.3p.5d,1F*,3,7.0,17.475606,,1.01,  98         :     1  3s2.3p.5d            3D*      ,,5
94,3s2.3p.(2P*).5f F,2[5/2],3,7.0,17.522007,,,         or  :        3s2.3p.(2P*<1/2>).5f 2[5/2]   ,,5
95,3s2.3p.(2P*).5f F,2[5/2],2,5.0,17.523366,,,         or  :        3s2.3p.(2P*<1/2>).5f 2[5/2]   ,,5
96,3s2.3p.(2P*).5f F,2[7/2],3,7.0,17.525682,,,         or  :        3s2.3p.(2P*<1/2>).5f 2[7/2]   ,,5
97,3s2.3p.(2P*).5f F,2[7/2],4,9.0,17.52765,,,         or  :        3s2.3p.(2P*<1/2>).5f 2[7/2]   ,,5
98,3s2.3p.5d,1P*,1,3.0,17.54226,,,                                                    ,,5
99,3s2.3p.(2P*<1/2>).5g,2[7/2]*,4,9.0,17.579416,,,         or  :        3s2.3p.(2P*).5g.G*   2[7/2]*  ,,5
100,3s2.3p.(2P*<1/2>).5g,2[7/2]*,3,7.0,17.579427,,,         or  :        3s2.3p.(2P*).5g.G*   2[7/2]*  ,,5
101,3s2.3p.(2P*<1/2>).5g,2[9/2]*,4,9.0,17.580444,,,         or  :        3s2.3p.(2P*).5g.G*   2[9/2]*  ,,5
102,3s2.3p.(2P*<1/2>).5g,2[9/2]*,5,11.0,17.580486,,,         or  :        3s2.3p.(2P*).5g.G*   2[9/2]*  ,,5
103,3s2.3p.(2P*).5f G,2[7/2],3,7.0,17.582571,,,         or  :        3s2.3p.(2P*<3/2>).5f 2[7/2]   ,,5
104,3s2.3p.(2P*).5f G,2[7/2],4,9.0,17.586899,,,         or  :        3s2.3p.(2P*<3/2>).5f 2[7/2]   ,,5
105,3s2.3p.(2P*).5f G,2[9/2],5,11.0,17.606672,,,         or  :        3s2.3p.(2P*<3/2>).5f 2[9/2]   ,,5
106,3s2.3p.(2P*).5f G,2[9/2],4,9.0,17.620476,,,         or  :        3s2.3p.(2P*<3/2>).5f 2[9/2]   ,,5
107,3s2.3p.(2P*).5f D,2[5/2],3,7.0,17.617033,,,         or  :        3s2.3p.(2P*<3/2>).5f 2[5/2]   ,,5
108,3s2.3p.(2P*).5f D,2[5/2],2,5.0,17.618655,,,         or  :        3s2.3p.(2P*<3/2>).5f 2[5/2]   ,,5
109,3s2.3p.(2P*).5f D,2[3/2],1,3.0,17.640007,,,         or  :        3s2.3p.(2P*<3/2>).5f 2[3/2]   ,,5
110,3s2.3p.(2P*).5f D,2[3/2],2,5.0,17.640557,,,         or  :        3s2.3p.(2P*<3/2>).5f 2[3/2]   ,,5
111,3s2.3p.(2P*<3/2>).5g,2[9/2]*,4,9.0,17.642363,,,         or  :        3s2.3p.(2P*).5g.H*   2[9/2]*  ,,5
112,3s2.3p.(2P*<3/2>).5g,2[9/2]*,5,11.0,17.642397,,,         or  :        3s2.3p.(2P*).5g.H*   2[9/2]*  ,,5
113,3s2.3p.(2P*<3/2>).5g,2[7/2]*,4,9.0,17.650093,,,         or  :        3s2.3p.(2P*).5g.F*   2[7/2]*  ,,5
114,3s2.3p.(2P*<3/2>).5g,2[7/2]*,3,7.0,17.650113,,,         or  :        3s2.3p.(2P*).5g.F*   2[7/2]*  ,,5
115,3s2.3p.(2P*<3/2>).5g,2[11/2]*,6,13.0,17.657637,,,         or  :        3s2.3p.(2P*).5g.H*   2[11/2]* ,,5
116,3s2.3p.(2P*<3/2>).5g,2[11/2]*,5,11.0,17.657699,,,         or  :        3s2.3p.(2P*).5g.H*   2[11/2]* ,,5
117,3s2.3p.(2P*<3/2>).5g,2[5/2]*,2,5.0,17.664315,,,         or  :        3s2.3p.(2P*).5g.F*   2[5/2]*  ,,5
118,3s2.3p.(2P*<3/2>).5g,2[5/2]*,3,7.0,17.66435,,,         or  :        3s2.3p.(2P*).5g.F*   2[5/2]*  ,,5
119,3s2.3p.(2P*).6f F,2[5/2],2,5.0,18.210964,,,         or  :        3s2.3p.(2P*<1/2>).6f 2[5/2]   ,,6
120,3s2.3p.(2P*).6f F,2[5/2],3,7.0,18.212582,,,         or  :        3s2.3p.(2P*<1/2>).6f 2[5/2]   ,,6
121,3s2.3p.(2P*).6f F,2[7/2],3,7.0,18.214682,,,         or  :        3s2.3p.(2P*<1/2>).6f 2[7/2]   ,,6
122,3s2.3p.(2P*).6f F,2[7/2],4,9.0,18.215977,,,         or  :        3s2.3p.(2P*<1/2>).6f 2[7/2]   ,,6
123,3s2.3p.(2P*<1/2>).6g,2[7/2]*,4,9.0,18.250252,,,         or  :        3s2.3p.(2P*).6g.G*   2[7/2]*  ,,6
124,3s2.3p.(2P*<1/2>).6g,2[7/2]*,3,7.0,18.250267,,,         or  :        3s2.3p.(2P*).6g.G*   2[7/2]*  ,,6
125,3s2.3p.(2P*<1/2>).6g,2[9/2]*,4,9.0,18.250459,,,         or  :        3s2.3p.(2P*).6g.G*   2[9/2]*  ,,6
126,3s2.3p.(2P*<1/2>).6g,2[9/2]*,5,11.0,18.250504,,,         or  :        3s2.3p.(2P*).6g.G*   2[9/2]*  ,,6
127,3s2.3p.(2P*).6f G,2[7/2],3,7.0,18.273149,,,         or  :        3s2.3p.(2P*<3/2>).6f 2[7/2]   ,,6
128,3s2.3p.(2P*).6f G,2[7/2],4,9.0,18.273794,,,         or  :        3s2.3p.(2P*<3/2>).6f 2[7/2]   ,,6
129,3s2.3p.(2P*).6f G,2[9/2],5,11.0,18.288833,,,         or  :        3s2.3p.(2P*<3/2>).6f 2[9/2]   ,,6
130,3s2.3p.(2P*).6f G,2[9/2],4,9.0,18.298716,,,         or  :        3s2.3p.(2P*<3/2>).6f 2[9/2]   ,,6
131,3s2.3p.(2P*<3/2>).6g,2[9/2]*,4,9.0,18.314578,,,         or  :        3s2.3p.(2P*).6g.H*   2[9/2]*  ,,6
132,3s2.3p.(2P*<3/2>).6g,2[9/2]*,5,11.0,18.314605,,,         or  :        3s2.3p.(2P*).6g.H*   2[9/2]*  ,,6
133,3s2.3p.(2P*<3/2>).6g,2[7/2]*,4,9.0,18.318729,,,         or  :        3s2.3p.(2P*).6g.F*   2[7/2]*  ,,6
134,3s2.3p.(2P*<3/2>).6g,2[7/2]*,3,7.0,18.318747,,,         or  :        3s2.3p.(2P*).6g.F*   2[7/2]*  ,,6
135,3s2.3p.(2P*<3/2>).6g,2[11/2]*,6,13.0,18.323842,,,         or  :        3s2.3p.(2P*).6g.H*   2[11/2]* ,,6
136,3s2.3p.(2P*<3/2>).6g,2[11/2]*,5,11.0,18.323901,,,         or  :        3s2.3p.(2P*).6g.H*   2[11/2]* ,,6
137,3s2.3p.(2P*<3/2>).6g,2[5/2]*,2,5.0,18.327751,,,         or  :        3s2.3p.(2P*).6g.F*   2[5/2]*  ,,6
138,3s2.3p.(2P*<3/2>).6g,2[5/2]*,3,7.0,18.327782,,,         or  :        3s2.3p.(2P*).6g.F*   2[5/2]*  ,,6
139,3s2.3p.(2P*<1/2>).7g,2[9/2]*,4,9.0,18.654098,,,         or  :        3s2.3p.(2P*).7g.G*   2[9/2]*  ,,7
140,3s2.3p.(2P*<1/2>).7g,2[9/2]*,5,11.0,18.654131,,,         or  :        3s2.3p.(2P*).7g.G*   2[9/2]*  ,,7
141,3s2.3p.(2P*<1/2>).7g,2[7/2]*,4,9.0,18.654127,,,         or  :        3s2.3p.(2P*).7g.G*   2[7/2]*  ,,7
142,3s2.3p.(2P*<1/2>).7g,2[7/2]*,3,7.0,18.654131,,,         or  :        3s2.3p.(2P*).7g.G*   2[7/2]*  ,,7
143,3s2.3p.(2P*<3/2>).7g,2[9/2]*,4,9.0,18.719858,,,         or  :        3s2.3p.(2P*).7g.H*   2[9/2]*  ,,7
144,3s2.3p.(2P*<3/2>).7g,2[9/2]*,5,11.0,18.719874,,,         or  :        3s2.3p.(2P*).7g.H*   2[9/2]*  ,,7
145,3s2.3p.(2P*<3/2>).7g,2[7/2]*,4,9.0,18.722345,,,         or  :        3s2.3p.(2P*).7g.F*   2[7/2]*  ,,7
146,3s2.3p.(2P*<3/2>).7g,2[7/2]*,3,7.0,18.722358,,,         or  :        3s2.3p.(2P*).7g.F*   2[7/2]*  ,,7
147,3s2.3p.(2P*<3/2>).7g,2[11/2]*,6,13.0,18.725815,,,         or  :        3s2.3p.(2P*).7g.H*   2[11/2]* ,,7
148,3s2.3p.(2P*<3/2>).7g,2[11/2]*,5,11.0,18.725869,,,         or  :        3s2.3p.(2P*).7g.H*   2[11/2]* ,,7
149,3s2.3p.(2P*<3/2>).7g,2[5/2]*,2,5.0,18.728284,,,         or  :        3s2.3p.(2P*).7g.F*   2[5/2]*  ,,7
150,3s2.3p.(2P*<3/2>).7g,2[5/2]*,3,7.0,18.728326,,,         or  :        3s2.3p.(2P*).7g.F*   2[5/2]*  ,,7
151,3s2.3p.(2P*<3/2>).8g,2[9/2]*,4,9.0,18.982731,,,         or  :        3s2.3p.(2P*).8g.H*   2[9/2]*  ,,8
152,3s2.3p.(2P*<3/2>).8g,2[9/2]*,5,11.0,18.982743,,,         or  :        3s2.3p.(2P*).8g.H*   2[9/2]*  ,,8
153,3s2.3p.(2P*<3/2>).8g,2[11/2]*,6,13.0,18.986768,,,         or  :        3s2.3p.(2P*).8g.H*   2[11/2]* ,,8
154,3s2.3p.(2P*<3/2>).8g,2[11/2]*,5,11.0,18.986801,,,         or  :        3s2.3p.(2P*).8g.H*   2[11/2]* ,,8
155,3s.3p2.(4P).3d,5P,3,7.0,19.002644,,,                                                    ,,3
156,3s.3p2.(4P).3d,5P,2,5.0,19.01829,,,                                                    ,,3
157,3s.3p2.(4P).3d,5P,1,3.0,19.028727,,,                                                    ,,3
158,3s2.3p.(2P*<3/2>).9g,2[11/2]*,6,13.0,19.165689,,,         or  :        3s2.3p.(2P*).9g.H*   2[11/2]* ,,9
159,3s2.3p.(2P*<3/2>).9g,2[11/2]*,5,11.0,19.165713,,,         or  :        3s2.3p.(2P*).9g.H*   2[11/2]* ,,9
160,Limit,NaN,NaN,NaN,19.76949,4e-05,NaN,NaN,NaN,NaN
