,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Lande,Leading percentages,Reference,nQua
20,3d8.(3F).4s.4p.(3P*),5G*,4,9.0,3.4799965,,1.171,  83             :    12  3d8.(3F).4s.4p.(3P*) 5F*     ,,4
21,3d8.(3F).4s.4p.(3P*),5G*,3,7.0,3.5432227,,0.945,  87             :     8  3d8.(3F).4s.4p.(3P*) 5F*     ,,4
22,3d8.(3F).4s.4p.(3P*),5G*,2,5.0,3.5971791,,0.364,  95                                                   ,,4
23,3d8.(3F).4s.4p.(3P*),5F*,5,11.0,3.53877,,1.377,  85             :    13  3d8.(3F).4s.4p.(3P*) 5G*     ,,4
24,3d8.(3F).4s.4p.(3P*),5F*,4,9.0,3.606013,,1.288,  75             :    11  3d8.(3F).4s.4p.(3P*) 3F*     ,,4
25,3d8.(3F).4s.4p.(3P*),5F*,3,7.0,3.6987932,,1.208,  56             :    19  3d9.(2D).4p          3F*     ,,4
26,3d8.(3F).4s.4p.(3P*),5F*,2,5.0,3.7397508,,0.985,  76             :     6  3d9.(2D).4p          3D*     ,,4
27,3d8.(3F).4s.4p.(3P*),5F*,1,3.0,3.7681281,,0.006,  98                                                   ,,4
28,3d9.(2D).4p,3P*,2,5.0,3.5421297,,1.485,  93                                                   ,,4
29,3d9.(2D).4p,3P*,1,3.0,3.6576174,,1.426,  90                                                   ,,4
30,3d9.(2D).4p,3P*,0,1.0,3.743362,,,  97                                                   ,,4
31,3d9.(2D).4p,3F*,3,7.0,3.6353112,,1.287,  33             :    30  3d8.(3F).4s.4p.(3P)  5F*     ,,4
32,3d9.(2D).4p,3F*,4,9.0,3.6551768,,1.086,  81             :    10  3d8.(3F).4s.4p.(3P)  3D*     ,,4
33,3d9.(2D).4p,3F*,2,5.0,3.7963235,,0.74,  72             :     8  3d8.(3F).4s.4p.(3P)  3F*     ,,4
34,3d9.(2D).4p,3D*,3,7.0,3.6784739,,1.044,  57             :    18  3d8.(3F).4s.4p.(3P)  3D*     ,,4
35,3d9.(2D).4p,3D*,2,5.0,3.7056989,,0.552,  36             :    18  3d9.(2D).4p          1D*     ,,4
36,3d9.(2D).4p,3D*,1,3.0,3.8327008,,,  64             :    28  3d8.(3F).4s.4p.(3P)  3D*     ,,4
37,3d9.(2D).4p,*,3,7.0,3.678477,,1.3,  30  3D*        :    30  3d8.(3F).4s.4p.(3P*) 5F*     ,,4
38,3d8.(3F).4s.4p.(3P*),3G*,5,11.0,3.8339304,,1.214,  94             :     5  3d8.(3F).4s.4p.(3P*) 5G*     ,,4
39,3d8.(3F).4s.4p.(3P*),3G*,4,9.0,3.8409993,,1.052,  78             :    14  3d8.(3F).4s.4p.(3P*) 1G*     ,,4
40,3d8.(3F).4s.4p.(3P*),3G*,3,7.0,3.9409818,,0.761,  93                                                   ,,4
41,3d9.(2D).4p,1F*,3,7.0,3.8473561,,1.048,  56             :    31  3d9.(2D).4p          3F*     ,,4
42,3d9.(2D).4p,1D*,2,5.0,3.8982659,,1.06,  67             :    14  3d9.(2D).4p          3D*     ,,4
43,3d8.(3F).4s.4p.(3P*),3F*,4,9.0,4.0881776,,1.222,  77             :    10  3d8.(3F).4s.4p.(3P*) 1G*     ,,4
44,3d8.(3F).4s.4p.(3P*),3F*,3,7.0,4.1054062,,1.193,  37             :    31  3d8.(3F).4s.4p.(3P*) 3D*     ,,4
45,3d8.(3F).4s.4p.(3P*),3F*,2,5.0,4.2357049,,0.973,  53             :    29  3d8.(3F).4s.4p.(3P*) 3D*     ,,4
46,3d9.(2D).4p,1P*,1,3.0,4.0892791,,1.005,  94                                                   ,,4
47,3d8.(3F).4s.4p.(3P*),3D*,3,7.0,4.1535726,,1.198,  38             :    35  3d8.(3F).4s.4p.(3P*) 3F*     ,,4
48,3d8.(3F).4s.4p.(3P*),3D*,2,5.0,4.1672193,,1.19,  34             :    32  3d8.(3F).4s.4p.(3P*) 3F*     ,,4
49,3d8.(3F).4s.4p.(3P*),3D*,1,3.0,4.2661171,,0.511,  66             :    27  3d9.(2D).4p          3D*     ,,4
50,3d8.(3F).4s.4p.(3P*),1G*,4,9.0,4.1646453,,,  75             :    13  3d8.(3F).4s.4p.(3P*) 3G*     ,,4
51,3d8.(3F).4s.4p.(3P*),1F*,3,7.0,4.418688,,1.013,  83             :     9  3d8.(3F).4s.4p.(3P*) 3F*     ,,4
52,3d8.(3F).4s.4p.(3P*),1D*,2,5.0,4.5379197,,1.013,  82             :     9  3d9.(2D).4p          1D*     ,,4
53,3d8.(3P).4s.4p.(3P*),5P*,3,7.0,5.0041571,,,  87             :    10  3d8.(1D).4s.4p.(3P*) 3D*     ,,4
54,3d8.(3P).4s.4p.(3P*),5P*,2,5.0,5.0194026,,,  89                                                   ,,4
55,3d8.(3P).4s.4p.(3P*),5P*,1,3.0,5.0547113,,,  94                                                   ,,4
56,3d8.(1D).4s.4p.(3P*),3F*,4,9.0,5.2798934,,1.346,  53             :    40  3d8.(3P).4s.4p.(3P*) 5D*     ,,4
57,3d8.(1D).4s.4p.(3P*),3F*,3,7.0,5.302538,,1.218,  61             :    17  3d8.(1D).4s.4p.(3P*) 5D*     ,,4
58,3d8.(1D).4s.4p.(3P*),3F*,2,5.0,5.3256424,,0.84,  71             :    14  3d8.(1D).4s.4p.(3P*) 3D*     ,,4
59,3d9.(2D<5/2>).5s,2[5/2],3,7.0,5.2824639,,1.34, 100                                                   ,,5
60,3d9.(2D<5/2>).5s,2[5/2],2,5.0,5.3052851,,1.085,  99                                                   ,,5
61,3d8.(1D).4s.4p.(3P*),3D*,3,7.0,5.2843298,,,  39             :    32  3d8.(3F).4s.4p.(1P*) 3D*     ,,4
62,3d8.(1D).4s.4p.(3P*),3D*,2,5.0,5.28838,,,  58             :    15  3d8.(1D).4s.4p.(3P*) 3F*     ,,4
63,3d8.(1D).4s.4p.(3P*),3D*,1,3.0,5.2887058,,1.32,  76                                                   ,,4
64,3d8.(3F).4s.4p.(1P*),3G*,5,11.0,5.3424268,,1.226,  96                                                   ,,4
65,3d8.(3F).4s.4p.(1P*),3G*,4,9.0,5.4943479,,1.182,  47             :    27  3d8.(3P).4s.4p.(3P*) 5D*     ,,4
66,3d8.(3F).4s.4p.(1P*),3G*,3,7.0,5.5253604,,1.044,  68             :    19  3d8.(3F).4s.4p.(1P*) 3F*     ,,4
67,3d8.(3F).4s.4p.(1P*),3F*,4,9.0,5.3633985,,1.247,  54             :    31  3d8.(3F).4s.4p.(1P*) 3G*     ,,4
68,3d8.(3F).4s.4p.(1P*),3F*,3,7.0,5.6141395,,0.779,  58             :    26  3d8.(3F).4s.4p.(1P*) 3G*     ,,4
69,3d8.(3F).4s.4p.(1P*),3F*,2,5.0,5.631214,,0.677,  82                                                   ,,4
70,3d8.(1D).4s.4p.(3P*),3P*,1,3.0,5.3888468,,1.39,  62             :    19  3d8.(3P).4s.4p.(3P*) 3P*     ,,4
71,3d8.(1D).4s.4p.(3P*),3P*,2,5.0,5.4470484,,1.476,  45             :    32  3d8.(3P).4s.4p.(3P*) 5D*     ,,4
72,3d8.(3F).4s.4p.(1P*),3D*,3,7.0,5.4125182,,1.155,  21             :    25  3d8.(3P).4s.4p.(3P*) 5D*     ,,4
73,3d8.(3F).4s.4p.(1P*),3D*,2,5.0,5.5142095,,0.566,  58             :    12  3d8.(1D).4s.4p.(3P*) 3D*     ,,4
74,3d8.(3F).4s.4p.(1P*),3D*,1,3.0,5.5944625,,,  68             :    10  3d8.(3P).4s.4p.(3P*) 3D*     ,,4
75,3d8.(3F).4s.4p.(1P*),*,3,7.0,5.412527,,1.243,  35  3D*        :    34  3d8.(3P).4s.4p.(3P*) 5D*     ,,4
76,3d8.(3P).4s.4p.(3P*),5D*,2,5.0,5.4669311,,,  53             :    31  3d8.(1D).4s.4p.(3P*) 3P*     ,,4
77,3d8.(3P).4s.4p.(3P*),5D*,1,3.0,5.4717016,,,  88                                                   ,,4
78,3d8.(3P).4s.4p.(3P*),5D*,3,7.0,5.4808578,,,  48             :    12  3d8.(3F).4s.4p.(1P*) 3D*     ,,4
79,3d8.(3P).4s.4p.(3P*),5D*,0,1.0,5.5067526,,,  90                                                   ,,4
80,3d8.(3P).4s.4p.(3P*),5D*,4,9.0,5.5223213,,,  23             :    29  3d8.(1D).4s.4p.(3P*) 3F*     ,,4
81,3d9.(2D<3/2>).5s,2[3/2],1,3.0,5.4692124,,1.09, 100                                                   ,,5
82,3d9.(2D<3/2>).5s,2[3/2],2,5.0,5.4878629,,,  99                                                   ,,5
83,3d8.(3P).4s.4p.(3P*),*,4,9.0,5.496976,,,  38  5D*        :    37  3d8.(1D).4s.4p.(3P*) 3F*     ,,4
84,3d8.(3P).4s.4p.(3P*),3P*,2,5.0,5.7681002,,,  57             :    28  3d8.(3P).4s.4p.(3P*) 5S*     ,,4
85,3d8.(3P).4s.4p.(3P*),3P*,1,3.0,5.8530645,,,  58             :    18  3d8.(1D).4s.4p.(3P*) 3P*     ,,4
86,3d8.(3P).4s.4p.(3P*),3P*,0,1.0,5.9123833,,,  66             :    28  3d8.(1D).4s.4p.(3P*) 3P*     ,,4
87,3d8.(3P).4s.4p.(3P*),3D*,3,7.0,5.8309895,,1.331,  92                                                   ,,4
88,3d8.(3P).4s.4p.(3P*),3D*,2,5.0,5.8445329,,1.209,  45             :    37  3d8.(3P).4s.4p.(3P*) 5S*     ,,4
89,3d8.(3P).4s.4p.(3P*),3D*,1,3.0,5.879924,,0.726,  79                                                   ,,4
90,3d8.(3P).4s.4p.(3P*),5S*,2,5.0,5.8680213,,,  31             :    39  3d8.(3P).4s.4p.(3P*) 3D*     ,,4
91,3d8.4s.(4F).5s,5F,5,11.0,6.0090789,,1.4, 100                                                   ,,5
92,3d8.4s.(4F).5s,5F,4,9.0,6.0858861,,1.33,  80             :    11  3d8.4s.(4F).5s       3F      ,,5
93,3d8.4s.(4F).5s,5F,3,7.0,6.171632,,1.23,  88             :     8  3d8.4s.(4F).5s       3F      ,,5
94,3d8.4s.(4F).5s,5F,2,5.0,6.2421614,,0.95,  94                                                   ,,5
95,3d8.4s.(4F).5s,5F,1,3.0,6.2915226,,0.2,  93                                                   ,,5
96,3d9.(2D).5p,1F*,3,7.0,6.034565,,,  54             :    42  3d9.(2D).5p          3F*     ,,5
97,3d9.(2D).5p,3F*,4,9.0,6.0399629,,,  94                                                   ,,5
98,3d9.(2D).5p,3F*,2,5.0,6.204069,,,  72             :    14  3d8.(1G).4s.4p.(3P*) 3F*     ,,5
99,3d9.(2D).5p,3F*,3,7.0,6.2169385,,,  39             :    35  3d9.(2D).5p          1F*     ,,5
100,3d9.(2D).5p,3P*,2,5.0,6.0424059,,,  82             :     7  3d8.(3P).4s.4p.(3P*) 3P*     ,,5
101,3d9.(2D).5p,3P*,1,3.0,6.0995491,,,  44             :    25  3d8.(3P).4s.4p.(3P*) 1P*     ,,5
102,3d9.(2D).5p,3P*,0,1.0,6.2163765,,,  94             :     5  3d8.(3P).4s.4p.(3P*) 3P*     ,,5
103,3d8.(3P).4s.4p.(3P*),1P*,1,3.0,6.0526726,,,  61             :    23  3d9.(2D).5p          1P*     ,,4
104,3d9.(2D<5/2>).4d,2[1/2],1,3.0,6.0694376,,1.92,  99                                                   ,,4
105,3d9.(2D<5/2>).4d,2[1/2],0,1.0,6.1508989,,,  74             :    22  3d9.(2D<5/2>).4d     2[1/2]  ,,4
106,3d9.(2D).5p,1D*,2,5.0,6.079308,,,  47             :    20  3d8.(3P).4s.4p.(3P*) 1D*     ,,5
107,3d9.(2D<5/2>).4d,2[9/2],5,11.0,6.0948747,,1.2, 100                                                   ,,4
108,3d9.(2D<5/2>).4d,2[9/2],4,9.0,6.0968944,,1.05,  99                                                   ,,4
109,3d9.(2D<5/2>).4d,2[3/2],2,5.0,6.0949429,,1.43,  98                                                   ,,4
110,3d9.(2D<5/2>).4d,2[3/2],1,3.0,6.0964457,,1.0,  99                                                   ,,4
111,3d8.(3P).4s.4p.(3P*),1D*,2,5.0,6.0981799,,,  71             :    11  3d9.(2D).5p          1D*     ,,4
112,3d9.(2D<5/2>).4d,2[5/2],3,7.0,6.1088924,,1.32,  99                                                   ,,4
113,3d9.(2D<5/2>).4d,2[5/2],2,5.0,6.1158691,,,  98                                                   ,,4
114,3d9.(2D<5/2>).4d,2[7/2],3,7.0,6.1141337,,,  98                                                   ,,4
115,3d9.(2D<5/2>).4d,2[7/2],4,9.0,6.116462,,,  93                                                   ,,4
116,3d9.(2D).5p,3D*,3,7.0,6.1159099,,,  77             :     8  3d9.(2D).5p          1F*     ,,5
117,3d9.(2D).5p,3D*,2,5.0,6.2846957,,,  64             :    24  3d9.(2D).5p          1D*     ,,5
118,3d9.(2D).5p,3D*,1,3.0,6.3047451,,,  86             :     5  3d9.(2D).5p          1P*     ,,5
119,3d8.(3P).4s.4p.(3P*),3S*,1,3.0,6.1252392,,,  95                                                   ,,4
120,3d9.(2D).5p,*,3,7.0,6.21691,,,                                                       ,,5
121,3d8.(1S).4s2,1S,0,1.0,6.2334694,,,  90                                                   ,,4
122,3d9.(2D).5p,1P*,1,3.0,6.2560185,,,  47             :    43  3d9.(2D).5p          3P*     ,,5
123,3d8.4s.(4F).5s,3F,4,9.0,6.2570028,,,  85             :    12  3d8.4s.(4F).5s       5F      ,,5
124,3d8.4s.(4F).5s,3F,3,7.0,6.361138,,,  80             :    10  3d8.4s.(4F).5s       5F      ,,5
125,3d8.4s.(4F).5s,3F,2,5.0,6.4522025,,,  88             :     7  3d8.4s.(2F).5s       3F      ,,5
126,3d9.(2D<3/2>).4d,2[1/2],1,3.0,6.2657526,,1.54,  99                                                   ,,4
127,3d9.(2D<3/2>).4d,2[1/2],0,1.0,6.3798859,,,  67             :    19  3d9.(2D<5/2>).4d     2[1/2]  ,,4
128,3d9.(2D<3/2>).4d,2[7/2],3,7.0,6.283216,,1.02,  99                                                   ,,4
129,3d9.(2D<3/2>).4d,2[7/2],4,9.0,6.2867766,,,  98                                                   ,,4
130,3d9.(2D<3/2>).4d,2[3/2],1,3.0,6.2880937,,,  94                                                   ,,4
131,3d9.(2D<3/2>).4d,2[3/2],2,5.0,6.2927068,,,  98                                                   ,,4
132,3d8.(1G).4s.4p.(3P*),3F*,4,9.0,6.297071,,,  89             :     5  3d9.(2D).5p          3F*     ,,4
133,3d8.(1G).4s.4p.(3P*),3F*,3,7.0,6.3386502,,,  81             :    11  3d9.(2D).5p          3F*     ,,4
134,3d8.(1G).4s.4p.(3P*),3F*,2,5.0,6.3657885,,,  78             :    15  3d9.(2D).5p          3F*     ,,4
135,3d9.(2D<3/2>).4d,2[5/2],3,7.0,6.3023649,,,  99                                                   ,,4
136,3d9.(2D<3/2>).4d,2[5/2],2,5.0,6.3026625,,,  97                                                   ,,4
137,3d9.(2D<5/2>).6s,2[5/2],3,7.0,6.4716583,,, 100                                                   ,,6
138,3d9.(2D<5/2>).6s,2[5/2],2,5.0,6.4808623,,, 100                                                   ,,6
139,3d9.(2D<3/2>).6s,2[3/2],1,3.0,6.6584289,,, 100                                                   ,,6
140,3d9.(2D<3/2>).6s,2[3/2],2,5.0,6.6646444,,, 100                                                   ,,6
141,3d8.4s.(2F).5s,3F,4,9.0,6.7245432,,1.27,  93                                                   ,,5
142,3d8.4s.(2F).5s,3F,3,7.0,6.8906503,,1.0,  69             :    26  3d8.4s.(2F).5s       1F      ,,5
143,3d8.4s.(2F).5s,3F,2,5.0,6.9332565,,,  84             :     7  3d8.4s.(4F).5s       3F      ,,5
144,3d8.4s.(2F).5s,1F,3,7.0,6.7263049,,,  64             :    20  3d8.4s.(2F).5s       3F      ,,5
145,3d9.(2D<5/2>).6p,2[3/2]*,2,5.0,6.7334624,,,  89                                                   ,,6
146,3d9.(2D<5/2>).6p,2[3/2]*,1,3.0,6.7565649,,,  93                                                   ,,6
147,3d8.(1G).4s.4p.(3P*),3G*,5,11.0,6.7359229,,,  99                                                   ,,4
148,3d9.(2D<5/2>).6p,2[7/2]*,3,7.0,6.7553922,,,  90                                                   ,,6
149,3d9.(2D<5/2>).6p,2[7/2]*,4,9.0,6.7626329,,,  98                                                   ,,6
150,3d9.(2D<5/2>).6p,2[5/2]*,2,5.0,6.7631327,,,  90                                                   ,,6
151,3d9.(2D<5/2>).6p,2[5/2]*,3,7.0,6.7703636,,,  94                                                   ,,6
152,3d9.(2D<5/2>).5d,2[1/2],1,3.0,6.7663936,,,  99                                                   ,,5
153,3d9.(2D<5/2>).5d,2[1/2],0,1.0,6.8210011,,,  77             :    19  3d9.(2D<3/2>).5d     2[1/2]  ,,5
154,3d9.(2D<5/2>).5d,2[3/2],1,3.0,6.776919,,,                                                       ,,5
155,3d9.(2D<5/2>).5d,2[3/2],2,5.0,6.7778814,,,  96                                                   ,,5
156,3d9.(2D<5/2>).5d,2[9/2],5,11.0,6.7769402,,1.07, 100                                                   ,,5
157,3d9.(2D<5/2>).5d,2[9/2],4,9.0,6.7778814,,, 100                                                   ,,5
158,3d9.(2D<5/2>).4f,2[1/2]*,0,1.0,6.7817333,,, 100                                                   ,,4
159,3d9.(2D<5/2>).4f,2[1/2]*,1,3.0,6.7818211,,, 100                                                   ,,4
160,3d9.(2D<5/2>).5d,2[5/2],3,7.0,6.781912,,,  97                                                   ,,5
161,3d9.(2D<5/2>).5d,2[5/2],2,5.0,6.7859491,,,  96                                                   ,,5
162,3d9.(2D<5/2>).4f,2[3/2]*,1,3.0,6.7834097,,, 100                                                   ,,4
163,3d9.(2D<5/2>).4f,2[3/2]*,2,5.0,6.7835548,,, 100                                                   ,,4
164,3d9.(2D<5/2>).4f,2[11/2]*,5,11.0,6.7839485,,, 100                                                   ,,4
165,3d9.(2D<5/2>).4f,2[11/2]*,6,13.0,6.7840033,,, 100                                                   ,,4
166,3d9.(2D<5/2>).4f,2[5/2]*,3,7.0,6.7854035,,,  99                                                   ,,4
167,3d9.(2D<5/2>).4f,2[5/2]*,2,5.0,6.7854998,,, 100                                                   ,,4
168,3d9.(2D<5/2>).4f,2[7/2]*,3,7.0,6.787052,,,  99                                                   ,,4
169,3d9.(2D<5/2>).4f,2[7/2]*,4,9.0,6.7870979,,,  74             :    26  3d9.(2D<5/2>).4f     2[9/2]* ,,4
170,3d9.(2D<5/2>).4f,2[9/2]*,4,9.0,6.7871621,,,  74             :    26  3d9.(2D<5/2>).4f     2[7/2]* ,,4
171,3d9.(2D<5/2>).4f,2[9/2]*,5,11.0,6.7872081,,,  99                                                   ,,4
172,3d9.(2D<5/2>).5d,2[7/2],4,9.0,6.7895345,,,  95                                                   ,,5
173,3d9.(2D<5/2>).5d,2[7/2],3,7.0,6.7908795,,,  92                                                   ,,5
174,3d8.(3F).4s.(4F).5p,5D*,4,9.0,6.8881816,,,  89             :    10  3d8.(3F).4s.(4F).5p  5F*     ,,5
175,3d8.(3F).4s.(4F).5p,5D*,3,7.0,6.9755976,,,  69             :    16  3d8.(3F).4s.(4F).5p  5F*     ,,5
176,3d8.(3F).4s.(4F).5p,5D*,2,5.0,7.0597244,,,  66             :    21  3d8.(3F).4s.(4F).5p  5F*     ,,5
177,3d8.(3F).4s.(4F).5p,5D*,1,3.0,7.1311969,,,  75             :    21  3d8.(3F).4s.(4F).5p  5F*     ,,5
178,3d8.(3F).4s.(4F).5p,5D*,0,1.0,7.1728472,,,  98                                                   ,,5
179,3d8.(3F).4s.(4F).5p,5G*,6,13.0,6.9054839,,, 100                                                   ,,5
180,3d8.(3F).4s.(4F).5p,5G*,5,11.0,6.9733406,,,  70             :    13  3d8.(3F)4s.(4F).5p   5F*     ,,5
181,3d8.(3F).4s.(4F).5p,5G*,4,9.0,7.0590257,,,  64             :    21  3d8.(3F)4s.(4F).5p   5F*     ,,5
182,3d8.(3F).4s.(4F).5p,5G*,3,7.0,7.135005,,,  64             :    27  3d8.(3F)4s.(4F).5p   5F*     ,,5
183,3d8.(3F).4s.(4F).5p,5G*,2,5.0,7.1843503,,,  67             :    28  3d8.(3F)4s.(4F).5p   5F*     ,,5
184,3d8.(3F).4s.(4F).5p,5F*,5,11.0,6.9123451,,,  85             :    14  3d8.(3F).4s.(4F).5p  5G*     ,,5
185,3d8.(3F).4s.(4F).5p,5F*,4,9.0,6.985161,,,  58             :    22  3d8.(3F).4s.(4F).5p  5G*     ,,5
186,3d8.(3F).4s.(4F).5p,5F*,3,7.0,7.0650926,,,  46             :    26  3d8.(3F).4s.(4F).5p  5G*     ,,5
187,3d8.(3F).4s.(4F).5p,5F*,2,5.0,7.1324731,,,  44             :    30  3d8.(3F).4s.(4F).5p  5G*     ,,5
188,3d8.(3F).4s.(4F).5p,5F*,1,3.0,7.1902123,,,  77             :    22  3d8.(3F).4s.(4F).5p  5D*     ,,5
189,3d9.(2D<3/2>).6p,2[1/2]*,1,3.0,6.9283692,,,  91                                                   ,,6
190,3d9.(2D<3/2>).6p,2[3/2]*,2,5.0,6.9360111,,,  46             :    33  3d9.(2D<3/2>).6p     2[5/2]* ,,6
191,3d9.(2D<5/2>).7s,2[5/2],3,7.0,6.9395623,,,  99                                                   ,,7
192,3d9.(2D<5/2>).7s,2[5/2],2,5.0,6.9458364,,1.03,  99                                                   ,,7
193,3d9.(2D<3/2>).6p,2[5/2]*,3,7.0,6.9406287,,,  83                                                   ,,6
194,3d9.(2D<3/2>).6p,2[5/2]*,2,5.0,6.9496956,,,  59             :    36  3d9.(2D<3/2>).6p     2[3/2]* ,,6
195,3d9.(2D<3/2>).5d,2[1/2],1,3.0,6.9564962,,,  99                                                   ,,5
196,3d9.(2D<3/2>).5d,2[1/2],0,1.0,6.9928041,,,  65             :    25  3d9.(2D<5/2>).6d     2[1/2]  ,,5
197,3d9.(2D<3/2>).5d,2[7/2],3,7.0,6.9645219,,, 100                                                   ,,5
198,3d9.(2D<3/2>).5d,2[7/2],4,9.0,6.9658658,,, 100                                                   ,,5
199,3d9.(2D<3/2>).5d,2[3/2],1,3.0,6.9665129,,,  94                                                   ,,5
200,3d9.(2D<3/2>).5d,2[3/2],2,5.0,6.9680755,,,  99                                                   ,,5
201,3d9.(2D<3/2>).4f,2[3/2]*,2,5.0,6.9696948,,, 100                                                   ,,4
202,3d9.(2D<3/2>).4f,2[3/2]*,1,3.0,6.9698305,,, 100                                                   ,,4
203,3d9.(2D<3/2>).4f,2[9/2]*,5,11.0,6.9710478,,,  98                                                   ,,4
204,3d9.(2D<3/2>).4f,2[9/2]*,4,9.0,6.9712681,,, 100                                                   ,,4
205,3d9.(2D<3/2>).4f,2[5/2]*,3,7.0,6.9727113,,,  93                                                   ,,4
206,3d9.(2D<3/2>).4f,2[5/2]*,2,5.0,6.9727905,,,  99                                                   ,,4
207,3d9.(2D<3/2>).4f,2[7/2]*,3,7.0,6.9740561,,,  91             :     6  3d9.(2D<3/2>).4f     2[5/2]* ,,4
208,3d9.(2D<3/2>).4f,2[7/2]*,4,9.0,6.9742179,,,  99                                                   ,,4
209,3d9.(2D<3/2>).5d,2[5/2],3,7.0,6.9757122,,,  97                                                   ,,5
210,3d9.(2D<3/2>).5d,2[5/2],2,5.0,6.9771421,,,  91                                                   ,,5
211,3d8.(1D).4s.4p.(1P*),1F*,3,7.0,7.0082565,,,  59             :    11  3d8.(1D).4s.4p.(1P*) 3D*     ,,4
212,3d8.(1D).4s.4p.(1P*),1D*,2,5.0,7.0127616,,,  26             :    22  3d8.(1D).4s.4p.(1P*) 3P*     ,,4
213,3d8.4s.(4F<9/2>).4d,2[13/2],6,13.0,7.0205555,,,  93                                                   ,,4
214,3d8.4s.(4F<9/2>).4d,2[13/2],7,15.0,7.0528678,,, 100                                                   ,,4
215,3d8.4s.(4F<9/2>).4d,2[5/2],2,5.0,7.0312467,,,  93                                                   ,,4
216,3d8.4s.(4F<9/2>).4d,2[5/2],3,7.0,7.0449665,,,  94             :     6  3d8.4s.(4F<9/2>).4d  2[7/2]  ,,4
217,3d8.4s.(4F<9/2>).4d,2[9/2],4,9.0,7.0381465,,,  87             :    10  3d8.4s.(4F<9/2>).4d  2[7/2]  ,,4
218,3d8.4s.(4F<9/2>).4d,2[9/2],5,11.0,7.0638328,,,  95                                                   ,,4
219,3d8.4s.(4F<9/2>).4d,2[11/2],5,11.0,7.0424991,,,  92                                                   ,,4
220,3d8.4s.(4F<9/2>).4d,2[11/2],6,13.0,7.0614082,,,  97                                                   ,,4
221,3d8.4s.(4F<9/2>).4d,2[7/2],4,9.0,7.0494792,,,  90             :    10  3d8.4s.(4F<9/2>).4d  2[9/2]  ,,4
222,3d8.4s.(4F<9/2>).4d,2[7/2],3,7.0,7.0799788,,,  83             :     6  3d8.4s.(4F<9/2>).4d  2[5/2]  ,,4
223,3d9.(2D<5/2>).5f,2[11/2]*,5,11.0,7.0925257,,, 100                                                   ,,5
224,3d9.(2D<5/2>).5f,2[11/2]*,6,13.0,7.0925691,,, 100                                                   ,,5
225,3d9.(2D<5/2>).5f,2[9/2]*,4,9.0,7.093516,,,  95             :     5  3d9.(2D<5/2>).5f     2[7/2]* ,,5
226,3d9.(2D<5/2>).5f,2[9/2]*,5,11.0,7.0935913,,, 100                                                   ,,5
227,3d9.(2D<5/2>).5f,2[7/2]*,4,9.0,7.0935616,,,  95             :     5  3d9.(2D<5/2>).5f     2[9/2]* ,,5
228,3d9.(2D<5/2>).5g,2[3/2],1,3.0,7.0943306,,, 100                                                   ,,5
229,3d9.(2D<5/2>).5g,2[3/2],2,5.0,7.0943311,,, 100                                                   ,,5
230,3d9.(2D<5/2>).5g,2[13/2],6,13.0,7.0947151,,, 100                                                   ,,5
231,3d9.(2D<5/2>).5g,2[13/2],7,15.0,7.0947154,,, 100                                                   ,,5
