,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Leading percentages,Reference,nQua
40,3d6.(3G).4s,a 4G,9/2,10.0,9.5619738,4e-07,  84                         :    11  3d6.(3H).4s   ,L19543,4
41,3d6.(3G).4s,a 4G,7/2,8.0,9.5944297,3e-07,  91                                                ,L19543,4
42,3d6.(3G).4s,a 4G,5/2,6.0,9.6054941,1.5e-06,  92                                                ,L19543,4
43,3d6.(3P2).4s,b 2P,3/2,4.0,9.5210695,5e-07,  60                         :    36  3d6.(3P1).4s  ,L19543,4
44,3d6.(3P2).4s,b 2P,1/2,2.0,9.7247776,1.1e-06,  61                         :    36  3d6.(3P1).4s  ,L19543,4
45,3d6.(3H).4s,b 2H,11/2,12.0,9.5979831,4e-07,  77                         :    22  3d6.(3G).4s   ,L19543,4
46,3d6.(3H).4s,b 2H,9/2,10.0,9.6241841,7e-07,  86                         :    10  3d6.(3G).4s   ,L19543,4
47,3d6.(3F2).4s,b 2F,7/2,8.0,9.785935,4e-07,  71                         :    20  3d6.(3F1).4s  ,L19543,4
48,3d6.(3F2).4s,b 2F,5/2,6.0,9.8476387,5e-07,  75                         :    19  3d6.(3F1).4s  ,L19543,4
49,3d6.(3G).4s,b 2G,9/2,10.0,10.211909,4e-07,  97                                                ,L19543,4
50,3d6.(3G).4s,b 2G,7/2,8.0,10.2809987,9e-07,  96                                                ,L19543,4
51,3d6.(3D).4s,b 4D,3/2,4.0,10.3868328,1.7e-06,  98                                                ,L19543,4
52,3d6.(3D).4s,b 4D,1/2,2.0,10.388802,4e-06,  99                                                ,L19543,4
53,3d6.(3D).4s,b 4D,5/2,6.0,10.3900395,1.6e-06,  98                                                ,L19543,4
54,3d6.(3D).4s,b 4D,7/2,8.0,10.4072676,2e-06,  99                                                ,L19543,4
55,3d6.(1I).4s,a 2I,13/2,14.0,10.5976226,1.5e-06,  99                                                ,L19543,4
56,3d6.(1I).4s,a 2I,11/2,12.0,10.6029738,9e-07,  99                                                ,L19543,4
57,3d6.(1G2).4s,c 2G,9/2,10.0,10.6979895,1.9e-06,  65                         :    33  3d6.(1G1).4s  ,L19543,4
58,3d6.(1G2).4s,c 2G,7/2,8.0,10.7033547,1.2e-06,  65                         :    32  3d6.(1G1).4s  ,L19543,4
59,3d6.(3D).4s,c 2D,3/2,4.0,11.0703037,1.2e-06,  94                                                ,L19543,4
60,3d6.(3D).4s,c 2D,5/2,6.0,11.0987102,9e-07,  96                                                ,L19543,4
61,3d6.(1S2).4s,a 2S,1/2,2.0,11.271886,7e-06,  76                         :    22  3d6.(1S1).4s  ,L19543,4
62,3d6.(1D2).4s,d 2D,5/2,6.0,11.371391,4e-06,  75                         :    21  3d6.(1D1).4s  ,L19543,4
63,3d6.(1D2).4s,d 2D,3/2,4.0,11.383654,3e-06,  73                         :    20  3d6.(1D1).4s  ,L19543,4
64,3d6.(5D).4p,z 6D*,9/2,10.0,12.1864997,7e-07,  98                                                ,L19543,4
65,3d6.(5D).4p,z 6D*,7/2,8.0,12.2181632,7e-07,  97                                                ,L19543,4
66,3d6.(5D).4p,z 6D*,5/2,6.0,12.2525699,7e-07,  98                                                ,L19543,4
67,3d6.(5D).4p,z 6D*,3/2,4.0,12.2798809,7e-07,  99                                                ,L19543,4
68,3d6.(5D).4p,z 6D*,1/2,2.0,12.2970962,1.4e-06,  99                                                ,L19543,4
69,3d6.(1F).4s,c 2F,7/2,8.0,12.353321,2.5e-05,  98                                                ,L19543,4
70,3d6.(1F).4s,c 2F,5/2,6.0,12.354063,5e-06,  98                                                ,L19543,4
71,3d6.(5D).4p,z 6F*,11/2,12.0,12.8008346,6e-07, 100                                                ,L19543,4
72,3d6.(5D).4p,z 6F*,9/2,10.0,12.8183954,5e-07,  96                                                ,L19543,4
73,3d6.(5D).4p,z 6F*,7/2,8.0,12.8326527,6e-07,  95                                                ,L19543,4
74,3d6.(5D).4p,z 6F*,5/2,6.0,12.8440534,1.1e-06,  96                                                ,L19543,4
75,3d6.(5D).4p,z 6F*,3/2,4.0,12.8517434,1.1e-06,  97                                                ,L19543,4
76,3d6.(5D).4p,z 6F*,1/2,2.0,12.8561147,7e-07,  98                                                ,L19543,4
77,3d6.(5D).4p,z 6P*,7/2,8.0,13.0195178,1e-06,  91                         :     6  3d6.(5D).4p   ,L19543,4
78,3d6.(5D).4p,z 6P*,5/2,6.0,13.1380897,1.1e-06,  94                                                ,L19543,4
79,3d6.(5D).4p,z 6P*,3/2,4.0,13.2158028,1.7e-06,  98                                                ,L19543,4
80,3d6.(3P1).4s,c 4P,1/2,2.0,13.034573,7e-06,  62                         :    36  3d6.(3P2).4s  ,L19543,4
81,3d6.(3P1).4s,c 4P,3/2,4.0,13.104941,1.7e-05,  62                         :    36  3d6.(3P2).4s  ,L19543,4
82,3d6.(3P1).4s,c 4P,5/2,6.0,13.229098,6e-06,  61                         :    37  3d6.(3P2).4s  ,L19543,4
83,3d6.(3F1).4s,c 4F,3/2,4.0,13.2001513,1.6e-06,  79                         :    19  3d6.(3F2).4s  ,L19543,4
84,3d6.(3F1).4s,c 4F,9/2,10.0,13.2095945,1.6e-06,  77                         :    21  3d6.(3F2).4s  ,L19543,4
85,3d6.(3F1).4s,c 4F,5/2,6.0,13.21163,1.4e-06,  78                         :    20  3d6.(3F2).4s  ,L19543,4
86,3d6.(3F1).4s,c 4F,7/2,8.0,13.218281,3e-06,  77                         :    20  3d6.(3F2).4s  ,L19543,4
87,3d6.(5D).4p,z 4D*,7/2,8.0,13.2030059,7e-07,  88                         :     7  3d6.(5D).4p   ,L19543,4
88,3d6.(5D).4p,z 4D*,5/2,6.0,13.2607058,9e-07,  90                                                ,L19543,4
89,3d6.(5D).4p,z 4D*,3/2,4.0,13.3031438,1e-06,  93                                                ,L19543,4
90,3d6.(5D).4p,z 4D*,1/2,2.0,13.329262,1.1e-06,  94                                                ,L19543,4
91,3d6.(5D).4p,z 4F*,9/2,10.0,13.2371768,7e-07,  96                                                ,L19543,4
92,3d6.(5D).4p,z 4F*,7/2,8.0,13.3320324,1e-06,  95                                                ,L19543,4
93,3d6.(5D).4p,z 4F*,5/2,6.0,13.3968531,9e-07,  96                                                ,L19543,4
94,3d6.(5D).4p,z 4F*,3/2,4.0,13.4403335,1e-06,  97                                                ,L19543,4
95,3d6.(5D).4p,z 4P*,5/2,6.0,13.6843304,6e-07,  97                                                ,L19543,4
96,3d6.(5D).4p,z 4P*,3/2,4.0,13.7575091,1e-06,  98                                                ,L19543,4
97,3d6.(5D).4p,z 4P*,1/2,2.0,13.7973876,1.1e-06,  98                                                ,L19543,4
98,3d6.(3F1).4s,d 2F,5/2,6.0,13.8996789,2.2e-06,  78                         :    20  3d6.(3F2).4s  ,L19543,4
99,3d6.(3F1).4s,d 2F,7/2,8.0,13.900045,2.5e-05,  77                         :    21  3d6.(3F2).4s  ,L19543,4
100,3d6.(1G1).4s,d 2G,9/2,10.0,14.430564,1.4e-05,  65                         :    33  3d6.(1G2).4s  ,L19543,4
101,3d6.(1G1).4s,d 2G,7/2,8.0,14.43672,1.5e-05,  65                         :    33  3d6.(1G2).4s  ,L19543,4
102,3d6.(3P2).4p,z 4S*,3/2,4.0,15.3661879,1.7e-06,  45                         :    19  3d6.(3P2).4p  ,L19543,4
103,3d6.(3H).4p,z 4G*,11/2,12.0,15.4691856,1.6e-06,  65                         :    24  3d6.(3F2).4p  ,L19543,4
104,3d6.(3H).4p,z 4G*,9/2,10.0,15.4997318,7e-07,  49                         :    29  3d6.(3F2).4p  ,L19543,4
105,3d6.(3H).4p,z 4G*,7/2,8.0,15.5263352,1.9e-06,  46                         :    35  3d6.(3F2).4p  ,L19543,4
106,3d6.(3H).4p,z 4G*,5/2,6.0,15.5439779,1e-06,  45                         :    40  3d6.(3F2).4p  ,L19543,4
107,3d6.(3P2).4p,y 4P*,5/2,6.0,15.4986179,1e-06,  36                         :    30  3d6.(3P1).4p  ,L19543,4
108,3d6.(3P2).4p,y 4P*,1/2,2.0,15.6116,1.5e-06,  50                         :    42  3d6.(3P1).4p  ,L19543,4
109,3d6.(3P2).4p,y 4P*,3/2,4.0,15.6694437,7e-07,  22  3d6.(3P2).4p 4S*       :    19  3d6.(3P2).4p  ,L19543,4
110,3d6.(3H).4p,z 4I*,13/2,14.0,15.5324354,5e-07,  53                         :    34  3d6.(3H).4p   ,L19543,4
111,3d6.(3H).4p,z 4I*,11/2,12.0,15.534933,5e-07,  56                         :    33  3d6.(3H).4p   ,L19543,4
112,3d6.(3H).4p,z 4I*,9/2,10.0,15.550482,5e-07,  52                         :    31  3d6.(3H).4p   ,L19543,4
113,3d6.(3H).4p,z 4I*,15/2,16.0,15.6369296,4e-07, 100                                                ,L19543,4
114,3d6.(3H).4p,z 4H*,7/2,8.0,15.5838491,9e-07,  59                         :    14  3d6.(3H).4p   ,L19543,4
115,3d6.(3H).4p,z 4H*,9/2,10.0,15.6518783,7e-07,  40  3d6.(3H).4p 4I*        :    35  3d6.(3H).4p   ,L19543,4
116,3d6.(3H).4p,z 4H*,13/2,14.0,15.6811662,5e-07,  55                         :    38  3d6.(3H).4p   ,L19543,4
117,3d6.(3H).4p,z 4H*,11/2,12.0,15.6843259,4e-07,  51                         :    39  3d6.(3H).4p   ,L19543,4
118,3d6.(3P2).4p,z 2D*,5/2,6.0,15.6212697,6e-07,  37                         :    24  3d6.(3P1).4p  ,L19543,4
119,3d6.(3P2).4p,z 2D*,3/2,4.0,15.802989,9e-07,  23                         :    15  3d6.(3P1).4p  ,L19543,4
120,3d6.(3P2).4p,y 4D*,7/2,8.0,15.6902918,2.1e-06,  51                         :    30  3d6.(3P1).4p  ,L19543,4
121,3d6.(3P2).4p,y 4D*,1/2,2.0,15.86958,6e-05,  60                         :    31  3d6.(3P1).4p  ,L19543,4
122,3d6.(3P2).4p,y 4D*,5/2,6.0,15.8807541,1.2e-06,  41                         :    23  3d6.(3P1).4p  ,L19543,4
123,3d6.(3P2).4p,y 4D*,3/2,4.0,15.9226418,2.4e-06,  31                         :    17  3d6.(3P2).4p  ,L19543,4
124,3d6.(3F2).4p,y 4F*,5/2,6.0,15.730163,7e-06,  58                         :    19  3d6.(3F1).4p  ,L19543,4
125,3d6.(3F2).4p,y 4F*,7/2,8.0,15.7327809,2.2e-06,  36                         :    12  3d6.(3F1).4p  ,L19543,4
126,3d6.(3F2).4p,y 4F*,3/2,4.0,15.7446314,9e-07,  65                         :    21  3d6.(3F1).4p  ,L19543,4
127,3d6.(3F2).4p,y 4F*,9/2,10.0,15.7459406,7e-07,  60                         :    21  3d6.(3F1).4p  ,L19543,4
128,3d6.(3H).4p,z 2G*,9/2,10.0,15.7524744,5e-07,  59                         :    15  3d6.(3G).4p   ,L19543,4
129,3d6.(3H).4p,z 2G*,7/2,8.0,15.7855913,1.5e-06,  42                         :    12  3d6.(3F2).4p  ,L19543,4
130,3d6.(3H).4p,z 2I*,13/2,14.0,15.8296033,5e-07,  89                         :     8  3d6.(3H).4p   ,L19543,4
131,3d6.(3H).4p,z 2I*,11/2,12.0,15.9022326,9e-07,  92                                                ,L19543,4
132,3d6.(3F2).4p,x 4D*,7/2,8.0,15.8723777,1.6e-06,  56                         :    12  3d6.(3F1).4p  ,L19543,4
133,3d6.(3F2).4p,x 4D*,5/2,6.0,15.9352548,1.5e-06,  62                         :    13  3d6.(3F1).4p  ,L19543,4
134,3d6.(3F2).4p,x 4D*,3/2,4.0,15.9699654,1e-06,  69                         :    13  3d6.(3F1).4p  ,L19543,4
135,3d6.(3F2).4p,x 4D*,1/2,2.0,15.9863756,2.4e-06,  71                         :    14  3d6.(3F1).4p  ,L19543,4
136,3d6.(3F2).4p,y 4G*,11/2,12.0,16.0630626,1.2e-06,  51                         :    23  3d6.(3H).4p   ,L19543,4
137,3d6.(3F2).4p,y 4G*,9/2,10.0,16.067571,1e-06,  38                         :    26  3d6.(3H).4p   ,L19543,4
138,3d6.(3F2).4p,y 4G*,7/2,8.0,16.081783,1.2e-06,  31                         :    25  3d6.(3H).4p   ,L19543,4
139,3d6.(3F2).4p,y 4G*,5/2,6.0,16.0867974,2.5e-06,  26  3d6.(3H).4p 4G*        :    24  3d6.(3F2).4p  ,L19543,4
140,3d6.(3F2).4p,z 2F*,7/2,8.0,16.1409049,6e-07,  31                         :    15  3d6.(3F1).4p  ,L19543,4
141,3d6.(3F2).4p,z 2F*,5/2,6.0,16.1686956,1.1e-06,  26                         :    20  3d6.(3H).4p   ,L19543,4
142,3d6.(3P2).4p,z 2P*,1/2,2.0,16.2077526,1.4e-06,  35                         :    26  3d6.(3P1).4p  ,L19543,4
143,3d6.(3P2).4p,z 2P*,3/2,4.0,16.2308209,1e-06,  52                         :    34  3d6.(3P1).4p  ,L19543,4
144,3d6.(3F2).4p,y 2G*,9/2,10.0,16.2175278,7e-07,  52                         :    14  3d6.(3F1).4p  ,L19543,4
145,3d6.(3F2).4p,y 2G*,7/2,8.0,16.2767557,7e-07,  57                         :    14  3d6.(3F1).4p  ,L19543,4
146,3d6.(3H).4p,z 2H*,11/2,12.0,16.2488332,6e-07,  30  3d6.(3G).4p 2H*        :    29  3d6.(3G).4p   ,L19543,4
147,3d6.(3G).4p,x 4F*,9/2,10.0,16.2542951,1e-06,  52                         :    30  3d6.(3G).4p   ,L19543,4
148,3d6.(3G).4p,x 4F*,7/2,8.0,16.4004557,7e-07,  46                         :    32  3d6.(3G).4p   ,L19543,4
149,3d6.(3G).4p,x 4F*,5/2,6.0,16.4267306,1.1e-06,  56                         :    19  3d6.(3G).4p   ,L19543,4
150,3d6.(3G).4p,x 4F*,3/2,4.0,16.439516,1.7e-05,  70                         :    12  3d6.(3D).4p   ,L19543,4
151,3d6.(3G).4p,x 4G*,11/2,12.0,16.28812,4e-06,  55                         :    24  3d6.(3H).4p   ,L19543,4
152,3d6.(3G).4p,x 4G*,7/2,8.0,16.3142052,1.1e-06,  42                         :    28  3d6.(3G).4p   ,L19543,4
153,3d6.(3G).4p,x 4G*,5/2,6.0,16.351687,1e-06,  64                         :    17  3d6.(3G).4p   ,L19543,4
154,3d6.(3G).4p,x 4G*,9/2,10.0,16.3521224,7e-07,  54                         :    25  3d6.(3G).4p   ,L19543,4
155,3d6.(3H).4p,y 2H*,9/2,10.0,16.308841,7e-07,  45                         :    23  3d6.(3G).4p   ,L19543,4
156,3d6.(3P2).4p,z 2S*,1/2,2.0,16.405139,4e-06,  49                         :    22  3d6.(3P1).4p  ,L19543,4
157,3d6.(3G).4p,y 4H*,13/2,14.0,16.4128201,5e-07,  87                         :    10  3d6.(3H).4p   ,L19543,4
158,3d6.(3G).4p,y 4H*,11/2,12.0,16.4288783,4e-07,  75                         :    10  3d6.(3H).4p   ,L19543,4
159,3d6.(3G).4p,y 4H*,9/2,10.0,16.4388583,4e-07,  78                         :    10  3d6.(3H).4p   ,L19543,4
160,3d6.(3G).4p,y 4H*,7/2,8.0,16.4434279,1.4e-06,  79                         :    12  3d6.(3H).4p   ,L19543,4
161,3d6.(3F2).4p,y 2D*,5/2,6.0,16.5782473,7e-07,  68                         :    10  3d6.(3F1).4p  ,L19543,4
162,3d6.(3F2).4p,y 2D*,3/2,4.0,16.6239574,1.7e-06,  64                         :    12  3d6.(3P2).4p  ,L19543,4
163,3d6.(3G).4p,y 2H*,11/2,12.0,16.700376,7e-07,  49                         :    40  3d6.(3H).4p   ,L19543,4
164,3d6.(3G).4p,z 2H*,9/2,10.0,16.7881529,1.5e-06,  53                         :    35  3d6.(3H).4p   ,L19543,4
165,3d6.(3G).4p,y 2F*,5/2,6.0,16.8780846,1.2e-06,  55                         :    17  3d6.(3D).4p   ,L19543,4
166,3d6.(3G).4p,y 2F*,7/2,8.0,16.8979036,7e-07,  58                         :    12  3d6.(3D).4p   ,L19543,4
167,3d6.(1I).4p,z 2K*,13/2,14.0,17.0310225,9e-07,  98                                                ,L19543,4
168,3d6.(1I).4p,z 2K*,15/2,16.0,17.1390709,9e-07,  99                                                ,L19543,4
169,3d6.(3G).4p,x 2G*,9/2,10.0,17.0680177,7e-07,  75                         :    18  3d6.(3H).4p   ,L19543,4
170,3d6.(3G).4p,x 2G*,7/2,8.0,17.0867299,1e-06,  73                         :    13  3d6.(3H).4p   ,L19543,4
171,3d6.(3D).4p,x 4P*,5/2,6.0,17.206072,4e-06,  89                                                ,L19543,4
172,3d6.(3D).4p,x 4P*,3/2,4.0,17.230379,4e-06,  79                         :     7  3d6.(3D).4p   ,L19543,4
173,3d6.(3D).4p,x 4P*,1/2,2.0,17.273088,4e-06,  76                         :    11  3d6.(3D).4p   ,L19543,4
174,3d6.(1G2).4p,w 2H*,9/2,10.0,17.2241823,1.7e-06,  47                         :    19  3d6.(1I).4p   ,L19543,4
175,3d6.(1G2).4p,w 2H*,11/2,12.0,17.5056004,2.1e-06,  30                         :    30  3d6.(1I).4p   ,L19543,4
176,3d6.(1I).4p,x 2H*,11/2,12.0,17.251047,3e-06,  48                         :    32  3d6.(1G2).4p  ,L19543,4
177,3d6.(1I).4p,x 2H*,9/2,10.0,17.5250302,2.2e-06,  65                         :    13  3d6.(1G1).4p  ,L19543,4
178,3d6.(3D).4p,w 4F*,3/2,4.0,17.311841,3e-06,  72                         :    17  3d6.(3G).4p   ,L19543,4
179,3d6.(3D).4p,w 4F*,5/2,6.0,17.3262199,2.2e-06,  67                         :    15  3d6.(3G).4p   ,L19543,4
180,3d6.(3D).4p,w 4F*,7/2,8.0,17.3355273,2.5e-06,  43                         :    16  3d6.(3D).4p   ,L19543,4
181,3d6.(3D).4p,w 4F*,9/2,10.0,17.419017,3e-06,  45                         :    27  3d6.(1G2).4p  ,L19543,4
182,3d6.(3D).4p,w 4D*,1/2,2.0,17.324724,4e-06,  53                         :    17  3d6.(3D).4p   ,L19543,4
183,3d6.(3D).4p,w 4D*,3/2,4.0,17.354098,4e-06,  57                         :    14  3d6.(3D).4p   ,L19543,4
184,3d6.(3D).4p,w 4D*,5/2,6.0,17.3842787,2.1e-06,  75                         :     9  3d6.(3D).4p   ,L19543,4
185,3d6.(3D).4p,w 4D*,7/2,8.0,17.438013,5e-06,  43                         :    21  3d6.(1G2).4p  ,L19543,4
186,3d6.(1G2).4p,x 2F*,7/2,8.0,17.385977,1.7e-06,  26  3d6.(3D).4p 4D*        :    20  3d6.(3D).4p   ,L19543,4
187,3d6.(1G2).4p,x 2F*,5/2,6.0,17.45555,3e-05,  33                         :    19  3d6.(3D).4p   ,L19543,4
188,3d6.(1G2).4p,w 2G*,9/2,10.0,17.402414,3e-06,  40  3d6.(3D).4p 4F*        :    31  3d6.(1G2).4p  ,L19543,4
189,3d6.(1G2).4p,w 2G*,7/2,8.0,17.4054629,1.6e-06,  44                         :    20  3d6.(1G1).4p  ,L19543,4
190,3d6.(3D).4p,y 2P*,3/2,4.0,17.4289975,1.6e-06,  63                         :    19  3d6.(3D).4p   ,L19543,4
191,3d6.(3D).4p,y 2P*,1/2,2.0,17.431736,5e-06,  57                         :    22  3d6.(3D).4p   ,L19543,4
192,3d6.(1I).4p,y 2I*,13/2,14.0,17.5896848,1.7e-06,  98                                                ,L19543,4
193,3d6.(1I).4p,y 2I*,11/2,12.0,17.5903117,1.4e-06,  88                         :     8  3d6.(1I).4p   ,L19543,4
194,3d6.(3D).4p,x 2D*,3/2,4.0,17.664106,1.9e-06,  84                         :     5  3d6.(1F).4p   ,L19543,4
195,3d6.(3D).4p,x 2D*,5/2,6.0,17.689842,1.1e-06,  89                                                ,L19543,4
196,3d6.(3D).4p,w 2F*,7/2,8.0,17.8103702,2.5e-06,  64                         :    10  3d6.(1D2).4p  ,L19543,4
197,3d6.(3D).4p,w 2F*,5/2,6.0,17.883647,4e-06,  59                         :    10  3d6.(1G1).4p  ,L19543,4
198,3d6.(1D2).4p,x 2P*,3/2,4.0,17.813693,1e-05,  36                         :    28  3d6.(1S2).4p  ,L19543,4
199,3d6.(1D2).4p,x 2P*,1/2,2.0,18.284499,9e-06,  40                         :    28  3d6.(1S2).4p  ,L19543,4
200,3d6.(1S2).4p,w 2P*,1/2,2.0,17.906372,7e-06,  32                         :    28  3d6.(1D2).4p  ,L19543,4
201,3d6.(1S2).4p,w 2P*,3/2,4.0,18.374143,2.4e-05,  35                         :    27  3d6.(1D2).4p  ,L19543,4
202,3d6.(1D2).4p,v 2F*,5/2,6.0,18.092669,9e-06,  41                         :    15  3d6.(1D2).4p  ,L19543,4
203,3d6.(1D2).4p,v 2F*,7/2,8.0,18.203005,4e-06,  56                         :    15  3d6.(1D1).4p  ,L19543,4
204,3d6.(1D2).4p,w 2D*,3/2,4.0,18.1832509,2.5e-06,  66                         :    14  3d6.(1D1).4p  ,L19543,4
205,3d6.(1D2).4p,w 2D*,5/2,6.0,18.224266,6e-06,  52                         :    13  3d6.(1D2).4p  ,L19543,4
206,3d6.(1F).4p,v 2G*,7/2,8.0,18.846528,5e-06,  91                                                ,L19543,4
207,3d6.(1F).4p,v 2G*,9/2,10.0,18.96549,4e-05,  94                                                ,L19543,4
208,3d6.(1F).4p,v 2D*,5/2,6.0,18.97463,5e-05,  72                         :    10  3d6.(1D2).4p  ,L19543,4
209,3d6.(1F).4p,v 2D*,3/2,4.0,19.070306,5e-06,  79                         :     7  3d6.(1D2).4p  ,L19543,4
210,3d6.(3P1).4p,v 4D*,1/2,2.0,19.275334,1.2e-05,  37  3d6.(3F1).4p 4D*       :    36  3d6.(3P1).4p  ,L19543,4
211,3d6.(3P1).4p,v 4D*,3/2,4.0,19.304449,7e-06,  38  3d6.(3F1).4p 4D*       :    34  3d6.(3P1).4p  ,L19543,4
212,3d6.(3P1).4p,v 4D*,5/2,6.0,20.452814,2.1e-05,  30  3d6.(3F1).4p 4F*       :    13  3d6.(3F1).4p  ,L19543,4
213,3d6.(3P1).4p,v 4D*,7/2,8.0,20.563717,5e-06,  24  3d6.(3F1).4p 4F*       :    23  3d6.(3P1).4p  ,L19543,4
214,3d6.(3F1).4p,u 4D*,5/2,6.0,19.332741,1.1e-05,  39                         :    27  3d6.(3P1).4p  ,L19543,4
215,3d6.(3F1).4p,u 4D*,7/2,8.0,19.347237,9e-06,  37                         :    25  3d6.(1F).4p   ,L19543,4
216,3d6.(3F1).4p,u 4D*,1/2,2.0,20.394589,2.2e-05,  43                         :    25  3d6.(3P1).4p  ,L19543,4
217,3d6.(3F1).4p,u 4D*,3/2,4.0,20.422595,6e-06,  32                         :    23  3d6.(3P1).4p  ,L19543,4
218,3d6.(1F).4p,u 2F*,5/2,6.0,19.431394,6e-06,  80                                                ,L19543,4
219,3d6.(1F).4p,u 2F*,7/2,8.0,19.43393,1.9e-05,  64                         :    13  3d6.(3F1).4p  ,L19543,4
220,3d6.(3P1).4p,y 2S*,1/2,2.0,19.80343,7e-05,  64                         :    29  3d6.(3P2).4p  ,L19543,4
221,3d6.(3F1).4p,w 4G*,5/2,6.0,19.8744061,1.2e-06,  79                         :    18  3d6.(3F2).4p  ,L19543,4
222,3d6.(3F1).4p,w 4G*,7/2,8.0,19.908047,1.4e-06,  78                         :    18  3d6.(3F2).4p  ,L19543,4
223,3d6.(3F1).4p,w 4G*,9/2,10.0,19.942101,2.2e-06,  76                         :    18  3d6.(3F2).4p  ,L19543,4
224,3d6.(3F1).4p,w 4G*,11/2,12.0,19.9815069,1.7e-06,  78                         :    20  3d6.(3F2).4p  ,L19543,4
225,3d6.(3P1).4p,y 4S*,3/2,4.0,20.0618,4e-05,  71                         :    26  3d6.(3P2).4p  ,L19543,4
226,3d6.(3P1).4p,w 4P*,1/2,2.0,20.202613,1.7e-05,  51                         :    39  3d6.(3P2).4p  ,L19543,4
